"","week_canton","ndvi_lag_8","ndvi_lag_7","ndvi_lag_6","ndvi_lag_5","ndvi_lag_4","ndvi_lag_3","ndvi_lag_2","ndvi_lag_1"
"26","2020-9-504",0.6774,0.637605301991775,0.607716335126705,0.562614823246566,0.521274138661466,0.495077340492231,0.485371130191531,0.472206395946239
"27","2020-9-506",0.6856,0.63253040307367,0.584345963213665,0.567985442186564,0.568428189217483,0.540195347998283,0.482551969308691,0.434647729506083
"28","2020-9-505",0.531,0.495795949765364,0.475899817867137,0.445742996762191,0.416081375532418,0.396587274704333,0.381250700300687,0.36150796948574
"29","2020-9-511",0.7123,0.686225649831072,0.664231377654966,0.645237873297811,0.620177563390769,0.596790594505906,0.580277149399985,0.562221688004852
"30","2020-9-510",0.8287,0.832279885969497,0.834518225526409,0.815861583528668,0.791569909984611,0.783790951612497,0.778096361822544,0.767068817321693
"31","2020-9-501",0.3859,0.40724483011114,0.434093445250118,0.41288348864994,0.372272557658501,0.344806866223536,0.331261118295951,0.315403543194636
"32","2020-9-509",0.7971,0.769552600912506,0.740020618042615,0.724780661713412,0.716627414832933,0.718663518840167,0.728433076816377,0.731021120347778
"33","2020-9-502",0.7136,0.696363221848202,0.679339613150165,0.658980308011348,0.636057044748279,0.613579802562366,0.589469056332989,0.565046499935091
"34","2020-9-503",0.7111,0.654252805172336,0.603542593204948,0.597909270072548,0.610425438237835,0.595649768803407,0.550920602594438,0.511939794306931
"35","2020-9-508",0.8601,0.355551560829968,0.227478521329424,0.354256904225971,0.624972554090492,0.83013120434303,0.828407395357254,0.831140964843516
"36","2020-9-402",0.7734,0.746163580458245,0.721174343201817,0.73012291653441,0.752438751715979,0.767170333836351,0.773314436650541,0.780111743163931
"37","2020-9-407",0.441,0.424356725614447,0.409641291808423,0.412727491781175,0.422505338393487,0.414742984201745,0.378203059169086,0.363832759952185
"38","2020-9-408",0.4654,0.430576464440868,0.405401239110923,0.396581664915809,0.388901898142375,0.383353547844443,0.389064996822272,0.395264194981245
"39","2020-9-401",0.9078,0.799886971921415,0.674561937328863,0.658418402577264,0.758717578753369,0.889774445668583,0.84215874458129,0.865495621174547
"40","2020-9-406",0.8017,0.768877698016098,0.734170078653904,0.731598894038864,0.737165432023532,0.740546484770609,0.730526668793768,0.727513798989276
"41","2020-9-409",0.379,0.409395381046287,0.430537004130263,0.412717702698045,0.368915452087584,0.325563269789336,0.291556618103159,0.26717286768692
"42","2020-9-405",0.8062,0.795737331740153,0.784698491120063,0.785229347878385,0.789967322465239,0.786092477282497,0.771560010285321,0.759097982807963
"43","2020-9-404",0.8568,0.812143930934367,0.761595336655156,0.774283727641906,0.811597434953635,0.82630197728941,0.810514442929666,0.794735277321072
"44","2020-9-403",0.6717,0.66817705233662,0.676020177206839,0.66971092058831,0.663443741062541,0.657688264160415,0.606881553065906,0.565022707915498
"45","2020-9-410",0.8896,0.812989557159734,0.730565564743619,0.756493471545377,0.824294955180881,0.854453760322878,0.830372806747748,0.81469183807138
"46","2020-9-706",0.8384,0.863437482541559,0.881205993591235,0.873996847217792,0.863294070946733,0.856388744412578,0.853313357781253,0.847128392009906
