"","tmin_min","tmin_max","tmin_mean","tmin_median","week_canton"
"13549",16.89637,18.22536,17.8450302857143,18.057438,"2023-28-117"
"13550",15.752752,17.37917,16.9675542857143,17.23501,"2023-28-308"
"13551",20.262228,22.130533,21.5800147142857,21.794922,"2023-28-102"
"13552",28.49575,29.528675,29.0555402857143,29.07439,"2023-28-602"
"13553",20.453485,22.380861,21.7993055714286,21.981031,"2023-28-408"
"13554",30.24355,31.03585,30.5328848571429,30.467815,"2023-28-611"
"13555",17.317226,19.65378,19.0536804285714,19.325348,"2023-28-108"
"13556",NA,NA,NA,NA,"2023-28-607"
"13557",20.760094,22.58613,21.9887112857143,22.14991,"2023-28-203"
"13558",27.468403,28.99083,28.1636827142857,28.042534,"2023-28-215"
"13559",24.626053,27.85817,26.6496811428571,26.713238,"2023-28-706"
"13560",15.7022915,17.914467,17.3455367857143,17.728523,"2023-28-401"
"13561",26.596573,27.661175,26.9705795714286,26.713758,"2023-28-511"
"13562",19.745966,22.211117,21.3963172857143,21.54419,"2023-28-304"
"13563",27.442211,29.894627,28.5622585714286,28.592014,"2023-28-510"
"13564",17.857409,19.945078,19.4580158571429,19.74985,"2023-28-303"
"13565",19.040092,20.397629,19.9722637142857,20.22748,"2023-28-120"
"13566",26.37539,28.088814,27.1626604285714,27.147804,"2023-28-501"
"13567",20.30395,22.130661,21.4843668571429,21.47804,"2023-28-701"
"13568",27.226032,29.037045,28.0563325714286,27.887592,"2023-28-214"
"13569",25.963425,28.10805,27.214655,27.19801,"2023-28-705"
"13570",19.125278,21.063734,20.6358635714286,20.97433,"2023-28-115"
"13571",24.065977,25.430862,24.9359417142857,24.973206,"2023-28-604"
"13572",22.126566,23.854517,23.1710492857143,23.224873,"2023-28-107"
"13573",18.31235,20.542812,19.9955505714286,20.331316,"2023-28-114"
"13574",26.53942,27.338015,26.8178322857143,26.624565,"2023-28-509"
"13575",20.236347,21.923075,21.3744985714286,21.520823,"2023-28-206"
"13576",26.243702,27.751698,27.0386234285714,26.94526,"2023-28-502"
"13577",15.766457,18.716515,17.808563,17.935997,"2023-28-307"
"13578",28.806,29.760746,29.3034767142857,29.300835,"2023-28-209"
"13579",28.624413,29.392467,29.0820067142857,29.128971,"2023-28-605"
"13580",21.559473,23.206686,22.5708015714286,22.70308,"2023-28-207"
"13581",17.101847,19.08419,18.480475,18.703661,"2023-28-302"
"13582",30.203865,31.150703,30.584563,30.554928,"2023-28-609"
"13583",26.164383,28.400024,27.5307842857143,27.673443,"2023-28-702"
"13584",18.454674,20.357275,19.8040298571429,19.986017,"2023-28-208"
"13585",29.463257,30.258068,29.7482831428571,29.73075,"2023-28-601"
"13586",24.449108,25.59413,25.0157655714286,25.00134,"2023-28-104"
"13587",22.76758,23.885445,23.4637357142857,23.547491,"2023-28-119"
"13588",29.883324,30.576477,30.285142,30.425842,"2023-28-606"
"13589",24.739037,27.056332,26.1998538571429,26.454311,"2023-28-216"
"13590",26.571995,28.459595,27.5265622857143,27.271881,"2023-28-210"
"13591",18.31235,20.542812,19.9955505714286,20.331316,"2023-28-406"
"13592",20.262228,22.130533,21.5800147142857,21.794922,"2023-28-101"
"13593",25.091093,26.52814,25.9133388571429,25.987732,"2023-28-204"
"13594",19.642277,21.629496,21.1379654285714,21.41482,"2023-28-409"
"13595",18.619534,20.648026,20.1591008571429,20.456753,"2023-28-405"
"13596",21.753712,23.505732,22.978723,23.085245,"2023-28-202"
"13597",20.546268,22.39866,21.7922355714286,21.971302,"2023-28-109"
"13598",17.988628,19.962189,19.4418354285714,19.700342,"2023-28-404"
"13599",26.354061,28.026516,27.1395035714286,27.126423,"2023-28-503"
"13600",19.642277,21.629496,21.1379654285714,21.41482,"2023-28-403"
"13601",25.38908,27.82847,26.927604,27.130623,"2023-28-410"
"13602",17.751284,19.589853,19.0632268571429,19.232061,"2023-28-212"
"13603",25.014557,27.714476,26.7754024285714,26.830933,"2023-28-703"
"13604",19.840574,22.518703,21.7391861428571,21.933638,"2023-28-704"
"13605",22.72788,23.930185,23.520038,23.641203,"2023-28-105"
"13606",19.642277,21.629496,21.1379654285714,21.41482,"2023-28-113"
"13607",23.45373,24.907705,24.0261025714286,23.923265,"2023-28-508"
"13608",20.110353,22.547644,21.6154018571429,21.759363,"2023-28-305"
"13609",27.534487,28.325861,27.8748224285714,27.85827,"2023-28-116"
"13610",28.322418,30.05878,28.9460902857143,28.623539,"2023-28-213"
"13611",16.463446,19.184212,18.3925272857143,18.587843,"2023-28-111"
"13612",18.847729,20.687716,20.1922031428571,20.361631,"2023-28-211"
"13613",26.173367,27.87207,27.0755974285714,27.08947,"2024-28-507"
"13614",21.44018,22.598286,22.0708208571429,22.167534,"2024-28-112"
"13615",20.10205,20.825127,20.4766991428571,20.454206,"2024-28-201"
"13616",18.226286,19.027702,18.6800332857143,18.70048,"2024-28-110"
"13617",15.501009,17.058132,16.4908618571429,16.57181,"2024-28-306"
"13618",18.00594,19.005241,18.5249712857143,18.63141,"2024-28-106"
"13619",22.07226,22.761463,22.4260647142857,22.48405,"2024-28-205"
"13620",25.848064,28.156803,27.0249987142857,26.870682,"2024-28-504"
"13621",18.21861,18.994694,18.6710871428571,18.653267,"2024-28-402"
"13622",21.063148,21.733366,21.4486835714286,21.438843,"2024-28-407"
"13623",22.929533,25.014797,23.7791127142857,23.73876,"2024-28-603"
"13624",27.700813,28.850563,28.328621,28.388157,"2024-28-505"
"13625",18.527523,19.459139,19.0729745714286,19.154827,"2024-28-301"
"13626",26.490417,27.992786,27.2351442857143,27.182339,"2024-28-506"
"13627",27.228325,29.618294,28.331015,28.30056,"2024-28-610"
"13628",19.97644,21.858572,20.7201042857143,20.695055,"2024-28-608"
"13629",19.492605,20.251438,19.935516,19.96217,"2024-28-118"
"13630",17.821,18.57226,18.2307358571429,18.286345,"2024-28-103"
"13631",16.626839,18.017778,17.1959297142857,17.282724,"2024-28-117"
"13632",15.841192,16.804218,16.3535435714286,16.50411,"2024-28-308"
"13633",20.379599,21.117132,20.8039027142857,20.774021,"2024-28-102"
"13634",27.73486,28.530106,28.1199474285714,27.974953,"2024-28-602"
"13635",20.60779,21.288239,20.9802937142857,20.969316,"2024-28-408"
"13636",29.280758,30.33503,29.8474188571429,30.037468,"2024-28-611"
"13637",17.854086,18.825901,18.3554235714286,18.343582,"2024-28-108"
"13638",NA,NA,NA,NA,"2024-28-607"
"13639",20.792213,21.51821,21.1428835714286,21.082647,"2024-28-203"
"13640",26.788445,28.39957,27.5427961428571,27.555206,"2024-28-215"
"13641",24.204132,27.255438,25.871201,25.784374,"2024-28-706"
"13642",16.014275,17.180527,16.6127774285714,16.705023,"2024-28-401"
"13643",25.640537,27.10028,26.384009,26.408869,"2024-28-511"
"13644",19.564445,21.327957,20.7461612857143,20.946756,"2024-28-304"
"13645",26.868372,29.687721,28.075435,27.893932,"2024-28-510"
"13646",18.320518,19.099173,18.7722724285714,18.801565,"2024-28-303"
"13647",18.800798,19.844017,19.263259,19.319912,"2024-28-120"
"13648",25.44178,27.54523,26.5414054285714,26.381618,"2024-28-501"
"13649",19.323795,21.580847,20.8124374285714,20.993376,"2024-28-701"
"13650",26.474144,28.619905,27.6100238571429,27.594267,"2024-28-214"
"13651",25.149849,27.316912,26.5466502857143,26.639261,"2024-28-705"
"13652",19.492605,20.251438,19.935516,19.96217,"2024-28-115"
"13653",23.71285,24.755245,24.1082114285714,23.994438,"2024-28-604"
"13654",21.773193,22.634897,22.2892895714286,22.39503,"2024-28-107"
"13655",18.756428,19.742332,19.2789737142857,19.280777,"2024-28-114"
"13656",25.576843,27.074747,26.3068547142857,26.137077,"2024-28-509"
"13657",20.202965,21.020689,20.5173727142857,20.414467,"2024-28-206"
"13658",25.669212,26.987785,26.476301,26.69498,"2024-28-502"
"13659",16.117506,17.941822,17.0662848571429,17.023735,"2024-28-307"
"13660",27.951897,28.771973,28.3779535714286,28.383865,"2024-28-209"
"13661",27.027325,29.642044,28.4697818571429,28.610962,"2024-28-605"
"13662",21.254028,21.963251,21.5760521428571,21.623158,"2024-28-207"
"13663",16.994223,18.483086,17.9112074285714,18.00662,"2024-28-302"
"13664",29.166348,30.444172,29.9094887142857,29.912281,"2024-28-609"
"13665",25.449482,28.037487,26.9387057142857,27.222786,"2024-28-702"
"13666",18.612528,19.377918,19.018884,19.076546,"2024-28-208"
"13667",28.69367,29.832531,29.3267194285714,29.515858,"2024-28-601"
"13668",23.545124,24.517923,24.1497237142857,24.301138,"2024-28-104"
"13669",22.47628,23.68435,23.1269292857143,23.386562,"2024-28-119"
"13670",29.222675,30.59618,29.6584182857143,29.452011,"2024-28-606"
"13671",24.792301,26.110447,25.6299852857143,25.517714,"2024-28-216"
"13672",26.253075,27.728409,26.9823254285714,26.89522,"2024-28-210"
"13673",18.756428,19.742332,19.2789737142857,19.280777,"2024-28-406"
"13674",20.379599,21.117132,20.8039027142857,20.774021,"2024-28-101"
"13675",24.523214,25.228838,24.8673327142857,24.770529,"2024-28-204"
"13676",19.963171,20.672606,20.3875858571429,20.340805,"2024-28-409"
"13677",18.956594,19.701626,19.4060291428571,19.369213,"2024-28-405"
"13678",21.8986,22.960999,22.218689,22.065022,"2024-28-202"
"13679",20.545504,21.295856,20.9777297142857,20.966173,"2024-28-109"
"13680",18.21861,18.994694,18.6710871428571,18.653267,"2024-28-404"
"13681",26.22229,27.20588,26.7291451428571,26.706871,"2024-28-503"
"13682",19.963171,20.672606,20.3875858571429,20.340805,"2024-28-403"
"13683",25.2359,27.277245,26.4183701428571,26.571865,"2024-28-410"
"13684",17.915192,18.74129,18.2820977142857,18.191708,"2024-28-212"
"13685",24.510921,27.249079,26.0911687142857,25.924202,"2024-28-703"
"13686",19.185667,22.371645,21.007611,20.95358,"2024-28-704"
"13687",22.377481,23.665565,22.7864255714286,22.75027,"2024-28-105"
"13688",19.963171,20.672606,20.3875858571429,20.340805,"2024-28-113"
"13689",22.800238,24.160715,23.3461855714286,23.16738,"2024-28-508"
"13690",19.289675,21.929646,20.9587851428571,21.160595,"2024-28-305"
"13691",26.449793,27.361765,26.9584994285714,27.02897,"2024-28-116"
"13692",27.542038,29.928371,28.6501427142857,28.60925,"2024-28-213"
"13693",16.922173,18.426195,17.6708678571429,17.62419,"2024-28-111"
"13694",19.098454,20.031567,19.4412485714286,19.294834,"2024-28-211"
"13695",25.604328,26.739307,26.2322414285714,26.238289,"2025-28-507"
"13696",20.853233,21.887457,21.3016998571429,21.336254,"2025-28-112"
"13697",18.376583,20.13343,19.6291588571429,19.88164,"2025-28-201"
"13698",17.006128,18.38219,17.8002878571429,17.952799,"2025-28-110"
"13699",14.007242,16.275734,15.5147587142857,15.578817,"2025-28-306"
"13700",17.196064,18.31735,17.6539941428571,17.583242,"2025-28-106"
"13701",21.036722,22.33524,21.8348812857143,21.892456,"2025-28-205"
"13702",25.776016,26.764164,26.3856124285714,26.36573,"2025-28-504"
"13703",16.459274,18.319204,17.7836185714286,17.859447,"2025-28-402"
"13704",19.618477,21.088505,20.6052162857143,20.824263,"2025-28-407"
"13705",22.144505,23.316198,22.6359352857143,22.740652,"2025-28-603"
"13706",26.979877,27.90907,27.5854355714286,27.70734,"2025-28-505"
"13707",17.03229,18.82917,18.0699182857143,18.021194,"2025-28-301"
"13708",26.131222,26.760525,26.5301518571429,26.50447,"2025-28-506"
"13709",26.943714,28.10918,27.6661708571429,27.806843,"2025-28-610"
"13710",18.99259,20.357866,19.6708871428571,19.752775,"2025-28-608"
"13711",17.916988,19.61132,18.9982274285714,18.977762,"2025-28-118"
"13712",16.414127,17.969172,17.2623014285714,17.32632,"2025-28-103"
"13713",15.829504,16.977797,16.2560728571429,16.13322,"2025-28-117"
"13714",14.534054,16.148005,15.3291354285714,15.2321205,"2025-28-308"
"13715",19.0148,20.473967,19.9304162857143,20.082325,"2025-28-102"
"13716",27.208344,28.24509,27.6930457142857,27.667282,"2025-28-602"
"13717",19.015112,20.615627,20.131876,20.355217,"2025-28-408"
"13718",28.681168,29.898273,29.4772371428571,29.555313,"2025-28-611"
"13719",16.104868,18.025785,17.4125334285714,17.293571,"2025-28-108"
"13720",NA,NA,NA,NA,"2025-28-607"
"13721",19.139265,20.832613,20.3320802857143,20.524874,"2025-28-203"
"13722",26.430202,27.238117,26.8767068571429,26.934525,"2025-28-215"
"13723",23.434978,25.932152,24.9606807142857,25.255589,"2025-28-706"
"13724",14.112165,16.326847,15.6734795714286,15.726419,"2025-28-401"
"13725",25.025019,26.098827,25.7171808571429,25.7515,"2025-28-511"
"13726",18.383118,20.459816,19.6871261428571,19.776358,"2025-28-304"
"13727",26.706694,28.696796,27.7733388571429,27.804329,"2025-28-510"
"13728",16.635078,18.454702,17.8160551428571,17.707514,"2025-28-303"
"13729",17.9701,19.053898,18.3968841428571,18.30157,"2025-28-120"
"13730",25.333538,26.493626,25.9765962857143,25.989887,"2025-28-501"
"13731",18.545113,20.539192,19.7687755714286,19.762882,"2025-28-701"
"13732",26.496956,27.41774,26.9092648571429,26.82491,"2025-28-214"
"13733",24.236294,26.427895,25.7071974285714,25.846394,"2025-28-705"
"13734",17.916988,19.61132,18.9982274285714,18.977762,"2025-28-115"
"13735",22.98051,24.066965,23.555773,23.606457,"2025-28-604"
"13736",20.92381,22.036469,21.535736,21.613914,"2025-28-107"
"13737",17.041847,18.95465,18.3541508571429,18.25456,"2025-28-114"
"13738",24.86881,26.019207,25.6724742857143,25.729877,"2025-28-509"
"13739",18.611977,20.32058,19.7788208571429,19.955393,"2025-28-206"
"13740",25.411453,25.895409,25.6284764285714,25.600315,"2025-28-502"
"13741",14.472958,16.933111,16.1142735714286,16.15006,"2025-28-307"
"13742",27.390755,28.42799,27.9529265714286,27.964241,"2025-28-209"
"13743",27.053902,28.260971,27.6979292857143,27.73576,"2025-28-605"
"13744",20.072308,21.478655,20.9611107142857,21.029902,"2025-28-207"
"13745",15.752825,17.68256,16.8093142857143,16.720066,"2025-28-302"
"13746",28.634895,29.69532,29.4174651428571,29.528324,"2025-28-609"
"13747",25.551308,26.752153,26.299382,26.455734,"2025-28-702"
"13748",16.670116,18.706728,18.1439245714286,18.336994,"2025-28-208"
"13749",27.857801,29.350723,28.8471572857143,28.945187,"2025-28-601"
"13750",22.971807,24.072765,23.5849857142857,23.586164,"2025-28-104"
"13751",21.369614,22.757286,22.0253617142857,21.968925,"2025-28-119"
"13752",28.33088,29.385635,29.0281084285714,29.128082,"2025-28-606"
"13753",23.090431,25.467375,24.5997784285714,24.719017,"2025-28-216"
"13754",25.029999,26.738419,26.0709652857143,26.050068,"2025-28-210"
"13755",17.041847,18.95465,18.3541508571429,18.25456,"2025-28-406"
"13756",19.0148,20.473967,19.9304162857143,20.082325,"2025-28-101"
"13757",23.617786,24.942677,24.3703348571429,24.419394,"2025-28-204"
"13758",18.377483,20.02422,19.4919512857143,19.537607,"2025-28-409"
"13759",17.279892,19.043234,18.5104697142857,18.52428,"2025-28-405"
"13760",20.38055,22.055521,21.4861898571429,21.582823,"2025-28-202"
"13761",19.284237,20.64977,20.1350971428571,20.342976,"2025-28-109"
"13762",16.459274,18.319204,17.7836185714286,17.859447,"2025-28-404"
"13763",25.595585,26.231148,25.912226,25.911602,"2025-28-503"
"13764",18.377483,20.02422,19.4919512857143,19.537607,"2025-28-403"
"13765",24.131252,26.041256,25.3418152857143,25.36636,"2025-28-410"
"13766",15.918791,18.041866,17.4447302857143,17.602873,"2025-28-212"
"13767",23.879429,26.105932,25.2183465714286,25.391994,"2025-28-703"
"13768",18.147606,20.913841,19.8839242857143,19.824299,"2025-28-704"
"13769",21.476456,22.626347,21.9809487142857,21.980745,"2025-28-105"
"13770",18.377483,20.02422,19.4919512857143,19.537607,"2025-28-113"
"13771",22.35717,23.130308,22.7781038571429,22.729446,"2025-28-508"
"13772",18.727953,20.768753,19.8196024285714,19.996609,"2025-28-305"
"13773",25.86704,27.018595,26.566425,26.60859,"2025-28-116"
"13774",27.244099,28.866203,28.2055991428571,28.54995,"2025-28-213"
"13775",15.182812,17.46228,16.7207081428571,16.678919,"2025-28-111"
"13776",17.09542,19.229132,18.6172545714286,18.702633,"2025-28-211"
"13777",26.117363,27.094105,26.6656657142857,26.821701,"2020-29-507"
"13778",21.49409,22.741522,21.8688772857143,21.753521,"2020-29-112"
"13779",19.87191,21.278986,20.2521021428571,20.137056,"2020-29-201"
"13780",17.961468,19.35645,18.4140761428571,18.21962,"2020-29-110"
"13781",15.233507,17.199024,16.2629091428571,16.45467,"2020-29-306"
"13782",17.84587,19.115425,18.285872,18.27956,"2020-29-106"
"13783",21.84757,23.365208,22.404259,22.422745,"2020-29-205"
"13784",25.911713,27.823578,26.7980468571429,26.691465,"2020-29-504"
"13785",17.92794,19.278805,18.4106802857143,18.291702,"2020-29-402"
"13786",20.774492,22.252989,21.1977044285714,20.993252,"2020-29-407"
"13787",23.06799,24.608551,23.6601671428571,23.660545,"2020-29-603"
"13788",26.874702,28.37751,27.6159057142857,27.730412,"2020-29-505"
"13789",18.07277,19.468136,18.8089872857143,18.653254,"2020-29-301"
"13790",26.235935,27.59621,26.9971345714286,26.937904,"2020-29-506"
"13791",27.534967,29.112804,28.2099114285714,28.232475,"2020-29-610"
"13792",20.040918,20.896267,20.4217391428571,20.314596,"2020-29-608"
"13793",19.07451,20.415539,19.6415274285714,19.441208,"2020-29-118"
"13794",17.411861,18.763922,17.945925,17.710644,"2020-29-103"
"13795",16.264618,17.391602,16.9425918571429,16.894909,"2020-29-117"
"13796",15.378366,16.746462,16.094078,15.922104,"2020-29-308"
"13797",20.078163,21.496405,20.5359595714286,20.314175,"2020-29-102"
"13798",27.565308,28.790226,28.1685042857143,28.173494,"2020-29-602"
"13799",20.319271,21.773483,20.7343075714286,20.57073,"2020-29-408"
"13800",29.07285,30.274147,29.6590832857143,29.629604,"2020-29-611"
"13801",17.367725,18.675661,18.0502634285714,17.95198,"2020-29-108"
"13802",NA,NA,NA,NA,"2020-29-607"
"13803",20.53523,22.00418,20.954992,20.841137,"2020-29-203"
"13804",26.608467,27.968697,27.2587137142857,27.137207,"2020-29-215"
"13805",24.694065,26.520123,25.6496705714286,25.963892,"2020-29-706"
"13806",15.658035,16.994005,16.334182,16.225126,"2020-29-401"
"13807",25.473167,26.98317,26.2075947142857,25.864346,"2020-29-511"
"13808",19.296728,21.64314,20.5515617142857,20.724874,"2020-29-304"
"13809",26.791496,29.516762,28.0503562857143,28.472996,"2020-29-510"
"13810",17.825464,19.153797,18.4796995714286,18.327219,"2020-29-303"
"13811",18.576738,19.720179,19.0358358571429,19.032198,"2020-29-120"
"13812",25.347832,27.42115,26.1235098571429,25.956795,"2020-29-501"
"13813",19.679276,21.674051,20.6296452857143,20.61531,"2020-29-701"
"13814",26.427383,27.806355,27.1023194285714,26.939896,"2020-29-214"
"13815",25.435947,26.813263,26.161054,26.421618,"2020-29-705"
"13816",19.07451,20.415539,19.6415274285714,19.441208,"2020-29-115"
"13817",23.476355,24.749964,24.1051725714286,24.171818,"2020-29-604"
"13818",21.661802,23.124731,22.0877412857143,22.029486,"2020-29-107"
"13819",18.3859,19.677692,18.9743068571429,18.799156,"2020-29-114"
"13820",25.149937,26.86065,26.0257738571429,25.762886,"2020-29-509"
"13821",19.92789,21.382183,20.4227454285714,20.361135,"2020-29-206"
"13822",25.421326,26.524136,26.0406772857143,26.229654,"2020-29-502"
"13823",15.869957,17.649065,16.801596,17.008501,"2020-29-307"
"13824",27.820385,29.106277,28.3514215714286,28.337193,"2020-29-209"
"13825",27.526403,29.144604,28.2539305714286,28.334984,"2020-29-605"
"13826",20.987534,22.537434,21.5578137142857,21.548403,"2020-29-207"
"13827",16.565413,18.714048,17.6865992857143,17.663761,"2020-29-302"
"13828",28.492674,30.505547,29.6011691428571,29.794361,"2020-29-609"
"13829",26.076813,27.823872,26.7573194285714,26.909992,"2020-29-702"
"13830",18.31028,19.704376,18.7865892857143,18.737501,"2020-29-208"
"13831",28.51381,29.520117,29.0176178571429,29.158346,"2020-29-601"
"13832",23.591448,24.882914,24.028882,23.809692,"2020-29-104"
"13833",22.034172,23.228642,22.6342332857143,22.63505,"2020-29-119"
"13834",28.937136,29.940044,29.4979048571429,29.333786,"2020-29-606"
"13835",24.778328,25.522865,25.1751857142857,25.12078,"2020-29-216"
"13836",26.051712,27.093784,26.5260057142857,26.511963,"2020-29-210"
"13837",18.3859,19.677692,18.9743068571429,18.799156,"2020-29-406"
"13838",20.078163,21.496405,20.5359595714286,20.314175,"2020-29-101"
"13839",24.319859,25.749851,24.9252407142857,24.953602,"2020-29-204"
"13840",19.5782,20.972158,20.0992848571429,19.918179,"2020-29-409"
"13841",18.603655,19.962393,19.1201772857143,18.961414,"2020-29-405"
"13842",21.607693,22.945044,22.157251,22.110178,"2020-29-202"
"13843",20.31029,21.75324,20.7261487142857,20.55504,"2020-29-109"
"13844",17.92794,19.278805,18.4106802857143,18.291702,"2020-29-404"
"13845",25.63472,26.886047,26.2880298571429,26.361307,"2020-29-503"
"13846",19.5782,20.972158,20.0992848571429,19.918179,"2020-29-403"
"13847",25.370956,26.520763,25.8958567142857,25.811108,"2020-29-410"
"13848",17.678453,18.955206,18.1098794285714,18.099821,"2020-29-212"
"13849",24.944187,26.487686,25.8214592857143,26.140081,"2020-29-703"
"13850",19.298813,22.24115,20.8524157142857,21.174965,"2020-29-704"
"13851",22.095865,23.085983,22.6174747142857,22.554895,"2020-29-105"
"13852",19.5782,20.972158,20.0992848571429,19.918179,"2020-29-113"
"13853",22.540972,23.993626,23.3149732857143,23.045597,"2020-29-508"
"13854",19.103468,21.804565,20.6956814285714,20.807093,"2020-29-305"
"13855",26.461954,27.719995,26.9159545714286,26.80601,"2020-29-116"
"13856",27.825401,29.61554,28.6773364285714,28.904278,"2020-29-213"
"13857",16.569029,18.130949,17.3821482857143,17.45821,"2020-29-111"
"13858",18.949333,20.089136,19.314645,19.30441,"2020-29-211"
"13859",26.085804,28.062222,27.037137,27.041317,"2021-29-507"
"13860",20.879095,22.709074,22.090235,22.175667,"2021-29-112"
"13861",19.525599,21.306736,20.4537,20.326246,"2021-29-201"
"13862",17.598438,19.241901,18.6624631428571,18.698887,"2021-29-110"
"13863",15.546398,17.550049,16.6675447142857,16.665594,"2021-29-306"
"13864",17.319187,19.075588,18.4731514285714,18.610529,"2021-29-106"
"13865",21.390776,24.068844,22.7532032857143,22.876947,"2021-29-205"
"13866",25.269295,28.202309,27.1100518571429,27.438232,"2021-29-504"
"13867",17.84571,19.30297,18.6688588571429,18.716516,"2021-29-402"
"13868",20.434523,22.292496,21.488516,21.401814,"2021-29-407"
"13869",22.49147,24.672525,23.759902,24.091858,"2021-29-603"
"13870",26.549637,28.987755,28.1112247142857,28.383263,"2021-29-505"
"13871",18.210659,19.607973,19.0614338571429,19.178019,"2021-29-301"
"13872",25.682178,28.116508,27.1977214285714,27.473598,"2021-29-506"
"13873",27.629314,29.057068,28.2654364285714,28.386707,"2021-29-610"
"13874",19.446892,20.900644,20.4806031428571,20.54268,"2021-29-608"
"13875",19.111366,20.375793,19.9348852857143,20.07244,"2021-29-118"
"13876",17.185465,18.68989,18.1696341428571,18.317556,"2021-29-103"
"13877",16.113876,17.690681,17.0041431428571,17.080439,"2021-29-117"
"13878",15.310734,16.872942,16.2699708571429,16.317781,"2021-29-308"
"13879",19.79495,21.43464,20.804937,20.81076,"2021-29-102"
"13880",27.51128,29.883686,28.5859022857143,28.56776,"2021-29-602"
"13881",20.018896,21.822435,20.9996748571429,20.89932,"2021-29-408"
"13882",29.34142,30.645302,30.0513274285714,30.348995,"2021-29-611"
"13883",17.668406,18.808609,18.4207444285714,18.68237,"2021-29-108"
"13884",NA,NA,NA,NA,"2021-29-607"
"13885",20.149567,22.095848,21.1350307142857,21.080143,"2021-29-203"
"13886",26.003643,28.188469,27.4840924285714,27.701164,"2021-29-215"
"13887",24.799116,27.165705,26.2038591428571,26.206474,"2021-29-706"
"13888",15.913942,17.061567,16.6720321428571,16.840525,"2021-29-401"
"13889",24.540323,27.020592,26.1392035714286,26.53814,"2021-29-511"
"13890",19.774866,22.12589,20.8661012857143,20.659262,"2021-29-304"
"13891",25.66891,28.738708,27.8646415714286,28.513136,"2021-29-510"
"13892",18.04898,19.2103,18.7981202857143,19.058458,"2021-29-303"
"13893",18.090218,19.713905,19.1683581428571,19.343273,"2021-29-120"
"13894",24.54451,27.722763,26.6131402857143,27.136944,"2021-29-501"
"13895",19.87558,21.98341,20.9732881428571,21.289621,"2021-29-701"
"13896",25.639889,28.393707,27.4858175714286,27.667372,"2021-29-214"
"13897",25.43628,27.52668,26.4705042857143,26.697817,"2021-29-705"
"13898",19.111366,20.375793,19.9348852857143,20.07244,"2021-29-115"
"13899",23.218233,25.348228,24.3410887142857,24.45083,"2021-29-604"
"13900",21.112362,23.195448,22.368701,22.486694,"2021-29-107"
"13901",18.609997,19.72425,19.3255148571429,19.5535,"2021-29-114"
"13902",24.760996,26.757404,26.0664572857143,26.405617,"2021-29-509"
"13903",19.522217,21.548481,20.471497,20.471672,"2021-29-206"
"13904",24.654867,27.215885,26.3315932857143,26.67192,"2021-29-502"
"13905",16.151958,17.975643,17.2925331428571,17.427452,"2021-29-307"
"13906",27.604496,29.843048,28.7327454285714,28.889992,"2021-29-209"
"13907",27.018059,28.947987,28.1483212857143,28.301441,"2021-29-605"
"13908",20.511377,23.184116,21.8340842857143,21.97208,"2021-29-207"
"13909",16.948095,19.164911,17.8850902857143,17.563337,"2021-29-302"
"13910",28.544975,30.775269,29.768496,30.298405,"2021-29-609"
"13911",25.266304,28.011364,27.0565994285714,27.192684,"2021-29-702"
"13912",18.172543,19.700047,18.9680807142857,18.938826,"2021-29-208"
"13913",28.659494,29.77264,29.2924372857143,29.448172,"2021-29-601"
"13914",23.124449,24.964277,24.2781034285714,24.541208,"2021-29-104"
"13915",21.657196,23.46278,22.7366082857143,22.993553,"2021-29-119"
"13916",28.697731,29.869186,29.5344957142857,29.584274,"2021-29-606"
"13917",24.455238,26.243214,25.5381727142857,25.67741,"2021-29-216"
"13918",25.427017,27.45895,26.8427584285714,27.09663,"2021-29-210"
"13919",18.609997,19.72425,19.3255148571429,19.5535,"2021-29-406"
"13920",19.79495,21.43464,20.804937,20.81076,"2021-29-101"
"13921",23.967813,26.734266,25.3242262857143,25.395737,"2021-29-204"
"13922",19.55552,20.960522,20.4065051428571,20.48995,"2021-29-409"
"13923",18.623919,19.989754,19.4276074285714,19.512522,"2021-29-405"
"13924",21.17517,22.935268,22.0927221428571,22.023499,"2021-29-202"
"13925",19.897537,21.732033,20.9972522857143,20.922176,"2021-29-109"
"13926",17.84571,19.30297,18.6688588571429,18.716516,"2021-29-404"
"13927",24.907024,27.29765,26.499896,26.775902,"2021-29-503"
"13928",19.55552,20.960522,20.4065051428571,20.48995,"2021-29-403"
"13929",24.849014,27.51456,26.3755584285714,26.430626,"2021-29-410"
"13930",17.449705,18.969835,18.1877875714286,18.10897,"2021-29-212"
"13931",25.189684,27.257818,26.2887372857143,26.253227,"2021-29-703"
"13932",19.826813,22.367105,21.3219588571429,21.32043,"2021-29-704"
"13933",21.727917,23.089088,22.6615027142857,22.827412,"2021-29-105"
"13934",19.55552,20.960522,20.4065051428571,20.48995,"2021-29-113"
"13935",21.872408,24.070076,23.1832412857143,23.397549,"2021-29-508"
"13936",20.124586,22.425581,21.1708162857143,21.080359,"2021-29-305"
"13937",26.157925,28.144535,27.2417144285714,27.462948,"2021-29-116"
"13938",26.99752,29.182983,28.3240781428571,28.764381,"2021-29-213"
"13939",16.84543,18.354042,17.8342635714286,17.97806,"2021-29-111"
"13940",18.586607,20.024239,19.2759158571429,19.197155,"2021-29-211"
"13941",26.340706,27.31593,26.8483578571429,26.938805,"2022-29-507"
