"","tmin_min","tmin_max","tmin_mean","tmin_median","week_canton"
"1",24.307365,26.021297,24.8148014,24.504314,"2020-1-507"
"2",19.743813,20.537115,20.0306984,19.975498,"2020-1-112"
"3",17.587805,19.52409,18.1990866,17.86757,"2020-1-201"
"4",15.657812,16.869596,16.1087037,15.963184,"2020-1-110"
"5",13.576344,14.808821,14.1526392,14.069752,"2020-1-306"
"6",15.750107,16.426962,16.0365696,15.958412,"2020-1-106"
"7",19.311941,21.061092,19.9265702,19.652016,"2020-1-205"
"8",24.198063,27.20882,25.8878906,25.804863,"2020-1-504"
"9",15.779598,17.553274,16.4179398,16.189522,"2020-1-402"
"10",18.377733,20.14368,18.9797354,18.796713,"2020-1-407"
"11",20.3816,22.102806,21.1962774,20.856745,"2020-1-603"
"12",26.494637,27.975094,27.0829348,26.654995,"2020-1-505"
"13",16.015034,16.906733,16.4687114,16.438684,"2020-1-301"
"14",24.410107,26.705322,25.6904036,25.590755,"2020-1-506"
"15",26.99403,29.451195,28.2643936,28.171913,"2020-1-610"
"16",17.749964,19.71708,18.652797,18.47648,"2020-1-608"
"17",16.927618,18.227453,17.4822484,17.460423,"2020-1-118"
"18",15.060793,15.920208,15.4507677,15.372334,"2020-1-103"
"19",14.595402,15.729542,15.0870447,15.139847,"2020-1-117"
"20",13.168587,14.0302925,13.5316737,13.514769,"2020-1-308"
"21",17.816603,19.25814,18.345727,18.202984,"2020-1-102"
"22",25.164124,25.992867,25.5806388,25.596516,"2020-1-602"
"23",17.886286,19.7734,18.5277254,18.282331,"2020-1-408"
"24",27.932844,28.981953,28.339729,28.333622,"2020-1-611"
"25",15.543579,17.015804,16.1887402,16.105654,"2020-1-108"
"26",NA,NA,NA,NA,"2020-1-607"
"27",18.255825,20.213047,18.8618844,18.507288,"2020-1-203"
"28",24.937374,27.784977,26.5857466,26.645515,"2020-1-215"
"29",23.21468,24.687714,24.1296036,24.294775,"2020-1-706"
"30",13.904873,15.577692,14.5431358,14.374376,"2020-1-401"
"31",23.207378,24.603312,24.0746532,24.175142,"2020-1-511"
"32",17.743946,18.71412,18.2962428,18.388628,"2020-1-304"
"33",26.026997,27.709929,26.9649234,26.755947,"2020-1-510"
"34",15.90102,17.1667,16.4680988,16.470415,"2020-1-303"
"35",16.62287,17.362755,16.9755368,16.933565,"2020-1-120"
"36",23.503502,26.57727,25.0511686,24.5965,"2020-1-501"
"37",18.20027,19.374634,18.8321896,18.985964,"2020-1-701"
"38",24.493374,28.067993,26.3871064,26.521225,"2020-1-214"
"39",24.387001,25.277475,24.8512522,25.049608,"2020-1-705"
"40",16.927618,18.227453,17.4822484,17.460423,"2020-1-115"
"41",20.954172,22.392258,21.5317342,21.483269,"2020-1-604"
"42",19.540052,20.957962,19.9914602,19.849918,"2020-1-107"
"43",16.315372,17.952055,16.9980372,16.909119,"2020-1-114"
"44",23.692806,24.645851,24.1826278,24.244326,"2020-1-509"
"45",17.837963,19.697329,18.4276518,17.986523,"2020-1-206"
"46",23.113548,24.905865,23.9986588,23.992855,"2020-1-502"
"47",14.361494,15.864008,15.0337318,14.98151,"2020-1-307"
"48",25.501724,26.734112,25.990906,25.86284,"2020-1-209"
"49",26.495811,28.963516,28.0945304,28.110962,"2020-1-605"
"50",18.342821,20.198675,18.9887544,18.66727,"2020-1-207"
"51",14.545866,15.631632,15.0413102,15.177885,"2020-1-302"
"52",28.578392,29.729958,29.023274,28.90649,"2020-1-609"
"53",25.452991,27.411213,26.3875846,26.330246,"2020-1-702"
"54",16.396255,18.262224,16.9713154,16.575724,"2020-1-208"
"55",27.679115,28.206873,27.9098404,27.948729,"2020-1-601"
"56",22.234692,23.256493,22.6010402,22.509613,"2020-1-104"
"57",20.299528,21.451784,20.7415332,20.671803,"2020-1-119"
"58",28.349758,29.39972,28.8468468,28.904575,"2020-1-606"
"59",23.569489,25.332613,24.6187456,24.773737,"2020-1-216"
"60",24.600246,26.655243,25.8643164,25.70956,"2020-1-210"
"61",16.315372,17.952055,16.9980372,16.909119,"2020-1-406"
"62",17.816603,19.25814,18.345727,18.202984,"2020-1-101"
"63",21.16314,22.699055,21.7599086,21.501648,"2020-1-204"
"64",17.37727,18.977062,18.0023836,17.87464,"2020-1-409"
"65",16.376398,18.092665,17.0432168,16.94644,"2020-1-405"
"66",19.351738,21.129519,19.9516248,19.604977,"2020-1-202"
"67",17.994663,19.51484,18.5153698,18.381382,"2020-1-109"
"68",15.779598,17.553274,16.4179398,16.189522,"2020-1-404"
"69",23.802269,24.91203,24.3632996,24.37186,"2020-1-503"
"70",17.37727,18.977062,18.0023836,17.87464,"2020-1-403"
"71",24.090096,26.603851,25.526866,25.626663,"2020-1-410"
"72",15.927654,17.701967,16.4518902,15.971739,"2020-1-212"
"73",23.702904,24.688103,24.3375802,24.429386,"2020-1-703"
"74",18.26866,20.005764,19.0406538,19.140656,"2020-1-704"
"75",20.67158,21.698109,21.1911784,21.242104,"2020-1-105"
"76",17.37727,18.977062,18.0023836,17.87464,"2020-1-113"
"77",20.559551,22.659462,21.8376738,21.782684,"2020-1-508"
"78",18.304522,19.618502,19.0185294,19.287434,"2020-1-305"
"79",24.393501,25.594803,24.8475138,24.73746,"2020-1-116"
"80",26.307785,28.627419,27.5746316,27.5695,"2020-1-213"
"81",14.963928,16.505722,15.6450508,15.572483,"2020-1-111"
"82",17.32631,19.053152,17.8558214,17.380087,"2020-1-211"
"83",23.198872,25.09779,23.9361421428571,23.803219,"2021-1-507"
"84",18.73715,20.305584,19.1677314285714,18.987501,"2021-1-112"
"85",15.935595,19.188644,17.3958795714286,17.258461,"2021-1-201"
"86",14.392515,16.863106,15.3124581428571,15.100466,"2021-1-110"
"87",12.1115,15.339552,13.3730592857143,13.314329,"2021-1-306"
"88",14.577572,16.443247,15.1915468571429,14.990414,"2021-1-106"
"89",17.843456,20.803436,19.1565688571429,18.830845,"2021-1-205"
"90",24.307743,25.765255,25.1697845714286,25.33799,"2021-1-504"
"91",14.374552,17.39025,15.647253,15.50522,"2021-1-402"
"92",17.012978,19.965725,18.2100235714286,17.918833,"2021-1-407"
"93",18.732285,21.38609,19.8604258571429,19.845043,"2021-1-603"
"94",25.42804,26.788212,26.0708471428571,25.933891,"2021-1-505"
"95",14.720196,17.398012,15.7336472142857,15.66441,"2021-1-301"
"96",24.309647,25.56982,24.9122321428571,24.843681,"2021-1-506"
"97",25.98381,27.474442,26.768795,26.794014,"2021-1-610"
"98",15.553942,18.326466,17.0967825714286,17.157848,"2021-1-608"
"99",15.803423,18.384241,16.7492248571429,16.528883,"2021-1-118"
"100",13.788282,16.232841,14.6932221428571,14.63253,"2021-1-103"
"101",13.376692,15.170084,14.0735868571429,14.034086,"2021-1-117"
"102",11.807188,14.26318,12.7593097142857,12.756712,"2021-1-308"
"103",16.546612,19.205656,17.5659837142857,17.301603,"2021-1-102"
"104",24.042334,26.108654,24.8774751428571,24.805956,"2021-1-602"
"105",16.467026,19.56591,17.7673564285714,17.525665,"2021-1-408"
"106",27.134792,28.65073,27.6580404285714,27.433771,"2021-1-611"
"107",14.398302,17.20585,15.4766234285714,15.253212,"2021-1-108"
"108",NA,NA,NA,NA,"2021-1-607"
"109",16.539244,19.830793,18.046106,17.912888,"2021-1-203"
"110",25.484802,26.50298,26.1285251428571,26.249245,"2021-1-215"
"111",22.051865,25.409288,23.661206,23.611301,"2021-1-706"
"112",12.41221,15.466511,13.765582,13.702063,"2021-1-401"
"113",22.498999,23.7532,23.0967957142857,23.065252,"2021-1-511"
"114",16.260693,19.482445,17.554809,17.64556,"2021-1-304"
"115",25.864891,26.748613,26.3707447142857,26.298851,"2021-1-510"
"116",14.7472515,17.423,15.7407199285714,15.533836,"2021-1-303"
"117",15.487045,17.215494,16.0685825714286,16.012339,"2021-1-120"
"118",23.537285,25.245987,24.473229,24.41439,"2021-1-501"
"119",15.782791,20.309486,17.7902302857143,17.860064,"2021-1-701"
"120",25.326996,26.409748,26.1256228571429,26.208405,"2021-1-214"
"121",22.234653,25.857998,23.851604,23.80502,"2021-1-705"
"122",15.803423,18.384241,16.7492248571429,16.528883,"2021-1-115"
"123",19.88838,22.11826,20.8335128571429,20.796503,"2021-1-604"
"124",18.222826,20.635006,19.143486,18.842833,"2021-1-107"
"125",15.157513,17.997505,16.2907411428571,16.066872,"2021-1-114"
"126",22.783745,23.956951,23.2666261428571,23.274017,"2021-1-509"
"127",16.028353,19.269716,17.592874,17.594929,"2021-1-206"
"128",22.32542,23.956821,22.9136574285714,22.704636,"2021-1-502"
"129",12.975664,16.234201,14.2845258571429,14.147469,"2021-1-307"
"130",24.427279,26.478708,25.2586035714286,25.013756,"2021-1-209"
"131",26.005672,27.781075,26.98723,27.047245,"2021-1-605"
"132",16.779776,19.93278,18.2254381428571,17.961607,"2021-1-207"
"133",13.186964,16.029564,14.3343769285714,14.4101925,"2021-1-302"
"134",27.808403,29.000725,28.0838167142857,27.871914,"2021-1-609"
"135",24.882145,26.476364,25.8585392857143,26.151087,"2021-1-702"
"136",14.612717,17.894754,16.1362402857143,16.120289,"2021-1-208"
"137",26.676262,27.90947,27.1236505714286,27.024189,"2021-1-601"
"138",21.375763,22.816568,21.7774127142857,21.527094,"2021-1-104"
"139",18.70048,21.192474,19.774894,19.814869,"2021-1-119"
"140",27.329712,28.575603,27.7832797142857,27.585758,"2021-1-606"
"141",22.381992,24.95236,23.8243411428571,24.19925,"2021-1-216"
"142",24.265734,26.001354,25.3031425714286,25.584045,"2021-1-210"
"143",15.157513,17.997505,16.2907411428571,16.066872,"2021-1-406"
"144",16.546612,19.205656,17.5659837142857,17.301603,"2021-1-101"
"145",19.788303,22.564644,21.0308755714286,20.748856,"2021-1-204"
"146",16.226307,18.979206,17.2702614285714,17.010344,"2021-1-409"
"147",15.174339,18.054018,16.3168588571429,16.08906,"2021-1-405"
"148",17.707132,20.62017,19.170568,19.40549,"2021-1-202"
"149",16.656967,19.356848,17.7140827142857,17.430702,"2021-1-109"
"150",14.374552,17.39025,15.647253,15.50522,"2021-1-404"
"151",22.704704,23.962564,23.2192068571429,23.098278,"2021-1-503"
"152",16.226307,18.979206,17.2702614285714,17.010344,"2021-1-403"
"153",23.301323,25.877705,24.815168,25.165401,"2021-1-410"
"154",13.958454,17.26325,15.5833002142857,15.7253475,"2021-1-212"
"155",22.022085,25.610516,23.6646304285714,23.755974,"2021-1-703"
"156",15.623257,20.518442,17.929186,17.950138,"2021-1-704"
"157",19.559752,21.01284,20.1307797142857,20.056187,"2021-1-105"
"158",16.226307,18.979206,17.2702614285714,17.010344,"2021-1-113"
"159",20.49662,21.65966,21.1854301428571,21.337534,"2021-1-508"
"160",16.715683,20.299519,18.1854901428571,18.478996,"2021-1-305"
"161",23.556671,25.078047,24.0820738571429,23.84568,"2021-1-116"
"162",26.74382,27.464169,27.0704958571429,26.993168,"2021-1-213"
"163",13.679909,16.767216,14.9187825714286,14.744867,"2021-1-111"
"164",15.360319,18.611612,17.0314864285714,17.327463,"2021-1-211"
"165",21.912106,24.56585,23.5628064285714,23.681164,"2022-1-507"
"166",18.156332,20.496817,19.3104971428571,19.443077,"2022-1-112"
"167",15.3693695,18.98307,17.2070246428571,17.416567,"2022-1-201"
"168",13.994085,16.70597,15.2540202857143,15.437206,"2022-1-110"
"169",11.988985,14.653828,13.2550945714286,13.266081,"2022-1-306"
"170",14.169695,16.50013,15.2733958571429,15.48107,"2022-1-106"
"171",17.488695,20.398134,19.0585395714286,19.382109,"2022-1-205"
"172",23.605755,26.581593,25.1977032857143,25.467842,"2022-1-504"
"173",13.734991,17.151472,15.4866804285714,15.661129,"2022-1-402"
"174",16.546377,19.649752,18.0622331428571,18.225872,"2022-1-407"
"175",19.437405,22.033018,20.637358,20.43865,"2022-1-603"
"176",24.982319,27.519764,26.4138805714286,26.6143,"2022-1-505"
"177",14.644287,17.020996,15.6715672857143,15.701635,"2022-1-301"
"178",23.245022,25.85616,24.7633461428571,25.004486,"2022-1-506"
"179",26.06641,29.33538,27.6504411428571,27.733917,"2022-1-610"
"180",16.262737,19.006653,17.738627,17.595774,"2022-1-608"
"181",15.353758,18.11724,16.6470097142857,16.781343,"2022-1-118"
"182",13.552963,16.039633,14.6385955714286,14.757839,"2022-1-103"
"183",13.133488,15.179651,14.3298675,14.287785,"2022-1-117"
"184",11.733824,13.98107,12.7656647857143,12.748928,"2022-1-308"
"185",16.101912,18.973076,17.4659642857143,17.650028,"2022-1-102"
"186",23.445078,25.65404,24.8679765714286,25.193098,"2022-1-602"
"187",15.943796,19.245916,17.5932082857143,17.816126,"2022-1-408"
"188",26.594772,28.700357,27.8004852857143,27.982973,"2022-1-611"
"189",13.966274,16.833525,15.3554930714286,15.476458,"2022-1-108"
"190",NA,NA,NA,NA,"2022-1-607"
"191",16.006887,19.62766,17.8560737142857,18.080511,"2022-1-203"
"192",24.43614,26.81382,25.791822,26.013054,"2022-1-215"
"193",21.704597,24.62461,23.5832114285714,23.826117,"2022-1-706"
"194",11.767122,15.268066,13.623722,13.772188,"2022-1-401"
"195",21.911844,23.699446,22.930094,23.160719,"2022-1-511"
"196",16.559074,18.73131,17.507745,17.332882,"2022-1-304"
"197",25.237888,26.85079,26.2138224285714,26.436363,"2022-1-510"
"198",14.364048,17.088425,15.6386216428571,15.73971,"2022-1-303"
"199",15.09337,17.286806,16.1948561428571,16.259966,"2022-1-120"
"200",22.447926,25.87682,24.5025765714286,25.091682,"2022-1-501"
"201",17.088161,19.629787,18.2340988571429,17.896713,"2022-1-701"
"202",24.269379,26.772827,25.7746395714286,26.132645,"2022-1-214"
"203",22.97151,25.108389,24.0884028571429,23.953194,"2022-1-705"
"204",15.353758,18.11724,16.6470097142857,16.781343,"2022-1-115"
"205",19.221296,21.72929,20.5807068571429,20.800577,"2022-1-604"
"206",17.776182,20.55502,19.1256921428571,19.237297,"2022-1-107"
"207",14.626059,17.685627,16.1576991428571,16.308327,"2022-1-114"
"208",22.461655,23.845884,23.2265827142857,23.338768,"2022-1-509"
"209",15.440672,19.145311,17.3902288571429,17.599924,"2022-1-206"
"210",21.24609,23.86515,22.8784178571429,23.104206,"2022-1-502"
"211",12.616423,15.595123,14.1476654285714,14.255703,"2022-1-307"
"212",23.960901,26.245377,25.2911452857143,25.598543,"2022-1-209"
"213",27.037743,28.226334,27.7527521428571,27.820171,"2022-1-605"
"214",16.382643,19.524134,18.0856335714286,18.424133,"2022-1-207"
"215",13.303892,15.456537,14.34103,14.198679,"2022-1-302"
"216",27.313545,29.156502,28.372376,28.379688,"2022-1-609"
"217",24.147615,26.858545,25.4749254285714,25.356604,"2022-1-702"
"218",13.955549,17.79655,15.9383892857143,16.111315,"2022-1-208"
"219",26.30934,27.829405,27.1588965714286,27.086071,"2022-1-601"
"220",20.710972,22.948774,21.9325751428571,22.074823,"2022-1-104"
"221",18.970297,21.266157,20.1968575714286,19.9715,"2022-1-119"
"222",27.040113,28.776682,28.1670122857143,28.201584,"2022-1-606"
"223",21.769009,25.104189,23.7220822857143,24.076656,"2022-1-216"
"224",23.288414,26.387455,25.0878267142857,25.371628,"2022-1-210"
"225",14.626059,17.685627,16.1576991428571,16.308327,"2022-1-406"
"226",16.101912,18.973076,17.4659642857143,17.650028,"2022-1-101"
"227",19.469955,22.096928,20.9568927142857,21.350353,"2022-1-204"
"228",15.696829,18.666222,17.1357855714286,17.31342,"2022-1-409"
"229",14.599388,17.738657,16.1685997142857,16.342392,"2022-1-405"
"230",16.865318,20.553604,18.8218552857143,18.957657,"2022-1-202"
"231",16.21623,19.142742,17.618496,17.771975,"2022-1-109"
"232",13.734991,17.151472,15.4866804285714,15.661129,"2022-1-404"
"233",21.757874,24.600262,23.358349,23.552063,"2022-1-503"
"234",15.696829,18.666222,17.1357855714286,17.31342,"2022-1-403"
"235",23.11901,26.152771,24.8405765714286,25.138903,"2022-1-410"
"236",13.246542,17.261103,15.3484391428571,15.500917,"2022-1-212"
"237",22.116821,24.762093,23.6680337142857,23.699018,"2022-1-703"
"238",17.07743,20.086657,18.278307,18.147589,"2022-1-704"
"239",19.236916,21.190407,20.3960137142857,20.439299,"2022-1-105"
"240",15.696829,18.666222,17.1357855714286,17.31342,"2022-1-113"
"241",19.474773,22.064825,20.9239495714286,21.098583,"2022-1-508"
"242",17.002659,19.279615,18.2375862857143,18.64966,"2022-1-305"
"243",22.856075,25.183447,24.1977657142857,24.372877,"2022-1-116"
"244",25.79245,27.445557,26.898549,27.097134,"2022-1-213"
"245",13.265406,16.258417,14.788721,14.908653,"2022-1-111"
"246",14.555023,18.656786,16.7306852857143,16.867907,"2022-1-211"
"247",22.855217,24.9417,23.8891395714286,23.964577,"2023-1-507"
"248",18.31492,20.273537,19.2590717142857,19.017082,"2023-1-112"
"249",15.829571,18.55649,17.3838381428571,17.820345,"2023-1-201"
"250",13.971752,16.49448,15.3067688571429,15.482363,"2023-1-110"
"251",11.832382,14.649109,13.3936882857143,13.720892,"2023-1-306"
"252",14.12322,16.363693,15.2538573571429,15.101803,"2023-1-106"
"253",17.757406,20.092644,19.1956591428571,19.631495,"2023-1-205"
"254",23.689117,26.440086,25.3767851428571,25.576523,"2023-1-504"
"255",14.116079,16.867228,15.6511657857143,15.8160515,"2023-1-402"
"256",16.697443,19.347385,18.1741674285714,18.24878,"2023-1-407"
"257",18.338806,21.218313,19.7605618571429,20.338373,"2023-1-603"
"258",25.161903,27.214005,26.3021844285714,26.401302,"2023-1-505"
"259",14.262543,16.990997,15.7122955714286,15.908781,"2023-1-301"
"260",23.658398,25.856339,24.980436,24.763561,"2023-1-506"
"261",25.420952,27.860222,26.6956857142857,26.915157,"2023-1-610"
"262",15.618296,18.394758,17.1864811428571,17.535255,"2023-1-608"
"263",15.299324,17.941458,16.7123714285714,16.84184,"2023-1-118"
"264",13.266045,15.955683,14.6681608571429,14.779472,"2023-1-103"
"265",13.231855,15.070557,14.2396331428571,14.300949,"2023-1-117"
"266",11.394308,14.011402,12.7703266428571,12.7957325,"2023-1-308"
"267",16.150537,18.730183,17.5468044285714,17.639324,"2023-1-102"
"268",23.935753,25.795748,25.0799881428571,25.504374,"2023-1-602"
"269",16.204046,18.914091,17.7308995714286,17.928394,"2023-1-408"
"270",27.17845,28.2055,27.757723,27.88286,"2023-1-611"
"271",14.000427,16.658493,15.4427705714286,15.543877,"2023-1-108"
"272",NA,NA,NA,NA,"2023-1-607"
"273",16.488083,19.161953,18.0393604285714,18.463257,"2023-1-203"
"274",24.556477,27.01756,26.0686355714286,25.930004,"2023-1-215"
"275",22.615932,25.632149,24.1216448571429,24.57025,"2023-1-706"
"276",12.242258,15.091862,13.8170242857143,13.958431,"2023-1-401"
"277",22.34755,24.463415,23.3201202857143,23.139553,"2023-1-511"
"278",16.177898,18.815367,17.5770901428571,17.890743,"2023-1-304"
"279",25.883394,26.95784,26.4649258571429,26.507463,"2023-1-510"
"280",14.270933,16.94496,15.7083011428571,15.876251,"2023-1-303"
"281",15.100679,17.095366,16.1843444285714,16.115154,"2023-1-120"
"282",22.881107,25.799797,24.7048144285714,25.160072,"2023-1-501"
"283",17.167952,19.62796,18.2143191428571,18.27527,"2023-1-701"
"284",24.452457,27.19025,26.2016421428571,26.18015,"2023-1-214"
"285",22.911257,25.543459,24.1182258571429,24.101698,"2023-1-705"
"286",15.299324,17.941458,16.7123714285714,16.84184,"2023-1-115"
"287",19.628267,21.671343,20.845989,21.236364,"2023-1-604"
"288",17.942322,20.241575,19.1747508571429,19.315718,"2023-1-107"
"289",14.805914,17.481316,16.2620812857143,16.261513,"2023-1-114"
"290",22.66866,24.23785,23.4734284285714,23.479597,"2023-1-509"
"291",16.08481,18.616425,17.6173135714286,18.074965,"2023-1-206"
"292",22.416233,24.314491,23.1800358571429,22.841938,"2023-1-502"
"293",12.747208,15.596991,14.3322992142857,14.540098,"2023-1-307"
"294",24.368927,26.094158,25.3873771428571,25.72367,"2023-1-209"
"295",26.36047,28.024147,27.0481108571429,27.109447,"2023-1-605"
"296",16.742264,19.159054,18.2489514285714,18.70169,"2023-1-207"
"297",12.946913,15.552748,14.3217037142857,14.518936,"2023-1-302"
"298",27.716011,28.752712,28.1927291428571,28.038643,"2023-1-609"
"299",24.793053,27.13355,26.0056922857143,25.76812,"2023-1-702"
"300",14.585667,17.33978,16.154448,16.623466,"2023-1-208"
"301",26.727327,27.766207,27.2884334285714,27.514761,"2023-1-601"
"302",21.102684,22.7313,21.885786,21.716122,"2023-1-104"
"303",18.692806,20.39985,19.6674088571429,20.122183,"2023-1-119"
"304",27.552025,28.939215,28.0669412857143,28.015266,"2023-1-606"
"305",22.242027,25.042522,23.9024422857143,24.161589,"2023-1-216"
"306",23.751026,26.352419,25.3497548571429,25.488424,"2023-1-210"
"307",14.805914,17.481316,16.2620812857143,16.261513,"2023-1-406"
"308",16.150537,18.730183,17.5468044285714,17.639324,"2023-1-101"
"309",19.735518,21.976292,21.1142427142857,21.591387,"2023-1-204"
"310",15.788296,18.426792,17.2294818571429,17.25456,"2023-1-409"
"311",14.80636,17.493752,16.2864137142857,16.245787,"2023-1-405"
"312",17.629654,20.08384,19.1115235714286,19.637121,"2023-1-202"
"313",16.315039,18.863054,17.7028034285714,17.776085,"2023-1-109"
"314",14.116079,16.867228,15.6511657857143,15.8160515,"2023-1-404"
"315",22.493137,24.68217,23.5259718571429,23.397156,"2023-1-503"
"316",15.788296,18.426792,17.2294818571429,17.25456,"2023-1-403"
"317",23.166042,26.33312,25.0087991428571,25.255213,"2023-1-410"
"318",14.048471,16.722187,15.6193631428571,16.083456,"2023-1-212"
"319",22.858852,25.556835,24.0818964285714,24.493803,"2023-1-703"
"320",16.521671,19.447588,17.966677,18.301033,"2023-1-704"
"321",19.490068,21.24635,20.3935791428571,20.457483,"2023-1-105"
"322",15.788296,18.426792,17.2294818571429,17.25456,"2023-1-113"
"323",20.00258,22.053759,21.149512,21.165005,"2023-1-508"
"324",16.908173,19.531513,18.2572582857143,18.302494,"2023-1-305"
"325",23.439474,25.00287,24.2251934285714,24.297777,"2023-1-116"
"326",26.114277,27.792595,27.0964232857143,27.062101,"2023-1-213"
"327",13.408089,16.180058,14.9370894285714,15.072163,"2023-1-111"
"328",15.466217,18.08399,17.0354657142857,17.55148,"2023-1-211"
"329",23.48156,24.803326,24.3237631428571,24.377544,"2024-1-507"
"330",18.96471,20.306665,19.7711794285714,19.924984,"2024-1-112"
"331",16.453728,18.818003,18.0885241428571,18.140282,"2024-1-201"
"332",14.629734,16.437986,15.804804,15.85084,"2024-1-110"
"333",12.733461,14.789162,13.8748366428571,13.738419,"2024-1-306"
"334",14.819645,16.260662,15.6960402857143,15.804832,"2024-1-106"
"335",18.380903,20.619543,19.7912151428571,19.903963,"2024-1-205"
"336",24.879826,26.6852,25.7818538571429,25.397343,"2024-1-504"
"337",14.773521,17.093426,16.303683,16.246769,"2024-1-402"
"338",17.282997,19.403774,18.7344587142857,18.763601,"2024-1-407"
"339",19.891666,21.537477,20.6350078571429,20.559303,"2024-1-603"
"340",26.210201,27.508808,26.8258164285714,26.704151,"2024-1-505"
"341",14.945883,16.833721,16.0620287142857,16.008242,"2024-1-301"
"342",24.514404,26.115074,25.4167478571429,25.238445,"2024-1-506"
"343",27.581547,28.892773,27.9948654285714,27.733288,"2024-1-610"
"344",17.725035,18.845032,18.2330811428571,18.06348,"2024-1-608"
"345",15.909197,18.022083,17.1819654285714,17.094799,"2024-1-118"
"346",13.966469,15.749079,15.0516252857143,15.034092,"2024-1-103"
"347",13.715401,15.5005455,14.7821283571429,14.653744,"2024-1-117"
"348",12.021437,13.715883,13.0593892857143,13.099758,"2024-1-308"
"349",16.775297,18.74695,18.0706548571429,18.08732,"2024-1-102"
"350",24.546404,26.063835,25.5021241428571,25.529295,"2024-1-602"
"351",16.788738,19.036968,18.334564,18.336926,"2024-1-408"
"352",27.821491,28.821745,28.3981927142857,28.37984,"2024-1-611"
"353",14.612078,16.916119,15.937586,15.778425,"2024-1-108"
"354",NA,NA,NA,NA,"2024-1-607"
"355",17.124043,19.523527,18.7606214285714,18.853981,"2024-1-203"
"356",26.190033,27.816631,26.8632905714286,26.632797,"2024-1-215"
"357",23.127964,25.130144,24.2245208571429,24.017967,"2024-1-706"
"358",12.998116,15.379894,14.4984575,14.375124,"2024-1-401"
"359",22.303474,24.222885,23.4481215714286,23.35492,"2024-1-511"
"360",16.766972,18.753702,17.9337824285714,17.850065,"2024-1-304"
"361",26.309544,27.326874,26.819178,26.88075,"2024-1-510"
"362",14.917391,17.059612,16.1667637857143,16.049644,"2024-1-303"
"363",15.771296,17.31848,16.6937714285714,16.754631,"2024-1-120"
"364",24.196365,26.128956,25.0567311428571,24.958496,"2024-1-501"
"365",18.235245,20.170366,19.1067084285714,19.07106,"2024-1-701"
"366",26.219055,28.105106,26.895012,26.534721,"2024-1-214"
"367",24.20036,26.477724,25.057128,25.027908,"2024-1-705"
"368",15.909197,18.022083,17.1819654285714,17.094799,"2024-1-115"
"369",20.505054,22.009022,21.4760245714286,21.564524,"2024-1-604"
"370",18.587994,20.28194,19.7552394285714,19.924906,"2024-1-107"
"371",15.37966,17.778399,16.8037945714286,16.642681,"2024-1-114"
"372",22.667452,24.35175,23.6686517142857,23.780247,"2024-1-509"
"373",16.848093,19.160128,18.416355,18.511374,"2024-1-206"
"374",21.947163,23.904316,23.2544621428571,23.485477,"2024-1-502"
"375",13.650532,15.878155,14.85663,14.624825,"2024-1-307"
"376",24.988329,26.473408,25.9345087142857,26.077477,"2024-1-209"
"377",26.897343,28.95657,27.9130281428571,28.116005,"2024-1-605"
"378",17.378633,19.751978,18.8829814285714,19.033497,"2024-1-207"
"379",13.356125,15.252764,14.5331091428571,14.591345,"2024-1-302"
"380",28.547672,29.723713,29.2266722857143,29.25962,"2024-1-609"
"381",26.17059,27.265675,26.7064422857143,26.634754,"2024-1-702"
"382",15.263741,17.648706,16.9386935714286,16.997362,"2024-1-208"
"383",27.061142,28.199081,27.6640858571429,27.649715,"2024-1-601"
"384",21.741905,22.852583,22.47798,22.701902,"2024-1-104"
"385",19.565298,20.984835,20.3883244285714,20.42522,"2024-1-119"
"386",28.138142,29.84531,29.0302527142857,29.027988,"2024-1-606"
"387",23.231464,25.727524,24.7554581428571,24.790848,"2024-1-216"
"388",25.035053,27.145502,26.1865205714286,25.95066,"2024-1-210"
"389",15.37966,17.778399,16.8037945714286,16.642681,"2024-1-406"
"390",16.775297,18.74695,18.0706548571429,18.08732,"2024-1-101"
"391",20.34873,22.480354,21.6644,21.916475,"2024-1-204"
"392",16.355389,18.578712,17.7510084285714,17.676527,"2024-1-409"
"393",15.386646,17.725725,16.8497898571429,16.74509,"2024-1-405"
"394",18.678576,20.533968,19.9338725714286,20.008163,"2024-1-202"
"395",16.942062,18.853159,18.2512857142857,18.315956,"2024-1-109"
"396",14.773521,17.093426,16.303683,16.246769,"2024-1-404"
"397",22.756332,24.451157,23.6891447142857,23.679956,"2024-1-503"
"398",16.355389,18.578712,17.7510084285714,17.676527,"2024-1-403"
"399",24.47551,26.766136,25.7080602857143,25.613678,"2024-1-410"
"400",14.849932,17.176373,16.4897034285714,16.582626,"2024-1-212"
"401",23.70816,25.190912,24.4498662857143,24.282093,"2024-1-703"
"402",18.102863,20.714369,19.1795808571429,18.801311,"2024-1-704"
"403",20.025593,21.819414,21.042276,20.99682,"2024-1-105"
"404",16.355389,18.578712,17.7510084285714,17.676527,"2024-1-113"
"405",21.202671,22.552322,21.8105787142857,21.528976,"2024-1-508"
"406",17.685328,19.51089,18.8678197142857,19.110378,"2024-1-305"
"407",24.037666,25.223194,24.7796635714286,24.989828,"2024-1-116"
"408",27.190584,28.316105,27.6408384285714,27.396027,"2024-1-213"
"409",14.178476,16.49151,15.4626187142857,15.240877,"2024-1-111"
