"","lst","fecha","ID"
"555",32.89,2020-02-18,214
"556",30.1900000000001,2020-02-26,214
"557",29.21,2020-03-05,214
"558",28.31,2020-03-13,214
"559",31.61,2020-03-21,214
"560",30.33,2020-03-29,214
"561",34.65,2020-04-06,214
"562",33.6900000000001,2020-04-14,214
"563",-273.15,2020-04-22,214
"564",-273.15,2020-04-30,214
"565",-273.15,2020-05-08,214
"566",33.53,2020-05-16,214
"567",-273.15,2020-05-24,214
"568",-273.15,2020-06-01,214
"569",-273.15,2020-06-09,214
"570",-273.15,2020-06-17,214
"571",-273.15,2020-06-25,214
"572",-273.15,2020-07-03,214
"573",26.53,2020-07-11,214
"574",-273.15,2020-07-19,214
"575",-273.15,2020-07-27,214
"576",-273.15,2020-08-04,214
"577",-273.15,2020-08-12,214
"578",-273.15,2020-08-20,214
"579",31.83,2020-08-28,214
"580",-273.15,2020-09-05,214
"581",-273.15,2020-09-13,214
"582",-273.15,2020-09-21,214
"583",-273.15,2020-09-29,214
"584",32.29,2020-10-07,214
"585",-273.15,2020-10-15,214
"586",-273.15,2020-10-23,214
"587",30.11,2020-10-31,214
"588",30.87,2020-11-08,214
"589",-273.15,2020-11-16,214
"590",26.41,2020-11-24,214
"591",26.49,2020-12-02,214
"592",28.95,2020-12-10,214
"593",29.09,2020-12-18,214
"594",-273.15,2020-12-26,214
"595",26.27,2021-01-01,214
"596",-273.15,2021-01-09,214
"597",26.1900000000001,2021-01-17,214
"598",30.01,2021-01-25,214
"599",-273.15,2021-02-02,214
"600",31.15,2021-02-10,214
"601",28.6900000000001,2021-02-18,214
"602",25.7500000000001,2021-02-26,214
"603",30.31,2021-03-06,214
"604",-273.15,2021-03-14,214
"605",34.2500000000001,2021-03-22,214
"606",-273.15,2021-03-30,214
"607",-273.15,2021-04-07,214
"608",-273.15,2021-04-15,214
"609",-273.15,2021-04-23,214
"610",34.81,2021-05-01,214
"611",-273.15,2021-05-09,214
"612",31.45,2021-05-17,214
"613",32.03,2021-05-25,214
"614",30.6900000000001,2021-06-02,214
"615",-273.15,2021-06-10,214
"616",-273.15,2021-06-18,214
"617",27.01,2021-06-26,214
"618",-273.15,2021-07-04,214
"619",-273.15,2021-07-12,214
"620",-273.15,2021-07-20,214
"621",-273.15,2021-07-28,214
"622",29.17,2021-08-05,214
"623",30.49,2021-08-13,214
"624",-273.15,2021-08-21,214
"625",32.51,2021-08-29,214
"626",-273.15,2021-09-06,214
"627",-273.15,2021-09-14,214
"628",-273.15,2021-09-22,214
"629",-273.15,2021-09-30,214
"630",-273.15,2021-10-08,214
"631",-273.15,2021-10-16,214
"632",31.45,2021-10-24,214
"633",30.01,2021-11-01,214
"634",23.27,2021-11-09,214
"635",27.45,2021-11-17,214
"636",-273.15,2021-11-25,214
"637",28.65,2021-12-03,214
"638",26.23,2021-12-11,214
"639",28.03,2021-12-19,214
"640",28.1900000000001,2021-12-27,214
"641",26.79,2022-01-01,214
"642",25.55,2022-01-09,214
"643",24.61,2022-01-17,214
"644",26.27,2022-01-25,214
"645",28.51,2022-02-02,214
"646",-273.15,2022-02-10,214
"647",28.81,2022-02-18,214
"648",29.37,2022-02-26,214
"649",29.35,2022-03-06,214
"650",24.51,2022-03-14,214
"651",32.53,2022-03-22,214
"652",31.89,2022-03-30,214
"653",-273.15,2022-04-07,214
"654",-273.15,2022-04-15,214
"655",-273.15,2022-04-23,214
"656",33.71,2022-05-01,214
"657",33.0700000000001,2022-05-09,214
"658",-273.15,2022-05-17,214
"659",-273.15,2022-05-25,214
"660",32.41,2022-06-02,214
"661",-273.15,2022-06-10,214
"662",29.15,2022-06-18,214
"663",28.5700000000001,2022-06-26,214
"664",-273.15,2022-07-04,214
"665",28.71,2022-07-12,214
"666",29.11,2022-07-20,214
"667",-273.15,2022-07-28,214
"668",-273.15,2022-08-05,214
"669",30.6900000000001,2022-08-13,214
"670",-273.15,2022-08-21,214
"671",30.97,2022-08-29,214
"672",-273.15,2022-09-06,214
"673",30.7500000000001,2022-09-14,214
"674",30.2500000000001,2022-09-22,214
"675",-273.15,2022-09-30,214
"676",-273.15,2022-10-08,214
"677",-273.15,2022-10-24,214
"678",27.91,2022-11-01,214
"679",27.67,2022-11-09,214
"680",26.91,2022-11-17,214
"681",-273.15,2022-11-25,214
"682",-273.15,2022-12-03,214
"683",26.7500000000001,2022-12-11,214
"684",23.55,2022-12-19,214
"685",26.37,2022-12-27,214
"686",27.6900000000001,2020-01-01,206
"687",28.79,2020-01-09,206
"688",27.53,2020-01-17,206
"689",28.29,2020-01-25,206
"690",31.47,2020-02-02,206
"691",31.67,2020-02-10,206
"692",31.05,2020-02-18,206
"693",33.7500000000001,2020-02-26,206
"694",34.03,2020-03-05,206
"695",34.01,2020-03-13,206
"696",33.81,2020-03-21,206
"697",36.59,2020-03-29,206
"698",35.59,2020-04-06,206
"699",30.29,2020-04-14,206
"700",32.7500000000001,2020-04-22,206
"701",-273.15,2020-04-30,206
"702",30.59,2020-05-08,206
"703",29.93,2020-05-16,206
"704",-273.15,2020-05-24,206
"705",-273.15,2020-06-01,206
"706",25.71,2020-06-09,206
"707",-273.15,2020-06-17,206
"708",-273.15,2020-06-25,206
"709",29.67,2020-07-03,206
"710",29.55,2020-07-11,206
"711",-273.15,2020-07-19,206
"712",31.91,2020-07-27,206
"713",-273.15,2020-08-04,206
"714",28.87,2020-08-12,206
"715",-273.15,2020-08-20,206
"716",27.67,2020-08-28,206
"717",27.91,2020-09-05,206
"718",29.03,2020-09-13,206
"719",-273.15,2020-09-21,206
