Tipo de Campaña,Conteo,Distrito,Canton,Dia,Mes,Año,Link
Fumigación,,La Virgen,Sarapiquí,2,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,2,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,2,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,2,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,,Turrialba,19,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Eliminación de criaderos,,,Turrialba,24,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Recolección de llantas,,,Turrialba,24,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Educación,,,Turrialba,24,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,,,Turrialba,20,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación ,,,Turrialba,9,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1387-salud-realiza-inspecciones-en-turrialba-para-asegurar-bloqueos-ante-caso-por-dengue-tipo-4
Fumigación,,,Turrialba,21,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,22,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,23,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,24,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,25,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,26,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,27,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,28,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,29,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,,,Turrialba,30,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1395-salud-inicia-trabajos-para-asegurar-bloqueos-en-turrialba
Fumigación,10580,,Turrialba,20,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,10580,,Turrialba,21,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,10580,,Turrialba,22,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,10580,,Turrialba,23,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,10580,,Turrialba,24,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Fumigación,10580,,Turrialba,25,9,2022,https://www.ministeriodesalud.go.cr/index.php/prensa/52-noticias-2022/1401-salud-continua-trabajos-en-turrialba-ante-casos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Horquetas,Sarapiquí,18,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Aguas Zarcas,San Carlos,20,6,2023,https://x.com/msaludcr/status/1670884897743859730?s=20
Fumigación,,Aguas Zarcas,San Carlos,21,6,2023,https://x.com/msaludcr/status/1670884897743859730?s=20
Fumigación,,Horquetas,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Horquetas,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,La Virgen,Sarapiquí,18,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,La Virgen,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Termonebulización,,Puerto Viejo,Sarapiquí,18,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,3,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,4,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,5,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,6,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,7,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,8,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,9,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,10,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,11,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,12,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,13,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,14,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,15,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,16,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Fumigación,,Puerto Viejo,Sarapiquí,17,5,2023,https://www.ministeriodesalud.go.cr/index.php/prensa/60-noticias-2023/1578-salud-realizara-intervenciones-en-sarapaqui-por-circulacion-de-los-cuatro-serotipos-de-dengue
Aplicación de larvicidas y destrucción de criaderos,502,,Turrialba,7,10,2024,https://www.ministeriodesalud.go.cr/index.php/prensa/61-noticias-2024/1967-salud-realizo-24-561-fumigaciones-en-una-semana
Aplicación de larvicidas y destrucción de criaderos,502,,Turrialba,8,10,2024,https://www.ministeriodesalud.go.cr/index.php/prensa/61-noticias-2024/1967-salud-realizo-24-561-fumigaciones-en-una-semana
Aplicación de larvicidas y destrucción de criaderos,502,,Turrialba,9,10,2024,https://www.ministeriodesalud.go.cr/index.php/prensa/61-noticias-2024/1967-salud-realizo-24-561-fumigaciones-en-una-semana
Aplicación de larvicidas y destrucción de criaderos,502,,Turrialba,10,10,2024,https://www.ministeriodesalud.go.cr/index.php/prensa/61-noticias-2024/1967-salud-realizo-24-561-fumigaciones-en-una-semana
Aplicación de larvicidas y destrucción de criaderos,502,,Turrialba,11,10,2024,https://www.ministeriodesalud.go.cr/index.php/prensa/61-noticias-2024/1967-salud-realizo-24-561-fumigaciones-en-una-semana
