,rr,week-canton,clasi_rr,clasi_rr_no_0
0,0.2583111243856535,2020-1-101,Medio,Bajo
1,0.9305827743576232,2020-2-101,Alto,Medio
2,1.356303879174122,2020-3-101,Alto,Medio
3,0.6576432018411521,2020-4-101,Alto,Medio
4,0.0,2020-5-101,Bajo,Bajo
5,0.1982187435467445,2020-6-101,Medio,Bajo
6,0.5652686349492763,2020-7-101,Alto,Bajo
7,0.2953425660183902,2020-8-101,Medio,Bajo
8,0.4594506133182977,2020-9-101,Medio,Bajo
9,0.2243969427688737,2020-10-101,Medio,Bajo
10,0.2539387930195449,2020-11-101,Medio,Bajo
11,0.0,2020-12-101,Bajo,Bajo
12,0.0,2020-13-101,Bajo,Bajo
13,0.1508045396829625,2020-14-101,Medio,Bajo
14,0.0,2020-15-101,Bajo,Bajo
15,0.0958877598482542,2020-16-101,Medio,Bajo
16,0.0940257114133704,2020-17-101,Medio,Bajo
17,0.099868050226158,2020-18-101,Medio,Bajo
18,0.0,2020-19-101,Bajo,Bajo
19,0.0699646495014704,2020-20-101,Medio,Bajo
20,0.0588763816492363,2020-21-101,Medio,Bajo
21,0.0962425065065862,2020-22-101,Medio,Bajo
22,0.1125808638140421,2020-23-101,Medio,Bajo
23,0.0385274245484673,2020-24-101,Medio,Bajo
24,0.0678558252351622,2020-25-101,Medio,Bajo
25,0.1037335965384637,2020-26-101,Medio,Bajo
26,0.0325596078854962,2020-27-101,Medio,Bajo
27,0.0375386593089936,2020-28-101,Medio,Bajo
28,0.0,2020-29-101,Bajo,Bajo
29,0.0,2020-30-101,Bajo,Bajo
30,0.0,2020-31-101,Bajo,Bajo
31,0.0,2020-32-101,Bajo,Bajo
32,0.0,2020-33-101,Bajo,Bajo
33,0.0652941575301686,2020-34-101,Medio,Bajo
34,0.1449619948035236,2020-35-101,Medio,Bajo
35,0.1414350821570682,2020-36-101,Medio,Bajo
36,0.5177854390695186,2020-37-101,Alto,Bajo
37,0.2770488267305955,2020-38-101,Medio,Bajo
38,0.0,2020-39-101,Bajo,Bajo
39,0.0,2020-40-101,Bajo,Bajo
40,0.152648180068294,2020-41-101,Medio,Bajo
41,0.3021348570822945,2020-42-101,Medio,Bajo
42,0.0,2020-43-101,Bajo,Bajo
43,0.2872131683825906,2020-44-101,Medio,Bajo
44,0.2901032166648938,2020-45-101,Medio,Bajo
45,0.1480209856667127,2020-46-101,Medio,Bajo
46,0.2901390457921599,2020-47-101,Medio,Bajo
47,0.213350704647983,2020-48-101,Medio,Bajo
48,0.4205432891220315,2020-49-101,Medio,Bajo
49,0.0,2020-50-101,Bajo,Bajo
50,0.5475673354193435,2020-51-101,Alto,Bajo
51,0.0,2020-52-101,Bajo,Bajo
52,0.8246147869944171,2021-1-101,Alto,Medio
53,0.0,2021-2-101,Bajo,Bajo
54,0.2044367674264027,2021-3-101,Medio,Bajo
55,0.0,2021-4-101,Bajo,Bajo
56,0.1910105322692541,2021-5-101,Medio,Bajo
57,0.0,2021-6-101,Bajo,Bajo
58,0.0,2021-7-101,Bajo,Bajo
59,0.1792528999047619,2021-8-101,Medio,Bajo
60,0.0,2021-9-101,Bajo,Bajo
61,0.5445477817606207,2021-10-101,Alto,Bajo
62,0.2167487869065636,2021-11-101,Medio,Bajo
63,0.0,2021-12-101,Bajo,Bajo
64,0.3157382087958041,2021-13-101,Medio,Bajo
65,0.0,2021-14-101,Bajo,Bajo
66,0.3301305958135795,2021-15-101,Medio,Bajo
67,0.660301837268554,2021-16-101,Alto,Medio
68,0.3158159686167985,2021-17-101,Medio,Bajo
69,0.3228539694488624,2021-18-101,Medio,Bajo
70,0.0,2021-19-101,Bajo,Bajo
71,0.0,2021-20-101,Bajo,Bajo
72,0.0,2021-21-101,Bajo,Bajo
73,0.0,2021-22-101,Bajo,Bajo
74,0.3027687073962657,2021-23-101,Medio,Bajo
75,0.0,2021-24-101,Bajo,Bajo
76,0.1468150021590787,2021-25-101,Medio,Bajo
77,0.0,2021-26-101,Bajo,Bajo
78,0.2202493649901439,2021-27-101,Medio,Bajo
79,0.0,2021-28-101,Bajo,Bajo
80,0.0,2021-29-101,Bajo,Bajo
81,0.1358795427680632,2021-30-101,Medio,Bajo
82,0.0,2021-31-101,Bajo,Bajo
83,0.2219981582063437,2021-32-101,Medio,Bajo
84,0.0,2021-33-101,Bajo,Bajo
85,0.1046233622423802,2021-34-101,Medio,Bajo
86,0.0,2021-35-101,Bajo,Bajo
87,0.1110260690365156,2021-36-101,Medio,Bajo
88,0.0860668566772033,2021-37-101,Medio,Bajo
89,0.0,2021-38-101,Bajo,Bajo
90,0.1334593213307952,2021-39-101,Medio,Bajo
91,0.1476949191575721,2021-40-101,Medio,Bajo
92,0.0989716528895953,2021-41-101,Medio,Bajo
93,0.0761765253314925,2021-42-101,Medio,Bajo
94,0.1046805728608906,2021-43-101,Medio,Bajo
95,0.0,2021-44-101,Bajo,Bajo
96,0.0,2021-45-101,Bajo,Bajo
97,0.1265499917445969,2021-46-101,Medio,Bajo
98,0.5077022805797997,2021-47-101,Alto,Bajo
99,0.1233475844220124,2021-48-101,Medio,Bajo
100,0.1485295694506899,2021-49-101,Medio,Bajo
101,0.1654179610955386,2021-50-101,Medio,Bajo
102,0.189060561980858,2021-51-101,Medio,Bajo
103,0.0,2021-52-101,Bajo,Bajo
104,0.303321425884115,2022-1-101,Medio,Bajo
105,0.0,2022-2-101,Bajo,Bajo
106,0.3935457652966694,2022-3-101,Medio,Bajo
107,0.0,2022-4-101,Bajo,Bajo
108,0.3935934565734686,2022-5-101,Medio,Bajo
109,0.0,2022-6-101,Bajo,Bajo
110,0.0,2022-7-101,Bajo,Bajo
111,0.8323202402106193,2022-8-101,Alto,Medio
112,0.0,2022-9-101,Bajo,Bajo
113,0.0,2022-10-101,Bajo,Bajo
114,0.0,2022-11-101,Bajo,Bajo
115,0.0,2022-12-101,Bajo,Bajo
116,0.2973472089938795,2022-13-101,Medio,Bajo
117,0.5203891009329324,2022-14-101,Alto,Bajo
118,0.0,2022-15-101,Bajo,Bajo
119,0.163737727809659,2022-16-101,Medio,Bajo
120,0.1734945135546884,2022-17-101,Medio,Bajo
121,0.1235120375269839,2022-18-101,Medio,Bajo
122,0.0,2022-19-101,Bajo,Bajo
123,0.0883405017307264,2022-20-101,Medio,Bajo
124,0.1983273993657686,2022-21-101,Medio,Bajo
125,0.0,2022-22-101,Bajo,Bajo
126,0.0678084919409362,2022-23-101,Medio,Bajo
127,0.0,2022-24-101,Bajo,Bajo
128,0.2053603857136045,2022-25-101,Medio,Bajo
129,0.2243295639053557,2022-26-101,Medio,Bajo
130,0.0576371301341469,2022-27-101,Medio,Bajo
131,0.3048703713439848,2022-28-101,Medio,Bajo
132,0.3780969155162124,2022-29-101,Medio,Bajo
133,0.1632594419309235,2022-30-101,Medio,Bajo
134,0.5538714692554532,2022-31-101,Alto,Bajo
135,0.9183811654133058,2022-32-101,Alto,Medio
136,0.3929111241895283,2022-33-101,Medio,Bajo
137,0.7993203873690461,2022-34-101,Alto,Medio
138,0.7294184277744112,2022-35-101,Alto,Medio
139,0.4579550654930522,2022-36-101,Medio,Bajo
140,0.6193830240735347,2022-37-101,Alto,Medio
141,0.5370803346997601,2022-38-101,Alto,Bajo
142,0.8106363066898378,2022-39-101,Alto,Medio
143,0.2918444903394301,2022-40-101,Medio,Bajo
144,0.6671083618602108,2022-41-101,Alto,Medio
145,0.4031427131656752,2022-42-101,Medio,Bajo
146,0.3944469437758434,2022-43-101,Medio,Bajo
147,0.6300132744620274,2022-44-101,Alto,Medio
148,0.9416824537166664,2022-45-101,Alto,Medio
149,1.3952869834684198,2022-46-101,Alto,Medio
150,1.5148472292454631,2022-47-101,Alto,Medio
151,0.6886032532524506,2022-48-101,Alto,Medio
152,1.194476652464048,2022-49-101,Alto,Medio
153,0.7891853570121602,2022-50-101,Alto,Medio
154,0.0,2022-51-101,Bajo,Bajo
155,0.0,2022-52-101,Bajo,Bajo
156,2.212460390313938,2023-1-101,Alto,Medio
157,0.9482472860159248,2023-2-101,Alto,Medio
158,2.305859642470254,2023-3-101,Alto,Medio
159,1.1022299750256308,2023-4-101,Alto,Medio
160,0.8591362649998694,2023-5-101,Alto,Medio
161,1.5214672649362464,2023-6-101,Alto,Medio
162,0.3319739746426997,2023-7-101,Medio,Bajo
163,0.7967794869648388,2023-8-101,Alto,Medio
164,0.3397300668287509,2023-9-101,Medio,Bajo
165,0.3397479470265138,2023-10-101,Medio,Bajo
166,0.2756590655324266,2023-11-101,Medio,Bajo
167,0.9740466084593568,2023-12-101,Alto,Medio
168,0.2609190657709606,2023-13-101,Medio,Bajo
169,0.5620090823879815,2023-14-101,Alto,Bajo
170,0.3795585585363628,2023-15-101,Medio,Bajo
171,0.1873560611266627,2023-16-101,Medio,Bajo
172,0.1922965912473041,2023-17-101,Medio,Bajo
173,0.2657328909893602,2023-18-101,Medio,Bajo
174,0.1029301195546283,2023-19-101,Medio,Bajo
175,0.2784160924160155,2023-20-101,Medio,Bajo
176,0.0,2023-21-101,Bajo,Bajo
177,0.1001258925363385,2023-22-101,Medio,Bajo
178,0.0981150865350565,2023-23-101,Medio,Bajo
179,0.2564897435080087,2023-24-101,Medio,Bajo
180,0.2467625783801357,2023-25-101,Medio,Bajo
181,0.2389125142479365,2023-26-101,Medio,Bajo
182,0.1705212642951964,2023-27-101,Medio,Bajo
183,0.0670777562838807,2023-28-101,Medio,Bajo
184,0.2469293230306981,2023-29-101,Medio,Bajo
185,0.2401826637939958,2023-30-101,Medio,Bajo
186,0.2787523709876038,2023-31-101,Medio,Bajo
187,0.3482371392571461,2023-32-101,Medio,Bajo
188,0.588164075668488,2023-33-101,Alto,Bajo
189,0.5271158136948119,2023-34-101,Alto,Bajo
190,0.5867287971924865,2023-35-101,Alto,Bajo
191,0.7102650306116094,2023-36-101,Alto,Medio
192,0.6895154525390917,2023-37-101,Alto,Medio
193,0.8121098210758403,2023-38-101,Alto,Medio
194,0.757409207072364,2023-39-101,Alto,Medio
195,0.9412380769830946,2023-40-101,Alto,Medio
196,0.8271526973355974,2023-41-101,Alto,Medio
197,0.7000286860876717,2023-42-101,Alto,Medio
198,0.9289916209027204,2023-43-101,Alto,Medio
199,0.8755119795702914,2023-44-101,Alto,Medio
200,1.0396966436667217,2023-45-101,Alto,Medio
201,1.00421822363328,2023-46-101,Alto,Medio
202,0.9533459962895994,2023-47-101,Alto,Medio
203,0.8943777325314789,2023-48-101,Alto,Medio
204,1.10739694144988,2023-49-101,Alto,Medio
205,0.650951489483953,2023-50-101,Alto,Medio
206,0.4059214604926592,2023-51-101,Medio,Bajo
207,0.0530470450539985,2023-52-101,Medio,Bajo
208,1.1595700118871033,2024-1-101,Alto,Medio
209,1.3602308502111995,2024-2-101,Alto,Medio
210,1.393506002624767,2024-3-101,Alto,Medio
211,1.2106315348727243,2024-4-101,Alto,Medio
212,1.2397659514404118,2024-5-101,Alto,Medio
213,1.2694818056791637,2024-6-101,Alto,Medio
214,1.7394578453108842,2024-7-101,Alto,Medio
215,0.9520540125921404,2024-8-101,Alto,Medio
216,1.3786103036617974,2024-9-101,Alto,Medio
217,0.9155302537138748,2024-10-101,Alto,Medio
218,1.1444713717320594,2024-11-101,Alto,Medio
219,0.8002091539691445,2024-12-101,Alto,Medio
220,0.9932699866388288,2024-13-101,Alto,Medio
221,1.2456725203565098,2024-14-101,Alto,Medio
222,1.0222486542402756,2024-15-101,Alto,Medio
223,0.8901342862114209,2024-16-101,Alto,Medio
224,0.8860394147163677,2024-17-101,Alto,Medio
225,0.726122768479126,2024-18-101,Alto,Medio
226,0.8227495588068642,2024-19-101,Alto,Medio
227,0.3677126408624275,2024-20-101,Medio,Bajo
228,0.7267796982193242,2024-21-101,Alto,Medio
229,0.6908234983550421,2024-22-101,Alto,Medio
230,0.6222829659405439,2024-23-101,Alto,Medio
231,0.6136312763744666,2024-24-101,Alto,Medio
232,0.6688844578200739,2024-25-101,Alto,Medio
233,0.4022075702881277,2024-26-101,Medio,Bajo
234,0.917572117953904,2024-27-101,Alto,Medio
235,0.8060232822177731,2024-28-101,Alto,Medio
236,0.8437961909060656,2024-29-101,Alto,Medio
237,1.3102862742550816,2024-30-101,Alto,Medio
238,0.9551374349373148,2024-31-101,Alto,Medio
239,0.9686912510412942,2024-32-101,Alto,Medio
240,2.405331456139684,2024-33-101,Alto,Alto
241,2.1098119479725743,2024-34-101,Alto,Medio
242,2.897527403619976,2024-35-101,Alto,Alto
243,2.8609607696310837,2024-36-101,Alto,Alto
244,3.457019900764394,2024-37-101,Alto,Alto
245,3.715719224414356,2024-38-101,Alto,Alto
246,4.000933555698498,2024-39-101,Alto,Alto
247,3.4625783225570745,2024-40-101,Alto,Alto
248,3.729463629320369,2024-41-101,Alto,Alto
249,4.0744684904679245,2024-42-101,Alto,Alto
250,3.4613344870659564,2024-43-101,Alto,Alto
251,4.437434127082788,2024-44-101,Alto,Alto
252,4.72005412955498,2024-45-101,Alto,Alto
253,4.904835092979193,2024-46-101,Alto,Alto
254,3.8583111232614167,2024-47-101,Alto,Alto
255,5.05830377747833,2024-48-101,Alto,Alto
256,3.898706732133284,2024-49-101,Alto,Alto
257,3.1381028934979853,2024-50-101,Alto,Alto
258,3.580234678489147,2024-51-101,Alto,Alto
259,3.3000878394404163,2024-52-101,Alto,Alto
260,4.1258752667965135,2025-1-101,Alto,Alto
261,3.8396928786099584,2025-2-101,Alto,Alto
262,5.846781238034461,2025-3-101,Alto,Alto
263,5.795785237683699,2025-4-101,Alto,Alto
264,5.098400856500931,2025-5-101,Alto,Alto
265,5.447339633411045,2025-6-101,Alto,Alto
266,2.833922533479759,2025-7-101,Alto,Alto
267,6.119004009058746,2025-8-101,Alto,Alto
268,4.256912423342632,2025-9-101,Alto,Alto
269,4.589714383198046,2025-10-101,Alto,Alto
270,3.2046161713869528,2025-11-101,Alto,Alto
271,3.374399410175789,2025-12-101,Alto,Alto
272,4.979423757596878,2025-13-101,Alto,Alto
273,2.6442068325053896,2025-14-101,Alto,Alto
274,5.38661777821956,2025-15-101,Alto,Alto
275,3.326380411963841,2025-16-101,Alto,Alto
276,3.847970536811536,2025-17-101,Alto,Alto
277,2.938597744386004,2025-18-101,Alto,Alto
278,1.763247147637811,2025-19-101,Alto,Medio
279,1.4406336927175647,2025-20-101,Alto,Medio
280,2.9390402056306297,2025-21-101,Alto,Alto
281,2.3993368681841285,2025-22-101,Alto,Alto
282,2.509188505831155,2025-23-101,Alto,Alto
283,1.7437608261728272,2025-24-101,Alto,Medio
284,2.0997356783434364,2025-25-101,Alto,Medio
285,2.8520228014917266,2025-26-101,Alto,Alto
286,2.807792381014107,2025-27-101,Alto,Alto
287,2.4275807787048724,2025-28-101,Alto,Alto
288,4.060298711423848,2025-29-101,Alto,Alto
289,3.4267383094170905,2025-30-101,Alto,Alto
290,4.055874175870394,2025-31-101,Alto,Alto
291,3.600802031852921,2025-32-101,Alto,Alto
292,3.788762275630381,2025-33-101,Alto,Alto
293,5.222993988245048,2025-34-101,Alto,Alto
294,4.901822600750496,2025-35-101,Alto,Alto
295,4.634680776890354,2025-36-101,Alto,Alto
296,6.178650800810204,2025-37-101,Alto,Alto
297,5.799020251499525,2025-38-101,Alto,Alto
298,5.36972993101729,2025-39-101,Alto,Alto
299,5.619214855094721,2025-40-101,Alto,Alto
300,4.630879248752112,2025-41-101,Alto,Alto
301,3.875842006123064,2025-42-101,Alto,Alto
302,2.870500004519883,2025-43-101,Alto,Alto
303,2.3630742356615118,2025-44-101,Alto,Medio
304,3.5829032831121235,2025-45-101,Alto,Alto
305,2.9287541965767887,2025-46-101,Alto,Alto
306,3.127663123382246,2025-47-101,Alto,Alto
307,2.0896989402015462,2025-48-101,Alto,Medio
308,2.400981545935088,2025-49-101,Alto,Alto
309,2.408141987487731,2025-50-101,Alto,Alto
310,2.357996906012202,2025-51-101,Alto,Medio
311,0.668994676571771,2025-52-101,Alto,Medio
312,0.0,2020-1-102,Bajo,Bajo
313,0.0,2020-2-102,Bajo,Bajo
314,0.0,2020-3-102,Bajo,Bajo
315,0.0,2020-4-102,Bajo,Bajo
316,0.0,2020-5-102,Bajo,Bajo
317,0.0,2020-6-102,Bajo,Bajo
318,0.0,2020-7-102,Bajo,Bajo
319,0.0,2020-8-102,Bajo,Bajo
320,0.0,2020-9-102,Bajo,Bajo
321,0.5618556661185521,2020-10-102,Alto,Bajo
322,0.0,2020-11-102,Bajo,Bajo
323,0.0,2020-12-102,Bajo,Bajo
324,0.0,2020-13-102,Bajo,Bajo
325,0.0,2020-14-102,Bajo,Bajo
326,0.0,2020-15-102,Bajo,Bajo
327,0.0,2020-16-102,Bajo,Bajo
328,0.0,2020-17-102,Bajo,Bajo
329,0.0,2020-18-102,Bajo,Bajo
330,0.0,2020-19-102,Bajo,Bajo
331,0.0,2020-20-102,Bajo,Bajo
332,0.0,2020-21-102,Bajo,Bajo
333,0.2408740216997302,2020-22-102,Medio,Bajo
334,0.1878369254916637,2020-23-102,Medio,Bajo
335,0.1928378340448981,2020-24-102,Medio,Bajo
336,0.0,2020-25-102,Bajo,Bajo
337,0.0,2020-26-102,Bajo,Bajo
338,0.0,2020-27-102,Bajo,Bajo
339,0.0,2020-28-102,Bajo,Bajo
340,0.0,2020-29-102,Bajo,Bajo
341,0.0,2020-30-102,Bajo,Bajo
342,0.0,2020-31-102,Bajo,Bajo
343,0.0,2020-32-102,Bajo,Bajo
344,0.0,2020-33-102,Bajo,Bajo
345,0.0,2020-34-102,Bajo,Bajo
346,0.0,2020-35-102,Bajo,Bajo
347,0.0,2020-36-102,Bajo,Bajo
348,0.0,2020-37-102,Bajo,Bajo
349,0.0,2020-38-102,Bajo,Bajo
350,0.0,2020-39-102,Bajo,Bajo
351,0.0,2020-40-102,Bajo,Bajo
352,0.0,2020-41-102,Bajo,Bajo
353,0.0,2020-42-102,Bajo,Bajo
354,0.0,2020-43-102,Bajo,Bajo
355,0.0,2020-44-102,Bajo,Bajo
356,0.0,2020-45-102,Bajo,Bajo
357,0.0,2020-46-102,Bajo,Bajo
358,0.0,2020-47-102,Bajo,Bajo
359,0.0,2020-48-102,Bajo,Bajo
360,0.0,2020-49-102,Bajo,Bajo
361,0.0,2020-50-102,Bajo,Bajo
362,0.0,2020-51-102,Bajo,Bajo
363,0.0,2020-52-102,Bajo,Bajo
364,0.0,2021-1-102,Bajo,Bajo
365,0.0,2021-2-102,Bajo,Bajo
366,0.0,2021-3-102,Bajo,Bajo
367,0.0,2021-4-102,Bajo,Bajo
368,0.0,2021-5-102,Bajo,Bajo
369,0.0,2021-6-102,Bajo,Bajo
370,0.0,2021-7-102,Bajo,Bajo
371,0.0,2021-8-102,Bajo,Bajo
372,0.0,2021-9-102,Bajo,Bajo
373,0.0,2021-10-102,Bajo,Bajo
374,0.0,2021-11-102,Bajo,Bajo
375,0.0,2021-12-102,Bajo,Bajo
376,0.0,2021-13-102,Bajo,Bajo
377,0.0,2021-14-102,Bajo,Bajo
378,0.0,2021-15-102,Bajo,Bajo
379,0.0,2021-16-102,Bajo,Bajo
380,0.0,2021-17-102,Bajo,Bajo
381,0.0,2021-18-102,Bajo,Bajo
382,0.0,2021-19-102,Bajo,Bajo
383,0.0,2021-20-102,Bajo,Bajo
384,0.0,2021-21-102,Bajo,Bajo
385,0.0,2021-22-102,Bajo,Bajo
386,0.0,2021-23-102,Bajo,Bajo
387,0.0,2021-24-102,Bajo,Bajo
388,0.0,2021-25-102,Bajo,Bajo
389,0.0,2021-26-102,Bajo,Bajo
390,0.0,2021-27-102,Bajo,Bajo
391,0.0,2021-28-102,Bajo,Bajo
392,0.0,2021-29-102,Bajo,Bajo
393,0.0,2021-30-102,Bajo,Bajo
394,0.0,2021-31-102,Bajo,Bajo
395,0.0,2021-32-102,Bajo,Bajo
396,0.0,2021-33-102,Bajo,Bajo
397,0.0,2021-34-102,Bajo,Bajo
398,0.0,2021-35-102,Bajo,Bajo
399,0.0,2021-36-102,Bajo,Bajo
400,0.0,2021-37-102,Bajo,Bajo
401,0.0,2021-38-102,Bajo,Bajo
402,0.0,2021-39-102,Bajo,Bajo
403,0.0,2021-40-102,Bajo,Bajo
404,0.0,2021-41-102,Bajo,Bajo
405,0.0,2021-42-102,Bajo,Bajo
406,0.0,2021-43-102,Bajo,Bajo
407,0.0,2021-44-102,Bajo,Bajo
408,0.0,2021-45-102,Bajo,Bajo
409,0.0,2021-46-102,Bajo,Bajo
410,0.0,2021-47-102,Bajo,Bajo
411,0.0,2021-48-102,Bajo,Bajo
412,0.0,2021-49-102,Bajo,Bajo
413,0.0,2021-50-102,Bajo,Bajo
414,0.0,2021-51-102,Bajo,Bajo
415,0.0,2021-52-102,Bajo,Bajo
416,0.0,2022-1-102,Bajo,Bajo
417,0.0,2022-2-102,Bajo,Bajo
418,0.0,2022-3-102,Bajo,Bajo
419,0.0,2022-4-102,Bajo,Bajo
420,0.0,2022-5-102,Bajo,Bajo
421,1.6514280603778348,2022-6-102,Alto,Medio
422,0.0,2022-7-102,Bajo,Bajo
423,0.0,2022-8-102,Bajo,Bajo
424,0.0,2022-9-102,Bajo,Bajo
425,0.0,2022-10-102,Bajo,Bajo
426,0.0,2022-11-102,Bajo,Bajo
427,0.0,2022-12-102,Bajo,Bajo
428,0.0,2022-13-102,Bajo,Bajo
429,0.0,2022-14-102,Bajo,Bajo
430,0.0,2022-15-102,Bajo,Bajo
431,0.8166262590731505,2022-16-102,Alto,Medio
432,0.8652550693478647,2022-17-102,Alto,Medio
433,0.0,2022-18-102,Bajo,Bajo
434,0.0,2022-19-102,Bajo,Bajo
435,0.0,2022-20-102,Bajo,Bajo
436,0.0,2022-21-102,Bajo,Bajo
437,0.0,2022-22-102,Bajo,Bajo
438,0.0,2022-23-102,Bajo,Bajo
439,0.0,2022-24-102,Bajo,Bajo
440,0.0,2022-25-102,Bajo,Bajo
441,0.0,2022-26-102,Bajo,Bajo
442,0.2873435212286113,2022-27-102,Medio,Bajo
443,0.0,2022-28-102,Bajo,Bajo
444,0.0,2022-29-102,Bajo,Bajo
445,0.0,2022-30-102,Bajo,Bajo
446,0.0,2022-31-102,Bajo,Bajo
447,0.0,2022-32-102,Bajo,Bajo
448,0.0,2022-33-102,Bajo,Bajo
449,0.0,2022-34-102,Bajo,Bajo
450,0.2796508359011704,2022-35-102,Medio,Bajo
451,0.0,2022-36-102,Bajo,Bajo
452,0.0,2022-37-102,Bajo,Bajo
453,0.0,2022-38-102,Bajo,Bajo
454,0.0,2022-39-102,Bajo,Bajo
455,0.3635813748699264,2022-40-102,Medio,Bajo
456,0.0,2022-41-102,Bajo,Bajo
457,0.4017629619653205,2022-42-102,Medio,Bajo
458,0.0,2022-43-102,Bajo,Bajo
459,0.0,2022-44-102,Bajo,Bajo
460,0.4691827469642387,2022-45-102,Medio,Bajo
461,0.5347406994214686,2022-46-102,Alto,Bajo
462,1.3721913998167938,2022-47-102,Alto,Medio
463,1.3722179808763724,2022-48-102,Alto,Medio
464,0.6611723773624695,2022-49-102,Alto,Medio
465,0.0,2022-50-102,Bajo,Bajo
466,0.0,2022-51-102,Bajo,Bajo
467,0.0,2022-52-102,Bajo,Bajo
468,0.0,2023-1-102,Bajo,Bajo
469,2.8338701313801336,2023-2-102,Alto,Alto
470,0.0,2023-3-102,Bajo,Bajo
471,0.0,2023-4-102,Bajo,Bajo
472,0.0,2023-5-102,Bajo,Bajo
473,0.0,2023-6-102,Bajo,Bajo
474,0.0,2023-7-102,Bajo,Bajo
475,0.0,2023-8-102,Bajo,Bajo
476,0.0,2023-9-102,Bajo,Bajo
477,1.691796454223455,2023-10-102,Alto,Medio
478,0.0,2023-11-102,Bajo,Bajo
479,0.0,2023-12-102,Bajo,Bajo
480,0.0,2023-13-102,Bajo,Bajo
481,0.0,2023-14-102,Bajo,Bajo
482,0.0,2023-15-102,Bajo,Bajo
483,0.0,2023-16-102,Bajo,Bajo
484,0.9573299319211748,2023-17-102,Alto,Medio
485,0.0,2023-18-102,Bajo,Bajo
486,0.0,2023-19-102,Bajo,Bajo
487,0.0,2023-20-102,Bajo,Bajo
488,0.0,2023-21-102,Bajo,Bajo
489,0.0,2023-22-102,Bajo,Bajo
490,0.0,2023-23-102,Bajo,Bajo
491,0.0,2023-24-102,Bajo,Bajo
492,0.0,2023-25-102,Bajo,Bajo
493,0.0,2023-26-102,Bajo,Bajo
494,0.2121607212966116,2023-27-102,Medio,Bajo
495,0.0,2023-28-102,Bajo,Bajo
496,0.1365365560554251,2023-29-102,Medio,Bajo
497,0.0,2023-30-102,Bajo,Bajo
498,0.1849474976958087,2023-31-102,Medio,Bajo
499,0.0,2023-32-102,Bajo,Bajo
500,0.0,2023-33-102,Bajo,Bajo
501,0.0,2023-34-102,Bajo,Bajo
502,0.1326937999194415,2023-35-102,Medio,Bajo
503,0.0619965722788503,2023-36-102,Medio,Bajo
504,0.1491504143517031,2023-37-102,Medio,Bajo
505,0.0621578380022738,2023-38-102,Medio,Bajo
506,0.119619152253954,2023-39-102,Medio,Bajo
507,0.0,2023-40-102,Bajo,Bajo
508,0.0489845929239866,2023-41-102,Medio,Bajo
509,0.0,2023-42-102,Bajo,Bajo
510,0.0519215085732534,2023-43-102,Medio,Bajo
511,0.0989740035496251,2023-44-102,Medio,Bajo
512,0.0,2023-45-102,Bajo,Bajo
513,0.0,2023-46-102,Bajo,Bajo
514,0.0957890156310086,2023-47-102,Medio,Bajo
515,0.0,2023-48-102,Bajo,Bajo
516,0.1049027360314612,2023-49-102,Medio,Bajo
517,0.0,2023-50-102,Bajo,Bajo
518,0.0,2023-51-102,Bajo,Bajo
519,0.0,2023-52-102,Bajo,Bajo
520,0.4303084494898565,2024-1-102,Medio,Bajo
521,0.2984000481149812,2024-2-102,Medio,Bajo
522,0.2271795119386042,2024-3-102,Medio,Bajo
523,0.2315181404214686,2024-4-102,Medio,Bajo
524,0.0,2024-5-102,Bajo,Bajo
525,0.3078870933833353,2024-6-102,Medio,Bajo
526,0.1729613264172646,2024-7-102,Medio,Bajo
527,0.0,2024-8-102,Bajo,Bajo
528,0.0,2024-9-102,Bajo,Bajo
529,0.0,2024-10-102,Bajo,Bajo
530,0.5689249943017157,2024-11-102,Alto,Bajo
531,0.305982432180313,2024-12-102,Medio,Bajo
532,0.0,2024-13-102,Bajo,Bajo
533,0.2948447663450736,2024-14-102,Medio,Bajo
534,0.3387352378018072,2024-15-102,Medio,Bajo
535,0.0,2024-16-102,Bajo,Bajo
536,0.0,2024-17-102,Bajo,Bajo
537,0.0,2024-18-102,Bajo,Bajo
538,0.0,2024-19-102,Bajo,Bajo
539,0.2610579447697203,2024-20-102,Medio,Bajo
540,0.0,2024-21-102,Bajo,Bajo
541,0.2985163976770325,2024-22-102,Medio,Bajo
542,0.2290547732113247,2024-23-102,Medio,Bajo
543,0.2258630526526608,2024-24-102,Medio,Bajo
544,0.0,2024-25-102,Bajo,Bajo
545,0.2997681766795776,2024-26-102,Medio,Bajo
546,0.1982179708786824,2024-27-102,Medio,Bajo
547,0.1906977524388611,2024-28-102,Medio,Bajo
548,0.0687245078626234,2024-29-102,Medio,Bajo
549,0.0,2024-30-102,Bajo,Bajo
550,0.3489025452447098,2024-31-102,Medio,Bajo
551,0.2005108834601434,2024-32-102,Medio,Bajo
552,0.2731161148510016,2024-33-102,Medio,Bajo
553,0.3175900583483381,2024-34-102,Medio,Bajo
554,0.3184291735273319,2024-35-102,Medio,Bajo
555,0.2885466542193838,2024-36-102,Medio,Bajo
556,0.4713643777544432,2024-37-102,Medio,Bajo
557,0.768980475709619,2024-38-102,Alto,Medio
558,0.6479851897471736,2024-39-102,Alto,Medio
559,1.0595402656071389,2024-40-102,Alto,Medio
560,0.8736834912468082,2024-41-102,Alto,Medio
