"","week_canton","pob"
"12653","2022-51-205",30114.9246739726
"12654","2022-51-206",49675.4813287671
"12655","2022-51-207",41991.8764739726
"12656","2022-51-208",34874.3133589041
"12657","2022-51-209",24644.6037369863
"12658","2022-51-210",207089.538668493
"12659","2022-51-211",14663.4109178082
"12660","2022-51-212",22555.3572493151
"12661","2022-51-213",55957.2497643836
"12662","2022-51-214",35982.5784849315
"12663","2022-51-215",19661.4895780822
"12664","2022-51-216",17408.1215479452
"12665","2022-51-301",162242.575813699
"12666","2022-51-302",61140.6047863014
"12667","2022-51-303",113045.490854795
"12668","2022-51-304",15865.4262547945
"12669","2022-51-305",69342.3960356164
"12670","2022-51-306",15141.0985753425
"12671","2022-51-307",48575.0422739726
"12672","2022-51-308",44981.119339726
"12673","2022-51-401",144350.87330411
"12674","2022-51-402",47830.4153342466
"12675","2022-51-403",49438.4428438356
"12676","2022-51-404",44225.0433890411
"12677","2022-51-405",55726.7469452055
"12678","2022-51-406",23179.5900027397
"12679","2022-51-407",26221.3846465753
"12680","2022-51-408",21763.760460274
"12681","2022-51-409",30323.2384465753
"12682","2022-51-410",92107.762430137
"12683","2022-51-501",79398.6095041096
"12684","2022-51-502",58155.4651479452
"12685","2022-51-503",71162.6180712329
"12686","2022-51-504",25026.6841917808
"12687","2022-51-505",48243.4737178082
"12688","2022-51-506",32270.7230465753
"12689","2022-51-507",20002.5926438356
"12690","2022-51-508",24724.0579287671
"12691","2022-51-509",11472.3553917808
"12692","2022-51-510",27263.2395863014
"12693","2022-51-511",7118.97924931507
"12694","2022-51-601",141392.282452055
"12695","2022-51-602",34615.7715808219
"12696","2022-51-603",54046.1823452055
"12697","2022-51-604",14783.9837643836
"12698","2022-51-605",29511.6477287671
"12699","2022-51-606",34205.4483013699
"12700","2022-51-607",32027.3469479452
"12701","2022-51-608",35979.8413232877
"12702","2022-51-609",21810.2747315068
"12703","2022-51-610",52783.3374547945
"12704","2022-51-611",27423.4283232877
"12705","2022-51-701",92654.5964027397
"12706","2022-51-702",153243.505780822
"12707","2022-51-703",56943.3494109589
"12708","2022-51-704",44779.4051452055
"12709","2022-51-705",44955.9131835616
"12710","2022-51-706",57325.0246684931
"12711","2022-52-101",350692.224438356
"12712","2022-52-102",70402.8231369863
"12713","2022-52-103",242537.131410959
"12714","2022-52-104",38809.612890411
"12715","2022-52-105",17942.2408219178
"12716","2022-52-106",62382.0047945206
"12717","2022-52-107",28594.1473835616
"12718","2022-52-108",138887.320287671
"12719","2022-52-109",60987.0950684932
"12720","2022-52-110",95505.0884520548
"12721","2022-52-111",71110.4914931507
"12722","2022-52-112",21877.5239041096
"12723","2022-52-113",84655.7159041096
"12724","2022-52-114",61430.4873561644
"12725","2022-52-115",61220.9848630137
"12726","2022-52-116",7278.89210958904
"12727","2022-52-117",7785.67302739726
"12728","2022-52-118",78873.4792191781
"12729","2022-52-119",134385.105383562
"12730","2022-52-120",13343.5117945205
"12731","2022-52-201",321764.708876712
"12732","2022-52-202",91045.4865753425
"12733","2022-52-203",79632.2961506849
"12734","2022-52-204",7446.79354794521
"12735","2022-52-205",30118.5379589041
"12736","2022-52-206",49681.0691506849
"12737","2022-52-207",41997.9789589041
"12738","2022-52-208",34880.1943561644
"12739","2022-52-209",24649.1424794521
"12740","2022-52-210",207126.990739726
"12741","2022-52-211",14664.8857123288
"12742","2022-52-212",22557.7259726027
"12743","2022-52-213",55965.7115753425
"12744","2022-52-214",35993.4603972603
"12745","2022-52-215",19664.2381232877
"12746","2022-52-216",17412.8729178082
"12747","2022-52-301",162252.087547945
"12748","2022-52-302",61144.4084520548
"12749","2022-52-303",113056.512191781
"12750","2022-52-304",15864.8191917808
"12751","2022-52-305",69337.9914246575
"12752","2022-52-306",15141.6810136986
"12753","2022-52-307",48577.6139589041
"12754","2022-52-308",44983.9405890411
"12755","2022-52-401",144369.446164384
"12756","2022-52-402",47838.571369863
"12757","2022-52-403",49443.5647534247
"12758","2022-52-404",44231.8265616438
"12759","2022-52-405",55735.1618082192
"12760","2022-52-406",23182.141109589
"12761","2022-52-407",26223.6508630137
"12762","2022-52-408",21767.0334109589
"12763","2022-52-409",30324.5708630137
"12764","2022-52-410",92141.6052054795
"12765","2022-52-501",79416.9471643836
"12766","2022-52-502",58161.9469178082
"12767","2022-52-503",71179.0998493151
"12768","2022-52-504",25031.4236712329
"12769","2022-52-505",48256.1807123288
"12770","2022-52-506",32274.6538630137
"12771","2022-52-507",20003.4767534247
"12772","2022-52-508",24725.2931506849
"12773","2022-52-509",11472.3306712329
"12774","2022-52-510",27269.4904520548
"12775","2022-52-511",7119.34597260274
"12776","2022-52-601",141416.091082192
"12777","2022-52-602",34622.8842328767
"12778","2022-52-603",54054.6518082192
"12779","2022-52-604",14785.4105753425
"12780","2022-52-605",29511.5851506849
"12781","2022-52-606",34212.0060547945
"12782","2022-52-607",32027.4489178082
"12783","2022-52-608",35977.4219315068
"12784","2022-52-609",21815.927260274
"12785","2022-52-610",52788.3611917808
"12786","2022-52-611",27434.6309315069
"12787","2022-52-701",92651.007109589
"12788","2022-52-702",153267.785232877
"12789","2022-52-703",56944.9494383562
"12790","2022-52-704",44789.9788082192
"12791","2022-52-705",44960.4263424658
"12792","2022-52-706",57337.052739726
"12793","2023-1-101",350714.459065753
"12794","2023-1-102",70409.6359205479
"12795","2023-1-103",242559.634761644
"12796","2023-1-104",38813.1671835616
"12797","2023-1-105",17942.9543232877
"12798","2023-1-106",62386.3274191781
"12799","2023-1-107",28596.0860575342
"12800","2023-1-108",138898.661093151
"12801","2023-1-109",60996.661460274
"12802","2023-1-110",95521.0441178082
"12803","2023-1-111",71118.3272739726
"12804","2023-1-112",21878.5792356164
"12805","2023-1-113",84662.1836356164
"12806","2023-1-114",61432.8599534247
"12807","2023-1-115",61220.9410794521
"12808","2023-1-116",7279.82481643836
"12809","2023-1-117",7785.87610410959
"12810","2023-1-118",78878.5940328767
"12811","2023-1-119",134380.076257534
"12812","2023-1-120",13344.8762191781
"12813","2023-1-201",321814.699731507
"12814","2023-1-202",91057.2355863014
"12815","2023-1-203",79642.8371726027
"12816","2023-1-204",7447.57768219178
"12817","2023-1-205",30122.1512438356
"12818","2023-1-206",49686.6569726027
"12819","2023-1-207",42004.0814438356
"12820","2023-1-208",34886.0753534247
"12821","2023-1-209",24653.6812219178
"12822","2023-1-210",207164.442810959
"12823","2023-1-211",14666.3605068493
"12824","2023-1-212",22560.0946958904
"12825","2023-1-213",55974.1733863014
"12826","2023-1-214",36004.342309589
"12827","2023-1-215",19666.9866684932
"12828","2023-1-216",17417.6242876712
"12829","2023-1-301",162261.599282192
"12830","2023-1-302",61148.2121178082
"12831","2023-1-303",113067.533528767
"12832","2023-1-304",15864.2121287671
"12833","2023-1-305",69333.5868136986
"12834","2023-1-306",15142.2634520548
"12835","2023-1-307",48580.1856438356
"12836","2023-1-308",44986.7618383562
"12837","2023-1-401",144388.019024658
"12838","2023-1-402",47846.7274054795
"12839","2023-1-403",49448.6866630137
"12840","2023-1-404",44238.6097342466
"12841","2023-1-405",55743.5766712329
"12842","2023-1-406",23184.6922164384
"12843","2023-1-407",26225.9170794521
"12844","2023-1-408",21770.3063616438
"12845","2023-1-409",30325.9032794521
"12846","2023-1-410",92175.4479808219
"12847","2023-1-501",79435.2848246575
"12848","2023-1-502",58168.4286876712
"12849","2023-1-503",71195.5816273973
"12850","2023-1-504",25036.1631506849
"12851","2023-1-505",48268.8877068493
"12852","2023-1-506",32278.5846794521
"12853","2023-1-507",20004.3608630137
"12854","2023-1-508",24726.5283726027
"12855","2023-1-509",11472.3059506849
"12856","2023-1-510",27275.7413178082
"12857","2023-1-511",7119.71269589041
"12858","2023-1-601",141439.899712329
"12859","2023-1-602",34629.9968849315
"12860","2023-1-603",54063.1212712329
"12861","2023-1-604",14786.8373863014
"12862","2023-1-605",29511.5225726027
"12863","2023-1-606",34218.5638082192
"12864","2023-1-607",32027.5508876712
"12865","2023-1-608",35975.002539726
"12866","2023-1-609",21821.5797890411
"12867","2023-1-610",52793.3849287671
"12868","2023-1-611",27445.833539726
"12869","2023-1-701",92647.4178164383
"12870","2023-1-702",153292.064684932
"12871","2023-1-703",56946.5494657534
"12872","2023-1-704",44800.5524712329
"12873","2023-1-705",44964.9395013699
"12874","2023-1-706",57349.0808109589
"12875","2023-2-101",350736.693693151
"12876","2023-2-102",70416.4487041096
"12877","2023-2-103",242582.138112329
"12878","2023-2-104",38816.7214767123
"12879","2023-2-105",17943.6678246575
"12880","2023-2-106",62390.6500438356
"12881","2023-2-107",28598.0247315068
"12882","2023-2-108",138910.00189863
"12883","2023-2-109",61006.2278520548
"12884","2023-2-110",95536.9997835616
"12885","2023-2-111",71126.1630547945
"12886","2023-2-112",21879.6345671233
"12887","2023-2-113",84668.6513671233
"12888","2023-2-114",61435.2325506849
"12889","2023-2-115",61220.8972958904
"12890","2023-2-116",7280.75752328767
"12891","2023-2-117",7786.07918082192
"12892","2023-2-118",78883.7088465753
"12893","2023-2-119",134375.047131507
"12894","2023-2-120",13346.2406438356
"12895","2023-2-201",321864.690586301
"12896","2023-2-202",91068.9845972603
"12897","2023-2-203",79653.3781945205
"12898","2023-2-204",7448.36181643836
"12899","2023-2-205",30125.7645287671
"12900","2023-2-206",49692.2447945205
"12901","2023-2-207",42010.1839287671
"12902","2023-2-208",34891.9563506849
"12903","2023-2-209",24658.2199643836
"12904","2023-2-210",207201.894882192
"12905","2023-2-211",14667.8353013699
"12906","2023-2-212",22562.4634191781
"12907","2023-2-213",55982.6351972603
"12908","2023-2-214",36015.2242219178
"12909","2023-2-215",19669.7352136986
"12910","2023-2-216",17422.3756575342
"12911","2023-2-301",162271.111016438
"12912","2023-2-302",61152.0157835616
"12913","2023-2-303",113078.554865753
"12914","2023-2-304",15863.6050657534
"12915","2023-2-305",69329.1822027397
"12916","2023-2-306",15142.845890411
"12917","2023-2-307",48582.7573287671
"12918","2023-2-308",44989.5830876712
"12919","2023-2-401",144406.591884932
"12920","2023-2-402",47854.8834410959
"12921","2023-2-403",49453.8085726027
"12922","2023-2-404",44245.3929068493
"12923","2023-2-405",55751.9915342466
"12924","2023-2-406",23187.2433232877
"12925","2023-2-407",26228.1832958904
"12926","2023-2-408",21773.5793123288
"12927","2023-2-409",30327.2356958904
"12928","2023-2-410",92209.2907561644
"12929","2023-2-501",79453.6224849315
"12930","2023-2-502",58174.9104575342
"12931","2023-2-503",71212.0634054795
"12932","2023-2-504",25040.902630137
"12933","2023-2-505",48281.5947013699
"12934","2023-2-506",32282.5154958904
"12935","2023-2-507",20005.2449726027
"12936","2023-2-508",24727.7635945205
"12937","2023-2-509",11472.281230137
"12938","2023-2-510",27281.9921835616
"12939","2023-2-511",7120.07941917808
"12940","2023-2-601",141463.708342466
"12941","2023-2-602",34637.1095369863
"12942","2023-2-603",54071.5907342466
"12943","2023-2-604",14788.2641972603
"12944","2023-2-605",29511.4599945205
"12945","2023-2-606",34225.1215616438
"12946","2023-2-607",32027.6528575342
"12947","2023-2-608",35972.5831479452
"12948","2023-2-609",21827.2323178082
"12949","2023-2-610",52798.4086657534
"12950","2023-2-611",27457.0361479452
"12951","2023-2-701",92643.8285232877
"12952","2023-2-702",153316.344136986
"12953","2023-2-703",56948.1494931507
"12954","2023-2-704",44811.1261342466
"12955","2023-2-705",44969.452660274
"12956","2023-2-706",57361.1088821918
"12957","2023-3-101",350758.928320548
"12958","2023-3-102",70423.2614876712
"12959","2023-3-103",242604.641463014
"12960","2023-3-104",38820.275769863
"12961","2023-3-105",17944.3813260274
"12962","2023-3-106",62394.9726684932
"12963","2023-3-107",28599.9634054795
"12964","2023-3-108",138921.34270411
"12965","2023-3-109",61015.7942438356
"12966","2023-3-110",95552.9554493151
"12967","2023-3-111",71133.9988356164
"12968","2023-3-112",21880.6898986301
"12969","2023-3-113",84675.1190986301
"12970","2023-3-114",61437.6051479452
"12971","2023-3-115",61220.8535123288
"12972","2023-3-116",7281.69023013699
"12973","2023-3-117",7786.28225753425
"12974","2023-3-118",78888.823660274
"12975","2023-3-119",134370.018005479
"12976","2023-3-120",13347.6050684932
"12977","2023-3-201",321914.681441096
"12978","2023-3-202",91080.7336082192
"12979","2023-3-203",79663.9192164384
"12980","2023-3-204",7449.14595068493
"12981","2023-3-205",30129.3778136986
"12982","2023-3-206",49697.8326164384
"12983","2023-3-207",42016.2864136986
"12984","2023-3-208",34897.8373479452
"12985","2023-3-209",24662.7587068493
"12986","2023-3-210",207239.346953425
"12987","2023-3-211",14669.3100958904
"12988","2023-3-212",22564.8321424658
"12989","2023-3-213",55991.0970082192
"12990","2023-3-214",36026.1061342466
"12991","2023-3-215",19672.4837589041
"12992","2023-3-216",17427.1270273973
"12993","2023-3-301",162280.622750685
"12994","2023-3-302",61155.8194493151
"12995","2023-3-303",113089.57620274
"12996","2023-3-304",15862.9980027397
"12997","2023-3-305",69324.7775917808
"12998","2023-3-306",15143.4283287671
"12999","2023-3-307",48585.3290136986
"13000","2023-3-308",44992.4043369863
"13001","2023-3-401",144425.164745205
"13002","2023-3-402",47863.0394767123
"13003","2023-3-403",49458.9304821918
"13004","2023-3-404",44252.1760794521
"13005","2023-3-405",55760.4063972603
"13006","2023-3-406",23189.794430137
"13007","2023-3-407",26230.4495123288
"13008","2023-3-408",21776.8522630137
"13009","2023-3-409",30328.5681123288
"13010","2023-3-410",92243.1335315068
"13011","2023-3-501",79471.9601452055
"13012","2023-3-502",58181.3922273973
"13013","2023-3-503",71228.5451835616
"13014","2023-3-504",25045.642109589
"13015","2023-3-505",48294.3016958904
"13016","2023-3-506",32286.4463123288
"13017","2023-3-507",20006.1290821918
"13018","2023-3-508",24728.9988164384
"13019","2023-3-509",11472.256509589
"13020","2023-3-510",27288.2430493151
"13021","2023-3-511",7120.44614246575
"13022","2023-3-601",141487.516972603
"13023","2023-3-602",34644.2221890411
"13024","2023-3-603",54080.0601972603
"13025","2023-3-604",14789.6910082192
"13026","2023-3-605",29511.3974164384
"13027","2023-3-606",34231.6793150685
"13028","2023-3-607",32027.7548273973
"13029","2023-3-608",35970.1637561644
"13030","2023-3-609",21832.8848465753
"13031","2023-3-610",52803.4324027397
"13032","2023-3-611",27468.2387561644
"13033","2023-3-701",92640.239230137
"13034","2023-3-702",153340.623589041
"13035","2023-3-703",56949.7495205479
"13036","2023-3-704",44821.6997972603
"13037","2023-3-705",44973.9658191781
"13038","2023-3-706",57373.1369534247
"13039","2023-4-101",350781.162947945
"13040","2023-4-102",70430.0742712329
"13041","2023-4-103",242627.144813699
"13042","2023-4-104",38823.8300630137
"13043","2023-4-105",17945.0948273973
"13044","2023-4-106",62399.2952931507
"13045","2023-4-107",28601.9020794521
"13046","2023-4-108",138932.683509589
"13047","2023-4-109",61025.3606356164
"13048","2023-4-110",95568.9111150685
"13049","2023-4-111",71141.8346164384
"13050","2023-4-112",21881.745230137
"13051","2023-4-113",84681.586830137
"13052","2023-4-114",61439.9777452055
"13053","2023-4-115",61220.8097287671
"13054","2023-4-116",7282.6229369863
"13055","2023-4-117",7786.48533424658
"13056","2023-4-118",78893.9384739726
"13057","2023-4-119",134364.988879452
"13058","2023-4-120",13348.9694931507
"13059","2023-4-201",321964.67229589
"13060","2023-4-202",91092.4826191781
"13061","2023-4-203",79674.4602383562
"13062","2023-4-204",7449.93008493151
"13063","2023-4-205",30132.9910986301
"13064","2023-4-206",49703.4204383562
"13065","2023-4-207",42022.3888986301
"13066","2023-4-208",34903.7183452055
"13067","2023-4-209",24667.2974493151
"13068","2023-4-210",207276.799024658
"13069","2023-4-211",14670.784890411
"13070","2023-4-212",22567.2008657534
"13071","2023-4-213",55999.5588191781
"13072","2023-4-214",36036.9880465753
"13073","2023-4-215",19675.2323041096
"13074","2023-4-216",17431.8783972603
"13075","2023-4-301",162290.134484932
"13076","2023-4-302",61159.6231150685
"13077","2023-4-303",113100.597539726
"13078","2023-4-304",15862.390939726
"13079","2023-4-305",69320.3729808219
"13080","2023-4-306",15144.0107671233
"13081","2023-4-307",48587.9006986301
"13082","2023-4-308",44995.2255863014
"13083","2023-4-401",144443.737605479
"13084","2023-4-402",47871.1955123288
"13085","2023-4-403",49464.0523917808
"13086","2023-4-404",44258.9592520548
"13087","2023-4-405",55768.821260274
"13088","2023-4-406",23192.3455369863
"13089","2023-4-407",26232.7157287671
"13090","2023-4-408",21780.1252136986
"13091","2023-4-409",30329.9005287671
"13092","2023-4-410",92276.9763068493
"13093","2023-4-501",79490.2978054795
"13094","2023-4-502",58187.8739972603
"13095","2023-4-503",71245.0269616438
"13096","2023-4-504",25050.3815890411
"13097","2023-4-505",48307.008690411
"13098","2023-4-506",32290.3771287671
"13099","2023-4-507",20007.0131917808
"13100","2023-4-508",24730.2340383562
"13101","2023-4-509",11472.2317890411
"13102","2023-4-510",27294.4939150685
"13103","2023-4-511",7120.81286575342
"13104","2023-4-601",141511.32560274
"13105","2023-4-602",34651.3348410959
"13106","2023-4-603",54088.529660274
"13107","2023-4-604",14791.1178191781
"13108","2023-4-605",29511.3348383562
"13109","2023-4-606",34238.2370684932
"13110","2023-4-607",32027.8567972603
"13111","2023-4-608",35967.7443643836
"13112","2023-4-609",21838.5373753425
"13113","2023-4-610",52808.456139726
"13114","2023-4-611",27479.4413643836
"13115","2023-4-701",92636.6499369863
"13116","2023-4-702",153364.903041096
"13117","2023-4-703",56951.3495479452
"13118","2023-4-704",44832.273460274
"13119","2023-4-705",44978.4789780822
"13120","2023-4-706",57385.1650246575
"13121","2023-5-101",350803.397575342
"13122","2023-5-102",70436.8870547945
"13123","2023-5-103",242649.648164384
"13124","2023-5-104",38827.3843561644
"13125","2023-5-105",17945.8083287671
"13126","2023-5-106",62403.6179178082
"13127","2023-5-107",28603.8407534247
"13128","2023-5-108",138944.024315068
"13129","2023-5-109",61034.9270273973
"13130","2023-5-110",95584.8667808219
"13131","2023-5-111",71149.6703972603
"13132","2023-5-112",21882.8005616438
"13133","2023-5-113",84688.0545616438
"13134","2023-5-114",61442.3503424658
"13135","2023-5-115",61220.7659452055
"13136","2023-5-116",7283.55564383562
"13137","2023-5-117",7786.6884109589
"13138","2023-5-118",78899.0532876712
"13139","2023-5-119",134359.959753425
"13140","2023-5-120",13350.3339178082
"13141","2023-5-201",322014.663150685
"13142","2023-5-202",91104.231630137
"13143","2023-5-203",79685.001260274
"13144","2023-5-204",7450.71421917808
"13145","2023-5-205",30136.6043835616
"13146","2023-5-206",49709.008260274
"13147","2023-5-207",42028.4913835616
"13148","2023-5-208",34909.5993424657
"13149","2023-5-209",24671.8361917808
"13150","2023-5-210",207314.25109589
"13151","2023-5-211",14672.2596849315
"13152","2023-5-212",22569.5695890411
"13153","2023-5-213",56008.020630137
"13154","2023-5-214",36047.8699589041
"13155","2023-5-215",19677.9808493151
"13156","2023-5-216",17436.6297671233
"13157","2023-5-301",162299.646219178
"13158","2023-5-302",61163.4267808219
"13159","2023-5-303",113111.618876712
"13160","2023-5-304",15861.7838767123
"13161","2023-5-305",69315.968369863
"13162","2023-5-306",15144.5932054795
"13163","2023-5-307",48590.4723835616
"13164","2023-5-308",44998.0468356164
"13165","2023-5-401",144462.310465753
"13166","2023-5-402",47879.3515479452
"13167","2023-5-403",49469.1743013699
"13168","2023-5-404",44265.7424246575
"13169","2023-5-405",55777.2361232877
"13170","2023-5-406",23194.8966438356
"13171","2023-5-407",26234.9819452055
"13172","2023-5-408",21783.3981643836
"13173","2023-5-409",30331.2329452055
"13174","2023-5-410",92310.8190821918
"13175","2023-5-501",79508.6354657534
"13176","2023-5-502",58194.3557671233
"13177","2023-5-503",71261.508739726
"13178","2023-5-504",25055.1210684932
"13179","2023-5-505",48319.7156849315
"13180","2023-5-506",32294.3079452055
"13181","2023-5-507",20007.8973013699
"13182","2023-5-508",24731.469260274
"13183","2023-5-509",11472.2070684932
"13184","2023-5-510",27300.7447808219
"13185","2023-5-511",7121.1795890411
"13186","2023-5-601",141535.134232877
"13187","2023-5-602",34658.4474931507
"13188","2023-5-603",54096.9991232877
"13189","2023-5-604",14792.544630137
"13190","2023-5-605",29511.272260274
"13191","2023-5-606",34244.7948219178
"13192","2023-5-607",32027.9587671233
"13193","2023-5-608",35965.3249726027
"13194","2023-5-609",21844.1899041096
"13195","2023-5-610",52813.4798767123
"13196","2023-5-611",27490.6439726027
"13197","2023-5-701",92633.0606438356
"13198","2023-5-702",153389.182493151
"13199","2023-5-703",56952.9495753425
"13200","2023-5-704",44842.8471232877
"13201","2023-5-705",44982.9921369863
"13202","2023-5-706",57397.1930958904
"13203","2023-6-101",350825.63220274
"13204","2023-6-102",70443.6998383562
"13205","2023-6-103",242672.151515068
"13206","2023-6-104",38830.9386493151
"13207","2023-6-105",17946.521830137
"13208","2023-6-106",62407.9405424658
"13209","2023-6-107",28605.7794273973
"13210","2023-6-108",138955.365120548
"13211","2023-6-109",61044.4934191781
"13212","2023-6-110",95600.8224465753
"13213","2023-6-111",71157.5061780822
"13214","2023-6-112",21883.8558931507
"13215","2023-6-113",84694.5222931507
"13216","2023-6-114",61444.722939726
"13217","2023-6-115",61220.7221616438
"13218","2023-6-116",7284.48835068493
"13219","2023-6-117",7786.89148767123
"13220","2023-6-118",78904.1681013699
"13221","2023-6-119",134354.930627397
"13222","2023-6-120",13351.6983424658
"13223","2023-6-201",322064.654005479
"13224","2023-6-202",91115.9806410959
"13225","2023-6-203",79695.5422821918
"13226","2023-6-204",7451.49835342466
"13227","2023-6-205",30140.2176684932
"13228","2023-6-206",49714.5960821918
"13229","2023-6-207",42034.5938684932
"13230","2023-6-208",34915.480339726
"13231","2023-6-209",24676.3749342466
"13232","2023-6-210",207351.703167123
"13233","2023-6-211",14673.7344794521
"13234","2023-6-212",22571.9383123288
"13235","2023-6-213",56016.4824410959
"13236","2023-6-214",36058.7518712329
"13237","2023-6-215",19680.7293945205
"13238","2023-6-216",17441.3811369863
"13239","2023-6-301",162309.157953425
"13240","2023-6-302",61167.2304465753
"13241","2023-6-303",113122.640213699
"13242","2023-6-304",15861.1768136986
"13243","2023-6-305",69311.5637589041
"13244","2023-6-306",15145.1756438356
"13245","2023-6-307",48593.0440684932
"13246","2023-6-308",45000.8680849315
"13247","2023-6-401",144480.883326027
"13248","2023-6-402",47887.5075835616
"13249","2023-6-403",49474.2962109589
"13250","2023-6-404",44272.5255972603
"13251","2023-6-405",55785.6509863014
"13252","2023-6-406",23197.4477506849
"13253","2023-6-407",26237.2481616438
"13254","2023-6-408",21786.6711150685
"13255","2023-6-409",30332.5653616438
"13256","2023-6-410",92344.6618575342
"13257","2023-6-501",79526.9731260274
"13258","2023-6-502",58200.8375369863
"13259","2023-6-503",71277.9905178082
"13260","2023-6-504",25059.8605479452
"13261","2023-6-505",48332.4226794521
"13262","2023-6-506",32298.2387616438
"13263","2023-6-507",20008.7814109589
"13264","2023-6-508",24732.7044821918
"13265","2023-6-509",11472.1823479452
"13266","2023-6-510",27306.9956465753
"13267","2023-6-511",7121.54631232877
"13268","2023-6-601",141558.942863014
"13269","2023-6-602",34665.5601452055
"13270","2023-6-603",54105.4685863014
"13271","2023-6-604",14793.9714410959
"13272","2023-6-605",29511.2096821918
"13273","2023-6-606",34251.3525753425
"13274","2023-6-607",32028.0607369863
"13275","2023-6-608",35962.9055808219
"13276","2023-6-609",21849.8424328767
"13277","2023-6-610",52818.5036136986
"13278","2023-6-611",27501.8465808219
"13279","2023-6-701",92629.4713506849
"13280","2023-6-702",153413.461945205
"13281","2023-6-703",56954.5496027397
"13282","2023-6-704",44853.4207863014
"13283","2023-6-705",44987.5052958904
"13284","2023-6-706",57409.2211671233
"13285","2023-7-101",350847.866830137
"13286","2023-7-102",70450.5126219178
"13287","2023-7-103",242694.654865753
"13288","2023-7-104",38834.4929424658
"13289","2023-7-105",17947.2353315068
"13290","2023-7-106",62412.2631671233
"13291","2023-7-107",28607.7181013699
"13292","2023-7-108",138966.705926027
"13293","2023-7-109",61054.0598109589
"13294","2023-7-110",95616.7781123288
"13295","2023-7-111",71165.3419589041
"13296","2023-7-112",21884.9112246575
"13297","2023-7-113",84700.9900246575
"13298","2023-7-114",61447.0955369863
"13299","2023-7-115",61220.6783780822
"13300","2023-7-116",7285.42105753425
"13301","2023-7-117",7787.09456438356
"13302","2023-7-118",78909.2829150685
"13303","2023-7-119",134349.90150137
"13304","2023-7-120",13353.0627671233
"13305","2023-7-201",322114.644860274
"13306","2023-7-202",91127.7296520548
"13307","2023-7-203",79706.0833041096
"13308","2023-7-204",7452.28248767123
"13309","2023-7-205",30143.8309534247
"13310","2023-7-206",49720.1839041096
"13311","2023-7-207",42040.6963534247
"13312","2023-7-208",34921.3613369863
"13313","2023-7-209",24680.9136767123
"13314","2023-7-210",207389.155238356
"13315","2023-7-211",14675.2092739726
"13316","2023-7-212",22574.3070356164
"13317","2023-7-213",56024.9442520548
"13318","2023-7-214",36069.6337835616
"13319","2023-7-215",19683.477939726
"13320","2023-7-216",17446.1325068493
"13321","2023-7-301",162318.669687671
"13322","2023-7-302",61171.0341123288
"13323","2023-7-303",113133.661550685
"13324","2023-7-304",15860.5697506849
"13325","2023-7-305",69307.1591479452
"13326","2023-7-306",15145.7580821918
"13327","2023-7-307",48595.6157534247
"13328","2023-7-308",45003.6893342466
"13329","2023-7-401",144499.456186301
"13330","2023-7-402",47895.6636191781
"13331","2023-7-403",49479.4181205479
"13332","2023-7-404",44279.308769863
"13333","2023-7-405",55794.0658493151
"13334","2023-7-406",23199.9988575342
"13335","2023-7-407",26239.5143780822
"13336","2023-7-408",21789.9440657534
"13337","2023-7-409",30333.8977780822
"13338","2023-7-410",92378.5046328767
"13339","2023-7-501",79545.3107863014
"13340","2023-7-502",58207.3193068493
"13341","2023-7-503",71294.4722958904
"13342","2023-7-504",25064.6000273973
"13343","2023-7-505",48345.1296739726
"13344","2023-7-506",32302.1695780822
"13345","2023-7-507",20009.6655205479
"13346","2023-7-508",24733.9397041096
"13347","2023-7-509",11472.1576273973
"13348","2023-7-510",27313.2465123288
"13349","2023-7-511",7121.91303561644
"13350","2023-7-601",141582.751493151
"13351","2023-7-602",34672.6727972603
"13352","2023-7-603",54113.9380493151
"13353","2023-7-604",14795.3982520548
"13354","2023-7-605",29511.1471041096
"13355","2023-7-606",34257.9103287671
"13356","2023-7-607",32028.1627068493
"13357","2023-7-608",35960.4861890411
"13358","2023-7-609",21855.4949616438
"13359","2023-7-610",52823.5273506849
"13360","2023-7-611",27513.0491890411
"13361","2023-7-701",92625.8820575342
"13362","2023-7-702",153437.74139726
"13363","2023-7-703",56956.149630137
"13364","2023-7-704",44863.9944493151
"13365","2023-7-705",44992.0184547945
"13366","2023-7-706",57421.2492383562
"13367","2023-8-101",350870.101457534
"13368","2023-8-102",70457.3254054795
"13369","2023-8-103",242717.158216438
"13370","2023-8-104",38838.0472356164
"13371","2023-8-105",17947.9488328767
"13372","2023-8-106",62416.5857917808
"13373","2023-8-107",28609.6567753425
"13374","2023-8-108",138978.046731507
"13375","2023-8-109",61063.6262027397
"13376","2023-8-110",95632.7337780822
"13377","2023-8-111",71173.177739726
"13378","2023-8-112",21885.9665561644
"13379","2023-8-113",84707.4577561644
"13380","2023-8-114",61449.4681342466
"13381","2023-8-115",61220.6345945205
"13382","2023-8-116",7286.35376438356
"13383","2023-8-117",7787.29764109589
"13384","2023-8-118",78914.3977287671
"13385","2023-8-119",134344.872375342
"13386","2023-8-120",13354.4271917808
"13387","2023-8-201",322164.635715068
"13388","2023-8-202",91139.4786630137
"13389","2023-8-203",79716.6243260274
"13390","2023-8-204",7453.06662191781
"13391","2023-8-205",30147.4442383562
"13392","2023-8-206",49725.7717260274
"13393","2023-8-207",42046.7988383562
"13394","2023-8-208",34927.2423342466
"13395","2023-8-209",24685.4524191781
"13396","2023-8-210",207426.607309589
