"","week_canton","ndvi_lag_8","ndvi_lag_7","ndvi_lag_6","ndvi_lag_5","ndvi_lag_4","ndvi_lag_3","ndvi_lag_2","ndvi_lag_1"
"24352","2025-49-603",0.861812613712216,0.896063816010277,0.881515159170374,0.84547919406426,0.837056116449402,0.829914080680551,0.828214179404563,0.825496193816615
"24353","2025-49-610",0.8512276448937,0.852864546046291,0.877502183556026,0.907813031759461,0.910672939056379,0.893692237302048,0.875609698859809,0.881614886199964
"24354","2025-49-608",0.836497411488293,0.82847167408425,0.628265716959793,0.430926670713595,0.417261118532099,0.288834322714291,0.504209025813423,0.704001099615293
"24355","2025-49-602",0.802939470052064,0.824922951556034,0.70892182406078,0.776405946542391,0.799313657960173,0.819333592959982,0.829452996074585,0.776612685112831
"24356","2025-49-611",0.882802963126024,0.935594432363237,0.693892080373914,0.8605885472836,0.821427212626651,0.88902299851716,0.864321676625687,0.72051091284527
"24357","2025-49-604",0.472538719056049,0.455128239288532,0.486317390337573,0.723695861224141,0.767784962865246,0.663767438898513,0.828119241356173,0.801543542101417
"24358","2025-49-605",0.920269867076367,0.805129647074246,0.780136024526899,0.803230070811191,0.822969933169669,0.865431716328375,0.908218445696711,0.902575510978983
"24359","2025-49-609",0.849660423985415,0.812423177129305,0.686947278185546,0.752816258638484,1.07982142412516,0.878238811895786,0.889079035882985,0.948617286023321
"24360","2025-49-601",0.588344426883255,0.424955849051189,0.482973325757301,0.798141952637549,0.829561889312972,0.864588759907658,0.893820606184944,0.887277732529334
"24361","2025-49-606",0.837666829903189,0.792108048715909,0.839615547195431,0.844992586704449,0.836750565158885,0.848585398305045,0.850449449264825,0.857020195032942
"24362","2025-49-112",0.790987219214755,0.798909418825626,0.723044799491606,0.83006913673063,0.793803455482868,0.821646266294924,0.823707495494775,0.795557324376651
"24363","2025-49-110",0.529397335859771,0.650055318722912,0.655652141970048,0.674344066399954,0.676684343776692,0.655710209625527,0.663721066326652,0.63233091564347
"24364","2025-49-106",0.778326510984672,0.814244804341444,0.915487397109828,0.813701215920814,1.04737371576876,0.910474129957145,0.83543866567306,0.825111576186391
"24365","2025-49-118",0.438847879671502,0.458951734746715,0.441338892910823,0.401073867316736,0.466046306320062,0.509974859382185,0.536453160884117,0.508264387065789
"24366","2025-49-103",0.757449172359065,0.787792039366886,0.849121913800708,0.771536892348535,0.802426470346913,0.852233428621358,0.857650647739803,0.8549034166441
"24367","2025-49-117",1.10068511851338,0.835150038947646,0.951791215270895,0.931348003544475,0.899060639358536,0.910886081451007,0.909872754166508,0.871446682882868
"24368","2025-49-102",0.433750322976951,0.408952370618246,0.436010513147559,0.473554951335466,0.443072697837061,0.405729919857659,0.382101887311699,0.408410999532749
"24369","2025-49-108",0.637306681493552,0.702838087824133,0.589349805086776,0.734640109371769,0.764991191410143,0.752285422268057,0.740013536809879,0.749443178255441
"24370","2025-49-120",0.822277906809806,0.848189882274171,0.859104969629835,0.878076210187707,0.826835054053784,0.844238910842116,0.864319090071156,0.866698891913789
"24371","2025-49-115",0.402021427352212,0.434116511476209,0.464938372756288,0.547139821989,0.56538112314636,0.545852476271403,0.514586868033707,0.463293573489702
"24372","2025-49-107",0.713371040460896,0.887610216689632,0.930944512574731,0.905122859016106,0.91577622540824,0.887683275892763,0.889110033699781,0.876994187721096
"24373","2025-49-114",0.640043735054621,0.779342150771315,0.723273942853256,0.685582242579371,0.682335096534907,0.703260044793094,0.720781664766347,0.733085048149601
"24374","2025-49-119",0.592605779950312,0.492190416461537,0.53240913593104,0.683851548413926,0.715129879942823,0.715186103990757,0.73976606970498,0.743530021228176
"24375","2025-49-104",0.726363450341819,0.776117384493919,0.665743789540793,0.70926734105683,0.739709451585705,0.753436410750714,0.759678963339408,0.769837352504443
"24376","2025-49-101",0.422725830403001,0.381245274897342,0.465809004144951,0.627769641106503,0.577544502982319,0.317952765345931,0.308097403233411,0.467228326554018
"24377","2025-49-109",0.668978520636098,0.640806196982359,0.657307573592593,0.698755588302095,0.701403662875697,0.734840130380316,0.751528873048986,0.696186282844085
"24378","2025-49-105",0.758331686878711,0.761007284094513,0.641256610251217,0.53547440435695,0.580552898312117,0.628644745499508,0.625947150717745,0.726801963771302
"24379","2025-49-113",0.159719696123207,0.168701063450722,0.170160157913984,0.195012925084586,0.196426672324248,0.172554833950732,0.178328690488725,0.204866971813245
"24380","2025-49-116",0.85515515192431,0.91101066265759,0.888963734349334,0.868347084960056,0.870068545701137,0.919432808283481,0.940417101251099,0.960760281129238
"24381","2025-49-111",0.357480887755945,0.30034437974103,0.509292646098394,0.782632108194867,0.715229581149608,0.482739060635088,0.418307616057328,0.638238099900063
"24382","2025-50-201",0.903014926407502,0.779584558132867,0.737885320198627,1.00551971482675,0.920538811234758,0.888615797248347,0.890732069453993,0.8899
"24383","2025-50-205",0.692490718200126,0.705481829432401,0.716538076237476,0.723652060226177,0.719974856228355,0.724680407170751,0.706836706058615,0.6869
"24384","2025-50-203",0.747544930582495,0.720950533144607,0.700892692094394,0.705234232876233,0.737583371398814,0.760450932863295,0.756282479134768,0.7528
"24385","2025-50-215",0.854652487046121,0.81758797015295,0.730570467026747,0.651438613453497,0.585409406891807,0.64296253129318,0.721966724586539,0.8308
"24386","2025-50-214",0.546041330327666,0.344715333494257,0.151865567481817,0.266698065137347,0.498792975914154,0.635955533236638,0.609201360733038,0.6062
"24387","2025-50-206",0.801536953224268,0.602574324091057,0.630364989175804,0.759845842377183,0.826737562594459,0.807605097187877,0.758475267148063,0.7222
"24388","2025-50-209",0.789144920694082,0.784433459471993,0.771652165877118,0.778302835874247,0.769641878139062,0.728293839733705,0.629795507944271,0.5748
"24389","2025-50-207",0.654735297691234,0.673379708519932,0.683814887817588,0.697635238261849,0.692889079512187,0.690083580386924,0.676077362704386,0.6578
"24390","2025-50-208",0.695277102415655,0.674340329572748,0.641850839514512,0.652863334198046,0.633905645121474,0.675657333234699,0.708351606273659,0.7418
"24391","2025-50-216",0.8904503725891,0.875528464067067,0.843566644655919,0.835123148129845,0.843738971168283,0.846361128382984,0.836904444408734,0.8318
"24392","2025-50-210",0.807202319359618,0.802788350802153,0.815571515377069,0.705325275966007,0.546719893824722,0.507691006536758,0.638568344523672,0.8404
"24393","2025-50-204",0.803246831428193,0.797970644092682,0.875767410448048,0.764914788508235,0.86985665157035,0.884808480282775,0.862495816713463,0.8383
"24394","2025-50-202",0.674809829983307,0.65971547985826,0.619124172288264,0.666897585779641,0.799120723772373,0.919893197924275,0.95542594038151,0.9252
"24395","2025-50-212",0.272269532755493,0.562548391145862,0.782740354285114,0.901514490670287,0.827898453594838,0.911399870892446,0.895769032211424,0.8248
"24396","2025-50-213",0.837921991480272,0.641762697428367,0.479969412129672,0.458184523642694,0.311066993614553,0.610144883446867,0.718624961935435,0.8136
"24397","2025-50-211",0.293719721246431,0.510065343152559,0.741138921507499,0.758418507165227,0.707504938267357,0.620160579077801,0.597812494488355,0.592
"24398","2025-50-306",0.366838272003779,0.46760971252238,0.638521370689291,1.08812349996214,0.902399231922199,0.797526752193108,0.738910990777091,0.759
"24399","2025-50-301",0.713465923736605,0.739236122705167,0.769977236585003,0.79119389220995,0.79423361427605,0.820525968610787,0.813515672734665,0.8169
"24400","2025-50-308",0.519736658224008,0.634405206812402,0.809537824759479,0.903889944838917,0.894144059982285,0.904235437579954,0.90423345133931,0.8999
"24401","2025-50-304",0.780924236257724,0.725236053441718,0.695393067545705,0.697767550794257,0.716035762906475,0.736781778116293,0.740958419433221,0.747
"24402","2025-50-303",0.62055893501743,0.678390893797927,0.684104892127064,0.630590161991257,0.630623871682325,0.583071210559753,0.571293045461861,0.5494
"24403","2025-50-307",0.247763272835257,0.436678428642835,0.690916130674101,0.811264832338832,0.869395790589801,0.966941981474613,0.911246932248922,0.8407
"24404","2025-50-302",0.37482602136367,0.26126473143223,0.692251046557429,0.821690092096751,0.90758213720459,0.89347959409869,0.865029427829076,0.8491
