"","week_canton","precip_total_lag_8","precip_total_lag_7","precip_total_lag_6","precip_total_lag_5","precip_total_lag_4","precip_total_lag_3","precip_total_lag_2","precip_total_lag_1","precip_max_lag_8","precip_max_lag_7","precip_max_lag_6","precip_max_lag_5","precip_max_lag_4","precip_max_lag_3","precip_max_lag_2","precip_max_lag_1","precip_mean_lag_8","precip_mean_lag_7","precip_mean_lag_6","precip_mean_lag_5","precip_mean_lag_4","precip_mean_lag_3","precip_mean_lag_2","precip_mean_lag_1","precip_median_lag_8","precip_median_lag_7","precip_median_lag_6","precip_median_lag_5","precip_median_lag_4","precip_median_lag_3","precip_median_lag_2","precip_median_lag_1","precip_min_lag_8","precip_min_lag_7","precip_min_lag_6","precip_min_lag_5","precip_min_lag_4","precip_min_lag_3","precip_min_lag_2","precip_min_lag_1"
"11","2022-2-603",25.962212,0,16.397692,10.891033,23.440937,26.3897437,0,20.325352,25.962212,0,10.99578,10.891033,23.440937,12.243648,0,20.325352,5.1924424,0,2.34252742857143,1.55586185714286,3.34870528571429,3.76996338571429,0,2.90362171428571,0,0,0,0,0,1.9024477,0,0,0,0,0,0,0,0,0,0
"12","2022-2-505",0,0,0,0.8133691,0,0.91658765,0,2.5138187,0,0,0,0.8133691,0,0.91658765,0,2.5138187,0,0,0,0.116195585714286,0,0.130941092857143,0,0.359116957142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","2022-2-301",18.913248,10.2079525,7.437502,8.192582,9.676198,141.479326,0,6.532035,18.913248,10.2079525,7.437502,8.192582,9.676198,37.599464,0,6.532035,3.7826496,1.45827892857143,1.06250028571429,1.17036885714286,1.382314,20.2113322857143,0,0.933147857142857,0,0,0,0,0,18.799732,0,0,0,0,0,0,0,0,0,0
"14","2022-2-506",0,0,0,2.5282283,0,15.166226,0,9.29164,0,0,0,2.5282283,0,8.168216,0,9.29164,0,0,0,0.361175471428571,0,2.16660371428571,0,1.32737714285714,0,0,0,0,0,1.166335,0,0,0,0,0,0,0,0,0,0
"15","2022-2-610",22.3528625,9.933397,30.26279,8.3835946,0,51.177021,0,19.013688,17.88229,9.933397,30.26279,4.1917973,0,18.24009,0,9.506844,4.4705725,1.41905671428571,4.32325571428571,1.19765637142857,0,7.311003,0,2.71624114285714,0,0,0,0,0,3.67421,0,0,0,0,0,0,0,0,0,0
"16","2022-2-608",19.540365,8.185328,39.06703,11.945822,9.977525,32.1322548,0,7.206195,19.540365,8.185328,39.06703,11.945822,9.977525,9.525304,0,7.206195,3.908073,1.16933257142857,5.58100428571429,1.706546,1.42536071428571,4.59032211428571,0,1.02945642857143,0,0,0,0,0,4.762652,0,0,0,0,0,0,0,1.7781714,0,0
"17","2022-2-118",5.9209895,0,0,4.285459,3.432773,36.066144,0,5.9663851,5.9209895,0,0,4.285459,3.432773,9.396348,0,3.5557933,1.1841979,0,0,0.612208428571429,0.490396142857143,5.15230628571429,0,0.852340728571429,0,0,0,0,0,5.656533,0,0,0,0,0,0,0,0,0,0
"18","2022-2-103",6.4725957,3.8383315,0,4.4796314,3.6720343,31.352442,0,3.2609788,6.4725957,2.424178,0,4.4796314,3.6720343,11.373531,0,1.2008848,1.29451914,0.548333071428571,0,0.639947342857143,0.524576328571429,4.47892028571429,0,0.465854114285714,0,0,0,0,0,3.791177,0,0,0,0,0,0,0,0,0,0
"19","2022-2-117",14.279578,24.387688,20.96938,7.6652503,6.376254,83.405688,0,0,14.279578,24.387688,10.48469,7.6652503,6.376254,22.562832,0,0,2.8559156,3.48395542857143,2.99562571428571,1.09503575714286,0.910893428571429,11.9150982857143,0,0,0,0,0,0,0,15.041887,0,0,0,0,0,0,0,0,0,0
"20","2022-2-308",16.89403,0,7.751964,7.908448,7.92036,103.1116183,0,28.581438,16.89403,0,7.751964,7.908448,7.92036,32.14966,0,28.581438,3.378806,0,1.10742342857143,1.12977828571429,1.13148,14.7302311857143,0,4.08306257142857,0,0,0,0,0,10.716553,0,0,0,0,0,0,0,0,0,0
"21","2022-2-102",8.42315,0,2.330901,6.5227847,5.642048,47.8554703,0,12.1582536,8.42315,0,2.330901,6.5227847,5.642048,14.870812,0,5.218076,1.68463,0,0.332985857142857,0.931826385714286,0.806006857142857,6.83649575714286,0,1.73689337142857,0,0,0,0,0,9.056923,0,0,0,0,0,0,0,0,0,0
"22","2022-2-602",10.3174925,8.829904,0,15.801683,0,45.1688904,0,9.208448,10.3174925,8.829904,0,9.952092,0,16.504213,0,9.208448,2.0634985,1.26141485714286,0,2.25738328571429,0,6.45269862857143,0,1.31549257142857,0,0,0,0,0,6.0802317,0,0,0,0,0,0,0,0,0,0
"23","2022-2-408",6.6316037,0,0,4.770737,4.272207,40.214136,0,6.9242738,6.6316037,0,0,4.770737,4.272207,13.200978,0,2.5322158,1.32632074,0,0,0.681533857142857,0.610315285714286,5.74487657142857,0,0.989181971428571,0,0,0,0,0,6.600489,0,0,0,0,0,0,0,0,0,0
"24","2022-2-611",19.507296,0,0,0,0,73.086704,0,0,19.507296,0,0,0,0,24.547829,0,0,3.9014592,0,0,0,0,10.4409577142857,0,0,0,0,0,0,0,8.182609,0,0,0,0,0,0,0,0,0,0
"25","2022-2-108",18.615238,0,0,11.992039,10.285117,124.644381,0,27.089462,18.615238,0,0,11.992039,10.285117,36.546,0,16.063208,3.7230476,0,0,1.71314842857143,1.46930242857143,17.8063401428571,0,3.86992314285714,0,0,0,0,0,18.273,0,0,0,0,0,0,0,0,0,0
"26","2022-2-203",6.8167706,0,0,4.433776,3.7939334,42.2216103,0,4.1117289,4.5445137,0,0,4.433776,3.7939334,12.274291,0,2.9054766,1.36335412,0,0,0.633396571428571,0.541990485714286,6.03165861428571,0,0.587389842857143,0,0,0,0,0,5.0075207,0,0,0,0,0,0,0,0,0,0
"27","2022-2-215",0,38.9653691,24.650317,35.228444,18.02637,583.147945,0,75.2952895,0,25.326706,8.748088,14.815924,18.02637,232.36137,0,29.919918,0,5.5664813,3.52147385714286,5.03263485714286,2.57519571428571,83.3068492857143,0,10.7564699285714,0,3.4847875,0,0,0,60.86286,0,4.928381,0,0,0,0,0,0,0,0
"28","2022-2-706",74.50186,0,25.530818,34.07926,25.58534,420.069853,0,268.22502,74.50186,0,9.037787,17.77994,25.58534,97.716125,0,178.81668,14.900372,0,3.64725971428571,4.86846571428571,3.65504857142857,60.009979,0,38.31786,0,0,0,0,0,95.19111,0,0,0,0,0,0,0,0,0,0
"29","2022-2-401",60.435545,17.6636788,4.95736,23.948386,18.008554,372.866316,0,24.6035363,40.290363,13.736436,4.95736,15.185565,18.008554,94.17319,0,13.378551,12.087109,2.52338268571429,0.708194285714286,3.421198,2.57265057142857,53.2666165714286,0,3.5147909,0,0,0,0,0,47.086594,0,0,0,0,0,0,0,0,0,0
"30","2022-2-511",0,0,0,0,0,2.08921515,0,5.710595,0,0,0,0,0,0.69640505,0,5.710595,0,0,0,0,0,0.298459307142857,0,0.815799285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","2022-2-304",65.40901,0,25.2258523,18.468041,0,281.328066,0,0,65.40901,0,13.454383,13.3137665,0,113.919106,0,0,13.081802,0,3.60369318571429,2.63829157142857,0,40.1897237142857,0,0,0,0,0,0,0,37.97303,0,0,0,0,0,0,0,0,0,0
"32","2022-2-510",0,14.581693,6.0494795,14.610607,5.231917,73.234487,0,5.7964272,0,14.581693,6.0494795,7.90127,5.231917,32.87289,0,5.7964272,0,2.083099,0.864211357142857,2.08722957142857,0.747416714285714,10.4620695714286,0,0.828061028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","2022-2-303",10.827691,0,4.3420453,9.570074,7.568065,78.4745665,0,15.961992,10.827691,0,4.3420453,9.570074,7.568065,23.220459,0,9.160629,2.1655382,0,0.620292185714286,1.36715342857143,1.08115214285714,11.2106523571429,0,2.28028457142857,0,0,0,0,0,11.6102295,0,0,0,0,0,0,0,0,0,0
"34","2022-2-120",24.529877,0,29.441017,9.1269245,7.45444,102.792379,0,59.235345,24.529877,0,29.441017,9.1269245,7.45444,38.87347,0,36.86202,4.9059754,0,4.20585957142857,1.30384635714286,1.06492,14.6846255714286,0,8.46219214285714,0,0,0,0,0,9.718368,0,0,0,0,0,0,0,6.130828,0,0
"35","2022-2-501",0,2.427968,0,0,0,23.4344164,0,0,0,2.427968,0,0,0,13.512956,0,0,0,0.346852571428571,0,0,0,3.34777377142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","2022-2-701",0,0,32.9664129,23.985631,0,313.13672,0,258.67676,0,0,11.164749,13.420044,0,165.15762,0,258.67676,0,0,4.70948755714286,3.42651871428571,0,44.7338171428571,0,36.9538228571429,0,0,6.8411922,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","2022-2-214",0,0,13.2313457,19.915211,11.261823,305.230913,0,122.49022,0,0,7.3882227,10.845463,11.261823,157.78152,0,45.91194,0,0,1.89019224285714,2.84503014285714,1.60883185714286,43.6044161428571,0,17.4986028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","2022-2-705",0,45.296345,25.451017,27.762012,23.64322,417.419471,0,124.89867,0,45.296345,9.397978,14.737886,23.64322,107.75539,0,83.26578,0,6.47090642857143,3.63585957142857,3.96600171428571,3.37760285714286,59.631353,0,17.8426671428571,0,0,0,0,0,62.768867,0,0,0,0,0,0,0,0,0,0
