"","week_canton","precip_total_lag_8","precip_total_lag_7","precip_total_lag_6","precip_total_lag_5","precip_total_lag_4","precip_total_lag_3","precip_total_lag_2","precip_total_lag_1","precip_max_lag_8","precip_max_lag_7","precip_max_lag_6","precip_max_lag_5","precip_max_lag_4","precip_max_lag_3","precip_max_lag_2","precip_max_lag_1","precip_mean_lag_8","precip_mean_lag_7","precip_mean_lag_6","precip_mean_lag_5","precip_mean_lag_4","precip_mean_lag_3","precip_mean_lag_2","precip_mean_lag_1","precip_median_lag_8","precip_median_lag_7","precip_median_lag_6","precip_median_lag_5","precip_median_lag_4","precip_median_lag_3","precip_median_lag_2","precip_median_lag_1","precip_min_lag_8","precip_min_lag_7","precip_min_lag_6","precip_min_lag_5","precip_min_lag_4","precip_min_lag_3","precip_min_lag_2","precip_min_lag_1"
"2603","2024-7-603",5.514831,7.24312,0,6.4474986,0,96.960594,11.6719224,7.599043,5.514831,7.24312,0,3.4310083,0,96.960594,5.941518,7.599043,0.787833,1.03473142857143,0,0.921071228571429,0,13.8515134285714,1.66741748571429,1.08557757142857,0,0,0,0.7098735,0,0,0,0,0,0,0,0,0,0,0,0
"2604","2024-7-505",0,0,0,1.46708933,0,0,0,0,0,0,0,0.86031073,0,0,0,0,0,0,0,0.20958419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2605","2024-7-301",0,4.8914046,0,6.5187763,0,7.702618,8.679166,0,0,4.8914046,0,4.1833954,0,7.702618,4.537894,0,0,0.698772085714286,0,0.931253757142857,0,1.100374,1.23988085714286,0,0,0,0,0.4403834,0,0,0,0,0,0,0,0,0,0,0,0
"2606","2024-7-506",0,0,0,2.32805071,0,4.004808,2.5886078,3.7746816,0,0,0,1.6476631,0,4.004808,2.5886078,3.7746816,0,0,0,0.332578672857143,0,0.572115428571428,0.369801114285714,0.539240228571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607","2024-7-610",16.187262,5.444973,0,23.6711251,0,140.968335,8.658362,5.7637854,9.296321,5.444973,0,14.803023,0,46.989445,8.658362,5.7637854,2.312466,0.777853285714286,0,3.3815893,0,20.1383335714286,1.23690885714286,0.823397914285714,0,0,0,1.0808227,0,0,0,0,0,0,0,0,0,0,0,0
"2608","2024-7-608",0,8.435686,0,11.68620734,0,129.15338,6.914112,5.0166364,0,8.435686,0,6.6198854,0,44.37455,6.914112,5.0166364,0,1.205098,0,1.66945819142857,0,18.4504828571429,0.987730285714286,0.716662342857143,0,0,0,0.88146234,0,0,0,0,0,0,0,0,0,0,0,0
"2609","2024-7-118",0,0,0,1.55940031,0,0,0,0,0,0,0,1.0348619,0,0,0,0,0,0,0,0.222771472857143,0,0,0,0,0,0,0,0.09715013,0,0,0,0,0,0,0,0,0,0,0,0
"2610","2024-7-103",0,2.919301,0,2.87500738,0,5.8972635,5.136243,0,0,2.919301,0,1.7149733,0,5.8972635,5.136243,0,0,0.417043,0,0.41071534,0,0.842466214285714,0.733749,0,0,0,0,0.22727983,0,0,0,0,0,0,0,0,0,0,0,0
"2611","2024-7-117",0,0,0,1.30409106,0,0.3311683,0.19916722,0,0,0,0,0.73770803,0,0.3311683,0.19916722,0,0,0,0,0.186298722857143,0,0.0473097571428571,0.02845246,0,0,0,0,0.12342078,0,0,0,0,0,0,0,0,0,0,0,0
"2612","2024-7-308",0,3.9687474,0,4.05994699,0,6.0375857,3.5830536,0,0,3.9687474,0,2.4277017,0,6.0375857,3.5830536,0,0,0.566963914285714,0,0.579992427142857,0,0.862512242857143,0.5118648,0,0,0,0,0.33293235,0,0,0,0,0,0,0,0,0,0,0,0
"2613","2024-7-102",0,0,0,1.97065771,0,3.5150871,4.197566,0,0,0,0,1.2310045,0,3.5150871,4.197566,0,0,0,0,0.28152253,0,0.5021553,0.599652285714286,0,0,0,0,0.14496742,0,0,0,0,0,0,0,0,0,0,0,0
"2614","2024-7-602",0,0,2.8120635,2.39577993,0,3.5431464,0,0,0,0,2.8120635,1.2823478,0,3.5431464,0,0,0,0,0.401723357142857,0.342254275714286,0,0.506163771428571,0,0,0,0,0,0.14914745,0,0,0,0,0,0,0,0,0,0,0,0
"2615","2024-7-408",0,2.5431802,0,2.657657935,0,4.9554057,2.8045664,0,0,2.5431802,0,1.8738965,0,4.9554057,2.8045664,0,0,0.363311457142857,0,0.379665419285714,0,0.7079151,0.400652342857143,0,0,0,0,0.101060785,0,0,0,0,0,0,0,0,0,0,0,0
"2616","2024-7-611",0,0,0,4.12368676,0,9.854506,4.0304127,2.8957648,0,0,0,1.9273385,0,9.854506,4.0304127,2.8957648,0,0,0,0.589098108571429,0,1.40778657142857,0.575773242857143,0.413680685714286,0,0,0,0.4217397,0,0,0,0,0,0,0,0,0,0,0,0
"2617","2024-7-108",0,3.2089517,0,3.69287405,0,4.3061066,2.5287104,0,0,3.2089517,0,2.7041774,0,4.3061066,2.5287104,0,0,0.458421671428571,0,0.527553435714286,0,0.615158085714286,0.361244342857143,0,0,0,0,0.13896246,0,0,0,0,0,0,0,0,0,0,0,0
"2618","2024-7-203",0,0,2.470584,2.543463057,0,4.527658,2.471659,0,0,0,2.470584,1.8775826,0,4.527658,2.471659,0,0,0,0.352940571428571,0.363351865285714,0,0.646808285714286,0.353094142857143,0,0,0,0,0.042282447,0,0,0,0,0,0,0,0,0,0,0,0
"2619","2024-7-215",6.1731863,8.457058,81.963486,28.9436741,6.9296083,14.19899,24.1262503,19.7472627,6.1731863,8.457058,81.963486,15.174959,6.9296083,14.19899,9.681479,12.596782,0.881883757142857,1.20815114285714,11.7090694285714,4.13481058571429,0.989944042857143,2.02842714285714,3.44660718571429,2.82103752857143,0,0,0,1.0337584,0,0,0,0,0,0,0,0,0,0,0,0
"2620","2024-7-706",15.9501815,24.138376,38.265535,25.8083438,23.6744882,22.164894,53.87782,35.829506,9.176199,17.59297,14.030244,16.85137,8.108748,17.2916,17.146029,11.84271,2.27859735714286,3.44833942857143,5.466505,3.68690625714286,3.38206974285714,3.16641342857143,7.69683142857143,5.11850085714286,0,0,6.50331,1.1502248,0,0,7.203636,6.226993,0,0,0,0,0,0,0,0
"2621","2024-7-401",0,9.597534,23.866526,16.34233355,4.055907,11.81048,17.2118884,11.614486,0,9.597534,23.866526,13.395825,4.055907,11.81048,7.6915584,6.067961,0,1.37107628571429,3.40950371428571,2.33461907857143,0.579415285714286,1.68721142857143,2.4588412,1.65921228571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2622","2024-7-511",0,0,13.242043,4.8859071,0,10.538869,4.5603347,7.1163702,0,0,13.242043,2.1623085,0,6.14731,4.5603347,3.6034398,0,0,1.89172042857143,0.697986728571429,0,1.50555271428571,0.651476385714286,1.01662431428571,0,0,0,0.2424209,0,0,0,0,0,0,0,0,0,0,0,0
"2623","2024-7-304",5.5972323,12.333502,20.046886,18.4167401,0,16.0029097,30.9113916,5.6210203,5.5972323,12.333502,10.776672,13.887625,0,11.673678,10.748546,5.6210203,0.799604614285714,1.76192885714286,2.86384085714286,2.63096287142857,0,2.28612995714286,4.41591308571429,0.8030029,0,0,0,0.6312621,0,0,4.9742966,0,0,0,0,0,0,0,0,0
"2624","2024-7-510",0,0,0,5.0255666,0,0,0,0,0,0,0,2.28215,0,0,0,0,0,0,0,0.717938085714286,0,0,0,0,0,0,0,0.521344,0,0,0,0,0,0,0,0,0,0,0,0
"2625","2024-7-303",0,2.461179,0,2.5935237,0,3.8556721,2.2041934,0,0,2.461179,0,1.7835135,0,3.8556721,2.2041934,0,0,0.351597,0,0.370503385714286,0,0.5508103,0.314884771428571,0,0,0,0,0.14230774,0,0,0,0,0,0,0,0,0,0,0,0
"2626","2024-7-120",0,0,0,4.2057409,0,10.079769,2.8616025,0,0,0,0,2.2724109,0,10.079769,2.8616025,0,0,0,0,0.600820128571429,0,1.439967,0.408800357142857,0,0,0,0,0.4009292,0,0,0,0,0,0,0,0,0,0,0,0
"2627","2024-7-501",0,0,0,0.0394371628,0,0,0,0,0,0,0,0.020755002,0,0,0,0,0,0,0,0.0056338804,0,0,0,0,0,0,0,0.0010870388,0,0,0,0,0,0,0,0,0,0,0,0
"2628","2024-7-701",24.9531929,42.497554,50.2553054,17.7792897,25.0533305,62.7954489,53.2050615,62.5366172,10.488372,27.59305,21.45465,11.556057,9.502485,43.90914,19.649296,13.966254,3.56474184285714,6.07107914285714,7.17932934285714,2.53989852857143,3.57904721428571,8.97077841428571,7.60072307142857,8.93380245714286,0,0,5.9413304,0.6338247,0,1.5998291,7.2552695,9.704329,0,0,0,0,0,0,0,0
"2629","2024-7-214",0,12.5378633,5.351076,14.08687454,6.5658674,8.608438,7.7007747,10.059514,0,6.909504,5.351076,6.211421,6.5658674,8.608438,7.7007747,10.059514,0,1.79112332857143,0.764439428571429,2.01241064857143,0.937981057142857,1.22977685714286,1.10011067142857,1.43707342857143,0,0,0,0.89625764,0,0,0,0,0,0,0,0,0,0,0,0
"2630","2024-7-705",16.106281,27.6868603,0,11.9347394,20.9520897,37.7275716,43.038354,47.2813333,9.180919,20.425575,0,7.4285226,7.666772,26.229652,17.928402,12.016978,2.30089728571429,3.95526575714286,0,1.70496277142857,2.99315567142857,5.38965308571429,6.14833628571429,6.75447618571429,0,0,0,0.6199386,0,2.3092418,0,6.8468723,0,0,0,0,0,0,0,0
"2631","2024-7-115",0,0,0,1.55940031,0,0,0,0,0,0,0,1.0348619,0,0,0,0,0,0,0,0.222771472857143,0,0,0,0,0,0,0,0.09715013,0,0,0,0,0,0,0,0,0,0,0,0
"2632","2024-7-604",0,0,2.8090322,1.03831168,0,3.2578206,0,0,0,0,2.8090322,0.67650926,0,3.2578206,0,0,0,0,0.401290314285714,0.14833024,0,0.465402942857143,0,0,0,0,0,0.00882635,0,0,0,0,0,0,0,0,0,0,0,0
"2633","2024-7-107",0,0,11.524676,9.34197424,0,23.288631,6.641443,4.377672,0,0,11.524676,5.1914706,0,23.288631,6.641443,4.377672,0,0,1.64638228571429,1.33456774857143,0,3.32694728571429,0.948777571428571,0.625381714285714,0,0,0,0.8297811,0,0,0,0,0,0,0,0,0,0,0,0
"2634","2024-7-114",0,8.295109,12.520759,10.67961499,0,9.947447,9.9322273,4.930456,0,8.295109,12.520759,8.094518,0,9.947447,5.59325,4.930456,0,1.18501557142857,1.78867985714286,1.52565928428571,0,1.42106385714286,1.41888961428571,0.704350857142857,0,0,0,0.22722039,0,0,0,0,0,0,0,0,0,0,0,0
"2635","2024-7-509",0,0,0,4.29711427,0,9.2954404,5.9354115,3.871932,0,0,0,1.7741358,0,5.2928104,5.9354115,3.871932,0,0,0,0.613873467142857,0,1.32792005714286,0.847915928571429,0.553133142857143,0,0,0,0.30133787,0,0,0,0,0,0,0,0,0,0,0,0
"2636","2024-7-206",0,0,2.0180457,1.53504066,0,0,0,0,0,0,2.0180457,1.1730971,0,0,0,0,0,0,0.288292242857143,0.219291522857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2637","2024-7-502",0,0,0,2.60312719,3.1951852,8.5479768,2.885567,0,0,0,0,1.4073421,3.1951852,5.49172,2.885567,0,0,0,0,0.371875312857143,0.456455028571429,1.22113954285714,0.412223857142857,0,0,0,0,0.03501106,0,0,0,0,0,0,0,0,0,0,0,0
"2638","2024-7-307",0,8.469405,0,8.301430334,0,6.112479,6.205147,0,0,8.469405,0,6.6797714,0,6.112479,6.205147,0,0,1.209915,0,1.18591861914286,0,0.873211285714286,0.886449571428572,0,0,0,0,0.022904484,0,0,0,0,0,0,0,0,0,0,0,0
"2639","2024-7-209",0,0,0,3.3180177,0,5.027957,2.8295171,0,0,0,0,1.675336,0,5.027957,2.8295171,0,0,0,0,0.474002528571429,0,0.718279571428571,0.404216728571429,0,0,0,0,0.29617164,0,0,0,0,0,0,0,0,0,0,0,0
"2640","2024-7-605",23.3002044,7.1867976,0,9.2228681,0,163.11629,36.7706717,25.7115693,10.025094,7.1867976,0,4.661883,0,163.11629,11.500839,9.516401,3.32860062857143,1.02668537142857,0,1.31755258571429,0,23.3023271428571,5.2529531,3.67308132857143,0,0,0,1.1432714,0,0,7.4394927,0,0,0,0,0,0,0,0,0
"2641","2024-7-207",0,0,3.3566556,3.82752485,0,7.0105195,3.558048,2.6561706,0,0,3.3566556,2.415099,0,7.0105195,3.558048,2.6561706,0,0,0.479522228571429,0.546789264285714,0,1.00150278571429,0.508292571428571,0.379452942857143,0,0,0,0.16934137,0,0,0,0,0,0,0,0,0,0,0,0
"2642","2024-7-302",19.893957,21.3055873,40.5526323,33.462174,6.5887036,36.057518,48.6809025,14.0424261,6.983507,14.685369,16.422337,22.705853,6.5887036,18.735973,14.349707,7.4102964,2.84199385714286,3.04365532857143,5.79323318571429,4.78031057142857,0.941243371428571,5.151074,6.95441464285714,2.00606087142857,0,0,3.7022173,2.110688,0,0,7.622344,0,0,0,0,0,0,0,0,0
"2643","2024-7-609",0,0,0,2.41537749,0,8.971686,2.833432,0,0,0,0,1.208527,0,8.971686,2.833432,0,0,0,0,0.345053927142857,0,1.28166942857143,0.404776,0,0,0,0,0.25229344,0,0,0,0,0,0,0,0,0,0,0,0
"2644","2024-7-702",9.192628,12.225276,0,17.2944276,14.290302,12.082761,36.48436,17.593521,9.192628,12.225276,0,9.789312,8.375754,12.082761,12.617086,10.690983,1.31323257142857,1.746468,0,2.47063251428571,2.04147171428571,1.72610871428571,5.21205142857143,2.51336014285714,0,0,0,1.2635156,0,0,6.424029,0,0,0,0,0,0,0,0,0
"2645","2024-7-208",0,3.6390624,4.8326964,3.86609009,0,5.530314,0,0,0,3.6390624,4.8326964,3.1132789,0,5.530314,0,0,0,0.519866057142857,0.6903852,0.552298584285714,0,0.790044857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2646","2024-7-601",0,0,0,8.22304905,0,8.4718536,3.9745262,2.3541844,0,0,0,3.58605,0,4.94726,3.9745262,2.3541844,0,0,0,1.17472129285714,0,1.2102648,0.567789457142857,0.336312057142857,0,0,0,0.6864711,0,0,0,0,0,0,0,0,0,0,0,0
"2647","2024-7-104",0,0,0,7.23172574,0,16.13386,4.3673806,0,0,0,0,3.6034706,0,16.13386,4.3673806,0,0,0,0,1.03310367714286,0,2.30483714285714,0.623911514285714,0,0,0,0,0.7337628,0,0,0,0,0,0,0,0,0,0,0,0
"2648","2024-7-119",0,2.811171,0,2.03063846,0,22.6296227,0,0,0,2.811171,0,1.1670346,0,9.051849,0,0,0,0.401595857142857,0,0.290091208571429,0,3.23280324285714,0,0,0,0,0,0.20207268,0,0,0,0,0,0,0,0,0,0,0,0
"2649","2024-7-606",0,0,0,20.60875405,0,28.833206,10.2075425,4.2221394,0,0,0,14.61693,0,28.833206,5.732678,4.2221394,0,0,0,2.94410772142857,0,4.11902942857143,1.45822035714286,0.603162771428571,0,0,0,0.70498115,0,0,0,0,0,0,0,0,0,0,0,0
"2650","2024-7-216",7.685779,10.763586,20.0735524,30.116915,7.1391525,13.344236,23.1957265,17.472019,7.685779,10.763586,6.3120537,19.16023,7.1391525,13.344236,10.863136,11.359872,1.09796842857143,1.53765514285714,2.86765034285714,4.30241642857143,1.01987892857143,1.90631942857143,3.31367521428571,2.49600271428571,0,0,3.8821125,1.4474705,0,0,0,0,0,0,0,0,0,0,0,0
"2651","2024-7-210",0,0,0,6.6217823,0,6.6534767,5.773473,8.638912,0,0,0,6.6217823,0,6.6534767,5.773473,8.638912,0,0,0,0.9459689,0,0.950496671428571,0.824781857142857,1.23413028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2652","2024-7-406",0,8.295109,12.520759,10.67961499,0,9.947447,9.9322273,4.930456,0,8.295109,12.520759,8.094518,0,9.947447,5.59325,4.930456,0,1.18501557142857,1.78867985714286,1.52565928428571,0,1.42106385714286,1.41888961428571,0.704350857142857,0,0,0,0.22722039,0,0,0,0,0,0,0,0,0,0,0,0
"2653","2024-7-101",0,0,0,1.97065771,0,3.5150871,4.197566,0,0,0,0,1.2310045,0,3.5150871,4.197566,0,0,0,0,0.28152253,0,0.5021553,0.599652285714286,0,0,0,0,0.14496742,0,0,0,0,0,0,0,0,0,0,0,0
"2654","2024-7-204",0,0,0,4.32539327,0,8.344803,4.4047804,2.976837,0,0,0,2.4379077,0,8.344803,4.4047804,2.976837,0,0,0,0.617913324285714,0,1.19211471428571,0.629254342857143,0.425262428571429,0,0,0,0.2770206,0,0,0,0,0,0,0,0,0,0,0,0
"2655","2024-7-409",0,0,1.5408669,1.531068405,0,0,0,0,0,0,1.5408669,1.0529262,0,0,0,0,0,0,0.220123842857143,0.218724057857143,0,0,0,0,0,0,0,0.080515005,0,0,0,0,0,0,0,0,0,0,0,0
"2656","2024-7-405",0,4.9144034,0,5.17862897,0,6.25768,0,0,0,4.9144034,0,3.8275242,0,6.25768,0,0,0,0.702057628571429,0,0.739804138571429,0,0.893954285714286,0,0,0,0,0,0.14505932,0,0,0,0,0,0,0,0,0,0,0,0
"2657","2024-7-202",0,0,0,6.549094274,0,7.642182,3.4575217,0,0,0,0,4.984522,0,7.642182,3.4575217,0,0,0,0,0.935584896285714,0,1.09174028571429,0.493931671428571,0,0,0,0,0.024343114,0,0,0,0,0,0,0,0,0,0,0,0
"2658","2024-7-109",0,0,0,5.73551182,0,16.519314,4.9560084,4.6996074,0,0,0,3.4959733,0,16.519314,4.9560084,4.6996074,0,0,0,0.819358831428571,0,2.359902,0.7080012,0.671372485714286,0,0,0,0.44494107,0,0,0,0,0,0,0,0,0,0,0,0
"2659","2024-7-404",0,6.87248,0,11.5452183,0,15.9972296,11.302773,9.28401,0,6.87248,0,8.958414,0,11.452509,5.7734895,4.866222,0,0.981782857142857,0,1.6493169,0,2.28531851428571,1.61468185714286,1.32628714285714,0,0,0,0.1224791,0,0,0,0,0,0,0,0,0,0,0,0
"2660","2024-7-503",0,0,0,2.7874579952,0,0,0,0,0,0,0,1.3757818,0,0,0,0,0,0,0,0.398208285028571,0,0,0,0,0,0,0,0.0019572452,0,0,0,0,0,0,0,0,0,0,0,0
"2661","2024-7-403",0,0,1.5408669,1.531068405,0,0,0,0,0,0,1.5408669,1.0529262,0,0,0,0,0,0,0.220123842857143,0.218724057857143,0,0,0,0,0,0,0,0.080515005,0,0,0,0,0,0,0,0,0,0,0,0
"2662","2024-7-410",8.144196,10.376169,48.84415,30.0064755,7.6664553,12.48634,31.835962,16.4691767,8.144196,10.376169,48.84415,17.495056,7.6664553,12.48634,11.083414,10.359857,1.16345657142857,1.48230985714286,6.97773571428571,4.28663935714286,1.0952079,1.78376285714286,4.54799457142857,2.35273952857143,0,0,0,1.9020693,0,0,6.098211,0,0,0,0,0,0,0,0,0
"2663","2024-7-212",0,3.4800532,0,4.32025066,0,4.928519,0,0,0,3.4800532,0,3.5427637,0,4.928519,0,0,0,0.497150457142857,0,0.617178665714286,0,0.704074142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2664","2024-7-703",17.3368045,29.124346,42.6307347,27.8598033,23.992594,44.4371212,61.7650764,57.5468895,8.7505865,21.482487,16.535965,18.114304,8.63489,28.982347,19.676481,13.496708,2.47668635714286,4.16062085714286,6.09010495714286,3.9799719,3.42751342857143,6.34816017142857,8.82358234285714,8.22098421428571,0,0,6.5420427,1.2441385,0,2.5804744,7.827956,7.4206195,0,0,0,0,0,0,0,0
"2665","2024-7-704",8.878924,30.766913,45.099642,22.57301126,22.3814165,333.27054,42.2057994,37.8284135,8.878924,23.65292,20.289093,14.3450165,8.36072,333.27054,15.13044,10.958736,1.26841771428571,4.39527328571429,6.442806,3.22471589428571,3.19734521428571,47.6100771428571,6.02939991428571,5.40405907142857,0,0,4.178249,0.95763576,0,0,6.8545084,7.1725845,0,0,0,0,0,0,0,0
"2666","2024-7-105",0,0,0,9.752879022,0,0.041592315,0,0,0,0,0,9.181204,0,0.041592315,0,0,0,0,0,1.39326843171429,0,0.00594175928571429,0,0,0,0,0,0.06801365,0,0,0,0,0,0,0,0,0,0,0,0
"2667","2024-7-113",0,0,1.5408669,1.531068405,0,0,0,0,0,0,1.5408669,1.0529262,0,0,0,0,0,0,0.220123842857143,0.218724057857143,0,0,0,0,0,0,0,0.080515005,0,0,0,0,0,0,0,0,0,0,0,0
"2668","2024-7-508",3.8500834,0,4.826988,18.98037502,0,9.234116,9.2629079,8.983821,3.8500834,0,4.826988,12.445967,0,9.234116,5.3435783,8.983821,0.550011914285714,0,0.689569714285714,2.71148214571429,0,1.31915942857143,1.32327255714286,1.283403,0,0,0,0.01709952,0,0,0,0,0,0,0,0,0,0,0,0
"2669","2024-7-305",11.760465,16.18866,19.690304,20.85388949,10.634913,23.0199354,28.94446,13.9243474,6.279645,16.18866,11.276035,16.070147,5.8340855,16.6634,12.482984,7.090148,1.68006642857143,2.31266571428571,2.81290057142857,2.97912707,1.51927328571429,3.2885622,4.13492285714286,1.98919248571429,0,0,0,0.29185656,0,0,0,0,0,0,0,0,0,0,0,0
"2670","2024-7-116",0,0,0,5.33176197,0,6.7724676,4.509597,0,0,0,0,2.5923758,0,6.7724676,4.509597,0,0,0,0,0.761680281428571,0,0.967495371428571,0.644228142857143,0,0,0,0,0.54401237,0,0,0,0,0,0,0,0,0,0,0,0
"2671","2024-7-213",0,0,0,13.2526125,6.2415643,6.224414,3.4378414,5.9712715,0,0,0,6.645225,6.2415643,6.224414,3.4378414,5.9712715,0,0,0,1.89323035714286,0.891652042857143,0.889202,0.4911202,0.853038785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2672","2024-7-111",0,7.9691424,0,10.77745922,0,8.563837,9.8418432,0,0,7.9691424,0,8.545448,0,8.563837,5.9220138,0,0,1.13844891428571,0,1.53963703142857,0,1.22340528571429,1.4059776,0,0,0,0,0.08181086,0,0,0,0,0,0,0,0,0,0,0,0
"2673","2024-7-211",0,0,21.755865,7.411796716,0,6.154336,3.8205025,5.8144684,0,0,21.755865,5.993374,0,6.154336,3.8205025,5.8144684,0,0,3.10798071428571,1.05882810228571,0,0.879190857142857,0.545786071428571,0.830638342857143,0,0,0,0.026912076,0,0,0,0,0,0,0,0,0,0,0,0
"2674","2025-7-507",0,2.5730722,1.874031705,0,0,0,0,0,0,2.5730722,1.3531393,0,0,0,0,0,0,0.367581742857143,0.267718815,0,0,0,0,0,0,0,0.00701913,0,0,0,0,0,0,0,0,0,0,0,0,0
"2675","2025-7-112",0,0,8.4527378,0,11.9215246,4.5951266,0,0,0,0,4.385296,0,7.4413786,4.5951266,0,0,0,0,1.20753397142857,0,1.70307494285714,0.656446657142857,0,0,0,0,0.8270661,0,0,0,0,0,0,0,0,0,0,0,0,0
"2676","2025-7-201",0,0,2.533672118,0,4.3117085,2.614505,0,5.572268,0,0,1.9035219,0,4.3117085,2.614505,0,5.572268,0,0,0.361953159714286,0,0.615958357142857,0.373500714285714,0,0.796038285714286,0,0,0.039711718,0,0,0,0,0,0,0,0,0,0,0,0,0
"2677","2025-7-110",0,0,1.62133167,0,4.3421597,2.8334448,0,3.6584089,0,0,0.9571333,0,4.3421597,2.8334448,0,3.6584089,0,0,0.23161881,0,0.620308528571429,0.404777828571429,0,0.522629842857143,0,0,0.1311164,0,0,0,0,0,0,0,0,0,0,0,0,0
"2678","2025-7-306",5.956185,0,6.26492593,0,5.2714653,4.5027757,0,27.935146,5.956185,0,4.8032246,0,5.2714653,4.5027757,0,27.935146,0.850883571428571,0,0.894989418571429,0,0.753066471428571,0.643253671428571,0,3.99073514285714,0,0,0.17411403,0,0,0,0,0,0,0,0,0,0,0,0,0
"2679","2025-7-106",0,0,6.2557481,0,14.386499,3.2575183,0,6.993023,0,0,3.354891,0,14.386499,3.2575183,0,6.993023,0,0,0.8936783,0,2.05521414285714,0.465359757142857,0,0.999003285714286,0,0,0.5910673,0,0,0,0,0,0,0,0,0,0,0,0,0
"2680","2025-7-205",0,3.135096,3.41670043,3.2162356,9.8726,3.3779347,2.3219445,0,0,3.135096,2.004364,3.2162356,9.8726,3.3779347,2.3219445,0,0,0.447870857142857,0.488100061428571,0.459462228571429,1.41037142857143,0.4825621,0.331706357142857,0,0,0,0.22334033,0,0,0,0,0,0,0,0,0,0,0,0,0
"2681","2025-7-504",0,8.314291,0,0,5.375407,4.1147876,5.265226,0,0,8.314291,0,0,5.375407,4.1147876,5.265226,0,0,1.18775585714286,0,0,0.767915285714286,0.5878268,0.752175142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2682","2025-7-402",6.87248,0,11.5452183,0,15.9972296,11.302773,9.28401,27.737782,6.87248,0,8.958414,0,11.452509,5.7734895,4.866222,27.737782,0.981782857142857,0,1.6493169,0,2.28531851428571,1.61468185714286,1.32628714285714,3.96254028571429,0,0,0.1224791,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683","2025-7-407",0,0,3.32526962,0,6.573629,4.6196656,2.9605558,7.982649,0,0,2.169255,0,6.573629,4.6196656,2.9605558,7.982649,0,0,0.475038517142857,0,0.939089857142857,0.659952228571429,0.422936542857143,1.14037842857143,0,0,0.20633289,0,0,0,0,0,0,0,0,0,0,0,0,0
"2684","2025-7-603",7.24312,0,6.4474986,0,96.960594,11.6719224,7.599043,0,7.24312,0,3.4310083,0,96.960594,5.941518,7.599043,0,1.03473142857143,0,0.921071228571429,0,13.8515134285714,1.66741748571429,1.08557757142857,0,0,0,0.7098735,0,0,0,0,0,0,0,0,0,0,0,0,0
"2685","2025-7-505",0,0,1.46708933,0,0,0,0,0,0,0,0.86031073,0,0,0,0,0,0,0,0.20958419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686","2025-7-301",4.8914046,0,6.5187763,0,7.702618,8.679166,0,25.548838,4.8914046,0,4.1833954,0,7.702618,4.537894,0,25.548838,0.698772085714286,0,0.931253757142857,0,1.100374,1.23988085714286,0,3.649834,0,0,0.4403834,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687","2025-7-506",0,0,2.32805071,0,4.004808,2.5886078,3.7746816,0,0,0,1.6476631,0,4.004808,2.5886078,3.7746816,0,0,0,0.332578672857143,0,0.572115428571428,0.369801114285714,0.539240228571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2688","2025-7-610",5.444973,0,23.6711251,0,140.968335,8.658362,5.7637854,0,5.444973,0,14.803023,0,46.989445,8.658362,5.7637854,0,0.777853285714286,0,3.3815893,0,20.1383335714286,1.23690885714286,0.823397914285714,0,0,0,1.0808227,0,0,0,0,0,0,0,0,0,0,0,0,0
"2689","2025-7-608",8.435686,0,11.68620734,0,129.15338,6.914112,5.0166364,0,8.435686,0,6.6198854,0,44.37455,6.914112,5.0166364,0,1.205098,0,1.66945819142857,0,18.4504828571429,0.987730285714286,0.716662342857143,0,0,0,0.88146234,0,0,0,0,0,0,0,0,0,0,0,0,0
"2690","2025-7-118",0,0,1.55940031,0,0,0,0,3.5251217,0,0,1.0348619,0,0,0,0,3.5251217,0,0,0.222771472857143,0,0,0,0,0.503588814285714,0,0,0.09715013,0,0,0,0,0,0,0,0,0,0,0,0,0
"2691","2025-7-103",2.919301,0,2.87500738,0,5.8972635,5.136243,0,12.835562,2.919301,0,1.7149733,0,5.8972635,5.136243,0,12.835562,0.417043,0,0.41071534,0,0.842466214285714,0.733749,0,1.83365171428571,0,0,0.22727983,0,0,0,0,0,0,0,0,0,0,0,0,0
"2692","2025-7-117",0,0,1.30409106,0,0.3311683,0.19916722,0,0,0,0,0.73770803,0,0.3311683,0.19916722,0,0,0,0,0.186298722857143,0,0.0473097571428571,0.02845246,0,0,0,0,0.12342078,0,0,0,0,0,0,0,0,0,0,0,0,0
