"","week_canton","nino34ssta_lag_8","nino34ssta_lag_7","nino34ssta_lag_6","nino34ssta_lag_5","nino34ssta_lag_4","nino34ssta_lag_3","nino34ssta_lag_2","nino34ssta_lag_1"
"156","2020-10-609",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"157","2020-10-610",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"158","2020-10-611",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"159","2020-10-701",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"160","2020-10-702",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"161","2020-10-703",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"162","2020-10-704",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"163","2020-10-705",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"164","2020-10-706",0.576147902201376,0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374
"165","2020-11-101",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"166","2020-11-102",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"167","2020-11-103",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"168","2020-11-104",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"169","2020-11-105",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"170","2020-11-106",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"171","2020-11-107",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"172","2020-11-108",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"173","2020-11-109",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"174","2020-11-110",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"175","2020-11-111",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"176","2020-11-112",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"177","2020-11-113",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"178","2020-11-114",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"179","2020-11-115",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"180","2020-11-116",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"181","2020-11-117",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"182","2020-11-118",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"183","2020-11-119",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"184","2020-11-120",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"185","2020-11-201",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"186","2020-11-202",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"187","2020-11-203",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"188","2020-11-204",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"189","2020-11-205",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"190","2020-11-206",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
"191","2020-11-207",0.6,0.550799152772745,0.499227907811964,0.446840196330939,0.393276257134398,0.376686240185382,0.392221994410374,0.411116190394203
