"","keyword","value","week_canton"
"85406","plaquetas",0,"2024-19-507"
"85407","plaquetas",0,"2024-19-508"
"85408","plaquetas",0,"2024-19-509"
"85409","plaquetas",0,"2024-19-510"
"85410","plaquetas",0,"2024-19-511"
"85411","plaquetas",0,"2024-20-501"
"85412","plaquetas",0,"2024-20-502"
"85413","plaquetas",0,"2024-20-503"
"85414","plaquetas",0,"2024-20-504"
"85415","plaquetas",0,"2024-20-505"
"85416","plaquetas",0,"2024-20-506"
"85417","plaquetas",0,"2024-20-507"
"85418","plaquetas",0,"2024-20-508"
"85419","plaquetas",0,"2024-20-509"
"85420","plaquetas",0,"2024-20-510"
"85421","plaquetas",0,"2024-20-511"
"85422","plaquetas",0,"2024-21-501"
"85423","plaquetas",0,"2024-21-502"
"85424","plaquetas",0,"2024-21-503"
"85425","plaquetas",0,"2024-21-504"
"85426","plaquetas",0,"2024-21-505"
"85427","plaquetas",0,"2024-21-506"
"85428","plaquetas",0,"2024-21-507"
"85429","plaquetas",0,"2024-21-508"
"85430","plaquetas",0,"2024-21-509"
"85431","plaquetas",0,"2024-21-510"
"85432","plaquetas",0,"2024-21-511"
"85433","plaquetas",0,"2024-22-501"
"85434","plaquetas",0,"2024-22-502"
"85435","plaquetas",0,"2024-22-503"
"85436","plaquetas",0,"2024-22-504"
"85437","plaquetas",0,"2024-22-505"
"85438","plaquetas",0,"2024-22-506"
"85439","plaquetas",0,"2024-22-507"
"85440","plaquetas",0,"2024-22-508"
"85441","plaquetas",0,"2024-22-509"
"85442","plaquetas",0,"2024-22-510"
"85443","plaquetas",0,"2024-22-511"
"85444","plaquetas",0,"2024-23-501"
"85445","plaquetas",0,"2024-23-502"
"85446","plaquetas",0,"2024-23-503"
"85447","plaquetas",0,"2024-23-504"
"85448","plaquetas",0,"2024-23-505"
"85449","plaquetas",0,"2024-23-506"
"85450","plaquetas",0,"2024-23-507"
"85451","plaquetas",0,"2024-23-508"
"85452","plaquetas",0,"2024-23-509"
"85453","plaquetas",0,"2024-23-510"
"85454","plaquetas",0,"2024-23-511"
"85455","plaquetas",0,"2024-24-501"
"85456","plaquetas",0,"2024-24-502"
"85457","plaquetas",0,"2024-24-503"
"85458","plaquetas",0,"2024-24-504"
"85459","plaquetas",0,"2024-24-505"
"85460","plaquetas",0,"2024-24-506"
"85461","plaquetas",0,"2024-24-507"
"85462","plaquetas",0,"2024-24-508"
"85463","plaquetas",0,"2024-24-509"
"85464","plaquetas",0,"2024-24-510"
"85465","plaquetas",0,"2024-24-511"
"85466","plaquetas",0,"2024-25-501"
"85467","plaquetas",0,"2024-25-502"
"85468","plaquetas",0,"2024-25-503"
"85469","plaquetas",0,"2024-25-504"
"85470","plaquetas",0,"2024-25-505"
"85471","plaquetas",0,"2024-25-506"
"85472","plaquetas",0,"2024-25-507"
"85473","plaquetas",0,"2024-25-508"
"85474","plaquetas",0,"2024-25-509"
"85475","plaquetas",0,"2024-25-510"
"85476","plaquetas",0,"2024-25-511"
"85477","plaquetas",0,"2024-26-501"
"85478","plaquetas",0,"2024-26-502"
"85479","plaquetas",0,"2024-26-503"
"85480","plaquetas",0,"2024-26-504"
"85481","plaquetas",0,"2024-26-505"
"85482","plaquetas",0,"2024-26-506"
"85483","plaquetas",0,"2024-26-507"
"85484","plaquetas",0,"2024-26-508"
"85485","plaquetas",0,"2024-26-509"
"85486","plaquetas",0,"2024-26-510"
"85487","plaquetas",0,"2024-26-511"
"85488","plaquetas",0,"2024-27-501"
"85489","plaquetas",0,"2024-27-502"
"85490","plaquetas",0,"2024-27-503"
"85491","plaquetas",0,"2024-27-504"
"85492","plaquetas",0,"2024-27-505"
"85493","plaquetas",0,"2024-27-506"
"85494","plaquetas",0,"2024-27-507"
"85495","plaquetas",0,"2024-27-508"
"85496","plaquetas",0,"2024-27-509"
"85497","plaquetas",0,"2024-27-510"
"85498","plaquetas",0,"2024-27-511"
"85499","plaquetas",0,"2024-28-501"
"85500","plaquetas",0,"2024-28-502"
"85501","plaquetas",0,"2024-28-503"
"85502","plaquetas",0,"2024-28-504"
"85503","plaquetas",0,"2024-28-505"
"85504","plaquetas",0,"2024-28-506"
"85505","plaquetas",0,"2024-28-507"
"85506","plaquetas",0,"2024-28-508"
"85507","plaquetas",0,"2024-28-509"
"85508","plaquetas",0,"2024-28-510"
"85509","plaquetas",0,"2024-28-511"
"85510","plaquetas",0,"2024-29-501"
"85511","plaquetas",0,"2024-29-502"
"85512","plaquetas",0,"2024-29-503"
"85513","plaquetas",0,"2024-29-504"
"85514","plaquetas",0,"2024-29-505"
"85515","plaquetas",0,"2024-29-506"
"85516","plaquetas",0,"2024-29-507"
"85517","plaquetas",0,"2024-29-508"
"85518","plaquetas",0,"2024-29-509"
"85519","plaquetas",0,"2024-29-510"
"85520","plaquetas",0,"2024-29-511"
"85521","plaquetas",0,"2024-30-501"
"85522","plaquetas",0,"2024-30-502"
"85523","plaquetas",0,"2024-30-503"
"85524","plaquetas",0,"2024-30-504"
"85525","plaquetas",0,"2024-30-505"
"85526","plaquetas",0,"2024-30-506"
"85527","plaquetas",0,"2024-30-507"
"85528","plaquetas",0,"2024-30-508"
"85529","plaquetas",0,"2024-30-509"
"85530","plaquetas",0,"2024-30-510"
"85531","plaquetas",0,"2024-30-511"
"85532","plaquetas",0,"2024-31-501"
"85533","plaquetas",0,"2024-31-502"
"85534","plaquetas",0,"2024-31-503"
"85535","plaquetas",0,"2024-31-504"
"85536","plaquetas",0,"2024-31-505"
"85537","plaquetas",0,"2024-31-506"
"85538","plaquetas",0,"2024-31-507"
"85539","plaquetas",0,"2024-31-508"
"85540","plaquetas",0,"2024-31-509"
"85541","plaquetas",0,"2024-31-510"
"85542","plaquetas",0,"2024-31-511"
"85543","plaquetas",0,"2024-32-501"
"85544","plaquetas",0,"2024-32-502"
"85545","plaquetas",0,"2024-32-503"
"85546","plaquetas",0,"2024-32-504"
"85547","plaquetas",0,"2024-32-505"
"85548","plaquetas",0,"2024-32-506"
"85549","plaquetas",0,"2024-32-507"
"85550","plaquetas",0,"2024-32-508"
"85551","plaquetas",0,"2024-32-509"
"85552","plaquetas",0,"2024-32-510"
"85553","plaquetas",0,"2024-32-511"
"85554","plaquetas",0,"2024-33-501"
"85555","plaquetas",0,"2024-33-502"
"85556","plaquetas",0,"2024-33-503"
"85557","plaquetas",0,"2024-33-504"
"85558","plaquetas",0,"2024-33-505"
"85559","plaquetas",0,"2024-33-506"
"85560","plaquetas",0,"2024-33-507"
"85561","plaquetas",0,"2024-33-508"
"85562","plaquetas",0,"2024-33-509"
"85563","plaquetas",0,"2024-33-510"
"85564","plaquetas",0,"2024-33-511"
"85565","plaquetas",0,"2024-34-501"
"85566","plaquetas",0,"2024-34-502"
"85567","plaquetas",0,"2024-34-503"
"85568","plaquetas",0,"2024-34-504"
"85569","plaquetas",0,"2024-34-505"
"85570","plaquetas",0,"2024-34-506"
"85571","plaquetas",0,"2024-34-507"
"85572","plaquetas",0,"2024-34-508"
"85573","plaquetas",0,"2024-34-509"
"85574","plaquetas",0,"2024-34-510"
"85575","plaquetas",0,"2024-34-511"
"85576","plaquetas",0,"2024-35-501"
"85577","plaquetas",0,"2024-35-502"
"85578","plaquetas",0,"2024-35-503"
"85579","plaquetas",0,"2024-35-504"
"85580","plaquetas",0,"2024-35-505"
"85581","plaquetas",0,"2024-35-506"
"85582","plaquetas",0,"2024-35-507"
"85583","plaquetas",0,"2024-35-508"
"85584","plaquetas",0,"2024-35-509"
"85585","plaquetas",0,"2024-35-510"
"85586","plaquetas",0,"2024-35-511"
"85587","plaquetas",0,"2024-36-501"
"85588","plaquetas",0,"2024-36-502"
"85589","plaquetas",0,"2024-36-503"
"85590","plaquetas",0,"2024-36-504"
"85591","plaquetas",0,"2024-36-505"
"85592","plaquetas",0,"2024-36-506"
"85593","plaquetas",0,"2024-36-507"
"85594","plaquetas",0,"2024-36-508"
"85595","plaquetas",0,"2024-36-509"
"85596","plaquetas",0,"2024-36-510"
"85597","plaquetas",0,"2024-36-511"
"85598","plaquetas",0,"2024-37-501"
"85599","plaquetas",0,"2024-37-502"
"85600","plaquetas",0,"2024-37-503"
"85601","plaquetas",0,"2024-37-504"
"85602","plaquetas",0,"2024-37-505"
"85603","plaquetas",0,"2024-37-506"
"85604","plaquetas",0,"2024-37-507"
"85605","plaquetas",0,"2024-37-508"
"85606","plaquetas",0,"2024-37-509"
"85607","plaquetas",0,"2024-37-510"
"85608","plaquetas",0,"2024-37-511"
"85609","plaquetas",0,"2024-38-501"
"85610","plaquetas",0,"2024-38-502"
"85611","plaquetas",0,"2024-38-503"
"85612","plaquetas",0,"2024-38-504"
"85613","plaquetas",0,"2024-38-505"
"85614","plaquetas",0,"2024-38-506"
"85615","plaquetas",0,"2024-38-507"
"85616","plaquetas",0,"2024-38-508"
"85617","plaquetas",0,"2024-38-509"
"85618","plaquetas",0,"2024-38-510"
"85619","plaquetas",0,"2024-38-511"
"85620","plaquetas",0,"2024-39-501"
"85621","plaquetas",0,"2024-39-502"
"85622","plaquetas",0,"2024-39-503"
"85623","plaquetas",0,"2024-39-504"
"85624","plaquetas",0,"2024-39-505"
"85625","plaquetas",0,"2024-39-506"
"85626","plaquetas",0,"2024-39-507"
"85627","plaquetas",0,"2024-39-508"
"85628","plaquetas",0,"2024-39-509"
"85629","plaquetas",0,"2024-39-510"
"85630","plaquetas",0,"2024-39-511"
"85631","plaquetas",0,"2024-40-501"
"85632","plaquetas",0,"2024-40-502"
"85633","plaquetas",0,"2024-40-503"
"85634","plaquetas",0,"2024-40-504"
"85635","plaquetas",0,"2024-40-505"
"85636","plaquetas",0,"2024-40-506"
"85637","plaquetas",0,"2024-40-507"
"85638","plaquetas",0,"2024-40-508"
"85639","plaquetas",0,"2024-40-509"
"85640","plaquetas",0,"2024-40-510"
"85641","plaquetas",0,"2024-40-511"
"85642","plaquetas",0,"2024-41-501"
"85643","plaquetas",0,"2024-41-502"
"85644","plaquetas",0,"2024-41-503"
"85645","plaquetas",0,"2024-41-504"
"85646","plaquetas",0,"2024-41-505"
"85647","plaquetas",0,"2024-41-506"
"85648","plaquetas",0,"2024-41-507"
"85649","plaquetas",0,"2024-41-508"
"85650","plaquetas",0,"2024-41-509"
"85651","plaquetas",0,"2024-41-510"
"85652","plaquetas",0,"2024-41-511"
"85653","plaquetas",0,"2024-42-501"
"85654","plaquetas",0,"2024-42-502"
"85655","plaquetas",0,"2024-42-503"
"85656","plaquetas",0,"2024-42-504"
"85657","plaquetas",0,"2024-42-505"
"85658","plaquetas",0,"2024-42-506"
"85659","plaquetas",0,"2024-42-507"
"85660","plaquetas",0,"2024-42-508"
"85661","plaquetas",0,"2024-42-509"
"85662","plaquetas",0,"2024-42-510"
"85663","plaquetas",0,"2024-42-511"
"85664","plaquetas",0,"2024-43-501"
"85665","plaquetas",0,"2024-43-502"
"85666","plaquetas",0,"2024-43-503"
"85667","plaquetas",0,"2024-43-504"
"85668","plaquetas",0,"2024-43-505"
"85669","plaquetas",0,"2024-43-506"
"85670","plaquetas",0,"2024-43-507"
"85671","plaquetas",0,"2024-43-508"
"85672","plaquetas",0,"2024-43-509"
"85673","plaquetas",0,"2024-43-510"
"85674","plaquetas",0,"2024-43-511"
"85675","plaquetas",0,"2024-44-501"
"85676","plaquetas",0,"2024-44-502"
"85677","plaquetas",0,"2024-44-503"
"85678","plaquetas",0,"2024-44-504"
"85679","plaquetas",0,"2024-44-505"
"85680","plaquetas",0,"2024-44-506"
"85681","plaquetas",0,"2024-44-507"
"85682","plaquetas",0,"2024-44-508"
"85683","plaquetas",0,"2024-44-509"
"85684","plaquetas",0,"2024-44-510"
"85685","plaquetas",0,"2024-44-511"
"85686","plaquetas",0,"2024-45-501"
"85687","plaquetas",0,"2024-45-502"
"85688","plaquetas",0,"2024-45-503"
"85689","plaquetas",0,"2024-45-504"
"85690","plaquetas",0,"2024-45-505"
"85691","plaquetas",0,"2024-45-506"
"85692","plaquetas",0,"2024-45-507"
"85693","plaquetas",0,"2024-45-508"
"85694","plaquetas",0,"2024-45-509"
"85695","plaquetas",0,"2024-45-510"
"85696","plaquetas",0,"2024-45-511"
"85697","plaquetas",0,"2024-46-501"
"85698","plaquetas",0,"2024-46-502"
"85699","plaquetas",0,"2024-46-503"
"85700","plaquetas",0,"2024-46-504"
"85701","plaquetas",0,"2024-46-505"
"85702","plaquetas",0,"2024-46-506"
"85703","plaquetas",0,"2024-46-507"
"85704","plaquetas",0,"2024-46-508"
"85705","plaquetas",0,"2024-46-509"
"85706","plaquetas",0,"2024-46-510"
"85707","plaquetas",0,"2024-46-511"
"85708","plaquetas",0,"2024-47-501"
"85709","plaquetas",0,"2024-47-502"
"85710","plaquetas",0,"2024-47-503"
"85711","plaquetas",0,"2024-47-504"
"85712","plaquetas",0,"2024-47-505"
"85713","plaquetas",0,"2024-47-506"
"85714","plaquetas",0,"2024-47-507"
"85715","plaquetas",0,"2024-47-508"
"85716","plaquetas",0,"2024-47-509"
"85717","plaquetas",0,"2024-47-510"
"85718","plaquetas",0,"2024-47-511"
"85719","plaquetas",0,"2024-48-501"
"85720","plaquetas",0,"2024-48-502"
"85721","plaquetas",0,"2024-48-503"
"85722","plaquetas",0,"2024-48-504"
"85723","plaquetas",0,"2024-48-505"
"85724","plaquetas",0,"2024-48-506"
"85725","plaquetas",0,"2024-48-507"
"85726","plaquetas",0,"2024-48-508"
"85727","plaquetas",0,"2024-48-509"
"85728","plaquetas",0,"2024-48-510"
"85729","plaquetas",0,"2024-48-511"
"85730","plaquetas",0,"2024-49-501"
"85731","plaquetas",0,"2024-49-502"
"85732","plaquetas",0,"2024-49-503"
"85733","plaquetas",0,"2024-49-504"
"85734","plaquetas",0,"2024-49-505"
"85735","plaquetas",0,"2024-49-506"
"85736","plaquetas",0,"2024-49-507"
"85737","plaquetas",0,"2024-49-508"
"85738","plaquetas",0,"2024-49-509"
"85739","plaquetas",0,"2024-49-510"
"85740","plaquetas",0,"2024-49-511"
"85741","plaquetas",0,"2024-50-501"
"85742","plaquetas",0,"2024-50-502"
"85743","plaquetas",0,"2024-50-503"
"85744","plaquetas",0,"2024-50-504"
"85745","plaquetas",0,"2024-50-505"
"85746","plaquetas",0,"2024-50-506"
"85747","plaquetas",0,"2024-50-507"
"85748","plaquetas",0,"2024-50-508"
"85749","plaquetas",0,"2024-50-509"
"85750","plaquetas",0,"2024-50-510"
"85751","plaquetas",0,"2024-50-511"
"85752","plaquetas",0,"2024-51-501"
"85753","plaquetas",0,"2024-51-502"
"85754","plaquetas",0,"2024-51-503"
"85755","plaquetas",0,"2024-51-504"
"85756","plaquetas",0,"2024-51-505"
"85757","plaquetas",0,"2024-51-506"
"85758","plaquetas",0,"2024-51-507"
"85759","plaquetas",0,"2024-51-508"
"85760","plaquetas",0,"2024-51-509"
"85761","plaquetas",0,"2024-51-510"
"85762","plaquetas",0,"2024-51-511"
"85763","plaquetas",0,"2024-52-501"
"85764","plaquetas",0,"2024-52-502"
"85765","plaquetas",0,"2024-52-503"
"85766","plaquetas",0,"2024-52-504"
"85767","plaquetas",0,"2024-52-505"
"85768","plaquetas",0,"2024-52-506"
"85769","plaquetas",0,"2024-52-507"
"85770","plaquetas",0,"2024-52-508"
"85771","plaquetas",0,"2024-52-509"
"85772","plaquetas",0,"2024-52-510"
"85773","plaquetas",0,"2024-52-511"
"85774","plaquetas",0,"2025-1-501"
"85775","plaquetas",0,"2025-1-502"
"85776","plaquetas",0,"2025-1-503"
"85777","plaquetas",0,"2025-1-504"
"85778","plaquetas",0,"2025-1-505"
"85779","plaquetas",0,"2025-1-506"
"85780","plaquetas",0,"2025-1-507"
"85781","plaquetas",0,"2025-1-508"
"85782","plaquetas",0,"2025-1-509"
"85783","plaquetas",0,"2025-1-510"
"85784","plaquetas",0,"2025-1-511"
"85785","plaquetas",0,"2025-2-501"
"85786","plaquetas",0,"2025-2-502"
"85787","plaquetas",0,"2025-2-503"
"85788","plaquetas",0,"2025-2-504"
"85789","plaquetas",0,"2025-2-505"
"85790","plaquetas",0,"2025-2-506"
"85791","plaquetas",0,"2025-2-507"
"85792","plaquetas",0,"2025-2-508"
"85793","plaquetas",0,"2025-2-509"
"85794","plaquetas",0,"2025-2-510"
"85795","plaquetas",0,"2025-2-511"
"85796","plaquetas",0,"2025-3-501"
"85797","plaquetas",0,"2025-3-502"
"85798","plaquetas",0,"2025-3-503"
"85799","plaquetas",0,"2025-3-504"
"85800","plaquetas",0,"2025-3-505"
"85801","plaquetas",0,"2025-3-506"
"85802","plaquetas",0,"2025-3-507"
"85803","plaquetas",0,"2025-3-508"
"85804","plaquetas",0,"2025-3-509"
"85805","plaquetas",0,"2025-3-510"
"85806","plaquetas",0,"2025-3-511"
"85807","plaquetas",0,"2025-4-501"
"85808","plaquetas",0,"2025-4-502"
"85809","plaquetas",0,"2025-4-503"
"85810","plaquetas",0,"2025-4-504"
"85811","plaquetas",0,"2025-4-505"
"85812","plaquetas",0,"2025-4-506"
"85813","plaquetas",0,"2025-4-507"
"85814","plaquetas",0,"2025-4-508"
"85815","plaquetas",0,"2025-4-509"
"85816","plaquetas",0,"2025-4-510"
"85817","plaquetas",0,"2025-4-511"
"85818","plaquetas",0,"2025-5-501"
"85819","plaquetas",0,"2025-5-502"
"85820","plaquetas",0,"2025-5-503"
"85821","plaquetas",0,"2025-5-504"
"85822","plaquetas",0,"2025-5-505"
"85823","plaquetas",0,"2025-5-506"
"85824","plaquetas",0,"2025-5-507"
"85825","plaquetas",0,"2025-5-508"
"85826","plaquetas",0,"2025-5-509"
"85827","plaquetas",0,"2025-5-510"
"85828","plaquetas",0,"2025-5-511"
"85829","plaquetas",0,"2025-6-501"
"85830","plaquetas",0,"2025-6-502"
"85831","plaquetas",0,"2025-6-503"
"85832","plaquetas",0,"2025-6-504"
"85833","plaquetas",0,"2025-6-505"
"85834","plaquetas",0,"2025-6-506"
"85835","plaquetas",0,"2025-6-507"
"85836","plaquetas",0,"2025-6-508"
"85837","plaquetas",0,"2025-6-509"
"85838","plaquetas",0,"2025-6-510"
"85839","plaquetas",0,"2025-6-511"
"85840","plaquetas",0,"2025-7-501"
"85841","plaquetas",0,"2025-7-502"
"85842","plaquetas",0,"2025-7-503"
"85843","plaquetas",0,"2025-7-504"
"85844","plaquetas",0,"2025-7-505"
"85845","plaquetas",0,"2025-7-506"
"85846","plaquetas",0,"2025-7-507"
"85847","plaquetas",0,"2025-7-508"
"85848","plaquetas",0,"2025-7-509"
"85849","plaquetas",0,"2025-7-510"
"85850","plaquetas",0,"2025-7-511"
"85851","plaquetas",0,"2025-8-501"
"85852","plaquetas",0,"2025-8-502"
"85853","plaquetas",0,"2025-8-503"
"85854","plaquetas",0,"2025-8-504"
"85855","plaquetas",0,"2025-8-505"
"85856","plaquetas",0,"2025-8-506"
"85857","plaquetas",0,"2025-8-507"
"85858","plaquetas",0,"2025-8-508"
"85859","plaquetas",0,"2025-8-509"
"85860","plaquetas",0,"2025-8-510"
"85861","plaquetas",0,"2025-8-511"
"85862","plaquetas",0,"2025-9-501"
"85863","plaquetas",0,"2025-9-502"
"85864","plaquetas",0,"2025-9-503"
"85865","plaquetas",0,"2025-9-504"
"85866","plaquetas",0,"2025-9-505"
"85867","plaquetas",0,"2025-9-506"
"85868","plaquetas",0,"2025-9-507"
"85869","plaquetas",0,"2025-9-508"
"85870","plaquetas",0,"2025-9-509"
"85871","plaquetas",0,"2025-9-510"
"85872","plaquetas",0,"2025-9-511"
"85873","plaquetas",0,"2025-10-501"
"85874","plaquetas",0,"2025-10-502"
"85875","plaquetas",0,"2025-10-503"
"85876","plaquetas",0,"2025-10-504"
"85877","plaquetas",0,"2025-10-505"
"85878","plaquetas",0,"2025-10-506"
"85879","plaquetas",0,"2025-10-507"
"85880","plaquetas",0,"2025-10-508"
"85881","plaquetas",0,"2025-10-509"
"85882","plaquetas",0,"2025-10-510"
"85883","plaquetas",0,"2025-10-511"
"85884","plaquetas",0,"2025-11-501"
"85885","plaquetas",0,"2025-11-502"
"85886","plaquetas",0,"2025-11-503"
"85887","plaquetas",0,"2025-11-504"
"85888","plaquetas",0,"2025-11-505"
"85889","plaquetas",0,"2025-11-506"
"85890","plaquetas",0,"2025-11-507"
"85891","plaquetas",0,"2025-11-508"
"85892","plaquetas",0,"2025-11-509"
"85893","plaquetas",0,"2025-11-510"
"85894","plaquetas",0,"2025-11-511"
"85895","plaquetas",0,"2025-12-501"
"85896","plaquetas",0,"2025-12-502"
"85897","plaquetas",0,"2025-12-503"
"85898","plaquetas",0,"2025-12-504"
"85899","plaquetas",0,"2025-12-505"
"85900","plaquetas",0,"2025-12-506"
"85901","plaquetas",0,"2025-12-507"
"85902","plaquetas",0,"2025-12-508"
"85903","plaquetas",0,"2025-12-509"
"85904","plaquetas",0,"2025-12-510"
"85905","plaquetas",0,"2025-12-511"
"85906","plaquetas",0,"2025-13-501"
"85907","plaquetas",0,"2025-13-502"
"85908","plaquetas",0,"2025-13-503"
"85909","plaquetas",0,"2025-13-504"
"85910","plaquetas",0,"2025-13-505"
"85911","plaquetas",0,"2025-13-506"
"85912","plaquetas",0,"2025-13-507"
"85913","plaquetas",0,"2025-13-508"
"85914","plaquetas",0,"2025-13-509"
"85915","plaquetas",0,"2025-13-510"
"85916","plaquetas",0,"2025-13-511"
"85917","plaquetas",0,"2025-14-501"
"85918","plaquetas",0,"2025-14-502"
"85919","plaquetas",0,"2025-14-503"
"85920","plaquetas",0,"2025-14-504"
"85921","plaquetas",0,"2025-14-505"
"85922","plaquetas",0,"2025-14-506"
"85923","plaquetas",0,"2025-14-507"
"85924","plaquetas",0,"2025-14-508"
"85925","plaquetas",0,"2025-14-509"
"85926","plaquetas",0,"2025-14-510"
"85927","plaquetas",0,"2025-14-511"
"85928","plaquetas",0,"2025-15-501"
"85929","plaquetas",0,"2025-15-502"
"85930","plaquetas",0,"2025-15-503"
"85931","plaquetas",0,"2025-15-504"
"85932","plaquetas",0,"2025-15-505"
"85933","plaquetas",0,"2025-15-506"
"85934","plaquetas",0,"2025-15-507"
"85935","plaquetas",0,"2025-15-508"
"85936","plaquetas",0,"2025-15-509"
"85937","plaquetas",0,"2025-15-510"
"85938","plaquetas",0,"2025-15-511"
"85939","plaquetas",0,"2025-16-501"
"85940","plaquetas",0,"2025-16-502"
"85941","plaquetas",0,"2025-16-503"
"85942","plaquetas",0,"2025-16-504"
"85943","plaquetas",0,"2025-16-505"
"85944","plaquetas",0,"2025-16-506"
"85945","plaquetas",0,"2025-16-507"
"85946","plaquetas",0,"2025-16-508"
"85947","plaquetas",0,"2025-16-509"
"85948","plaquetas",0,"2025-16-510"
"85949","plaquetas",0,"2025-16-511"
"85950","plaquetas",0,"2025-17-501"
"85951","plaquetas",0,"2025-17-502"
"85952","plaquetas",0,"2025-17-503"
"85953","plaquetas",0,"2025-17-504"
"85954","plaquetas",0,"2025-17-505"
"85955","plaquetas",0,"2025-17-506"
"85956","plaquetas",0,"2025-17-507"
"85957","plaquetas",0,"2025-17-508"
"85958","plaquetas",0,"2025-17-509"
"85959","plaquetas",0,"2025-17-510"
"85960","plaquetas",0,"2025-17-511"
"85961","plaquetas",0,"2025-18-501"
"85962","plaquetas",0,"2025-18-502"
"85963","plaquetas",0,"2025-18-503"
"85964","plaquetas",0,"2025-18-504"
"85965","plaquetas",0,"2025-18-505"
"85966","plaquetas",0,"2025-18-506"
"85967","plaquetas",0,"2025-18-507"
"85968","plaquetas",0,"2025-18-508"
"85969","plaquetas",0,"2025-18-509"
"85970","plaquetas",0,"2025-18-510"
"85971","plaquetas",0,"2025-18-511"
"85972","plaquetas",0,"2025-19-501"
"85973","plaquetas",0,"2025-19-502"
"85974","plaquetas",0,"2025-19-503"
"85975","plaquetas",0,"2025-19-504"
"85976","plaquetas",0,"2025-19-505"
"85977","plaquetas",0,"2025-19-506"
"85978","plaquetas",0,"2025-19-507"
"85979","plaquetas",0,"2025-19-508"
"85980","plaquetas",0,"2025-19-509"
"85981","plaquetas",0,"2025-19-510"
"85982","plaquetas",0,"2025-19-511"
"85983","plaquetas",0,"2025-20-501"
"85984","plaquetas",0,"2025-20-502"
"85985","plaquetas",0,"2025-20-503"
"85986","plaquetas",0,"2025-20-504"
"85987","plaquetas",0,"2025-20-505"
"85988","plaquetas",0,"2025-20-506"
"85989","plaquetas",0,"2025-20-507"
"85990","plaquetas",0,"2025-20-508"
"85991","plaquetas",0,"2025-20-509"
"85992","plaquetas",0,"2025-20-510"
"85993","plaquetas",0,"2025-20-511"
"85994","plaquetas",0,"2025-21-501"
"85995","plaquetas",0,"2025-21-502"
"85996","plaquetas",0,"2025-21-503"
"85997","plaquetas",0,"2025-21-504"
"85998","plaquetas",0,"2025-21-505"
"85999","plaquetas",0,"2025-21-506"
"86000","plaquetas",0,"2025-21-507"
"86001","plaquetas",0,"2025-21-508"
"86002","plaquetas",0,"2025-21-509"
"86003","plaquetas",0,"2025-21-510"
"86004","plaquetas",0,"2025-21-511"
"86005","plaquetas",0,"2025-22-501"
"86006","plaquetas",0,"2025-22-502"
"86007","plaquetas",0,"2025-22-503"
"86008","plaquetas",0,"2025-22-504"
"86009","plaquetas",0,"2025-22-505"
"86010","plaquetas",0,"2025-22-506"
"86011","plaquetas",0,"2025-22-507"
"86012","plaquetas",0,"2025-22-508"
"86013","plaquetas",0,"2025-22-509"
"86014","plaquetas",0,"2025-22-510"
"86015","plaquetas",0,"2025-22-511"
"86016","plaquetas",0,"2025-23-501"
"86017","plaquetas",0,"2025-23-502"
"86018","plaquetas",0,"2025-23-503"
"86019","plaquetas",0,"2025-23-504"
"86020","plaquetas",0,"2025-23-505"
"86021","plaquetas",0,"2025-23-506"
"86022","plaquetas",0,"2025-23-507"
"86023","plaquetas",0,"2025-23-508"
"86024","plaquetas",0,"2025-23-509"
"86025","plaquetas",0,"2025-23-510"
"86026","plaquetas",0,"2025-23-511"
"86027","plaquetas",0,"2025-24-501"
"86028","plaquetas",0,"2025-24-502"
"86029","plaquetas",0,"2025-24-503"
"86030","plaquetas",0,"2025-24-504"
"86031","plaquetas",0,"2025-24-505"
"86032","plaquetas",0,"2025-24-506"
"86033","plaquetas",0,"2025-24-507"
"86034","plaquetas",0,"2025-24-508"
"86035","plaquetas",0,"2025-24-509"
"86036","plaquetas",0,"2025-24-510"
"86037","plaquetas",0,"2025-24-511"
"86038","plaquetas",0,"2025-25-501"
"86039","plaquetas",0,"2025-25-502"
"86040","plaquetas",0,"2025-25-503"
"86041","plaquetas",0,"2025-25-504"
"86042","plaquetas",0,"2025-25-505"
"86043","plaquetas",0,"2025-25-506"
"86044","plaquetas",0,"2025-25-507"
"86045","plaquetas",0,"2025-25-508"
"86046","plaquetas",0,"2025-25-509"
"86047","plaquetas",0,"2025-25-510"
"86048","plaquetas",0,"2025-25-511"
"86049","plaquetas",0,"2025-26-501"
"86050","plaquetas",0,"2025-26-502"
"86051","plaquetas",0,"2025-26-503"
"86052","plaquetas",0,"2025-26-504"
"86053","plaquetas",0,"2025-26-505"
"86054","plaquetas",0,"2025-26-506"
"86055","plaquetas",0,"2025-26-507"
"86056","plaquetas",0,"2025-26-508"
"86057","plaquetas",0,"2025-26-509"
"86058","plaquetas",0,"2025-26-510"
"86059","plaquetas",0,"2025-26-511"
"86060","plaquetas",0,"2025-27-501"
"86061","plaquetas",0,"2025-27-502"
"86062","plaquetas",0,"2025-27-503"
"86063","plaquetas",0,"2025-27-504"
"86064","plaquetas",0,"2025-27-505"
"86065","plaquetas",0,"2025-27-506"
"86066","plaquetas",0,"2025-27-507"
"86067","plaquetas",0,"2025-27-508"
"86068","plaquetas",0,"2025-27-509"
"86069","plaquetas",0,"2025-27-510"
"86070","plaquetas",0,"2025-27-511"
"86071","plaquetas",0,"2025-28-501"
