"","precip_total","precip_min","precip_max","precip_mean","precip_median","week_canton"
"2170",112.194053,8.872239,40.805065,16.0277218571429,8.872239,"2025-38-205"
"2171",114.5669756,6.0518513,27.076506,16.3667108,18.051004,"2025-39-205"
"2172",198.203544,0,64.17264,28.314792,21.390879,"2025-40-205"
"2173",98.996602,0,29.08112,14.1423717142857,12.573421,"2025-41-205"
"2174",132.701613,0,65.092995,18.9573732857143,13.521724,"2025-42-205"
"2175",141.213604,0,85.12792,20.173372,0,"2025-43-205"
"2176",106.805642,0,41.473473,15.2579488571429,10.368368,"2025-44-205"
"2177",42.8915196,0,24.904417,6.12735994285714,0,"2025-45-205"
"2178",149.974143,0,41.241745,21.4248775714286,20.620872,"2025-46-205"
"2179",5.6428586,0,3.1786897,0.806122657142857,0,"2025-47-205"
"2180",12.576001,0.584141,4.5979,1.79657157142857,0.9457755,"2025-48-205"
"2181",26.474181,0,17.649454,3.78202585714286,0,"2025-49-205"
"2182",6.640022,0,6.640022,0.948574571428571,0,"2025-50-205"
"2183",6.640022,0,6.640022,0.948574571428571,0,"2025-51-205"
"2184",0,0,0,0,0,"2025-52-205"
"2185",0,0,0,0,0,"2020-1-504"
"2186",0,0,0,0,0,"2020-2-504"
"2187",0,0,0,0,0,"2020-3-504"
"2188",11.3321393,0,7.5547595,1.61887704285714,0,"2020-4-504"
"2189",10.599904,0,10.599904,1.514272,0,"2020-5-504"
"2190",4.465222,0,4.465222,0.637888857142857,0,"2020-6-504"
"2191",0,0,0,0,0,"2020-7-504"
"2192",0,0,0,0,0,"2020-8-504"
"2193",7.9688022,0,4.1522593,1.13840031428571,0,"2020-9-504"
"2194",0,0,0,0,0,"2020-10-504"
"2195",0,0,0,0,0,"2020-11-504"
"2196",0,0,0,0,0,"2020-12-504"
"2197",4.6873584,0,4.6873584,0.669622628571429,0,"2020-13-504"
"2198",0,0,0,0,0,"2020-14-504"
"2199",0,0,0,0,0,"2020-15-504"
"2200",0,0,0,0,0,"2020-16-504"
"2201",14.634697,0,14.634697,2.090671,0,"2020-17-504"
"2202",12.918675,0,12.918675,1.845525,0,"2020-18-504"
"2203",6.4593377,0,6.4593377,0.922762528571429,0,"2020-19-504"
"2204",11.8301992,0,5.9150996,1.69002845714286,0,"2020-20-504"
"2205",119.1599542,5.9150996,28.521042,17.0228506,17.745298,"2020-21-504"
"2206",160.711439,0,64.0013,22.958777,16.708517,"2020-22-504"
"2207",162.553468,7.323767,66.73429,23.221924,14.647534,"2020-23-504"
"2208",173.529796,7.323767,45.39433,24.7899708571429,21.971302,"2020-24-504"
"2209",77.2176634,0,32.64182,11.0310947714286,3.6105504,"2020-25-504"
"2210",22.1496968,0,14.928596,3.1642424,0,"2020-26-504"
"2211",76.966496,0,18.61137,10.9952137142857,12.40758,"2020-27-504"
"2212",45.1122403,0,16.818378,6.44460575714286,5.6061263,"2020-28-504"
"2213",23.27052626,0,7.650322,3.32436089428571,3.2518308,"2020-29-504"
"2214",33.190307,0,10.30869,4.74147242857143,3.43623,"2020-30-504"
"2215",11.3501305,0,4.5516953,1.62144721428571,0,"2020-31-504"
"2216",35.9420976,0,12.354199,5.13458537142857,4.4934797,"2020-32-504"
"2217",35.372467,0,11.790822,5.05320957142857,5.895411,"2020-33-504"
"2218",41.328078,0,14.630814,5.90401114285714,6.777355,"2020-34-504"
"2219",102.2777936,0,29.38475,14.6111133714286,14.692375,"2020-35-504"
"2220",68.152467,0,38.873436,9.73606671428571,0,"2020-36-504"
"2221",53.7543606,0,19.684626,7.67919437142857,8.631065,"2020-37-504"
"2222",103.8556798,2.8770218,25.893478,14.8365256857143,15.867686,"2020-38-504"
"2223",55.4867534,0,15.023801,7.92667905714286,10.983684,"2020-39-504"
"2224",105.4488252,7.5119004,41.456562,15.0641178857143,13.818854,"2020-40-504"
"2225",136.801253,0,40.994133,19.5430361428571,13.818854,"2020-41-504"
"2226",34.824925,0,23.499128,4.97498928571429,0,"2020-42-504"
"2227",37.3770985,0,9.0612,5.3395855,5.6628985,"2020-43-504"
"2228",128.8080215,0,36.951954,18.4011459285714,14.5627365,"2020-44-504"
"2229",123.253103,0,46.219913,17.6075861428571,15.406638,"2020-45-504"
"2230",24.4575,0,24.4575,3.49392857142857,0,"2020-46-504"
"2231",52.577516,0,25.983025,7.51107371428571,4.483371,"2020-47-504"
"2232",8.668616,0,8.668616,1.23837371428571,0,"2020-48-504"
"2233",12.995656,0,12.995656,1.85652228571429,0,"2020-49-504"
"2234",19.5698676,0,12.485446,2.79569537142857,0,"2020-50-504"
