casos,week-canton,relative_risk,classi_rr,urb,tmax_min,tmax_max,tmax_mean,tmax_median,tmin_min,tmin_max,tmin_mean,tmin_median,precip_total,precip_min,precip_max,precip_mean,precip_median
2,2020-1-203,0.7672359790027956,Alto,1,27.008541,27.860579,27.52178025,27.6090005,27.008541,27.860579,27.52178025,27.6090005,4.891826,0.0,4.891826,1.2229565,0.0
0,2020-1-215,0.0,Bajo,0,28.70801,34.230423,31.9460865,32.4420935,28.70801,34.230423,31.9460865,32.4420935,0.0,0.0,0.0,0.0,0.0
9,2020-1-706,4.866593897861504,Alto,2,22.947538,32.546177,29.71980005,31.294764,22.947538,32.546177,29.71980005,31.294764,112.53274,0.0,57.353966,5.626637,0.0
2,2020-1-401,0.4229660642425055,Medio,1,22.723345,24.664677,23.658822375,23.8085365,22.723345,24.664677,23.658822375,23.8085365,182.78618,0.0,61.988888,22.8482725,14.702101
0,2020-1-511,0.0,Bajo,2,30.441225,32.145885,31.0305165,30.767478,30.441225,32.145885,31.0305165,30.767478,0.0,0.0,0.0,0.0,0.0
1,2020-1-304,1.873351011391764,Alto,2,25.501535,26.622778,26.086506,26.1108555,25.501535,26.622778,26.086506,26.1108555,105.85273,0.0,105.85273,26.4631825,0.0
0,2020-1-510,0.0,Bajo,0,,,,,,,,,12.145355,0.0,12.145355,0.233564519230769,0.0
0,2020-1-303,0.0,Bajo,1,24.483816,25.061344,24.78404075,24.7955015,24.483816,25.061344,24.78404075,24.7955015,6.922347,0.0,6.922347,1.73058675,0.0
0,2020-1-120,0.0,Bajo,2,23.724695,24.468256,24.10887975,24.121284,23.724695,24.468256,24.10887975,24.121284,37.4186,0.0,37.4186,9.35465,0.0
1,2020-1-501,0.3915158665007069,Medio,2,30.383177,34.696285,33.154693225,33.370722,30.383177,34.696285,33.154693225,33.370722,0.0,0.0,0.0,0.0,0.0
3,2020-1-701,0.9631153883733928,Alto,0,20.730871,32.614124,27.9485656666667,28.92257,20.730871,32.614124,27.9485656666667,28.92257,54.709515,0.0,46.886906,0.91182525,0.0
0,2020-1-214,0.0,Bajo,0,31.77458,34.021286,33.1393487272727,33.2818755,31.77458,34.021286,33.1393487272727,33.2818755,250.92704,0.0,97.54968,5.70288727272727,0.0
1,2020-1-705,0.6774481287046245,Alto,0,26.6563,32.870304,29.940734,29.9223,26.6563,32.870304,29.940734,29.9223,0.0,0.0,0.0,0.0,0.0
0,2020-1-604,0.0,Bajo,2,27.927635,30.982838,29.4579245,29.429721,27.927635,30.982838,29.4579245,29.429721,17.3415743,0.0,11.183612,2.1676967875,0.0
3,2020-1-107,3.171911525967217,Alto,2,27.604164,28.397926,28.0888165,28.176588,27.604164,28.397926,28.0888165,28.176588,22.894587,0.0,22.894587,5.72364675,0.0
0,2020-1-509,0.0,Bajo,0,30.573261,33.818367,32.3625675,32.280742,30.573261,33.818367,32.3625675,32.280742,3.4781976,0.0,2.0054097,0.17390988,0.0
0,2020-1-206,0.0,Bajo,1,26.436438,27.29692,26.973936,27.081193,26.436438,27.29692,26.973936,27.081193,7.4927451,0.0,4.9951634,1.873186275,1.24879085
0,2020-1-502,0.0,Bajo,0,30.32921,34.62807,32.6850026041667,32.905498,30.32921,34.62807,32.6850026041667,32.905498,0.0,0.0,0.0,0.0,0.0
0,2020-1-307,0.0,Bajo,1,24.788698,25.58903,25.09116625,24.9934685,24.788698,25.58903,25.09116625,24.9934685,0.0,0.0,0.0,0.0,0.0
2,2020-1-209,2.4985027348097866,Alto,2,31.326286,32.096817,31.755256,31.7989605,31.326286,32.096817,31.755256,31.7989605,13.517103,0.0,13.517103,3.37927575,0.0
0,2020-1-605,0.0,Bajo,2,31.058971,33.856033,32.6005780166667,32.6015885,31.058971,33.856033,32.6005780166667,32.6015885,439.22666,0.0,65.21765,7.32044433333333,0.0
0,2020-1-302,0.0,Bajo,2,18.360905,24.929527,21.31298675,20.8662045,18.360905,24.929527,21.31298675,20.8662045,270.332457,0.0,145.9998,16.8957785625,0.0
0,2020-1-609,0.0,Bajo,2,31.037992,33.76991,32.6336284166667,32.975208,31.037992,33.76991,32.6336284166667,32.975208,58.192553,0.0,20.892601,4.84937941666667,0.0
19,2020-1-702,3.809452612668874,Alto,0,24.349024,33.47197,31.7652955875,32.3335705,24.349024,33.47197,31.7652955875,32.3335705,220.7065505,0.0,64.23643,2.75883188125,0.0
19,2020-1-601,4.125369375748549,Alto,2,,,,,,,,,67.50032085,0.0,25.284592,1.05469251328125,0.0
0,2020-1-104,0.0,Bajo,2,26.380344,33.040943,29.7339659,29.4756175,26.380344,33.040943,29.7339659,29.4756175,108.379668,0.0,34.08877,5.4189834,0.0
4,2020-1-119,0.884714255590539,Alto,2,20.859585,31.489283,26.6317490357143,27.4586025,20.859585,31.489283,26.6317490357143,27.4586025,134.755083,0.0,35.265934,2.40634076785714,0.0
0,2020-1-606,0.0,Bajo,2,29.430498,33.44155,32.205026625,32.622306,29.430498,33.44155,32.205026625,32.622306,102.64416,0.0,38.368416,4.27684,0.0
0,2020-1-216,0.0,Bajo,0,26.212824,32.806923,29.9423369166667,30.8084165,26.212824,32.806923,29.9423369166667,30.8084165,313.98254,0.0,106.02551,26.1652116666667,0.0
5,2020-1-210,0.7442753924383428,Alto,2,24.422678,33.970478,31.635185,32.2097975,24.422678,33.970478,31.635185,32.2097975,1876.186833,0.0,88.36915,18.0402580096154,0.0
0,2020-1-204,0.0,Bajo,2,28.436005,29.218159,28.940672,29.054262,28.436005,29.218159,28.940672,29.054262,11.098368,0.0,11.098368,2.774592,0.0
0,2020-1-409,0.0,Bajo,1,26.091043,26.738308,26.458064,26.5014525,26.091043,26.738308,26.458064,26.5014525,6.3746586,0.0,6.3746586,1.59366465,0.0
