casos,week-canton,relative_risk,classi_rr,urb,tmax_min,tmax_max,tmax_mean,tmax_median,tmin_min,tmin_max,tmin_mean,tmin_median,precip_total,precip_min,precip_max,precip_mean,precip_median
6,2025-13-501,6.531931348972286,Alto,2,33.0659,38.218056,35.6931156,35.753342,33.0659,38.218056,35.6931156,35.753342,20.8634275,0.0,6.2475204,0.298048964285714,0.0
3,2025-13-701,2.8269004305420595,Alto,0,21.40431,31.856207,26.9874346666667,27.754875,21.40431,31.856207,26.9874346666667,27.754875,2717.5222039,0.0,272.15137,25.8811638466667,0.0
0,2025-13-214,0.0,Bajo,0,33.724068,36.913162,35.252836025974,35.213814,33.724068,36.913162,35.252836025974,35.213814,386.6149581,0.0,52.361904,5.02097348181818,0.0
0,2025-13-705,0.0,Bajo,0,25.420366,32.195763,28.8519635714286,28.9442575,25.420366,32.195763,28.8519635714286,28.9442575,1090.392384,0.0,202.799,25.9617234285714,0.0
0,2025-13-604,0.0,Bajo,2,30.580107,35.342545,32.5635592142857,32.528798,30.580107,35.342545,32.5635592142857,32.528798,41.0040388,0.0,20.91143,2.92885991428571,0.0
0,2025-13-107,0.0,Bajo,2,28.942135,30.960096,29.8861995714286,29.875977,28.942135,30.960096,29.8861995714286,29.875977,65.494316,0.0,65.494316,9.35633085714286,0.0
0,2025-13-509,0.0,Bajo,0,34.040028,37.622677,35.6369602285714,35.522976,34.040028,37.622677,35.6369602285714,35.522976,68.0723624,0.0,15.962827,1.94492464,0.0
0,2025-13-206,0.0,Bajo,1,28.367037,30.083689,29.0830792857143,28.953987,28.367037,30.083689,29.0830792857143,28.953987,12.8965427,0.0,8.597695,1.84236324285714,0.0
1,2025-13-502,1.491296021505384,Alto,0,33.7342,38.024063,35.7902544047619,35.8430915,33.7342,38.024063,35.7902544047619,35.8430915,156.9044736,0.0,21.08512,1.8679104,0.0
0,2025-13-307,0.0,Bajo,1,24.473574,26.30337,25.2765682857143,25.247574,24.473574,26.30337,25.2765682857143,25.247574,57.532624,0.0,27.371151,8.21894628571428,0.0
1,2025-13-209,3.509306576906619,Alto,2,33.815506,36.287613,34.9085795714286,34.980793,33.815506,36.287613,34.9085795714286,34.980793,14.438105,0.0,14.438105,2.06258642857143,0.0
2,2025-13-605,5.909369716463805,Alto,2,31.58081,35.95967,33.3685446666667,33.319973,31.58081,35.95967,33.3685446666667,33.319973,1466.5905352,0.0,59.49136,13.9675289066667,11.889302
0,2025-13-302,0.0,Bajo,2,19.610062,25.275011,21.9249755357143,21.628683,19.610062,25.275011,21.9249755357143,21.628683,237.9035898,0.0,62.27678,8.49655677857143,4.2184778
0,2025-13-609,0.0,Bajo,2,32.109627,35.989452,33.964122952381,34.29537,32.109627,35.989452,33.964122952381,34.29537,119.698045,0.0,24.454062,5.6999069047619,0.0
0,2025-13-702,0.0,Bajo,0,23.774136,33.790524,31.3647586785714,31.867567,23.774136,33.790524,31.3647586785714,31.867567,1565.6299834,0.0,119.96148,11.18307131,5.3697428
0,2025-13-601,0.0,Bajo,2,,,,,,,,,163.7294744,0.0,15.18137,1.46187030714286,0.0
0,2025-13-104,0.0,Bajo,2,27.864399,35.73547,31.6456738571429,31.446413,27.864399,35.73547,31.6456738571429,31.446413,208.69153,0.0,35.889996,5.96261514285714,0.0
0,2025-13-119,0.0,Bajo,2,22.15278,33.011154,27.5613580306122,28.4798605,22.15278,33.011154,27.5613580306122,28.4798605,528.3554947,0.0,38.383053,5.39138259897959,4.20953765
0,2025-13-606,0.0,Bajo,2,30.087101,35.28512,33.3029774285714,33.6866605,30.087101,35.28512,33.3029774285714,33.6866605,310.6228056,0.0,32.21793,7.39578108571429,0.0
0,2025-13-216,0.0,Bajo,0,26.843588,33.972126,30.5826926666667,31.295773,26.843588,33.972126,30.5826926666667,31.295773,449.26016,0.0,127.18537,21.393340952381,0.0
0,2025-13-210,0.0,Bajo,2,25.40859,35.68828,32.9278828076923,33.4885995,25.40859,35.68828,32.9278828076923,33.4885995,1430.5381242,0.0,105.21488,7.86009958351648,0.0
0,2025-13-204,0.0,Bajo,2,30.97778,33.541634,32.1619491428571,32.129692,30.97778,33.541634,32.1619491428571,32.129692,20.344388,0.0,12.206633,2.90634114285714,0.0
0,2025-13-409,0.0,Bajo,1,26.887238,28.410175,27.521035,27.360296,26.887238,28.410175,27.521035,27.360296,16.4033191,0.0,8.6813545,2.3433313,2.1703386
0,2025-13-202,0.0,Bajo,2,27.860935,33.924778,29.9016012678571,29.5111565,27.860935,33.924778,29.9016012678571,29.5111565,350.2057419,0.0,84.274765,6.2536739625,0.0
1,2025-13-109,1.4213436913216415,Alto,1,27.138119,28.653805,27.8417035714286,27.780222,27.138119,28.653805,27.8417035714286,27.780222,52.413889,0.0,27.796715,7.48769842857143,0.0
0,2025-13-503,0.0,Bajo,0,,,,,,,,,,,,,
1,2025-13-410,0.931627769813545,Alto,0,25.451948,34.560154,31.6828021932773,32.29099,25.451948,34.560154,31.6828021932773,32.29099,2285.1108402,0.0,188.41139,19.202612102521,0.0
0,2025-13-212,0.0,Bajo,2,24.968937,26.81668,25.7091657142857,25.581274,24.968937,26.81668,25.7091657142857,25.581274,23.1113175,0.0,15.407545,3.30161678571429,0.0
0,2025-13-703,0.0,Bajo,0,26.587303,32.385735,29.3366552321429,29.1616765,26.587303,32.385735,29.3366552321429,29.1616765,1311.6020052,0.0,239.41487,23.4214643785714,0.0
0,2025-13-704,0.0,Bajo,0,18.421904,31.195383,24.3268616086957,24.073248,18.421904,31.195383,24.3268616086957,24.073248,2096.1328428,0.0,124.84451,13.0194586509317,0.0
1,2025-13-105,4.8511568510701615,Alto,2,24.334791,30.887783,28.0785517857143,28.4750405,24.334791,30.887783,28.0785517857143,28.4750405,193.5681576,0.0,26.526222,6.91314848571429,6.6040848
0,2025-13-508,0.0,Bajo,0,28.741848,35.61007,32.2608095306122,32.090164,28.741848,35.61007,32.2608095306122,32.090164,191.340932,0.0,49.710464,3.90491697959184,0.0
0,2025-13-305,0.0,Bajo,2,18.86295,27.761576,23.4798050989011,24.062883,18.86295,27.761576,23.4798050989011,24.062883,1306.9478477,0.0,126.50436,14.3620642604396,0.0
0,2025-13-116,0.0,Bajo,0,31.504652,36.536488,33.88325125,33.9235155,31.504652,36.536488,33.88325125,33.9235155,98.1954355,0.0,15.226172,3.50697983928571,0.0
0,2025-13-213,0.0,Bajo,2,29.604364,37.13921,33.5713058571429,33.865128,29.604364,37.13921,33.5713058571429,33.865128,574.6866985,0.0,147.18623,5.86414998469388,0.0
0,2025-13-111,0.0,Bajo,1,20.945148,26.827948,23.8028325714286,23.92698,20.945148,26.827948,23.8028325714286,23.92698,23.1916767,0.0,9.066976,1.65654833571429,0.0
0,2025-13-211,0.0,Bajo,2,26.76786,28.509216,27.4832865714286,27.258923,26.76786,28.509216,27.4832865714286,27.258923,20.349478,0.0,10.174739,2.90706828571429,0.0
0,2020-14-507,0.0,Bajo,0,33.917732,37.474087,36.1332838571429,36.406,33.917732,37.474087,36.1332838571429,36.406,14.2040174,0.0,4.333098,0.33819089047619,0.0
0,2020-14-112,0.0,Bajo,2,28.879787,33.235703,30.5333648095238,29.726553,28.879787,33.235703,30.5333648095238,29.726553,47.601562,0.0,23.19496,2.26674104761905,0.0
2,2020-14-201,0.333371501611951,Medio,1,23.824003,31.794222,28.3142713571429,28.8875885,23.824003,31.794222,28.3142713571429,28.8875885,27.4465357,0.0,10.055336,0.980233417857143,0.0
0,2020-14-110,0.0,Bajo,1,25.157782,26.176853,25.7201804285714,25.727556,25.157782,26.176853,25.7201804285714,25.727556,11.3623295,0.0,11.3623295,1.62318992857143,0.0
0,2020-14-306,0.0,Bajo,2,23.92719,25.24419,24.789956,24.768457,23.92719,25.24419,24.789956,24.768457,6.7424517,0.0,6.7424517,0.963207385714286,0.0
0,2020-14-106,0.0,Bajo,1,26.855692,27.837025,27.4184315714286,27.438295,26.855692,27.837025,27.4184315714286,27.438295,0.0,0.0,0.0,0.0,0.0
0,2020-14-205,0.0,Bajo,1,29.874432,30.946947,30.3017838571429,30.28447,29.874432,30.946947,30.3017838571429,30.28447,6.420995,0.0,6.420995,0.917285,0.0
0,2020-14-504,0.0,Bajo,0,32.10821,37.75631,35.8085095428571,36.420374,32.10821,37.75631,35.8085095428571,36.420374,8.3453794,0.0,5.068501,0.119219705714286,0.0
0,2020-14-402,0.0,Bajo,1,25.487873,26.48375,25.9994932857143,25.98148,25.487873,26.48375,25.9994932857143,25.98148,4.2044373,0.0,4.2044373,0.6006339,0.0
0,2020-14-603,0.0,Bajo,0,23.626543,31.903336,28.7575772706767,29.294775,23.626543,31.903336,28.7575772706767,29.294775,365.0407255,0.0,29.864382,2.74466710902256,0.0
0,2020-14-505,0.0,Bajo,2,,,,,,,,,,,,,
0,2020-14-301,0.0,Bajo,1,24.019262,25.374304,24.8779982142857,24.967132,24.019262,25.374304,24.8779982142857,24.967132,11.1304735,0.0,7.9902105,0.795033821428571,0.0
0,2020-14-506,0.0,Bajo,0,34.9876,37.452312,36.5656705714286,36.73391,34.9876,37.452312,36.5656705714286,36.73391,18.0003847,0.0,5.3687,0.514296705714286,0.0
11,2020-14-610,11.087203330942456,Alto,2,29.497215,36.355923,33.3859882571429,33.513348,29.497215,36.355923,33.3859882571429,33.513348,130.4610454,0.0,21.773258,3.72745844,0.0
0,2020-14-608,0.0,Bajo,2,22.26595,29.791447,26.7443533392857,26.786634,22.26595,29.791447,26.7443533392857,26.786634,311.2429853,0.0,26.28482,5.55791045178571,0.0
0,2020-14-117,0.0,Bajo,0,20.370234,29.11648,24.132476952381,22.805988,20.370234,29.11648,24.132476952381,22.805988,11.6802527,0.0,7.698692,0.55620250952381,0.0
0,2020-14-308,0.0,Bajo,1,21.88182,25.497063,23.8787842142857,23.7930185,21.88182,25.497063,23.8787842142857,23.7930185,5.5371094,0.0,5.5371094,0.395507814285714,0.0
0,2020-14-602,0.0,Bajo,2,33.763973,36.08812,34.793761,34.8459325,33.763973,36.08812,34.793761,34.8459325,0.0,0.0,0.0,0.0,0.0
0,2020-14-611,0.0,Bajo,0,32.912113,35.558456,34.2766863333333,34.422794,32.912113,35.558456,34.2766863333333,34.422794,0.0,0.0,0.0,0.0,0.0
0,2020-14-607,0.0,Bajo,0,31.193592,36.303295,33.9068346095238,33.84628,31.193592,36.303295,33.9068346095238,33.84628,304.7401388,0.0,31.26006,2.90228703619048,0.0
0,2020-14-203,0.0,Bajo,1,29.267563,30.301308,29.7207717142857,29.698158,29.267563,30.301308,29.7207717142857,29.698158,1.5943534,0.0,1.5943534,0.227764771428571,0.0
0,2020-14-215,0.0,Bajo,0,31.93279,36.097828,34.4624596938775,35.01418,31.93279,36.097828,34.4624596938775,35.01418,15.5996729,0.0,6.084756,0.318360671428571,0.0
6,2020-14-706,5.672470731785045,Alto,2,23.02302,32.65646,29.8622269714286,31.290262,23.02302,32.65646,29.8622269714286,31.290262,60.4452087,0.0,8.685458,1.72700596285714,0.0
0,2020-14-401,0.0,Bajo,1,24.454277,26.18713,25.3727785714286,25.410518,24.454277,26.18713,25.3727785714286,25.410518,88.246699,0.0,39.77831,6.30333564285714,0.0
0,2020-14-511,0.0,Bajo,2,34.211727,35.138596,34.6074201428571,34.506134,34.211727,35.138596,34.6074201428571,34.506134,0.0,0.0,0.0,0.0,0.0
1,2020-14-304,3.2830695245761987,Alto,2,25.674143,27.111898,26.5354082857143,26.70768,25.674143,27.111898,26.5354082857143,26.70768,38.918978,0.0,33.789192,5.559854,0.0
0,2020-14-510,0.0,Bajo,0,,,,,,,,,8.0181303,0.0,4.5840955,0.088111321978022,0.0
0,2020-14-303,0.0,Bajo,1,25.722273,26.729729,26.3375914285714,26.329334,25.722273,26.729729,26.3375914285714,26.329334,0.0,0.0,0.0,0.0,0.0
0,2020-14-120,0.0,Bajo,2,25.410833,26.29824,25.9354752857143,25.83495,25.410833,26.29824,25.9354752857143,25.83495,9.93015,0.0,9.93015,1.41859285714286,0.0
0,2020-14-501,0.0,Bajo,2,33.455803,38.157116,36.1226287428571,36.235385,33.455803,38.157116,36.1226287428571,36.235385,0.0,0.0,0.0,0.0,0.0
3,2020-14-701,1.6878532650538938,Alto,0,21.7002,31.989586,27.4785992190476,28.251308,21.7002,31.989586,27.4785992190476,28.251308,519.3661756,0.0,90.88014,4.94634452952381,0.0
0,2020-14-214,0.0,Bajo,0,34.249847,36.311356,35.4609592727273,35.50805,34.249847,36.311356,35.4609592727273,35.50805,9.9743769,0.0,3.569859,0.129537362337662,0.0
8,2020-14-705,9.48532287138082,Alto,0,26.155315,32.204895,29.3529933571429,29.3956405,26.155315,32.204895,29.3529933571429,29.3956405,132.8279677,0.0,61.127632,3.16257065952381,0.0
0,2020-14-604,0.0,Bajo,2,31.289839,35.07818,33.0961792142857,33.1085205,31.289839,35.07818,33.0961792142857,33.1085205,0.0,0.0,0.0,0.0,0.0
0,2020-14-107,0.0,Bajo,2,29.70541,30.773289,30.1411977142857,30.169666,29.70541,30.773289,30.1411977142857,30.169666,15.613651,0.0,15.613651,2.23052157142857,0.0
0,2020-14-509,0.0,Bajo,0,34.203247,36.57629,35.5696113142857,35.707893,34.203247,36.57629,35.5696113142857,35.707893,2.4359877,0.0,2.4359877,0.0695996485714286,0.0
0,2020-14-206,0.0,Bajo,1,29.172352,30.299023,29.6786648571429,29.673826,29.172352,30.299023,29.6786648571429,29.673826,0.0,0.0,0.0,0.0,0.0
0,2020-14-502,0.0,Bajo,0,33.995724,37.55755,35.8998422619048,35.9769385,33.995724,37.55755,35.8998422619048,35.9769385,17.7885357,0.0,5.865622,0.211768282142857,0.0
0,2020-14-307,0.0,Bajo,1,25.266066,26.383272,25.9600605714286,25.980389,25.266066,26.383272,25.9600605714286,25.980389,34.13245,0.0,20.095385,4.87606428571429,0.0
2,2020-14-209,4.369599662695294,Alto,2,34.308918,35.498848,34.8179571428571,34.770588,34.308918,35.498848,34.8179571428571,34.770588,0.0,0.0,0.0,0.0,0.0
0,2020-14-605,0.0,Bajo,2,31.285221,35.09022,33.4723420380952,33.50778,31.285221,35.09022,33.4723420380952,33.50778,269.4296056,0.0,25.35878,2.56599624380952,0.0
0,2020-14-302,0.0,Bajo,2,19.364777,25.81128,22.3797445,21.980613,19.364777,25.81128,22.3797445,21.980613,58.856406,0.0,32.819466,2.1020145,0.0
0,2020-14-609,0.0,Bajo,2,32.21412,35.35795,33.8313391428571,33.897945,32.21412,35.35795,33.8313391428571,33.897945,24.38125,0.0,13.93902,1.1610119047619,0.0
7,2020-14-702,2.455080719417263,Alto,0,24.545528,33.516685,31.9136498785714,32.3866365,24.545528,33.516685,31.9136498785714,32.3866365,255.4926703,0.0,10.193651,1.824947645,0.0
9,2020-14-601,3.418042739954362,Alto,2,,,,,,,,,12.8255702,0.0,3.8731673,0.114514019642857,0.0
1,2020-14-104,1.3689219807484077,Alto,2,28.6453,34.689083,31.6308265714286,31.700651,28.6453,34.689083,31.6308265714286,31.700651,79.848199,0.0,25.266607,2.28137711428571,0.0
8,2020-14-119,3.1009177654899647,Alto,2,22.38283,32.279102,27.6638393571429,28.4855355,22.38283,32.279102,27.6638393571429,28.4855355,73.1272299,0.0,10.449752,0.746196223469388,0.0
0,2020-14-606,0.0,Bajo,2,29.940378,35.047756,33.287444547619,33.7012485,29.940378,35.047756,33.287444547619,33.7012485,0.0,0.0,0.0,0.0,0.0
0,2020-14-216,0.0,Bajo,0,27.81934,33.785954,31.3668960952381,32.34952,27.81934,33.785954,31.3668960952381,32.34952,22.7118912,0.0,6.384565,1.08151862857143,0.0
12,2020-14-210,3.123985209204041,Alto,2,26.369194,35.417175,33.4828605769231,34.1276375,26.369194,35.417175,33.4828605769231,34.1276375,122.6526718,0.0,16.840063,0.673915779120879,0.0
0,2020-14-204,0.0,Bajo,2,31.880915,33.11365,32.3456741428571,32.25614,31.880915,33.11365,32.3456741428571,32.25614,0.0,0.0,0.0,0.0,0.0
0,2020-14-409,0.0,Bajo,1,27.489304,28.476515,27.9933421428571,28.002981,27.489304,28.476515,27.9933421428571,28.002981,3.8819985,0.0,3.8819985,0.554571214285714,0.0
0,2020-14-202,0.0,Bajo,2,28.674501,33.795177,30.5173798928571,30.1495045,28.674501,33.795177,30.5173798928571,30.1495045,21.8213725,0.0,6.8481946,0.389667366071429,0.0
0,2020-14-109,0.0,Bajo,1,27.701363,28.736544,28.1830234285714,28.22767,27.701363,28.736544,28.1830234285714,28.22767,19.803373,0.0,19.803373,2.82905328571429,0.0
0,2020-14-503,0.0,Bajo,0,,,,,,,,,,,,,
2,2020-14-410,1.2040702120241886,Alto,0,26.45778,34.23144,32.3162272857143,32.981155,26.45778,34.23144,32.3162272857143,32.981155,174.6660987,0.0,47.30878,1.46778234201681,0.0
0,2020-14-212,0.0,Bajo,2,25.866434,26.89533,26.4658968571429,26.413713,25.866434,26.89533,26.4658968571429,26.413713,0.0,0.0,0.0,0.0,0.0
17,2020-14-703,15.664051297789342,Alto,0,27.362682,32.25528,29.8591797678571,29.8671285,27.362682,32.25528,29.8591797678571,29.8671285,45.5076566,0.0,9.55895,0.812636725,0.0
1,2020-14-704,1.2146776728978337,Alto,0,19.046547,31.445936,24.9907610310559,24.872011,19.046547,31.445936,24.9907610310559,24.872011,768.2413594,0.0,72.859024,4.7716854621118,0.0
0,2020-14-105,0.0,Bajo,2,24.817236,31.157791,28.3257466785714,28.769024,24.817236,31.157791,28.3257466785714,28.769024,25.7465223,0.0,14.456223,0.919518653571429,0.0
0,2020-14-508,0.0,Bajo,0,29.469479,35.12635,32.6948940816327,32.49133,29.469479,35.12635,32.6948940816327,32.49133,29.5633447,0.0,6.0139527,0.603333565306122,0.0
0,2020-14-305,0.0,Bajo,2,19.189415,28.007444,24.1093415934066,24.452478,19.189415,28.007444,24.1093415934066,24.452478,101.084709,0.0,30.028494,1.11082097802198,0.0
0,2020-14-116,0.0,Bajo,0,31.931383,35.33151,33.5694412142857,33.6749935,31.931383,35.33151,33.5694412142857,33.6749935,17.8774694,0.0,6.1908717,0.63848105,0.0
0,2020-14-213,0.0,Bajo,2,30.094814,36.496418,33.7472740612245,34.095524,30.094814,36.496418,33.7472740612245,34.095524,15.825323,0.0,5.1571417,0.161482887755102,0.0
0,2020-14-111,0.0,Bajo,1,21.526428,26.948185,24.4027922142857,24.298897,21.526428,26.948185,24.4027922142857,24.298897,6.5984487,0.0,4.256756,0.471317764285714,0.0
0,2020-14-211,0.0,Bajo,2,27.690363,28.77636,28.2904538571429,28.217539,27.690363,28.77636,28.2904538571429,28.217539,3.4252436,0.0,3.4252436,0.489320514285714,0.0
0,2021-14-507,0.0,Bajo,0,32.67401,36.72845,34.8601796666667,35.054807,32.67401,36.72845,34.8601796666667,35.054807,275.744536,0.0,57.955593,6.5653460952381,0.0
0,2021-14-112,0.0,Bajo,2,28.510574,32.8292,30.1155975238095,29.29011,28.510574,32.8292,30.1155975238095,29.29011,211.185534,0.0,38.038612,10.056454,0.0
2,2021-14-201,0.6265897471885832,Alto,1,23.071548,30.894165,27.5458925714286,28.1237955,23.071548,30.894165,27.5458925714286,28.1237955,239.126409,0.0,38.751072,8.54022889285714,6.62625
0,2021-14-110,0.0,Bajo,1,24.765368,25.469946,25.1713065714286,25.190268,24.765368,25.469946,25.1713065714286,25.190268,51.153475,0.0,17.051159,7.30763928571429,8.525579
0,2021-14-306,0.0,Bajo,2,23.415426,24.821447,24.3205122857143,24.587484,23.415426,24.821447,24.3205122857143,24.587484,42.427688,0.0,21.213844,6.06109828571429,5.303461
0,2021-14-106,0.0,Bajo,1,26.601505,27.282955,26.9481712857143,26.90061,26.601505,27.282955,26.9481712857143,26.90061,69.275141,0.0,51.956356,9.89644871428571,0.0
0,2021-14-205,0.0,Bajo,1,28.99783,30.28947,29.6686118571429,29.798317,28.99783,30.28947,29.6686118571429,29.798317,51.1769366,0.0,29.924875,7.31099094285714,1.3021476
0,2021-14-504,0.0,Bajo,0,30.862223,36.77753,34.7302535142857,35.186103,30.862223,36.77753,34.7302535142857,35.186103,464.4460741,0.0,50.91928,6.63494391571429,0.0
0,2021-14-402,0.0,Bajo,1,24.782898,25.660543,25.2949188571429,25.27998,24.782898,25.660543,25.2949188571429,25.27998,67.500904,0.0,28.928959,9.64298628571428,9.642986
0,2021-14-603,0.0,Bajo,0,21.917892,31.543863,27.7016756842105,28.315172,21.917892,31.543863,27.7016756842105,28.315172,1549.5452267,0.0,59.685764,11.6507159902256,12.247518
0,2021-14-505,0.0,Bajo,2,,,,,,,,,,,,,
0,2021-14-301,0.0,Bajo,1,23.71719,24.818523,24.3888236428571,24.3974655,23.71719,24.818523,24.3888236428571,24.3974655,69.8935508,0.0,28.266357,4.99239648571429,0.0
1,2021-14-506,3.1167686216188133,Alto,0,33.726032,36.83264,35.4552367428571,35.443306,33.726032,36.83264,35.4552367428571,35.443306,330.8305967,0.0,68.171036,9.45230276285714,0.0
5,2021-14-610,9.493808993511792,Alto,2,28.344364,34.37626,31.8776888,32.080032,28.344364,34.37626,31.8776888,32.080032,327.9509843,0.0,27.141207,9.37002812285714,6.7853017
0,2021-14-608,0.0,Bajo,2,20.017708,29.558678,25.7986215535714,26.135355,20.017708,29.558678,25.7986215535714,26.135355,720.8182612,0.0,31.44093,12.8717546642857,11.9268465
0,2021-14-117,0.0,Bajo,0,19.900513,29.145931,23.7836834761905,22.438097,19.900513,29.145931,23.7836834761905,22.438097,150.3806505,0.0,56.063087,7.16098335714286,0.0
0,2021-14-308,0.0,Bajo,1,21.527094,24.966484,23.4245320714286,23.481926,21.527094,24.966484,23.4245320714286,23.481926,85.890308,0.0,25.895054,6.135022,0.0
1,2021-14-602,2.928006902342413,Alto,2,33.181545,36.29946,34.3595087142857,34.34381,33.181545,36.29946,34.3595087142857,34.34381,44.674545,0.0,12.610572,3.19103892857143,1.9453403
0,2021-14-611,0.0,Bajo,0,32.753788,35.420643,33.8309371428571,33.60403,32.753788,35.420643,33.8309371428571,33.60403,52.7553515,0.0,19.89097,2.5121595952381,0.0
0,2021-14-607,0.0,Bajo,0,29.710497,34.602264,32.5161804666667,32.59021,29.710497,34.602264,32.5161804666667,32.59021,1074.8493037,0.0,36.03566,10.2366600352381,10.603113
0,2021-14-203,0.0,Bajo,1,28.469805,29.247084,28.8161414285714,28.784527,28.469805,29.247084,28.8161414285714,28.784527,21.0607484,0.0,8.424299,3.00867834285714,2.1060748
0,2021-14-215,0.0,Bajo,0,30.662771,35.951195,33.6545224897959,34.111526,30.662771,35.951195,33.6545224897959,34.111526,954.412157,0.0,76.5327,19.477799122449,14.598644
1,2021-14-706,1.772934931238444,Alto,2,22.235327,32.6167,29.3496572857143,30.808983,22.235327,32.6167,29.3496572857143,30.808983,973.437346,0.0,108.10595,27.8124956,17.62603
1,2021-14-401,0.6962633881706387,Alto,1,23.691654,25.52858,24.6840547142857,24.667261,23.691654,25.52858,24.6840547142857,24.667261,298.143815,0.0,96.42019,21.2959867857143,0.0
0,2021-14-511,0.0,Bajo,2,33.5066,34.25856,33.8457798571429,33.726273,33.5066,34.25856,33.8457798571429,33.726273,18.595295,0.0,14.876236,2.65647071428571,0.0
0,2021-14-304,0.0,Bajo,2,25.107298,26.754309,26.0372768571429,26.25671,25.107298,26.754309,26.0372768571429,26.25671,152.26106,0.0,76.13053,21.75158,15.226106
0,2021-14-510,0.0,Bajo,0,,,,,,,,,109.9172467,0.0,34.65116,1.20788183186813,0.0
0,2021-14-303,0.0,Bajo,1,25.286121,26.033442,25.8013698571429,25.85848,25.286121,26.033442,25.8013698571429,25.85848,41.11403,0.0,17.620298,5.87343285714286,5.873433
0,2021-14-120,0.0,Bajo,2,25.056055,25.827856,25.5132958571429,25.486029,25.056055,25.827856,25.5132958571429,25.486029,37.861795,0.0,22.717077,5.40882785714286,0.0
0,2021-14-501,0.0,Bajo,2,31.829412,37.14337,34.6842146428571,34.8075325,31.829412,37.14337,34.6842146428571,34.8075325,50.674212,0.0,11.878635,0.723917314285714,0.0
2,2021-14-701,2.1304204345806084,Alto,0,20.653515,31.599976,26.7487955238095,27.77109,20.653515,31.599976,26.7487955238095,27.77109,1423.2697825,0.0,78.22334,13.5549503095238,9.842431
0,2021-14-214,0.0,Bajo,0,33.14683,35.96341,34.7656114675325,34.806587,33.14683,35.96341,34.7656114675325,34.806587,754.4726057,0.0,46.432457,9.79834552857143,7.1289077
1,2021-14-705,2.2328473054443347,Alto,0,24.946405,31.904922,28.6201491904762,28.746763,24.946405,31.904922,28.6201491904762,28.746763,350.2632995,0.0,37.143047,8.33960236904762,0.0
0,2021-14-604,0.0,Bajo,2,30.19406,34.307205,32.0840659285714,32.077004,30.19406,34.307205,32.0840659285714,32.077004,81.388066,0.0,23.031033,5.81343328571429,2.3040825
0,2021-14-107,0.0,Bajo,2,29.13903,30.00601,29.5474927142857,29.45223,29.13903,30.00601,29.5474927142857,29.45223,73.1921864,0.0,35.1001,10.4560266285714,11.700034
0,2021-14-509,0.0,Bajo,0,33.598717,36.076263,34.8128622,34.754696,33.598717,36.076263,34.8128622,34.754696,109.8854755,0.0,26.913193,3.13958501428571,0.0
0,2021-14-206,0.0,Bajo,1,28.264074,29.15769,28.7537212857143,28.857403,28.264074,29.15769,28.7537212857143,28.857403,21.31905863,0.0,10.466562,3.04557980428571,3.4888544
1,2021-14-502,1.7232469644056725,Alto,0,32.60316,36.914993,34.8566829047619,34.9062555,32.60316,36.914993,34.8566829047619,34.9062555,563.543199293,0.0,71.7462,6.70884761063095,0.0
0,2021-14-307,0.0,Bajo,1,24.620377,26.00762,25.4325984285714,25.668821,24.620377,26.00762,25.4325984285714,25.668821,108.213623,0.0,46.37727,15.459089,15.459088
0,2021-14-209,0.0,Bajo,2,33.875122,35.32239,34.3986715714286,34.40909,33.875122,35.32239,34.3986715714286,34.40909,21.7679942,0.0,13.060797,3.10971345714286,0.0
2,2021-14-605,6.715831930774311,Alto,2,30.19923,34.60634,32.4848619809524,32.56536,30.19923,34.60634,32.4848619809524,32.56536,1256.228804,0.0,37.050594,11.964083847619,10.995019
0,2021-14-302,0.0,Bajo,2,18.84317,25.38063,21.9633663571429,21.5767205,18.84317,25.38063,21.9633663571429,21.5767205,362.088548,0.0,77.0018,12.9317338571429,0.0
0,2021-14-609,0.0,Bajo,2,31.62879,34.684666,33.3212531428571,33.55125,31.62879,34.684666,33.3212531428571,33.55125,140.633834,0.0,42.793793,6.69684923809524,0.0
1,2021-14-702,0.65907957128718,Alto,0,23.81832,33.680046,31.43997765,31.8733845,23.81832,33.680046,31.43997765,31.8733845,3546.096804,0.0,103.82634,25.3292628857143,0.0
0,2021-14-601,0.0,Bajo,2,,,,,,,,,465.8163458,0.0,62.268894,4.15907451607143,0.0
0,2021-14-104,0.0,Bajo,2,28.436026,34.116013,31.1952810571429,31.105772,28.436026,34.116013,31.1952810571429,31.105772,319.0770024,0.0,55.61262,9.11648578285714,0.0
0,2021-14-119,0.0,Bajo,2,21.341263,32.475243,27.1803080918367,27.9557485,21.341263,32.475243,27.1803080918367,27.9557485,758.5921215,0.0,46.146477,7.74073593367347,2.336772
0,2021-14-606,0.0,Bajo,2,29.370626,34.347057,32.7253968095238,33.105277,29.370626,34.347057,32.7253968095238,33.105277,224.340857,0.0,51.192863,5.34144897619048,0.0
0,2021-14-216,0.0,Bajo,0,26.93689,33.650238,30.5524466190476,31.398146,26.93689,33.650238,30.5524466190476,31.398146,496.69154,0.0,84.24874,23.6519780952381,14.037969
15,2021-14-210,7.331672147910993,Alto,2,25.41313,35.280357,32.6269575604396,33.193698,25.41313,35.280357,32.6269575604396,33.193698,2047.0838804,0.0,68.92571,11.2477136285714,4.593401
