"","group","busquedas","week_canton"
"20782","employment",0,"2021-14-705"
"20783","employment",0,"2021-14-706"
"20784","mobility_finance",0,"2021-14-101"
"20785","mobility_finance",0,"2021-14-102"
"20786","mobility_finance",0,"2021-14-103"
"20787","mobility_finance",0,"2021-14-104"
"20788","mobility_finance",0,"2021-14-105"
"20789","mobility_finance",0,"2021-14-106"
"20790","mobility_finance",0,"2021-14-107"
"20791","mobility_finance",0,"2021-14-108"
"20792","mobility_finance",0,"2021-14-109"
"20793","mobility_finance",0,"2021-14-110"
"20794","mobility_finance",0,"2021-14-111"
"20795","mobility_finance",0,"2021-14-112"
"20796","mobility_finance",0,"2021-14-113"
"20797","mobility_finance",0,"2021-14-114"
"20798","mobility_finance",0,"2021-14-115"
"20799","mobility_finance",0,"2021-14-116"
"20800","mobility_finance",0,"2021-14-117"
"20801","mobility_finance",0,"2021-14-118"
"20802","mobility_finance",0,"2021-14-119"
"20803","mobility_finance",0,"2021-14-120"
"20804","mobility_finance",0,"2021-14-201"
"20805","mobility_finance",0,"2021-14-202"
"20806","mobility_finance",0,"2021-14-203"
"20807","mobility_finance",0,"2021-14-204"
"20808","mobility_finance",0,"2021-14-205"
"20809","mobility_finance",0,"2021-14-206"
"20810","mobility_finance",0,"2021-14-207"
"20811","mobility_finance",0,"2021-14-208"
"20812","mobility_finance",0,"2021-14-209"
"20813","mobility_finance",0,"2021-14-210"
"20814","mobility_finance",0,"2021-14-211"
"20815","mobility_finance",0,"2021-14-212"
"20816","mobility_finance",0,"2021-14-213"
"20817","mobility_finance",0,"2021-14-214"
"20818","mobility_finance",0,"2021-14-215"
"20819","mobility_finance",0,"2021-14-216"
"20820","mobility_finance",0,"2021-14-301"
"20821","mobility_finance",0,"2021-14-302"
"20822","mobility_finance",0,"2021-14-303"
"20823","mobility_finance",0,"2021-14-304"
"20824","mobility_finance",0,"2021-14-305"
"20825","mobility_finance",0,"2021-14-306"
"20826","mobility_finance",0,"2021-14-307"
"20827","mobility_finance",0,"2021-14-308"
"20828","mobility_finance",0,"2021-14-401"
"20829","mobility_finance",0,"2021-14-402"
"20830","mobility_finance",0,"2021-14-403"
"20831","mobility_finance",0,"2021-14-404"
"20832","mobility_finance",0,"2021-14-405"
"20833","mobility_finance",0,"2021-14-406"
"20834","mobility_finance",0,"2021-14-407"
"20835","mobility_finance",0,"2021-14-408"
"20836","mobility_finance",0,"2021-14-409"
"20837","mobility_finance",0,"2021-14-410"
"20838","mobility_finance",0,"2021-14-601"
"20839","mobility_finance",0,"2021-14-602"
"20840","mobility_finance",0,"2021-14-603"
"20841","mobility_finance",0,"2021-14-604"
"20842","mobility_finance",0,"2021-14-605"
"20843","mobility_finance",0,"2021-14-606"
"20844","mobility_finance",0,"2021-14-607"
"20845","mobility_finance",0,"2021-14-608"
"20846","mobility_finance",0,"2021-14-609"
"20847","mobility_finance",0,"2021-14-610"
"20848","mobility_finance",0,"2021-14-611"
"20849","mobility_finance",0,"2021-14-701"
"20850","mobility_finance",0,"2021-14-702"
"20851","mobility_finance",0,"2021-14-703"
"20852","mobility_finance",0,"2021-14-704"
"20853","mobility_finance",0,"2021-14-705"
"20854","mobility_finance",0,"2021-14-706"
"20855","water",0,"2021-14-101"
"20856","water",0,"2021-14-102"
"20857","water",0,"2021-14-103"
"20858","water",0,"2021-14-104"
"20859","water",0,"2021-14-105"
"20860","water",0,"2021-14-106"
"20861","water",0,"2021-14-107"
"20862","water",0,"2021-14-108"
"20863","water",0,"2021-14-109"
"20864","water",0,"2021-14-110"
"20865","water",0,"2021-14-111"
"20866","water",0,"2021-14-112"
"20867","water",0,"2021-14-113"
"20868","water",0,"2021-14-114"
"20869","water",0,"2021-14-115"
"20870","water",0,"2021-14-116"
"20871","water",0,"2021-14-117"
"20872","water",0,"2021-14-118"
"20873","water",0,"2021-14-119"
"20874","water",0,"2021-14-120"
"20875","water",0,"2021-14-201"
"20876","water",0,"2021-14-202"
"20877","water",0,"2021-14-203"
"20878","water",0,"2021-14-204"
"20879","water",0,"2021-14-205"
"20880","water",0,"2021-14-206"
"20881","water",0,"2021-14-207"
"20882","water",0,"2021-14-208"
"20883","water",0,"2021-14-209"
"20884","water",0,"2021-14-210"
"20885","water",0,"2021-14-211"
"20886","water",0,"2021-14-212"
"20887","water",0,"2021-14-213"
"20888","water",0,"2021-14-214"
"20889","water",0,"2021-14-215"
"20890","water",0,"2021-14-216"
"20891","water",0,"2021-14-301"
"20892","water",0,"2021-14-302"
"20893","water",0,"2021-14-303"
"20894","water",0,"2021-14-304"
"20895","water",0,"2021-14-305"
"20896","water",0,"2021-14-306"
"20897","water",0,"2021-14-307"
"20898","water",0,"2021-14-308"
"20899","water",0,"2021-14-401"
"20900","water",0,"2021-14-402"
"20901","water",0,"2021-14-403"
"20902","water",0,"2021-14-404"
"20903","water",0,"2021-14-405"
"20904","water",0,"2021-14-406"
"20905","water",0,"2021-14-407"
"20906","water",0,"2021-14-408"
"20907","water",0,"2021-14-409"
"20908","water",0,"2021-14-410"
"20909","water",0,"2021-14-501"
"20910","water",0,"2021-14-502"
"20911","water",0,"2021-14-503"
"20912","water",0,"2021-14-504"
"20913","water",0,"2021-14-505"
"20914","water",0,"2021-14-506"
"20915","water",0,"2021-14-507"
"20916","water",0,"2021-14-508"
"20917","water",0,"2021-14-509"
"20918","water",0,"2021-14-510"
"20919","water",0,"2021-14-511"
"20920","water",0,"2021-14-701"
"20921","water",0,"2021-14-702"
"20922","water",0,"2021-14-703"
"20923","water",0,"2021-14-704"
"20924","water",0,"2021-14-705"
"20925","water",0,"2021-14-706"
"20926","dengue_spread",17.8,"2021-15-101"
"20927","dengue_spread",17.8,"2021-15-102"
"20928","dengue_spread",17.8,"2021-15-103"
"20929","dengue_spread",17.8,"2021-15-104"
"20930","dengue_spread",17.8,"2021-15-105"
"20931","dengue_spread",17.8,"2021-15-106"
"20932","dengue_spread",17.8,"2021-15-107"
"20933","dengue_spread",17.8,"2021-15-108"
"20934","dengue_spread",17.8,"2021-15-109"
"20935","dengue_spread",17.8,"2021-15-110"
"20936","dengue_spread",17.8,"2021-15-111"
"20937","dengue_spread",17.8,"2021-15-112"
"20938","dengue_spread",17.8,"2021-15-113"
"20939","dengue_spread",17.8,"2021-15-114"
"20940","dengue_spread",17.8,"2021-15-115"
"20941","dengue_spread",17.8,"2021-15-116"
"20942","dengue_spread",17.8,"2021-15-117"
"20943","dengue_spread",17.8,"2021-15-118"
"20944","dengue_spread",17.8,"2021-15-119"
"20945","dengue_spread",17.8,"2021-15-120"
"20946","dengue_spread",0,"2021-15-201"
"20947","dengue_spread",0,"2021-15-202"
"20948","dengue_spread",0,"2021-15-203"
"20949","dengue_spread",0,"2021-15-204"
"20950","dengue_spread",0,"2021-15-205"
"20951","dengue_spread",0,"2021-15-206"
"20952","dengue_spread",0,"2021-15-207"
"20953","dengue_spread",0,"2021-15-208"
"20954","dengue_spread",0,"2021-15-209"
"20955","dengue_spread",0,"2021-15-210"
"20956","dengue_spread",0,"2021-15-211"
"20957","dengue_spread",0,"2021-15-212"
"20958","dengue_spread",0,"2021-15-213"
"20959","dengue_spread",0,"2021-15-214"
"20960","dengue_spread",0,"2021-15-215"
"20961","dengue_spread",0,"2021-15-216"
"20962","dengue_spread",0,"2021-15-301"
"20963","dengue_spread",0,"2021-15-302"
"20964","dengue_spread",0,"2021-15-303"
"20965","dengue_spread",0,"2021-15-304"
"20966","dengue_spread",0,"2021-15-305"
"20967","dengue_spread",0,"2021-15-306"
"20968","dengue_spread",0,"2021-15-307"
"20969","dengue_spread",0,"2021-15-308"
"20970","dengue_spread",0,"2021-15-401"
"20971","dengue_spread",0,"2021-15-402"
"20972","dengue_spread",0,"2021-15-403"
"20973","dengue_spread",0,"2021-15-404"
"20974","dengue_spread",0,"2021-15-405"
"20975","dengue_spread",0,"2021-15-406"
"20976","dengue_spread",0,"2021-15-407"
"20977","dengue_spread",0,"2021-15-408"
"20978","dengue_spread",0,"2021-15-409"
"20979","dengue_spread",0,"2021-15-410"
"20980","dengue_spread",0,"2021-15-501"
"20981","dengue_spread",0,"2021-15-502"
"20982","dengue_spread",0,"2021-15-503"
"20983","dengue_spread",0,"2021-15-504"
"20984","dengue_spread",0,"2021-15-505"
"20985","dengue_spread",0,"2021-15-506"
"20986","dengue_spread",0,"2021-15-507"
"20987","dengue_spread",0,"2021-15-508"
"20988","dengue_spread",0,"2021-15-509"
"20989","dengue_spread",0,"2021-15-510"
"20990","dengue_spread",0,"2021-15-511"
"20991","dengue_spread",0,"2021-15-601"
"20992","dengue_spread",0,"2021-15-602"
"20993","dengue_spread",0,"2021-15-603"
"20994","dengue_spread",0,"2021-15-604"
"20995","dengue_spread",0,"2021-15-605"
"20996","dengue_spread",0,"2021-15-606"
"20997","dengue_spread",0,"2021-15-607"
"20998","dengue_spread",0,"2021-15-608"
"20999","dengue_spread",0,"2021-15-609"
"21000","dengue_spread",0,"2021-15-610"
"21001","dengue_spread",0,"2021-15-611"
"21002","dengue_spread",0,"2021-15-701"
"21003","dengue_spread",0,"2021-15-702"
"21004","dengue_spread",0,"2021-15-703"
"21005","dengue_spread",0,"2021-15-704"
"21006","dengue_spread",0,"2021-15-705"
"21007","dengue_spread",0,"2021-15-706"
"21008","employment",36,"2021-15-101"
"21009","employment",36,"2021-15-102"
"21010","employment",36,"2021-15-103"
"21011","employment",36,"2021-15-104"
"21012","employment",36,"2021-15-105"
"21013","employment",36,"2021-15-106"
"21014","employment",36,"2021-15-107"
"21015","employment",36,"2021-15-108"
"21016","employment",36,"2021-15-109"
"21017","employment",36,"2021-15-110"
"21018","employment",36,"2021-15-111"
"21019","employment",36,"2021-15-112"
"21020","employment",36,"2021-15-113"
"21021","employment",36,"2021-15-114"
"21022","employment",36,"2021-15-115"
"21023","employment",36,"2021-15-116"
"21024","employment",36,"2021-15-117"
"21025","employment",36,"2021-15-118"
"21026","employment",36,"2021-15-119"
"21027","employment",36,"2021-15-120"
"21028","employment",30.6,"2021-15-201"
"21029","employment",30.6,"2021-15-202"
"21030","employment",30.6,"2021-15-203"
"21031","employment",30.6,"2021-15-204"
"21032","employment",30.6,"2021-15-205"
"21033","employment",30.6,"2021-15-206"
"21034","employment",30.6,"2021-15-207"
"21035","employment",30.6,"2021-15-208"
"21036","employment",30.6,"2021-15-209"
"21037","employment",30.6,"2021-15-210"
"21038","employment",30.6,"2021-15-211"
"21039","employment",30.6,"2021-15-212"
"21040","employment",30.6,"2021-15-213"
"21041","employment",30.6,"2021-15-214"
"21042","employment",30.6,"2021-15-215"
"21043","employment",30.6,"2021-15-216"
"21044","employment",0,"2021-15-301"
"21045","employment",0,"2021-15-302"
"21046","employment",0,"2021-15-303"
"21047","employment",0,"2021-15-304"
"21048","employment",0,"2021-15-305"
"21049","employment",0,"2021-15-306"
"21050","employment",0,"2021-15-307"
"21051","employment",0,"2021-15-308"
"21052","employment",0,"2021-15-401"
"21053","employment",0,"2021-15-402"
"21054","employment",0,"2021-15-403"
"21055","employment",0,"2021-15-404"
"21056","employment",0,"2021-15-405"
"21057","employment",0,"2021-15-406"
"21058","employment",0,"2021-15-407"
"21059","employment",0,"2021-15-408"
"21060","employment",0,"2021-15-409"
"21061","employment",0,"2021-15-410"
"21062","employment",0,"2021-15-501"
"21063","employment",0,"2021-15-502"
"21064","employment",0,"2021-15-503"
"21065","employment",0,"2021-15-504"
"21066","employment",0,"2021-15-505"
"21067","employment",0,"2021-15-506"
"21068","employment",0,"2021-15-507"
"21069","employment",0,"2021-15-508"
"21070","employment",0,"2021-15-509"
"21071","employment",0,"2021-15-510"
"21072","employment",0,"2021-15-511"
"21073","employment",0,"2021-15-601"
"21074","employment",0,"2021-15-602"
"21075","employment",0,"2021-15-603"
"21076","employment",0,"2021-15-604"
"21077","employment",0,"2021-15-605"
"21078","employment",0,"2021-15-606"
"21079","employment",0,"2021-15-607"
"21080","employment",0,"2021-15-608"
"21081","employment",0,"2021-15-609"
"21082","employment",0,"2021-15-610"
"21083","employment",0,"2021-15-611"
"21084","employment",0,"2021-15-701"
"21085","employment",0,"2021-15-702"
"21086","employment",0,"2021-15-703"
"21087","employment",0,"2021-15-704"
"21088","employment",0,"2021-15-705"
"21089","employment",0,"2021-15-706"
"21090","mobility_finance",0,"2021-15-101"
"21091","mobility_finance",0,"2021-15-102"
"21092","mobility_finance",0,"2021-15-103"
"21093","mobility_finance",0,"2021-15-104"
"21094","mobility_finance",0,"2021-15-105"
"21095","mobility_finance",0,"2021-15-106"
"21096","mobility_finance",0,"2021-15-107"
"21097","mobility_finance",0,"2021-15-108"
"21098","mobility_finance",0,"2021-15-109"
"21099","mobility_finance",0,"2021-15-110"
"21100","mobility_finance",0,"2021-15-111"
"21101","mobility_finance",0,"2021-15-112"
"21102","mobility_finance",0,"2021-15-113"
"21103","mobility_finance",0,"2021-15-114"
"21104","mobility_finance",0,"2021-15-115"
"21105","mobility_finance",0,"2021-15-116"
"21106","mobility_finance",0,"2021-15-117"
"21107","mobility_finance",0,"2021-15-118"
"21108","mobility_finance",0,"2021-15-119"
"21109","mobility_finance",0,"2021-15-120"
"21110","mobility_finance",0,"2021-15-201"
"21111","mobility_finance",0,"2021-15-202"
"21112","mobility_finance",0,"2021-15-203"
"21113","mobility_finance",0,"2021-15-204"
"21114","mobility_finance",0,"2021-15-205"
"21115","mobility_finance",0,"2021-15-206"
"21116","mobility_finance",0,"2021-15-207"
"21117","mobility_finance",0,"2021-15-208"
"21118","mobility_finance",0,"2021-15-209"
"21119","mobility_finance",0,"2021-15-210"
"21120","mobility_finance",0,"2021-15-211"
"21121","mobility_finance",0,"2021-15-212"
"21122","mobility_finance",0,"2021-15-213"
"21123","mobility_finance",0,"2021-15-214"
"21124","mobility_finance",0,"2021-15-215"
"21125","mobility_finance",0,"2021-15-216"
"21126","mobility_finance",0,"2021-15-301"
"21127","mobility_finance",0,"2021-15-302"
"21128","mobility_finance",0,"2021-15-303"
"21129","mobility_finance",0,"2021-15-304"
"21130","mobility_finance",0,"2021-15-305"
"21131","mobility_finance",0,"2021-15-306"
"21132","mobility_finance",0,"2021-15-307"
"21133","mobility_finance",0,"2021-15-308"
"21134","mobility_finance",0,"2021-15-401"
"21135","mobility_finance",0,"2021-15-402"
"21136","mobility_finance",0,"2021-15-403"
"21137","mobility_finance",0,"2021-15-404"
"21138","mobility_finance",0,"2021-15-405"
"21139","mobility_finance",0,"2021-15-406"
"21140","mobility_finance",0,"2021-15-407"
"21141","mobility_finance",0,"2021-15-408"
"21142","mobility_finance",0,"2021-15-409"
"21143","mobility_finance",0,"2021-15-410"
"21144","mobility_finance",0,"2021-15-501"
"21145","mobility_finance",0,"2021-15-502"
"21146","mobility_finance",0,"2021-15-503"
"21147","mobility_finance",0,"2021-15-504"
"21148","mobility_finance",0,"2021-15-505"
"21149","mobility_finance",0,"2021-15-506"
"21150","mobility_finance",0,"2021-15-507"
"21151","mobility_finance",0,"2021-15-508"
"21152","mobility_finance",0,"2021-15-509"
"21153","mobility_finance",0,"2021-15-510"
"21154","mobility_finance",0,"2021-15-511"
"21155","mobility_finance",0,"2021-15-601"
"21156","mobility_finance",0,"2021-15-602"
"21157","mobility_finance",0,"2021-15-603"
"21158","mobility_finance",0,"2021-15-604"
"21159","mobility_finance",0,"2021-15-605"
"21160","mobility_finance",0,"2021-15-606"
"21161","mobility_finance",0,"2021-15-607"
"21162","mobility_finance",0,"2021-15-608"
"21163","mobility_finance",0,"2021-15-609"
"21164","mobility_finance",0,"2021-15-610"
"21165","mobility_finance",0,"2021-15-611"
"21166","mobility_finance",0,"2021-15-701"
"21167","mobility_finance",0,"2021-15-702"
"21168","mobility_finance",0,"2021-15-703"
"21169","mobility_finance",0,"2021-15-704"
"21170","mobility_finance",0,"2021-15-705"
"21171","mobility_finance",0,"2021-15-706"
"21172","water",0,"2021-15-101"
"21173","water",0,"2021-15-102"
"21174","water",0,"2021-15-103"
"21175","water",0,"2021-15-104"
"21176","water",0,"2021-15-105"
"21177","water",0,"2021-15-106"
"21178","water",0,"2021-15-107"
"21179","water",0,"2021-15-108"
"21180","water",0,"2021-15-109"
"21181","water",0,"2021-15-110"
"21182","water",0,"2021-15-111"
"21183","water",0,"2021-15-112"
"21184","water",0,"2021-15-113"
"21185","water",0,"2021-15-114"
"21186","water",0,"2021-15-115"
"21187","water",0,"2021-15-116"
"21188","water",0,"2021-15-117"
"21189","water",0,"2021-15-118"
"21190","water",0,"2021-15-119"
"21191","water",0,"2021-15-120"
"21192","water",0,"2021-15-201"
"21193","water",0,"2021-15-202"
"21194","water",0,"2021-15-203"
"21195","water",0,"2021-15-204"
"21196","water",0,"2021-15-205"
"21197","water",0,"2021-15-206"
"21198","water",0,"2021-15-207"
"21199","water",0,"2021-15-208"
"21200","water",0,"2021-15-209"
"21201","water",0,"2021-15-210"
"21202","water",0,"2021-15-211"
"21203","water",0,"2021-15-212"
"21204","water",0,"2021-15-213"
"21205","water",0,"2021-15-214"
"21206","water",0,"2021-15-215"
"21207","water",0,"2021-15-216"
"21208","water",0,"2021-15-301"
"21209","water",0,"2021-15-302"
"21210","water",0,"2021-15-303"
"21211","water",0,"2021-15-304"
"21212","water",0,"2021-15-305"
"21213","water",0,"2021-15-306"
"21214","water",0,"2021-15-307"
"21215","water",0,"2021-15-308"
"21216","water",0,"2021-15-401"
"21217","water",0,"2021-15-402"
"21218","water",0,"2021-15-403"
"21219","water",0,"2021-15-404"
"21220","water",0,"2021-15-405"
"21221","water",0,"2021-15-406"
"21222","water",0,"2021-15-407"
"21223","water",0,"2021-15-408"
"21224","water",0,"2021-15-409"
"21225","water",0,"2021-15-410"
"21226","water",0,"2021-15-501"
"21227","water",0,"2021-15-502"
"21228","water",0,"2021-15-503"
"21229","water",0,"2021-15-504"
"21230","water",0,"2021-15-505"
"21231","water",0,"2021-15-506"
"21232","water",0,"2021-15-507"
"21233","water",0,"2021-15-508"
"21234","water",0,"2021-15-509"
"21235","water",0,"2021-15-510"
"21236","water",0,"2021-15-511"
"21237","water",0,"2021-15-701"
"21238","water",0,"2021-15-702"
"21239","water",0,"2021-15-703"
"21240","water",0,"2021-15-704"
"21241","water",0,"2021-15-705"
"21242","water",0,"2021-15-706"
"21243","dengue_spread",0,"2021-16-101"
"21244","dengue_spread",0,"2021-16-102"
"21245","dengue_spread",0,"2021-16-103"
"21246","dengue_spread",0,"2021-16-104"
"21247","dengue_spread",0,"2021-16-105"
"21248","dengue_spread",0,"2021-16-106"
"21249","dengue_spread",0,"2021-16-107"
"21250","dengue_spread",0,"2021-16-108"
"21251","dengue_spread",0,"2021-16-109"
"21252","dengue_spread",0,"2021-16-110"
"21253","dengue_spread",0,"2021-16-111"
"21254","dengue_spread",0,"2021-16-112"
"21255","dengue_spread",0,"2021-16-113"
"21256","dengue_spread",0,"2021-16-114"
"21257","dengue_spread",0,"2021-16-115"
"21258","dengue_spread",0,"2021-16-116"
"21259","dengue_spread",0,"2021-16-117"
"21260","dengue_spread",0,"2021-16-118"
"21261","dengue_spread",0,"2021-16-119"
"21262","dengue_spread",0,"2021-16-120"
"21263","dengue_spread",0,"2021-16-201"
"21264","dengue_spread",0,"2021-16-202"
"21265","dengue_spread",0,"2021-16-203"
"21266","dengue_spread",0,"2021-16-204"
"21267","dengue_spread",0,"2021-16-205"
"21268","dengue_spread",0,"2021-16-206"
"21269","dengue_spread",0,"2021-16-207"
"21270","dengue_spread",0,"2021-16-208"
"21271","dengue_spread",0,"2021-16-209"
"21272","dengue_spread",0,"2021-16-210"
"21273","dengue_spread",0,"2021-16-211"
"21274","dengue_spread",0,"2021-16-212"
"21275","dengue_spread",0,"2021-16-213"
"21276","dengue_spread",0,"2021-16-214"
"21277","dengue_spread",0,"2021-16-215"
"21278","dengue_spread",0,"2021-16-216"
"21279","dengue_spread",0,"2021-16-301"
"21280","dengue_spread",0,"2021-16-302"
"21281","dengue_spread",0,"2021-16-303"
"21282","dengue_spread",0,"2021-16-304"
"21283","dengue_spread",0,"2021-16-305"
"21284","dengue_spread",0,"2021-16-306"
"21285","dengue_spread",0,"2021-16-307"
"21286","dengue_spread",0,"2021-16-308"
"21287","dengue_spread",0,"2021-16-401"
"21288","dengue_spread",0,"2021-16-402"
"21289","dengue_spread",0,"2021-16-403"
"21290","dengue_spread",0,"2021-16-404"
"21291","dengue_spread",0,"2021-16-405"
"21292","dengue_spread",0,"2021-16-406"
"21293","dengue_spread",0,"2021-16-407"
"21294","dengue_spread",0,"2021-16-408"
"21295","dengue_spread",0,"2021-16-409"
"21296","dengue_spread",0,"2021-16-410"
"21297","dengue_spread",0,"2021-16-501"
"21298","dengue_spread",0,"2021-16-502"
"21299","dengue_spread",0,"2021-16-503"
"21300","dengue_spread",0,"2021-16-504"
"21301","dengue_spread",0,"2021-16-505"
"21302","dengue_spread",0,"2021-16-506"
"21303","dengue_spread",0,"2021-16-507"
"21304","dengue_spread",0,"2021-16-508"
"21305","dengue_spread",0,"2021-16-509"
"21306","dengue_spread",0,"2021-16-510"
"21307","dengue_spread",0,"2021-16-511"
"21308","dengue_spread",0,"2021-16-601"
"21309","dengue_spread",0,"2021-16-602"
"21310","dengue_spread",0,"2021-16-603"
"21311","dengue_spread",0,"2021-16-604"
"21312","dengue_spread",0,"2021-16-605"
"21313","dengue_spread",0,"2021-16-606"
"21314","dengue_spread",0,"2021-16-607"
"21315","dengue_spread",0,"2021-16-608"
"21316","dengue_spread",0,"2021-16-609"
"21317","dengue_spread",0,"2021-16-610"
"21318","dengue_spread",0,"2021-16-611"
"21319","dengue_spread",0,"2021-16-701"
"21320","dengue_spread",0,"2021-16-702"
"21321","dengue_spread",0,"2021-16-703"
"21322","dengue_spread",0,"2021-16-704"
"21323","dengue_spread",0,"2021-16-705"
"21324","dengue_spread",0,"2021-16-706"
"21325","employment",32.6,"2021-16-101"
"21326","employment",32.6,"2021-16-102"
"21327","employment",32.6,"2021-16-103"
"21328","employment",32.6,"2021-16-104"
"21329","employment",32.6,"2021-16-105"
"21330","employment",32.6,"2021-16-106"
"21331","employment",32.6,"2021-16-107"
"21332","employment",32.6,"2021-16-108"
"21333","employment",32.6,"2021-16-109"
"21334","employment",32.6,"2021-16-110"
"21335","employment",32.6,"2021-16-111"
"21336","employment",32.6,"2021-16-112"
"21337","employment",32.6,"2021-16-113"
"21338","employment",32.6,"2021-16-114"
"21339","employment",32.6,"2021-16-115"
"21340","employment",32.6,"2021-16-116"
"21341","employment",32.6,"2021-16-117"
"21342","employment",32.6,"2021-16-118"
"21343","employment",32.6,"2021-16-119"
"21344","employment",32.6,"2021-16-120"
"21345","employment",34.1,"2021-16-201"
"21346","employment",34.1,"2021-16-202"
"21347","employment",34.1,"2021-16-203"
"21348","employment",34.1,"2021-16-204"
"21349","employment",34.1,"2021-16-205"
"21350","employment",34.1,"2021-16-206"
"21351","employment",34.1,"2021-16-207"
"21352","employment",34.1,"2021-16-208"
"21353","employment",34.1,"2021-16-209"
"21354","employment",34.1,"2021-16-210"
"21355","employment",34.1,"2021-16-211"
"21356","employment",34.1,"2021-16-212"
"21357","employment",34.1,"2021-16-213"
"21358","employment",34.1,"2021-16-214"
"21359","employment",34.1,"2021-16-215"
"21360","employment",34.1,"2021-16-216"
"21361","employment",0,"2021-16-301"
"21362","employment",0,"2021-16-302"
"21363","employment",0,"2021-16-303"
"21364","employment",0,"2021-16-304"
"21365","employment",0,"2021-16-305"
"21366","employment",0,"2021-16-306"
"21367","employment",0,"2021-16-307"
"21368","employment",0,"2021-16-308"
"21369","employment",44.2,"2021-16-401"
"21370","employment",44.2,"2021-16-402"
"21371","employment",44.2,"2021-16-403"
"21372","employment",44.2,"2021-16-404"
"21373","employment",44.2,"2021-16-405"
"21374","employment",44.2,"2021-16-406"
"21375","employment",44.2,"2021-16-407"
"21376","employment",44.2,"2021-16-408"
"21377","employment",44.2,"2021-16-409"
"21378","employment",44.2,"2021-16-410"
"21379","employment",0,"2021-16-501"
"21380","employment",0,"2021-16-502"
"21381","employment",0,"2021-16-503"
"21382","employment",0,"2021-16-504"
"21383","employment",0,"2021-16-505"
"21384","employment",0,"2021-16-506"
"21385","employment",0,"2021-16-507"
"21386","employment",0,"2021-16-508"
"21387","employment",0,"2021-16-509"
"21388","employment",0,"2021-16-510"
"21389","employment",0,"2021-16-511"
"21390","employment",0,"2021-16-601"
"21391","employment",0,"2021-16-602"
"21392","employment",0,"2021-16-603"
"21393","employment",0,"2021-16-604"
"21394","employment",0,"2021-16-605"
"21395","employment",0,"2021-16-606"
"21396","employment",0,"2021-16-607"
"21397","employment",0,"2021-16-608"
"21398","employment",0,"2021-16-609"
"21399","employment",0,"2021-16-610"
"21400","employment",0,"2021-16-611"
"21401","employment",0,"2021-16-701"
"21402","employment",0,"2021-16-702"
"21403","employment",0,"2021-16-703"
"21404","employment",0,"2021-16-704"
"21405","employment",0,"2021-16-705"
"21406","employment",0,"2021-16-706"
"21407","mobility_finance",0,"2021-16-101"
"21408","mobility_finance",0,"2021-16-102"
"21409","mobility_finance",0,"2021-16-103"
"21410","mobility_finance",0,"2021-16-104"
"21411","mobility_finance",0,"2021-16-105"
"21412","mobility_finance",0,"2021-16-106"
"21413","mobility_finance",0,"2021-16-107"
"21414","mobility_finance",0,"2021-16-108"
"21415","mobility_finance",0,"2021-16-109"
"21416","mobility_finance",0,"2021-16-110"
"21417","mobility_finance",0,"2021-16-111"
"21418","mobility_finance",0,"2021-16-112"
"21419","mobility_finance",0,"2021-16-113"
"21420","mobility_finance",0,"2021-16-114"
"21421","mobility_finance",0,"2021-16-115"
"21422","mobility_finance",0,"2021-16-116"
"21423","mobility_finance",0,"2021-16-117"
"21424","mobility_finance",0,"2021-16-118"
"21425","mobility_finance",0,"2021-16-119"
"21426","mobility_finance",0,"2021-16-120"
"21427","mobility_finance",0,"2021-16-201"
"21428","mobility_finance",0,"2021-16-202"
"21429","mobility_finance",0,"2021-16-203"
"21430","mobility_finance",0,"2021-16-204"
"21431","mobility_finance",0,"2021-16-205"
"21432","mobility_finance",0,"2021-16-206"
"21433","mobility_finance",0,"2021-16-207"
"21434","mobility_finance",0,"2021-16-208"
"21435","mobility_finance",0,"2021-16-209"
"21436","mobility_finance",0,"2021-16-210"
"21437","mobility_finance",0,"2021-16-211"
"21438","mobility_finance",0,"2021-16-212"
"21439","mobility_finance",0,"2021-16-213"
"21440","mobility_finance",0,"2021-16-214"
"21441","mobility_finance",0,"2021-16-215"
"21442","mobility_finance",0,"2021-16-216"
"21443","mobility_finance",0,"2021-16-301"
"21444","mobility_finance",0,"2021-16-302"
"21445","mobility_finance",0,"2021-16-303"
"21446","mobility_finance",0,"2021-16-304"
"21447","mobility_finance",0,"2021-16-305"
"21448","mobility_finance",0,"2021-16-306"
"21449","mobility_finance",0,"2021-16-307"
"21450","mobility_finance",0,"2021-16-308"
"21451","mobility_finance",0,"2021-16-401"
"21452","mobility_finance",0,"2021-16-402"
"21453","mobility_finance",0,"2021-16-403"
"21454","mobility_finance",0,"2021-16-404"
"21455","mobility_finance",0,"2021-16-405"
"21456","mobility_finance",0,"2021-16-406"
"21457","mobility_finance",0,"2021-16-407"
"21458","mobility_finance",0,"2021-16-408"
"21459","mobility_finance",0,"2021-16-409"
"21460","mobility_finance",0,"2021-16-410"
"21461","mobility_finance",0,"2021-16-501"
"21462","mobility_finance",0,"2021-16-502"
"21463","mobility_finance",0,"2021-16-503"
"21464","mobility_finance",0,"2021-16-504"
"21465","mobility_finance",0,"2021-16-505"
"21466","mobility_finance",0,"2021-16-506"
"21467","mobility_finance",0,"2021-16-507"
"21468","mobility_finance",0,"2021-16-508"
"21469","mobility_finance",0,"2021-16-509"
"21470","mobility_finance",0,"2021-16-510"
"21471","mobility_finance",0,"2021-16-511"
