"","week","pob"
"19881","2023-50-610",53026.8539289617
"19882","2023-50-611",27990.0183551913
"19883","2023-50-612",4817.36391803279
"19884","2023-50-613",13632.9100327869
"19885","2023-50-701",92451.6444426229
"19886","2023-50-702",154440.996622951
"19887","2023-50-703",57019.8403224044
"19888","2023-50-704",45312.3796120219
"19889","2023-50-705",45176.3061584699
"19890","2023-50-706",57925.3610546448
"19891","2023-51-  0",5149911.21792623
"19892","2023-51-101",351764.269270492
"19893","2023-51-102",70735.345557377
"19894","2023-51-103",243627.254680328
"19895","2023-51-104",38982.3874098361
"19896","2023-51-105",17974.8969508197
"19897","2023-51-106",62587.360204918
"19898","2023-51-107",28686.0708360656
"19899","2023-51-108",139434.941032787
"19900","2023-51-109",61459.3776639344
"19901","2023-51-110",96300.4569426229
"19902","2023-51-111",71491.8328934426
"19903","2023-51-112",21929.0550819672
"19904","2023-51-113",84968.0820491803
"19905","2023-51-114",61535.6396393443
"19906","2023-51-115",61208.0357868852
"19907","2023-51-116",7325.95080327869
"19908","2023-51-117",7794.54913114754
"19909","2023-51-118",79119.6458032787
"19910","2023-51-119",134100.856803279
"19911","2023-51-120",13410.6059508197
"19912","2023-51-201",324252.011229508
"19913","2023-51-202",91632.279
"19914","2023-51-203",80155.8066803279
"19915","2023-51-204",7486.16585245902
"19916","2023-51-205",30296.3529672131
"19917","2023-51-206",49956.2674836066
"19918","2023-51-207",42298.5669344262
"19919","2023-51-208",35174.0684590164
"19920","2023-51-209",24876.7236721311
"19921","2023-51-210",208990.672713115
"19922","2023-51-211",14737.846295082
"19923","2023-51-212",22675.4621885246
"19924","2023-51-213",56382.7268032787
"19925","2023-51-214",36542.6735491803
"19926","2023-51-215",19799.1036147541
"19927","2023-51-216",17654.2305163934
"19928","2023-51-301",162700.253532787
"19929","2023-51-302",61321.7838196721
"19930","2023-51-303",113592.42252459
"19931","2023-51-304",15830.7115327869
"19932","2023-51-305",69099.3511311475
"19933","2023-51-306",15168.1866967213
"19934","2023-51-307",48696.3705163934
"19935","2023-51-308",45116.780647541
"19936","2023-51-401",145285.249729508
"19937","2023-51-402",48245.1829344262
"19938","2023-51-403",49691.5575819672
"19939","2023-51-404",44581.7972786885
"19940","2023-51-405",56152.2668360656
"19941","2023-51-406",23307.9060081967
"19942","2023-51-407",26339.2376967213
"19943","2023-51-408",21927.8287459016
"19944","2023-51-409",30385.0507622951
"19945","2023-51-410",93854.511147541
"19946","2023-51-501",80332.8024590164
"19947","2023-51-502",58483.4635983607
"19948","2023-51-503",72009.174557377
"19949","2023-51-504",25268.0582540984
"19950","2023-51-505",48896.2858360656
"19951","2023-51-506",32465.804204918
"19952","2023-51-507",20044.812442623
"19953","2023-51-508",24784.5940081967
"19954","2023-51-509",11470.4182786885
"19955","2023-51-510",27585.9105901639
"19956","2023-51-511",7138.34947540984
"19957","2023-51-601",142611.110647541
"19958","2023-51-602",34977.7273114754
"19959","2023-51-603",54474.6087540984
"19960","2023-51-604",14857.044442623
"19961","2023-51-605",29502.6072868852
"19962","2023-51-606",34538.5112295082
"19963","2023-51-607",32024.1695491803
"19964","2023-51-608",35841.1122540984
"19965","2023-51-609",22100.8652295082
"19966","2023-51-610",53031.3549672131
"19967","2023-51-611",28001.0256639344
"19968","2023-51-612",4817.7198852459
"19969","2023-51-613",13637.6382459016
"19970","2023-51-701",92447.2358196721
"19971","2023-51-702",154463.597672131
"19972","2023-51-703",57021.2299180328
"19973","2023-51-704",45322.6945901639
"19974","2023-51-705",45180.4166885246
"19975","2023-51-706",57936.8499098361
"19976","2023-52-  0",5150464.8742623
"19977","2023-52-101",351784.055038251
"19978","2023-52-102",70741.5679071038
"19979","2023-52-103",243647.482136612
"19980","2023-52-104",38985.6057650273
"19981","2023-52-105",17975.4628415301
"19982","2023-52-106",62591.085715847
"19983","2023-52-107",28687.7346939891
"19984","2023-52-108",139445.065327869
"19985","2023-52-109",61468.3269726776
"19986","2023-52-110",96315.6860928962
"19987","2023-52-111",71498.9456010929
"19988","2023-52-112",21930.0198196721
"19989","2023-52-113",84973.8581584699
"19990","2023-52-114",61537.3853934426
"19991","2023-52-115",61207.5682021858
"19992","2023-52-116",7326.86336612022
"19993","2023-52-117",7794.69364480874
"19994","2023-52-118",79124.1796994536
"19995","2023-52-119",134094.729699454
"19996","2023-52-120",13411.8718415301
"19997","2023-52-201",324299.540961749
"19998","2023-52-202",91643.5373333333
"19999","2023-52-203",80165.7908032787
"20000","2023-52-204",7486.92552459016
"20001","2023-52-205",30299.7106721311
"20002","2023-52-206",49961.4685027322
"20003","2023-52-207",42304.2486775956
"20004","2023-52-208",35179.7099234973
"20005","2023-52-209",24881.1083879781
"20006","2023-52-210",209026.290797814
"20007","2023-52-211",14739.2319508197
"20008","2023-52-212",22677.7095519126
"20009","2023-52-213",56390.6136994536
"20010","2023-52-214",36553.3274918033
"20011","2023-52-215",19801.642147541
"20012","2023-52-216",17658.9438306011
"20013","2023-52-301",162708.304661202
"20014","2023-52-302",61324.9305300546
"20015","2023-52-303",113602.408579235
"20016","2023-52-304",15829.9799945355
"20017","2023-52-305",69094.3926448087
"20018","2023-52-306",15168.6426338798
"20019","2023-52-307",48698.4518306011
"20020","2023-52-308",45119.1651420765
"20021","2023-52-401",145302.580295082
"20022","2023-52-402",48252.9693442623
"20023","2023-52-403",49696.1564863388
"20024","2023-52-404",44588.7397868852
"20025","2023-52-405",56160.2050273224
"20026","2023-52-406",23310.2854153005
"20027","2023-52-407",26341.5043005464
"20028","2023-52-408",21930.8594590164
"20029","2023-52-409",30386.0876229508
"20030","2023-52-410",93887.8368087432
"20031","2023-52-501",80350.3742568306
"20032","2023-52-502",58489.5873169399
"20033","2023-52-503",72025.2412404372
"20034","2023-52-504",25272.5968743169
"20035","2023-52-505",48908.6783606557
"20036","2023-52-506",32469.3663825137
"20037","2023-52-507",20045.5480928962
"20038","2023-52-508",24785.6830819672
"20039","2023-52-509",11470.3677868852
"20040","2023-52-510",27592.067568306
"20041","2023-52-511",7138.72808743169
"20042","2023-52-601",142634.159142077
"20043","2023-52-602",34984.5274480874
"20044","2023-52-603",54482.6042076503
"20045","2023-52-604",14858.4264262295
"20046","2023-52-605",29502.3158688525
"20047","2023-52-606",34544.7549617486
"20048","2023-52-607",32023.9361584699
"20049","2023-52-608",35838.1818743169
"20050","2023-52-609",22106.3856284153
"20051","2023-52-610",53035.8560054645
"20052","2023-52-611",28012.0329726776
"20053","2023-52-612",4818.07585245902
"20054","2023-52-613",13642.3664590164
"20055","2023-52-701",92442.8271967213
"20056","2023-52-702",154486.198721311
"20057","2023-52-703",57022.6195136612
"20058","2023-52-704",45333.009568306
"20059","2023-52-705",45184.5272185792
"20060","2023-52-706",57948.3387650273
"20061","2024-1-  0",5151018.53059836
"20062","2024-1-101",351803.840806011
"20063","2024-1-102",70747.7902568306
"20064","2024-1-103",243667.709592896
"20065","2024-1-104",38988.8241202186
"20066","2024-1-105",17976.0287322404
"20067","2024-1-106",62594.811226776
"20068","2024-1-107",28689.3985519126
"20069","2024-1-108",139455.189622951
"20070","2024-1-109",61477.2762814208
"20071","2024-1-110",96330.9152431694
"20072","2024-1-111",71506.0583087432
"20073","2024-1-112",21930.984557377
"20074","2024-1-113",84979.6342677596
"20075","2024-1-114",61539.131147541
"20076","2024-1-115",61207.1006174863
"20077","2024-1-116",7327.77592896175
"20078","2024-1-117",7794.83815846995
"20079","2024-1-118",79128.7135956284
"20080","2024-1-119",134088.602595628
"20081","2024-1-120",13413.1377322404
"20082","2024-1-201",324347.070693989
"20083","2024-1-202",91654.7956666667
"20084","2024-1-203",80175.7749262295
"20085","2024-1-204",7487.68519672131
"20086","2024-1-205",30303.0683770492
"20087","2024-1-206",49966.6695218579
"20088","2024-1-207",42309.930420765
"20089","2024-1-208",35185.3513879781
"20090","2024-1-209",24885.4931038251
"20091","2024-1-210",209061.908882514
"20092","2024-1-211",14740.6176065574
"20093","2024-1-212",22679.9569153005
"20094","2024-1-213",56398.5005956284
"20095","2024-1-214",36563.9814344262
"20096","2024-1-215",19804.1806803279
"20097","2024-1-216",17663.6571448087
"20098","2024-1-301",162716.355789617
"20099","2024-1-302",61328.0772404372
"20100","2024-1-303",113612.39463388
"20101","2024-1-304",15829.2484562842
"20102","2024-1-305",69089.4341584699
"20103","2024-1-306",15169.0985710383
"20104","2024-1-307",48700.5331448087
"20105","2024-1-308",45121.549636612
"20106","2024-1-401",145319.910860656
"20107","2024-1-402",48260.7557540984
"20108","2024-1-403",49700.7553907104
"20109","2024-1-404",44595.682295082
"20110","2024-1-405",56168.1432185792
"20111","2024-1-406",23312.6648224044
"20112","2024-1-407",26343.7709043716
"20113","2024-1-408",21933.8901721311
"20114","2024-1-409",30387.1244836066
"20115","2024-1-410",93921.1624699454
"20116","2024-1-501",80367.9460546448
"20117","2024-1-502",58495.7110355191
"20118","2024-1-503",72041.3079234973
"20119","2024-1-504",25277.1354945355
"20120","2024-1-505",48921.0708852459
"20121","2024-1-506",32472.9285601093
"20122","2024-1-507",20046.2837431694
"20123","2024-1-508",24786.7721557377
"20124","2024-1-509",11470.317295082
"20125","2024-1-510",27598.2245464481
"20126","2024-1-511",7139.10669945355
"20127","2024-1-601",142657.207636612
"20128","2024-1-602",34991.3275846995
"20129","2024-1-603",54490.5996612022
"20130","2024-1-604",14859.8084098361
"20131","2024-1-605",29502.0244508197
"20132","2024-1-606",34550.9986939891
"20133","2024-1-607",32023.7027677596
"20134","2024-1-608",35835.2514945355
"20135","2024-1-609",22111.9060273224
"20136","2024-1-610",53040.3570437158
"20137","2024-1-611",28023.0402814208
"20138","2024-1-612",4818.43181967213
"20139","2024-1-613",13647.0946721311
"20140","2024-1-701",92438.4185737705
"20141","2024-1-702",154508.799770492
"20142","2024-1-703",57024.0091092896
"20143","2024-1-704",45343.3245464481
"20144","2024-1-705",45188.6377486339
"20145","2024-1-706",57959.8276202186
"20146","2024-2-  0",5151572.18693443
"20147","2024-2-101",351823.62657377
"20148","2024-2-102",70754.0126065574
"20149","2024-2-103",243687.93704918
"20150","2024-2-104",38992.0424754098
"20151","2024-2-105",17976.5946229508
"20152","2024-2-106",62598.5367377049
"20153","2024-2-107",28691.0624098361
"20154","2024-2-108",139465.313918033
"20155","2024-2-109",61486.2255901639
"20156","2024-2-110",96346.1443934426
"20157","2024-2-111",71513.1710163934
"20158","2024-2-112",21931.949295082
"20159","2024-2-113",84985.4103770492
"20160","2024-2-114",61540.8769016393
"20161","2024-2-115",61206.6330327869
"20162","2024-2-116",7328.68849180328
"20163","2024-2-117",7794.98267213115
"20164","2024-2-118",79133.2474918033
"20165","2024-2-119",134082.475491803
"20166","2024-2-120",13414.4036229508
"20167","2024-2-201",324394.60042623
"20168","2024-2-202",91666.054
"20169","2024-2-203",80185.7590491803
"20170","2024-2-204",7488.44486885246
"20171","2024-2-205",30306.4260819672
"20172","2024-2-206",49971.8705409836
"20173","2024-2-207",42315.6121639344
"20174","2024-2-208",35190.992852459
"20175","2024-2-209",24889.8778196721
"20176","2024-2-210",209097.526967213
"20177","2024-2-211",14742.0032622951
"20178","2024-2-212",22682.2042786885
"20179","2024-2-213",56406.3874918033
"20180","2024-2-214",36574.6353770492
"20181","2024-2-215",19806.7192131148
"20182","2024-2-216",17668.3704590164
"20183","2024-2-301",162724.406918033
"20184","2024-2-302",61331.2239508197
"20185","2024-2-303",113622.380688525
"20186","2024-2-304",15828.5169180328
"20187","2024-2-305",69084.4756721311
"20188","2024-2-306",15169.5545081967
"20189","2024-2-307",48702.6144590164
"20190","2024-2-308",45123.9341311475
"20191","2024-2-401",145337.24142623
"20192","2024-2-402",48268.5421639344
"20193","2024-2-403",49705.354295082
"20194","2024-2-404",44602.6248032787
"20195","2024-2-405",56176.0814098361
"20196","2024-2-406",23315.0442295082
"20197","2024-2-407",26346.0375081967
"20198","2024-2-408",21936.9208852459
"20199","2024-2-409",30388.1613442623
"20200","2024-2-410",93954.4881311475
"20201","2024-2-501",80385.517852459
"20202","2024-2-502",58501.8347540984
"20203","2024-2-503",72057.3746065574
"20204","2024-2-504",25281.6741147541
"20205","2024-2-505",48933.4634098361
"20206","2024-2-506",32476.4907377049
"20207","2024-2-507",20047.0193934426
"20208","2024-2-508",24787.8612295082
"20209","2024-2-509",11470.2668032787
"20210","2024-2-510",27604.3815245902
"20211","2024-2-511",7139.48531147541
"20212","2024-2-601",142680.256131148
"20213","2024-2-602",34998.1277213115
"20214","2024-2-603",54498.5951147541
"20215","2024-2-604",14861.1903934426
"20216","2024-2-605",29501.7330327869
"20217","2024-2-606",34557.2424262295
"20218","2024-2-607",32023.4693770492
"20219","2024-2-608",35832.3211147541
"20220","2024-2-609",22117.4264262295
"20221","2024-2-610",53044.8580819672
"20222","2024-2-611",28034.0475901639
"20223","2024-2-612",4818.78778688525
"20224","2024-2-613",13651.8228852459
"20225","2024-2-701",92434.0099508197
"20226","2024-2-702",154531.400819672
"20227","2024-2-703",57025.398704918
"20228","2024-2-704",45353.6395245902
"20229","2024-2-705",45192.7482786885
"20230","2024-2-706",57971.3164754098
"20231","2024-3-  0",5152125.84327049
"20232","2024-3-101",351843.41234153
"20233","2024-3-102",70760.2349562842
"20234","2024-3-103",243708.164505464
"20235","2024-3-104",38995.2608306011
"20236","2024-3-105",17977.1605136612
"20237","2024-3-106",62602.2622486339
"20238","2024-3-107",28692.7262677596
"20239","2024-3-108",139475.438213115
"20240","2024-3-109",61495.1748989071
"20241","2024-3-110",96361.3735437158
"20242","2024-3-111",71520.2837240437
"20243","2024-3-112",21932.9140327869
"20244","2024-3-113",84991.1864863388
"20245","2024-3-114",61542.6226557377
"20246","2024-3-115",61206.1654480874
"20247","2024-3-116",7329.60105464481
"20248","2024-3-117",7795.12718579235
"20249","2024-3-118",79137.7813879781
"20250","2024-3-119",134076.348387978
"20251","2024-3-120",13415.6695136612
"20252","2024-3-201",324442.13015847
"20253","2024-3-202",91677.3123333333
"20254","2024-3-203",80195.7431721311
"20255","2024-3-204",7489.20454098361
"20256","2024-3-205",30309.7837868852
"20257","2024-3-206",49977.0715601093
"20258","2024-3-207",42321.2939071038
"20259","2024-3-208",35196.6343169399
"20260","2024-3-209",24894.2625355191
"20261","2024-3-210",209133.145051913
"20262","2024-3-211",14743.3889180328
"20263","2024-3-212",22684.4516420765
"20264","2024-3-213",56414.2743879781
"20265","2024-3-214",36585.2893196721
"20266","2024-3-215",19809.2577459016
"20267","2024-3-216",17673.083773224
"20268","2024-3-301",162732.458046448
"20269","2024-3-302",61334.3706612022
"20270","2024-3-303",113632.366743169
"20271","2024-3-304",15827.7853797814
"20272","2024-3-305",69079.5171857923
"20273","2024-3-306",15170.0104453552
"20274","2024-3-307",48704.695773224
"20275","2024-3-308",45126.3186256831
"20276","2024-3-401",145354.571991803
"20277","2024-3-402",48276.3285737705
"20278","2024-3-403",49709.9531994536
"20279","2024-3-404",44609.5673114754
"20280","2024-3-405",56184.0196010929
"20281","2024-3-406",23317.423636612
"20282","2024-3-407",26348.3041120219
"20283","2024-3-408",21939.9515983607
"20284","2024-3-409",30389.198204918
"20285","2024-3-410",93987.8137923497
"20286","2024-3-501",80403.0896502732
"20287","2024-3-502",58507.9584726776
"20288","2024-3-503",72073.4412896175
"20289","2024-3-504",25286.2127349727
"20290","2024-3-505",48945.8559344262
"20291","2024-3-506",32480.0529153005
"20292","2024-3-507",20047.7550437158
"20293","2024-3-508",24788.9503032787
"20294","2024-3-509",11470.2163114754
"20295","2024-3-510",27610.5385027322
"20296","2024-3-511",7139.86392349727
"20297","2024-3-601",142703.304625683
"20298","2024-3-602",35004.9278579235
"20299","2024-3-603",54506.590568306
"20300","2024-3-604",14862.5723770492
"20301","2024-3-605",29501.4416147541
"20302","2024-3-606",34563.4861584699
"20303","2024-3-607",32023.2359863388
"20304","2024-3-608",35829.3907349727
"20305","2024-3-609",22122.9468251366
"20306","2024-3-610",53049.3591202186
"20307","2024-3-611",28045.0548989071
"20308","2024-3-612",4819.14375409836
"20309","2024-3-613",13656.5510983607
"20310","2024-3-701",92429.6013278688
"20311","2024-3-702",154554.001868852
"20312","2024-3-703",57026.7883005465
"20313","2024-3-704",45363.9545027322
"20314","2024-3-705",45196.8588087432
"20315","2024-3-706",57982.8053306011
"20316","2024-4-  0",5152679.49960656
"20317","2024-4-101",351863.19810929
"20318","2024-4-102",70766.4573060109
"20319","2024-4-103",243728.391961749
"20320","2024-4-104",38998.4791857923
"20321","2024-4-105",17977.7264043716
"20322","2024-4-106",62605.9877595628
"20323","2024-4-107",28694.3901256831
"20324","2024-4-108",139485.562508197
"20325","2024-4-109",61504.1242076503
"20326","2024-4-110",96376.6026939891
"20327","2024-4-111",71527.396431694
"20328","2024-4-112",21933.8787704918
"20329","2024-4-113",84996.9625956284
"20330","2024-4-114",61544.3684098361
"20331","2024-4-115",61205.697863388
"20332","2024-4-116",7330.51361748634
"20333","2024-4-117",7795.27169945355
"20334","2024-4-118",79142.315284153
"20335","2024-4-119",134070.221284153
"20336","2024-4-120",13416.9354043716
"20337","2024-4-201",324489.65989071
"20338","2024-4-202",91688.5706666667
"20339","2024-4-203",80205.727295082
"20340","2024-4-204",7489.96421311475
"20341","2024-4-205",30313.1414918033
"20342","2024-4-206",49982.272579235
"20343","2024-4-207",42326.9756502732
"20344","2024-4-208",35202.2757814208
"20345","2024-4-209",24898.6472513661
"20346","2024-4-210",209168.763136612
"20347","2024-4-211",14744.7745737705
"20348","2024-4-212",22686.6990054645
"20349","2024-4-213",56422.161284153
"20350","2024-4-214",36595.9432622951
"20351","2024-4-215",19811.7962786885
"20352","2024-4-216",17677.7970874317
"20353","2024-4-301",162740.509174863
"20354","2024-4-302",61337.5173715847
"20355","2024-4-303",113642.352797814
"20356","2024-4-304",15827.0538415301
"20357","2024-4-305",69074.5586994535
"20358","2024-4-306",15170.4663825137
"20359","2024-4-307",48706.7770874317
"20360","2024-4-308",45128.7031202186
"20361","2024-4-401",145371.902557377
"20362","2024-4-402",48284.1149836066
"20363","2024-4-403",49714.5521038251
"20364","2024-4-404",44616.5098196721
"20365","2024-4-405",56191.9577923497
"20366","2024-4-406",23319.8030437158
"20367","2024-4-407",26350.570715847
"20368","2024-4-408",21942.9823114754
"20369","2024-4-409",30390.2350655738
"20370","2024-4-410",94021.1394535519
"20371","2024-4-501",80420.6614480874
"20372","2024-4-502",58514.0821912568
"20373","2024-4-503",72089.5079726776
"20374","2024-4-504",25290.7513551913
"20375","2024-4-505",48958.2484590164
"20376","2024-4-506",32483.6150928962
"20377","2024-4-507",20048.4906939891
"20378","2024-4-508",24790.0393770492
"20379","2024-4-509",11470.1658196721
"20380","2024-4-510",27616.6954808743
"20381","2024-4-511",7140.24253551913
"20382","2024-4-601",142726.353120219
"20383","2024-4-602",35011.7279945355
"20384","2024-4-603",54514.5860218579
"20385","2024-4-604",14863.9543606557
"20386","2024-4-605",29501.1501967213
"20387","2024-4-606",34569.7298907104
"20388","2024-4-607",32023.0025956284
"20389","2024-4-608",35826.4603551913
"20390","2024-4-609",22128.4672240437
"20391","2024-4-610",53053.8601584699
"20392","2024-4-611",28056.0622076503
"20393","2024-4-612",4819.49972131148
"20394","2024-4-613",13661.2793114754
"20395","2024-4-701",92425.192704918
"20396","2024-4-702",154576.602918033
"20397","2024-4-703",57028.1778961749
"20398","2024-4-704",45374.2694808743
"20399","2024-4-705",45200.9693387978
"20400","2024-4-706",57994.2941857924
"20401","2024-5-  0",5153233.15594262
"20402","2024-5-101",351882.983877049
"20403","2024-5-102",70772.6796557377
"20404","2024-5-103",243748.619418033
"20405","2024-5-104",39001.6975409836
"20406","2024-5-105",17978.292295082
"20407","2024-5-106",62609.7132704918
"20408","2024-5-107",28696.0539836066
"20409","2024-5-108",139495.686803279
"20410","2024-5-109",61513.0735163934
"20411","2024-5-110",96391.8318442623
"20412","2024-5-111",71534.5091393443
"20413","2024-5-112",21934.8435081967
"20414","2024-5-113",85002.738704918
"20415","2024-5-114",61546.1141639344
"20416","2024-5-115",61205.2302786885
"20417","2024-5-116",7331.42618032787
"20418","2024-5-117",7795.41621311475
"20419","2024-5-118",79146.8491803279
"20420","2024-5-119",134064.094180328
"20421","2024-5-120",13418.201295082
"20422","2024-5-201",324537.189622951
"20423","2024-5-202",91699.829
"20424","2024-5-203",80215.7114180328
"20425","2024-5-204",7490.7238852459
"20426","2024-5-205",30316.4991967213
"20427","2024-5-206",49987.4735983607
"20428","2024-5-207",42332.6573934426
"20429","2024-5-208",35207.9172459016
"20430","2024-5-209",24903.0319672131
"20431","2024-5-210",209204.381221311
"20432","2024-5-211",14746.1602295082
"20433","2024-5-212",22688.9463688525
"20434","2024-5-213",56430.0481803279
"20435","2024-5-214",36606.597204918
"20436","2024-5-215",19814.3348114754
"20437","2024-5-216",17682.5104016393
"20438","2024-5-301",162748.560303279
"20439","2024-5-302",61340.6640819672
"20440","2024-5-303",113652.338852459
"20441","2024-5-304",15826.3223032787
"20442","2024-5-305",69069.6002131148
"20443","2024-5-306",15170.9223196721
"20444","2024-5-307",48708.8584016393
"20445","2024-5-308",45131.0876147541
"20446","2024-5-401",145389.233122951
"20447","2024-5-402",48291.9013934426
"20448","2024-5-403",49719.1510081967
"20449","2024-5-404",44623.4523278689
"20450","2024-5-405",56199.8959836066
"20451","2024-5-406",23322.1824508197
"20452","2024-5-407",26352.8373196721
"20453","2024-5-408",21946.0130245902
"20454","2024-5-409",30391.2719262295
"20455","2024-5-410",94054.4651147541
"20456","2024-5-501",80438.2332459016
"20457","2024-5-502",58520.2059098361
"20458","2024-5-503",72105.5746557377
"20459","2024-5-504",25295.2899754098
"20460","2024-5-505",48970.6409836066
"20461","2024-5-506",32487.1772704918
"20462","2024-5-507",20049.2263442623
"20463","2024-5-508",24791.1284508197
"20464","2024-5-509",11470.1153278689
"20465","2024-5-510",27622.8524590164
"20466","2024-5-511",7140.62114754098
"20467","2024-5-601",142749.401614754
"20468","2024-5-602",35018.5281311475
"20469","2024-5-603",54522.5814754098
"20470","2024-5-604",14865.3363442623
"20471","2024-5-605",29500.8587786885
"20472","2024-5-606",34575.9736229508
"20473","2024-5-607",32022.769204918
"20474","2024-5-608",35823.5299754098
"20475","2024-5-609",22133.9876229508
"20476","2024-5-610",53058.3611967213
"20477","2024-5-611",28067.0695163934
"20478","2024-5-612",4819.85568852459
"20479","2024-5-613",13666.0075245902
"20480","2024-5-701",92420.7840819672
"20481","2024-5-702",154599.203967213
"20482","2024-5-703",57029.5674918033
"20483","2024-5-704",45384.5844590164
"20484","2024-5-705",45205.0798688525
"20485","2024-5-706",58005.7830409836
"20486","2024-6-  0",5153786.81227869
"20487","2024-6-101",351902.769644809
"20488","2024-6-102",70778.9020054645
"20489","2024-6-103",243768.846874317
"20490","2024-6-104",39004.9158961749
"20491","2024-6-105",17978.8581857923
"20492","2024-6-106",62613.4387814208
"20493","2024-6-107",28697.7178415301
"20494","2024-6-108",139505.811098361
"20495","2024-6-109",61522.0228251366
"20496","2024-6-110",96407.0609945355
"20497","2024-6-111",71541.6218469945
"20498","2024-6-112",21935.8082459016
"20499","2024-6-113",85008.5148142077
"20500","2024-6-114",61547.8599180328
"20501","2024-6-115",61204.7626939891
"20502","2024-6-116",7332.3387431694
"20503","2024-6-117",7795.56072677596
"20504","2024-6-118",79151.3830765027
"20505","2024-6-119",134057.967076503
"20506","2024-6-120",13419.4671857923
"20507","2024-6-201",324584.719355191
"20508","2024-6-202",91711.0873333333
"20509","2024-6-203",80225.6955409836
"20510","2024-6-204",7491.48355737705
"20511","2024-6-205",30319.8569016393
"20512","2024-6-206",49992.6746174863
"20513","2024-6-207",42338.339136612
"20514","2024-6-208",35213.5587103825
"20515","2024-6-209",24907.4166830601
"20516","2024-6-210",209239.999306011
"20517","2024-6-211",14747.5458852459
"20518","2024-6-212",22691.1937322404
"20519","2024-6-213",56437.9350765027
"20520","2024-6-214",36617.251147541
"20521","2024-6-215",19816.8733442623
"20522","2024-6-216",17687.223715847
"20523","2024-6-301",162756.611431694
"20524","2024-6-302",61343.8107923497
"20525","2024-6-303",113662.324907104
"20526","2024-6-304",15825.5907650273
"20527","2024-6-305",69064.641726776
"20528","2024-6-306",15171.3782568306
"20529","2024-6-307",48710.939715847
"20530","2024-6-308",45133.4721092896
"20531","2024-6-401",145406.563688525
"20532","2024-6-402",48299.6878032787
"20533","2024-6-403",49723.7499125683
"20534","2024-6-404",44630.3948360656
"20535","2024-6-405",56207.8341748634
"20536","2024-6-406",23324.5618579235
"20537","2024-6-407",26355.1039234973
"20538","2024-6-408",21949.0437377049
"20539","2024-6-409",30392.3087868852
"20540","2024-6-410",94087.7907759563
"20541","2024-6-501",80455.8050437158
"20542","2024-6-502",58526.3296284153
"20543","2024-6-503",72121.6413387978
"20544","2024-6-504",25299.8285956284
"20545","2024-6-505",48983.0335081967
"20546","2024-6-506",32490.7394480874
"20547","2024-6-507",20049.9619945355
"20548","2024-6-508",24792.2175245902
"20549","2024-6-509",11470.0648360656
"20550","2024-6-510",27629.0094371585
"20551","2024-6-511",7140.99975956284
"20552","2024-6-601",142772.45010929
"20553","2024-6-602",35025.3282677596
"20554","2024-6-603",54530.5769289617
"20555","2024-6-604",14866.7183278689
"20556","2024-6-605",29500.5673606557
"20557","2024-6-606",34582.2173551913
"20558","2024-6-607",32022.5358142077
"20559","2024-6-608",35820.5995956284
"20560","2024-6-609",22139.5080218579
"20561","2024-6-610",53062.8622349727
"20562","2024-6-611",28078.0768251366
"20563","2024-6-612",4820.2116557377
"20564","2024-6-613",13670.7357377049
"20565","2024-6-701",92416.3754590164
"20566","2024-6-702",154621.805016393
"20567","2024-6-703",57030.9570874317
"20568","2024-6-704",45394.8994371585
"20569","2024-6-705",45209.1903989071
"20570","2024-6-706",58017.2718961749
"20571","2024-7-  0",5154340.46861475
"20572","2024-7-101",351922.555412568
"20573","2024-7-102",70785.1243551913
"20574","2024-7-103",243789.074330601
"20575","2024-7-104",39008.1342513661
"20576","2024-7-105",17979.4240765027
"20577","2024-7-106",62617.1642923497
"20578","2024-7-107",28699.3816994536
"20579","2024-7-108",139515.935393443
"20580","2024-7-109",61530.9721338798
"20581","2024-7-110",96422.2901448087
"20582","2024-7-111",71548.7345546448
"20583","2024-7-112",21936.7729836066
"20584","2024-7-113",85014.2909234973
"20585","2024-7-114",61549.6056721311
"20586","2024-7-115",61204.2951092896
"20587","2024-7-116",7333.25130601093
"20588","2024-7-117",7795.70524043716
"20589","2024-7-118",79155.9169726776
"20590","2024-7-119",134051.839972678
"20591","2024-7-120",13420.7330765027
"20592","2024-7-201",324632.249087432
"20593","2024-7-202",91722.3456666667
"20594","2024-7-203",80235.6796639344
"20595","2024-7-204",7492.2432295082
"20596","2024-7-205",30323.2146065574
"20597","2024-7-206",49997.875636612
"20598","2024-7-207",42344.0208797814
"20599","2024-7-208",35219.2001748634
"20600","2024-7-209",24911.8013989071
"20601","2024-7-210",209275.61739071
"20602","2024-7-211",14748.9315409836
"20603","2024-7-212",22693.4410956284
"20604","2024-7-213",56445.8219726776
"20605","2024-7-214",36627.9050901639
"20606","2024-7-215",19819.4118770492
"20607","2024-7-216",17691.9370300546
"20608","2024-7-301",162764.662560109
"20609","2024-7-302",61346.9575027322
"20610","2024-7-303",113672.310961749
"20611","2024-7-304",15824.859226776
"20612","2024-7-305",69059.6832404372
"20613","2024-7-306",15171.8341939891
"20614","2024-7-307",48713.0210300546
"20615","2024-7-308",45135.8566038251
"20616","2024-7-401",145423.894254098
"20617","2024-7-402",48307.4742131148
"20618","2024-7-403",49728.3488169399
"20619","2024-7-404",44637.3373442623
"20620","2024-7-405",56215.7723661202
"20621","2024-7-406",23326.9412650273
"20622","2024-7-407",26357.3705273224
"20623","2024-7-408",21952.0744508197
"20624","2024-7-409",30393.345647541
