"","week","pob"
"1903","2019-48-212",22216.5051256831
"1904","2019-48-213",54641.1719781421
"1905","2019-48-214",34284.233704918
"1906","2019-48-215",19231.6449945355
"1907","2019-48-216",16689.5631420765
"1908","2019-48-301",161002.463459016
"1909","2019-48-302",60593.4006284153
"1910","2019-48-303",111427.741655738
"1911","2019-48-304",15998.2605191257
"1912","2019-48-305",70218.4310437158
"1913","2019-48-306",15071.8377595628
"1914","2019-48-307",48219.3927486339
"1915","2019-48-308",44577.2488469945
"1916","2019-48-401",141667.666142076
"1917","2019-48-402",46591.4607814208
"1918","2019-48-403",48726.0019180328
"1919","2019-48-404",43143.7205300546
"1920","2019-48-405",54490.4885519126
"1921","2019-48-406",22798.5076994536
"1922","2019-48-407",25861.1318360656
"1923","2019-48-408",21266.9226775956
"1924","2019-48-409",30156.0366502732
"1925","2019-48-410",86835.8796557377
"1926","2019-48-501",76527.1310273224
"1927","2019-48-502",57291.1806830601
"1928","2019-48-503",68661.160010929
"1929","2019-48-504",24312.5692404372
"1930","2019-48-505",46311.7438306011
"1931","2019-48-506",31665.669726776
"1932","2019-48-507",19903.3138306011
"1933","2019-48-508",24577.8418306011
"1934","2019-48-509",11480.8853825137
"1935","2019-48-510",26217.9585081967
"1936","2019-48-511",7102.06817486339
"1937","2019-48-601",137955.88542623
"1938","2019-48-602",33557.1785628415
"1939","2019-48-603",52741.9426448087
"1940","2019-48-604",14594.2516666667
"1941","2019-48-605",29567.5013715847
"1942","2019-48-606",33197.0667704918
"1943","2019-48-607",32046.2707540984
"1944","2019-48-608",36408.8127322404
"1945","2019-48-609",20953.8309562842
"1946","2019-48-610",52041.3781311475
"1947","2019-48-611",25656.2643060109
"1948","2019-48-612",4734.607
"1949","2019-48-613",12638.9438032787
"1950","2019-48-701",93365.3118743169
"1951","2019-48-702",149462.327934426
"1952","2019-48-703",56921.2995464481
"1953","2019-48-704",43112.5599781421
"1954","2019-48-705",44240.6787213115
"1955","2019-48-706",55418.6917322404
"1956","2019-49-  0",5034346.7880765
"1957","2019-49-101",348113.790281421
"1958","2019-49-102",69483.6879098361
"1959","2019-49-103",239280.859480874
"1960","2019-49-104",38320.3712978142
"1961","2019-49-105",17858.3102650273
"1962","2019-49-106",61747.5869071038
"1963","2019-49-107",28342.1080819672
"1964","2019-49-108",137357.001019126
"1965","2019-49-109",59545.3376530055
"1966","2019-49-110",93058.6807076503
"1967","2019-49-111",69940.0239726776
"1968","2019-49-112",21728.1571420765
"1969","2019-49-113",83826.9006338798
"1970","2019-49-114",61172.9897349727
"1971","2019-49-115",61389.9278989071
"1972","2019-49-116",7143.42698087432
"1973","2019-49-117",7764.51543715847
"1974","2019-49-118",78185.9373852459
"1975","2019-49-119",135488.644357924
"1976","2019-49-120",13142.4360628415
"1977","2019-49-201",314451.339409836
"1978","2019-49-202",89463.9785327869
"1979","2019-49-203",78108.7713961749
"1980","2019-49-204",7338.58929234973
"1981","2019-49-205",29618.8218060109
"1982","2019-49-206",48887.4754781421
"1983","2019-49-207",41101.2215628415
"1984","2019-49-208",34011.8712431694
"1985","2019-49-209",23982.8541065574
"1986","2019-49-210",201332.325959016
"1987","2019-49-211",14446.3177814208
"1988","2019-49-212",22218.8242677596
"1989","2019-49-213",54650.196431694
"1990","2019-49-214",34295.0998278688
"1991","2019-49-215",19234.5993579235
"1992","2019-49-216",16694.1071939891
"1993","2019-49-301",161011.641434426
"1994","2019-49-302",60597.4818387978
"1995","2019-49-303",111438.91204918
"1996","2019-49-304",15997.5644972678
"1997","2019-49-305",70213.563136612
"1998","2019-49-306",15072.4172486339
"1999","2019-49-307",48222.1114644809
"2000","2019-49-308",44580.2095218579
"2001","2019-49-401",141685.317693989
"2002","2019-49-402",46599.5918169399
"2003","2019-49-403",48730.8898688525
"2004","2019-49-404",43151.0317814208
"2005","2019-49-405",54498.5298497268
"2006","2019-49-406",22801.1561857924
"2007","2019-49-407",25863.7747377049
"2008","2019-49-408",21270.2796174863
"2009","2019-49-409",30157.4039071038
"2010","2019-49-410",86869.2330491803
"2011","2019-49-501",76545.9242103825
"2012","2019-49-502",57297.0607595628
"2013","2019-49-503",68677.455284153
"2014","2019-49-504",24317.2327513661
"2015","2019-49-505",46324.0925956284
"2016","2019-49-506",31669.8878961749
"2017","2019-49-507",19904.1265956284
"2018","2019-49-508",24579.0955956284
"2019","2019-49-509",11481.1434453552
"2020","2019-49-510",26225.0542131148
"2021","2019-49-511",7102.06354644809
"2022","2019-49-601",137977.886081967
"2023","2019-49-602",33563.8996338798
"2024","2019-49-603",52750.6462650273
"2025","2019-49-604",14595.5863333333
"2026","2019-49-605",29567.5221612022
"2027","2019-49-606",33203.7075327869
"2028","2019-49-607",32046.5881065574
"2029","2019-49-608",36406.4365382514
"2030","2019-49-609",20959.262363388
"2031","2019-49-610",52046.6019098361
"2032","2019-49-611",25667.4579562842
"2033","2019-49-612",4735.1005
"2034","2019-49-613",12643.7938852459
"2035","2019-49-701",93361.8622322404
"2036","2019-49-702",149487.798295082
"2037","2019-49-703",56920.6507076503
"2038","2019-49-704",43123.460431694
"2039","2019-49-705",44245.7372540984
"2040","2019-49-706",55431.4530382514
"2041","2019-50-  0",5034928.38368852
"2042","2019-50-101",348132.109032787
"2043","2019-50-102",69489.8146885246
"2044","2019-50-103",239303.406327869
"2045","2019-50-104",38323.8401803279
"2046","2019-50-105",17858.9918852459
"2047","2019-50-106",61752.2301639344
"2048","2019-50-107",28343.8717377049
"2049","2019-50-108",137367.784672131
"2050","2019-50-109",59554.7993770492
"2051","2019-50-110",93074.8808688525
"2052","2019-50-111",69948.0717540984
"2053","2019-50-112",21729.4132786885
"2054","2019-50-113",83832.760704918
"2055","2019-50-114",61175.2131147541
"2056","2019-50-115",61389.4275901639
"2057","2019-50-116",7144.34032786885
"2058","2019-50-117",7764.73993442623
"2059","2019-50-118",78190.9939672131
"2060","2019-50-119",135482.512721311
"2061","2019-50-120",13143.8460655738
"2062","2019-50-201",314498.748688525
"2063","2019-50-202",89473.783295082
"2064","2019-50-203",78118.8450655738
"2065","2019-50-204",7339.35713114754
"2066","2019-50-205",29622.2017540984
"2067","2019-50-206",48892.7958032787
"2068","2019-50-207",41107.2200655738
"2069","2019-50-208",34017.4916885246
"2070","2019-50-209",23987.1544590164
"2071","2019-50-210",201370.847131148
"2072","2019-50-211",14447.8750327869
"2073","2019-50-212",22221.1434098361
"2074","2019-50-213",54659.2208852459
"2075","2019-50-214",34305.9659508197
"2076","2019-50-215",19237.5537213115
"2077","2019-50-216",16698.6512459016
"2078","2019-50-301",161020.819409836
"2079","2019-50-302",60601.5630491803
"2080","2019-50-303",111450.082442623
"2081","2019-50-304",15996.8684754098
"2082","2019-50-305",70208.6952295082
"2083","2019-50-306",15072.9967377049
"2084","2019-50-307",48224.8301803279
"2085","2019-50-308",44583.1701967213
"2086","2019-50-401",141702.969245902
"2087","2019-50-402",46607.722852459
"2088","2019-50-403",48735.7778196721
"2089","2019-50-404",43158.3430327869
"2090","2019-50-405",54506.571147541
"2091","2019-50-406",22803.8046721311
"2092","2019-50-407",25866.4176393443
"2093","2019-50-408",21273.636557377
"2094","2019-50-409",30158.7711639344
"2095","2019-50-410",86902.586442623
"2096","2019-50-501",76564.7173934426
"2097","2019-50-502",57302.9408360656
"2098","2019-50-503",68693.750557377
"2099","2019-50-504",24321.8962622951
"2100","2019-50-505",46336.4413606557
"2101","2019-50-506",31674.1060655738
"2102","2019-50-507",19904.9393606557
"2103","2019-50-508",24580.3493606557
"2104","2019-50-509",11481.4015081967
"2105","2019-50-510",26232.1499180328
"2106","2019-50-511",7102.05891803279
"2107","2019-50-601",137999.886737705
"2108","2019-50-602",33570.620704918
"2109","2019-50-603",52759.3498852459
"2110","2019-50-604",14596.921
"2111","2019-50-605",29567.5429508197
"2112","2019-50-606",33210.348295082
"2113","2019-50-607",32046.9054590164
"2114","2019-50-608",36404.0603442623
"2115","2019-50-609",20964.6937704918
"2116","2019-50-610",52051.8256885246
"2117","2019-50-611",25678.6516065574
"2118","2019-50-612",4735.594
"2119","2019-50-613",12648.6439672131
"2120","2019-50-701",93358.4125901639
"2121","2019-50-702",149513.268655738
"2122","2019-50-703",56920.0018688525
"2123","2019-50-704",43134.3608852459
"2124","2019-50-705",44250.7957868852
"2125","2019-50-706",55444.2143442623
"2126","2019-51-  0",5035509.97930055
"2127","2019-51-101",348150.427784153
"2128","2019-51-102",69495.9414672131
"2129","2019-51-103",239325.953174863
"2130","2019-51-104",38327.3090628415
"2131","2019-51-105",17859.6735054645
"2132","2019-51-106",61756.873420765
"2133","2019-51-107",28345.6353934426
"2134","2019-51-108",137378.568325137
"2135","2019-51-109",59564.2611010929
"2136","2019-51-110",93091.0810300546
"2137","2019-51-111",69956.1195355191
"2138","2019-51-112",21730.6694153005
"2139","2019-51-113",83838.6207759563
"2140","2019-51-114",61177.4364945355
"2141","2019-51-115",61388.9272814208
"2142","2019-51-116",7145.25367486339
"2143","2019-51-117",7764.96443169399
"2144","2019-51-118",78196.0505491803
"2145","2019-51-119",135476.381084699
"2146","2019-51-120",13145.256068306
"2147","2019-51-201",314546.157967213
"2148","2019-51-202",89483.5880573771
"2149","2019-51-203",78128.9187349727
"2150","2019-51-204",7340.12496994536
"2151","2019-51-205",29625.5817021858
"2152","2019-51-206",48898.1161284153
"2153","2019-51-207",41113.218568306
"2154","2019-51-208",34023.1121338798
"2155","2019-51-209",23991.4548114754
"2156","2019-51-210",201409.368303279
"2157","2019-51-211",14449.432284153
"2158","2019-51-212",22223.4625519126
"2159","2019-51-213",54668.2453387978
"2160","2019-51-214",34316.8320737705
"2161","2019-51-215",19240.5080846995
"2162","2019-51-216",16703.1952978142
"2163","2019-51-301",161029.997385246
"2164","2019-51-302",60605.6442595628
"2165","2019-51-303",111461.252836066
"2166","2019-51-304",15996.1724535519
"2167","2019-51-305",70203.8273224044
"2168","2019-51-306",15073.576226776
"2169","2019-51-307",48227.5488961749
"2170","2019-51-308",44586.1308715847
"2171","2019-51-401",141720.620797814
"2172","2019-51-402",46615.8538879781
"2173","2019-51-403",48740.6657704918
"2174","2019-51-404",43165.654284153
"2175","2019-51-405",54514.6124453552
"2176","2019-51-406",22806.4531584699
"2177","2019-51-407",25869.0605409836
"2178","2019-51-408",21276.9934972678
"2179","2019-51-409",30160.138420765
"2180","2019-51-410",86935.9398360656
"2181","2019-51-501",76583.5105765027
"2182","2019-51-502",57308.8209125683
"2183","2019-51-503",68710.0458306011
"2184","2019-51-504",24326.559773224
"2185","2019-51-505",46348.7901256831
"2186","2019-51-506",31678.3242349727
"2187","2019-51-507",19905.7521256831
"2188","2019-51-508",24581.6031256831
"2189","2019-51-509",11481.6595710383
"2190","2019-51-510",26239.2456229508
"2191","2019-51-511",7102.05428961749
"2192","2019-51-601",138021.887393443
"2193","2019-51-602",33577.3417759563
"2194","2019-51-603",52768.0535054645
"2195","2019-51-604",14598.2556666667
"2196","2019-51-605",29567.5637404372
"2197","2019-51-606",33216.989057377
"2198","2019-51-607",32047.2228114754
"2199","2019-51-608",36401.6841502732
"2200","2019-51-609",20970.1251775956
"2201","2019-51-610",52057.0494672131
"2202","2019-51-611",25689.8452568306
"2203","2019-51-612",4736.0875
"2204","2019-51-613",12653.4940491803
"2205","2019-51-701",93354.9629480874
"2206","2019-51-702",149538.739016393
"2207","2019-51-703",56919.3530300546
"2208","2019-51-704",43145.2613387978
"2209","2019-51-705",44255.8543196721
"2210","2019-51-706",55456.9756502732
"2211","2019-52-  0",5036091.57491257
"2212","2019-52-101",348168.746535519
"2213","2019-52-102",69502.0682459016
"2214","2019-52-103",239348.500021858
"2215","2019-52-104",38330.7779453552
"2216","2019-52-105",17860.3551256831
"2217","2019-52-106",61761.5166775956
"2218","2019-52-107",28347.3990491803
"2219","2019-52-108",137389.351978142
"2220","2019-52-109",59573.7228251366
"2221","2019-52-110",93107.2811912568
"2222","2019-52-111",69964.1673169399
"2223","2019-52-112",21731.9255519126
"2224","2019-52-113",83844.4808469945
"2225","2019-52-114",61179.6598743169
"2226","2019-52-115",61388.4269726776
"2227","2019-52-116",7146.16702185792
"2228","2019-52-117",7765.18892896175
"2229","2019-52-118",78201.1071311475
"2230","2019-52-119",135470.249448087
"2231","2019-52-120",13146.6660710383
"2232","2019-52-201",314593.567245902
"2233","2019-52-202",89493.3928196721
"2234","2019-52-203",78138.9924043716
"2235","2019-52-204",7340.89280874317
"2236","2019-52-205",29628.9616502732
"2237","2019-52-206",48903.4364535519
"2238","2019-52-207",41119.2170710382
"2239","2019-52-208",34028.732579235
"2240","2019-52-209",23995.7551639344
"2241","2019-52-210",201447.88947541
"2242","2019-52-211",14450.9895355191
"2243","2019-52-212",22225.7816939891
"2244","2019-52-213",54677.2697923497
"2245","2019-52-214",34327.6981967213
"2246","2019-52-215",19243.4624480874
"2247","2019-52-216",16707.7393497268
"2248","2019-52-301",161039.175360656
"2249","2019-52-302",60609.7254699454
"2250","2019-52-303",111472.423229508
"2251","2019-52-304",15995.476431694
"2252","2019-52-305",70198.9594153005
"2253","2019-52-306",15074.155715847
"2254","2019-52-307",48230.2676120219
"2255","2019-52-308",44589.0915464481
"2256","2019-52-401",141738.272349727
"2257","2019-52-402",46623.9849234973
"2258","2019-52-403",48745.5537213115
"2259","2019-52-404",43172.9655355191
"2260","2019-52-405",54522.6537431694
"2261","2019-52-406",22809.1016448087
"2262","2019-52-407",25871.703442623
"2263","2019-52-408",21280.3504371585
"2264","2019-52-409",30161.5056775956
"2265","2019-52-410",86969.2932295082
"2266","2019-52-501",76602.3037595628
"2267","2019-52-502",57314.700989071
"2268","2019-52-503",68726.3411038251
"2269","2019-52-504",24331.223284153
"2270","2019-52-505",46361.1388907104
"2271","2019-52-506",31682.5424043716
"2272","2019-52-507",19906.5648907104
"2273","2019-52-508",24582.8568907104
"2274","2019-52-509",11481.9176338798
"2275","2019-52-510",26246.3413278689
"2276","2019-52-511",7102.04966120219
"2277","2019-52-601",138043.88804918
"2278","2019-52-602",33584.0628469945
"2279","2019-52-603",52776.7571256831
"2280","2019-52-604",14599.5903333333
"2281","2019-52-605",29567.5845300546
"2282","2019-52-606",33223.6298196721
"2283","2019-52-607",32047.5401639344
"2284","2019-52-608",36399.3079562842
"2285","2019-52-609",20975.5565846995
"2286","2019-52-610",52062.2732459016
"2287","2019-52-611",25701.0389071038
"2288","2019-52-612",4736.581
"2289","2019-52-613",12658.3441311475
"2290","2019-52-701",93351.5133060109
"2291","2019-52-702",149564.209377049
"2292","2019-52-703",56918.7041912568
"2293","2019-52-704",43156.1617923497
"2294","2019-52-705",44260.912852459
"2295","2019-52-706",55469.7369562842
"2296","2020-1-  0",5036673.17052459
"2297","2020-1-101",348187.065286885
"2298","2020-1-102",69508.1950245902
"2299","2020-1-103",239371.046868852
"2300","2020-1-104",38334.2468278689
"2301","2020-1-105",17861.0367459016
"2302","2020-1-106",61766.1599344262
"2303","2020-1-107",28349.162704918
"2304","2020-1-108",137400.135631148
"2305","2020-1-109",59583.1845491803
"2306","2020-1-110",93123.481352459
"2307","2020-1-111",69972.2150983607
"2308","2020-1-112",21733.1816885246
"2309","2020-1-113",83850.3409180328
"2310","2020-1-114",61181.8832540984
"2311","2020-1-115",61387.9266639344
"2312","2020-1-116",7147.08036885246
"2313","2020-1-117",7765.41342622951
"2314","2020-1-118",78206.1637131148
"2315","2020-1-119",135464.117811475
"2316","2020-1-120",13148.0760737705
"2317","2020-1-201",314640.97652459
"2318","2020-1-202",89503.1975819672
"2319","2020-1-203",78149.0660737705
"2320","2020-1-204",7341.66064754098
"2321","2020-1-205",29632.3415983607
"2322","2020-1-206",48908.7567786885
"2323","2020-1-207",41125.2155737705
"2324","2020-1-208",34034.3530245902
"2325","2020-1-209",24000.0555163934
"2326","2020-1-210",201486.410647541
"2327","2020-1-211",14452.5467868852
"2328","2020-1-212",22228.1008360656
"2329","2020-1-213",54686.2942459016
"2330","2020-1-214",34338.5643196721
"2331","2020-1-215",19246.4168114754
"2332","2020-1-216",16712.2834016393
"2333","2020-1-301",161048.353336066
"2334","2020-1-302",60613.8066803279
"2335","2020-1-303",111483.593622951
"2336","2020-1-304",15994.7804098361
"2337","2020-1-305",70194.0915081967
"2338","2020-1-306",15074.735204918
"2339","2020-1-307",48232.9863278688
"2340","2020-1-308",44592.0522213115
"2341","2020-1-401",141755.923901639
"2342","2020-1-402",46632.1159590164
"2343","2020-1-403",48750.4416721311
"2344","2020-1-404",43180.2767868852
"2345","2020-1-405",54530.6950409836
"2346","2020-1-406",22811.7501311475
"2347","2020-1-407",25874.3463442623
"2348","2020-1-408",21283.7073770492
"2349","2020-1-409",30162.8729344262
"2350","2020-1-410",87002.6466229508
"2351","2020-1-501",76621.096942623
"2352","2020-1-502",57320.5810655738
"2353","2020-1-503",68742.6363770492
"2354","2020-1-504",24335.886795082
"2355","2020-1-505",46373.4876557377
"2356","2020-1-506",31686.7605737705
"2357","2020-1-507",19907.3776557377
"2358","2020-1-508",24584.1106557377
"2359","2020-1-509",11482.1756967213
"2360","2020-1-510",26253.4370327869
"2361","2020-1-511",7102.04503278688
"2362","2020-1-601",138065.888704918
"2363","2020-1-602",33590.7839180328
"2364","2020-1-603",52785.4607459016
"2365","2020-1-604",14600.925
"2366","2020-1-605",29567.6053196721
"2367","2020-1-606",33230.2705819672
"2368","2020-1-607",32047.8575163934
"2369","2020-1-608",36396.9317622951
"2370","2020-1-609",20980.9879918033
"2371","2020-1-610",52067.4970245902
"2372","2020-1-611",25712.2325573771
"2373","2020-1-612",4737.0745
"2374","2020-1-613",12663.1942131148
"2375","2020-1-701",93348.0636639344
"2376","2020-1-702",149589.679737705
"2377","2020-1-703",56918.055352459
"2378","2020-1-704",43167.0622459016
"2379","2020-1-705",44265.9713852459
"2380","2020-1-706",55482.4982622951
"2381","2020-2-  0",5037254.76613661
"2382","2020-2-101",348205.384038251
"2383","2020-2-102",69514.3218032787
"2384","2020-2-103",239393.593715847
"2385","2020-2-104",38337.7157103825
"2386","2020-2-105",17861.7183661202
"2387","2020-2-106",61770.8031912568
"2388","2020-2-107",28350.9263606557
"2389","2020-2-108",137410.919284153
"2390","2020-2-109",59592.646273224
"2391","2020-2-110",93139.6815136612
"2392","2020-2-111",69980.2628797814
"2393","2020-2-112",21734.4378251366
"2394","2020-2-113",83856.200989071
"2395","2020-2-114",61184.1066338798
"2396","2020-2-115",61387.4263551913
"2397","2020-2-116",7147.99371584699
"2398","2020-2-117",7765.63792349727
"2399","2020-2-118",78211.220295082
"2400","2020-2-119",135457.986174863
"2401","2020-2-120",13149.4860765027
"2402","2020-2-201",314688.385803279
"2403","2020-2-202",89513.0023442623
"2404","2020-2-203",78159.1397431694
"2405","2020-2-204",7342.4284863388
"2406","2020-2-205",29635.7215464481
"2407","2020-2-206",48914.0771038251
"2408","2020-2-207",41131.2140765027
"2409","2020-2-208",34039.9734699454
"2410","2020-2-209",24004.3558688525
"2411","2020-2-210",201524.931819672
"2412","2020-2-211",14454.1040382514
"2413","2020-2-212",22230.4199781421
"2414","2020-2-213",54695.3186994535
"2415","2020-2-214",34349.430442623
"2416","2020-2-215",19249.3711748634
"2417","2020-2-216",16716.8274535519
"2418","2020-2-301",161057.531311475
"2419","2020-2-302",60617.8878907104
"2420","2020-2-303",111494.764016393
"2421","2020-2-304",15994.0843879781
"2422","2020-2-305",70189.2236010929
"2423","2020-2-306",15075.3146939891
"2424","2020-2-307",48235.7050437158
"2425","2020-2-308",44595.0128961749
"2426","2020-2-401",141773.575453552
"2427","2020-2-402",46640.2469945355
"2428","2020-2-403",48755.3296229508
"2429","2020-2-404",43187.5880382514
"2430","2020-2-405",54538.7363387978
"2431","2020-2-406",22814.3986174863
"2432","2020-2-407",25876.9892459016
"2433","2020-2-408",21287.0643169399
"2434","2020-2-409",30164.2401912568
"2435","2020-2-410",87036.0000163934
"2436","2020-2-501",76639.8901256831
"2437","2020-2-502",57326.4611420765
"2438","2020-2-503",68758.9316502732
"2439","2020-2-504",24340.5503060109
"2440","2020-2-505",46385.836420765
"2441","2020-2-506",31690.9787431694
"2442","2020-2-507",19908.190420765
"2443","2020-2-508",24585.364420765
"2444","2020-2-509",11482.4337595628
"2445","2020-2-510",26260.5327377049
"2446","2020-2-511",7102.04040437158
"2447","2020-2-601",138087.889360656
"2448","2020-2-602",33597.504989071
"2449","2020-2-603",52794.1643661202
"2450","2020-2-604",14602.2596666667
"2451","2020-2-605",29567.6261092896
"2452","2020-2-606",33236.9113442623
"2453","2020-2-607",32048.1748688525
"2454","2020-2-608",36394.555568306
"2455","2020-2-609",20986.4193989071
"2456","2020-2-610",52072.7208032787
"2457","2020-2-611",25723.4262076503
"2458","2020-2-612",4737.568
"2459","2020-2-613",12668.044295082
"2460","2020-2-701",93344.6140218579
"2461","2020-2-702",149615.150098361
"2462","2020-2-703",56917.4065136612
"2463","2020-2-704",43177.9626994536
"2464","2020-2-705",44271.0299180328
"2465","2020-2-706",55495.259568306
"2466","2020-3-  0",5037836.36174863
"2467","2020-3-101",348223.702789617
"2468","2020-3-102",69520.4485819672
"2469","2020-3-103",239416.140562842
"2470","2020-3-104",38341.1845928962
"2471","2020-3-105",17862.3999863388
"2472","2020-3-106",61775.4464480874
"2473","2020-3-107",28352.6900163934
"2474","2020-3-108",137421.702937158
"2475","2020-3-109",59602.1079972678
"2476","2020-3-110",93155.8816748634
"2477","2020-3-111",69988.3106612022
"2478","2020-3-112",21735.6939617486
"2479","2020-3-113",83862.0610601093
"2480","2020-3-114",61186.3300136612
"2481","2020-3-115",61386.9260464481
"2482","2020-3-116",7148.90706284153
"2483","2020-3-117",7765.86242076503
"2484","2020-3-118",78216.2768770492
"2485","2020-3-119",135451.854538251
"2486","2020-3-120",13150.896079235
"2487","2020-3-201",314735.795081967
"2488","2020-3-202",89522.8071065574
"2489","2020-3-203",78169.2134125683
"2490","2020-3-204",7343.19632513661
"2491","2020-3-205",29639.1014945355
"2492","2020-3-206",48919.3974289617
"2493","2020-3-207",41137.212579235
"2494","2020-3-208",34045.5939153005
"2495","2020-3-209",24008.6562213115
"2496","2020-3-210",201563.452991803
"2497","2020-3-211",14455.6612896175
"2498","2020-3-212",22232.7391202186
"2499","2020-3-213",54704.3431530055
"2500","2020-3-214",34360.2965655738
"2501","2020-3-215",19252.3255382514
"2502","2020-3-216",16721.3715054645
"2503","2020-3-301",161066.709286885
"2504","2020-3-302",60621.9691010929
"2505","2020-3-303",111505.934409836
"2506","2020-3-304",15993.3883661202
"2507","2020-3-305",70184.3556939891
"2508","2020-3-306",15075.8941830601
"2509","2020-3-307",48238.4237595628
"2510","2020-3-308",44597.9735710383
"2511","2020-3-401",141791.227005464
"2512","2020-3-402",46648.3780300546
"2513","2020-3-403",48760.2175737705
"2514","2020-3-404",43194.8992896175
"2515","2020-3-405",54546.777636612
"2516","2020-3-406",22817.0471038251
"2517","2020-3-407",25879.632147541
"2518","2020-3-408",21290.4212568306
"2519","2020-3-409",30165.6074480874
"2520","2020-3-410",87069.3534098361
"2521","2020-3-501",76658.6833087432
"2522","2020-3-502",57332.3412185792
"2523","2020-3-503",68775.2269234973
"2524","2020-3-504",24345.2138169399
"2525","2020-3-505",46398.1851857924
"2526","2020-3-506",31695.1969125683
"2527","2020-3-507",19909.0031857923
"2528","2020-3-508",24586.6181857923
"2529","2020-3-509",11482.6918224044
"2530","2020-3-510",26267.628442623
"2531","2020-3-511",7102.03577595628
"2532","2020-3-601",138109.890016393
"2533","2020-3-602",33604.2260601093
"2534","2020-3-603",52802.8679863388
"2535","2020-3-604",14603.5943333333
"2536","2020-3-605",29567.6468989071
"2537","2020-3-606",33243.5521065574
"2538","2020-3-607",32048.4922213115
"2539","2020-3-608",36392.1793743169
"2540","2020-3-609",20991.8508060109
"2541","2020-3-610",52077.9445819672
"2542","2020-3-611",25734.6198579235
"2543","2020-3-612",4738.0615
"2544","2020-3-613",12672.8943770492
"2545","2020-3-701",93341.1643797814
"2546","2020-3-702",149640.620459016
"2547","2020-3-703",56916.7576748634
"2548","2020-3-704",43188.8631530055
"2549","2020-3-705",44276.0884508197
"2550","2020-3-706",55508.0208743169
"2551","2020-4-  0",5038417.95736066
"2552","2020-4-101",348242.021540984
"2553","2020-4-102",69526.5753606557
"2554","2020-4-103",239438.687409836
"2555","2020-4-104",38344.6534754098
"2556","2020-4-105",17863.0816065574
"2557","2020-4-106",61780.089704918
"2558","2020-4-107",28354.4536721311
"2559","2020-4-108",137432.486590164
"2560","2020-4-109",59611.5697213115
"2561","2020-4-110",93172.0818360656
"2562","2020-4-111",69996.3584426229
"2563","2020-4-112",21736.9500983607
"2564","2020-4-113",83867.9211311476
"2565","2020-4-114",61188.5533934426
"2566","2020-4-115",61386.4257377049
"2567","2020-4-116",7149.82040983607
"2568","2020-4-117",7766.08691803279
"2569","2020-4-118",78221.3334590164
"2570","2020-4-119",135445.722901639
"2571","2020-4-120",13152.3060819672
"2572","2020-4-201",314783.204360656
"2573","2020-4-202",89532.6118688525
"2574","2020-4-203",78179.2870819672
"2575","2020-4-204",7343.96416393443
"2576","2020-4-205",29642.4814426229
"2577","2020-4-206",48924.7177540984
"2578","2020-4-207",41143.2110819672
"2579","2020-4-208",34051.2143606557
"2580","2020-4-209",24012.9565737705
"2581","2020-4-210",201601.974163934
"2582","2020-4-211",14457.2185409836
"2583","2020-4-212",22235.0582622951
"2584","2020-4-213",54713.3676065574
"2585","2020-4-214",34371.1626885246
"2586","2020-4-215",19255.2799016393
"2587","2020-4-216",16725.9155573771
"2588","2020-4-301",161075.887262295
"2589","2020-4-302",60626.0503114754
"2590","2020-4-303",111517.104803279
"2591","2020-4-304",15992.6923442623
"2592","2020-4-305",70179.4877868852
"2593","2020-4-306",15076.4736721311
"2594","2020-4-307",48241.1424754098
"2595","2020-4-308",44600.9342459016
"2596","2020-4-401",141808.878557377
"2597","2020-4-402",46656.5090655738
"2598","2020-4-403",48765.1055245902
"2599","2020-4-404",43202.2105409836
"2600","2020-4-405",54554.8189344262
"2601","2020-4-406",22819.6955901639
"2602","2020-4-407",25882.2750491803
"2603","2020-4-408",21293.7781967213
"2604","2020-4-409",30166.974704918
"2605","2020-4-410",87102.7068032787
"2606","2020-4-501",76677.4764918033
"2607","2020-4-502",57338.221295082
"2608","2020-4-503",68791.5221967213
"2609","2020-4-504",24349.8773278689
"2610","2020-4-505",46410.5339508197
"2611","2020-4-506",31699.4150819672
"2612","2020-4-507",19909.8159508197
"2613","2020-4-508",24587.8719508197
"2614","2020-4-509",11482.9498852459
"2615","2020-4-510",26274.724147541
"2616","2020-4-511",7102.03114754098
"2617","2020-4-601",138131.890672131
"2618","2020-4-602",33610.9471311475
"2619","2020-4-603",52811.5716065574
"2620","2020-4-604",14604.929
"2621","2020-4-605",29567.6676885246
"2622","2020-4-606",33250.1928688525
"2623","2020-4-607",32048.8095737705
"2624","2020-4-608",36389.8031803279
"2625","2020-4-609",20997.2822131148
"2626","2020-4-610",52083.1683606557
"2627","2020-4-611",25745.8135081967
"2628","2020-4-612",4738.555
"2629","2020-4-613",12677.7444590164
"2630","2020-4-701",93337.7147377049
"2631","2020-4-702",149666.090819672
"2632","2020-4-703",56916.1088360656
"2633","2020-4-704",43199.7636065574
"2634","2020-4-705",44281.1469836066
"2635","2020-4-706",55520.7821803279
"2636","2020-5-  0",5038999.55297268
"2637","2020-5-101",348260.34029235
"2638","2020-5-102",69532.7021393443
"2639","2020-5-103",239461.234256831
"2640","2020-5-104",38348.1223579235
"2641","2020-5-105",17863.763226776
"2642","2020-5-106",61784.7329617486
"2643","2020-5-107",28356.2173278689
"2644","2020-5-108",137443.270243169
"2645","2020-5-109",59621.0314453552
"2646","2020-5-110",93188.2819972678
"2647","2020-5-111",70004.4062240437
