"","week_canton","ndvi"
"5990","2021-22-215",0.670286316383519
"5991","2021-22-214",0.454105973388036
"5992","2021-22-206",0.760315778573469
"5993","2021-22-209",0.711692585620622
"5994","2021-22-207",0.680058966043738
"5995","2021-22-208",0.783363313064527
"5996","2021-22-216",0.846112073368963
"5997","2021-22-210",0.562437835478388
"5998","2021-22-204",0.851542591758371
"5999","2021-22-202",0.218913685505268
"6000","2021-22-212",0.194863560642589
"6001","2021-22-213",0.773975055987441
"6002","2021-22-211",0.591142010612901
"6003","2021-22-306",0.493727162356512
"6004","2021-22-301",0.843613241078227
"6005","2021-22-308",0.818664721774814
"6006","2021-22-304",0.687636477224813
"6007","2021-22-303",0.523592292976292
"6008","2021-22-307",0.245175558813461
"6009","2021-22-302",0.486628852892675
"6010","2021-22-305",0.764358664293709
"6011","2021-22-507",0.787189473858105
"6012","2021-22-504",0.65980824836157
"6013","2021-22-506",0.743888148991616
"6014","2021-22-505",0.598478185103121
"6015","2021-22-511",0.827533367877149
"6016","2021-22-510",0.865876881089031
"6017","2021-22-501",0.409640314783651
"6018","2021-22-509",0.823419952633734
"6019","2021-22-502",0.669426589728444
"6020","2021-22-503",0.616238103679115
"6021","2021-22-508",0.767004811553071
"6022","2021-22-402",0.853535249664824
"6023","2021-22-407",0.533501581552105
"6024","2021-22-408",0.471500657961917
"6025","2021-22-401",0.3552203754133
"6026","2021-22-406",0.766318451253308
"6027","2021-22-409",0.469481685093323
"6028","2021-22-405",0.794050832165846
"6029","2021-22-404",0.691801229857207
"6030","2021-22-403",0.753983535654199
"6031","2021-22-410",0.612845174785671
"6032","2021-22-706",0.872265447546436
"6033","2021-22-701",0.581447890480769
"6034","2021-22-705",0.515210996640656
"6035","2021-22-702",0.526216165850194
"6036","2021-22-703",0.823347523578902
"6037","2021-22-704",0.69919231025321
"6038","2021-22-603",0.84705078311081
"6039","2021-22-610",0.884847570164376
"6040","2021-22-608",0.719053993384214
"6041","2021-22-602",0.750069440765359
"6042","2021-22-611",0.889904106264763
"6043","2021-22-607",-0.3
"6044","2021-22-604",0.785113444898842
"6045","2021-22-605",0.860925993252758
"6046","2021-22-609",0.747453250635827
"6047","2021-22-601",0.858010730996346
"6048","2021-22-606",0.85664668973092
"6049","2021-22-112",0.904991202195561
"6050","2021-22-110",0.681587309267589
"6051","2021-22-106",0.811426745832451
"6052","2021-22-118",0.523723670081174
"6053","2021-22-103",0.844992502874612
"6054","2021-22-117",0.917319740972654
"6055","2021-22-102",0.646000935941806
"6056","2021-22-108",0.69805243072735
"6057","2021-22-120",0.674488617537728
"6058","2021-22-115",0.384867054368961
"6059","2021-22-107",0.883835217566304
"6060","2021-22-114",0.736597716094457
"6061","2021-22-119",0.800750715309904
"6062","2021-22-104",0.541980265791553
"6063","2021-22-101",0.611126655467445
"6064","2021-22-109",0.697143649259803
"6065","2021-22-105",0.719465278759297
"6066","2021-22-113",0.202674730431432
"6067","2021-22-116",0.90153015356692
"6068","2021-22-111",0.448941647619001
"6069","2021-23-201",0.895295629443332
"6070","2021-23-205",0.782111673261763
"6071","2021-23-203",0.691273624898353
"6072","2021-23-215",0.836209310630811
"6073","2021-23-214",0.204106190484462
"6074","2021-23-206",0.812156055795677
"6075","2021-23-209",0.740121513011181
"6076","2021-23-207",0.701675180067992
"6077","2021-23-208",0.808429920609573
"6078","2021-23-216",0.803791272668973
"6079","2021-23-210",0.409209434042781
"6080","2021-23-204",0.818226678813465
"6081","2021-23-202",0.335908026728455
"6082","2021-23-212",0.205757001925847
"6083","2021-23-213",0.763640627133182
"6084","2021-23-211",0.701681619461495
"6085","2021-23-306",0.75571613444703
"6086","2021-23-301",0.82309263577109
"6087","2021-23-308",0.807976206568253
"6088","2021-23-304",0.745601920871437
"6089","2021-23-303",0.575124523781425
"6090","2021-23-307",0.406440465396448
"6091","2021-23-302",0.366105347062654
"6092","2021-23-305",0.814637290499882
"6093","2021-23-507",0.805943322490021
"6094","2021-23-504",0.711100545871633
"6095","2021-23-506",0.767829809924609
"6096","2021-23-505",0.61864098763828
"6097","2021-23-511",0.895498292417248
"6098","2021-23-510",0.883796023800737
"6099","2021-23-501",0.536041227454355
"6100","2021-23-509",0.866295763599959
"6101","2021-23-502",0.601968742913651
"6102","2021-23-503",0.833221088179732
"6103","2021-23-508",0.808122268172148
"6104","2021-23-402",0.861768345025978
"6105","2021-23-407",0.561326115150518
"6106","2021-23-408",0.512642484987744
"6107","2021-23-401",0.553443234840788
"6108","2021-23-406",0.760264297718705
"6109","2021-23-409",0.499396314300758
"6110","2021-23-405",0.827715169498032
"6111","2021-23-404",0.828997559843491
"6112","2021-23-403",0.72509713069094
"6113","2021-23-410",0.732428818220209
"6114","2021-23-706",0.860716240035342
"6115","2021-23-701",0.856346909735373
"6116","2021-23-705",0.57357118487612
"6117","2021-23-702",0.738356109100652
"6118","2021-23-703",0.836192805742023
"6119","2021-23-704",0.658987960503316
"6120","2021-23-603",0.85590862069562
"6121","2021-23-610",0.898401118772237
"6122","2021-23-608",0.841219412896324
"6123","2021-23-602",0.775754828852746
"6124","2021-23-611",0.918867785501688
"6125","2021-23-607",-0.3
"6126","2021-23-604",0.887544451507041
"6127","2021-23-605",0.861405534673873
"6128","2021-23-609",0.840774983143412
"6129","2021-23-601",0.908806923562205
"6130","2021-23-606",0.859865463116086
"6131","2021-23-112",0.821826790758839
"6132","2021-23-110",0.705334267899832
"6133","2021-23-106",0.799413817130745
"6134","2021-23-118",0.521046270502825
"6135","2021-23-103",0.819284777916922
"6136","2021-23-117",0.908637287266713
"6137","2021-23-102",0.672901196382607
"6138","2021-23-108",0.708007761591295
"6139","2021-23-120",0.822016725996802
"6140","2021-23-115",0.559330382536942
"6141","2021-23-107",0.87515725796484
"6142","2021-23-114",0.746283176132487
"6143","2021-23-119",0.843173772700023
"6144","2021-23-104",0.49379085037296
"6145","2021-23-101",0.635506966694574
"6146","2021-23-109",0.719181767521867
"6147","2021-23-105",0.877164903329158
"6148","2021-23-113",0.204210745435376
"6149","2021-23-116",0.919116338110337
"6150","2021-23-111",0.528245155772675
"6151","2021-24-201",0.834130539912997
"6152","2021-24-205",0.805284844882977
"6153","2021-24-203",0.608597449562879
"6154","2021-24-215",0.791286320732531
"6155","2021-24-214",0.501443811324691
"6156","2021-24-206",0.752174796119204
"6157","2021-24-209",0.735586352886411
"6158","2021-24-207",0.71056020924827
"6159","2021-24-208",0.733175409754802
"6160","2021-24-216",0.872796234797168
"6161","2021-24-210",0.421419184564549
"6162","2021-24-204",0.823461007895393
"6163","2021-24-202",0.458583108813158
"6164","2021-24-212",0.409968576766359
"6165","2021-24-213",0.745961446745708
"6166","2021-24-211",0.782704323768845
"6167","2021-24-306",0.718644096873418
"6168","2021-24-301",0.822583593981553
"6169","2021-24-308",0.580962123853222
"6170","2021-24-304",0.755911366390839
"6171","2021-24-303",0.561610972011465
"6172","2021-24-307",0.319739587457008
"6173","2021-24-302",0.298857866648623
"6174","2021-24-305",0.79062912864968
"6175","2021-24-507",0.825731994217281
"6176","2021-24-504",0.778877673659782
"6177","2021-24-506",0.822842713975612
"6178","2021-24-505",0.641769709589312
"6179","2021-24-511",0.831451069767836
"6180","2021-24-510",0.75713355372173
"6181","2021-24-501",0.588448205560222
"6182","2021-24-509",0.77329821278565
"6183","2021-24-502",0.669733104814089
"6184","2021-24-503",0.843038510661155
"6185","2021-24-508",0.654455324821975
"6186","2021-24-402",0.775113493450114
"6187","2021-24-407",0.557504070699005
"6188","2021-24-408",0.49800577517718
"6189","2021-24-401",0.383332774327396
"6190","2021-24-406",0.769257333357748
"6191","2021-24-409",0.452997146628241
"6192","2021-24-405",0.777205221553432
"6193","2021-24-404",0.856432492944806
"6194","2021-24-403",0.720066728285532
"6195","2021-24-410",0.682491106334928
"6196","2021-24-706",0.853059662711505
"6197","2021-24-701",0.92803065132577
"6198","2021-24-705",0.568931435469703
"6199","2021-24-702",0.707406850531324
"6200","2021-24-703",0.843101357608202
"6201","2021-24-704",0.599376351678721
"6202","2021-24-603",0.875307534106908
"6203","2021-24-610",0.919460260331997
"6204","2021-24-608",0.854208773860539
"6205","2021-24-602",0.826205226898134
"6206","2021-24-611",0.897301642952992
"6207","2021-24-607",-0.3
"6208","2021-24-604",0.889885540011157
"6209","2021-24-605",0.812421230157198
"6210","2021-24-609",0.842459517560303
"6211","2021-24-601",0.888902497308201
"6212","2021-24-606",0.846148639362678
"6213","2021-24-112",0.893160679888581
"6214","2021-24-110",0.66451941503447
"6215","2021-24-106",0.78522016462899
"6216","2021-24-118",0.555762323425302
"6217","2021-24-103",0.814653158999717
"6218","2021-24-117",0.78515580524999
"6219","2021-24-102",0.658536502280802
"6220","2021-24-108",0.725466788195907
"6221","2021-24-120",0.841764984280894
"6222","2021-24-115",0.502549447137613
"6223","2021-24-107",0.877235897996778
"6224","2021-24-114",0.763746602549015
"6225","2021-24-119",0.824047514245721
"6226","2021-24-104",0.272982209254495
"6227","2021-24-101",0.573041661360025
"6228","2021-24-109",0.739980924793479
"6229","2021-24-105",0.858130518435154
"6230","2021-24-113",0.191609486018303
"6231","2021-24-116",0.8923837942757
"6232","2021-24-111",0.620458433141381
"6233","2021-25-201",0.807290407852033
"6234","2021-25-205",0.829840079318536
"6235","2021-25-203",0.570316465546958
"6236","2021-25-215",0.859360215721041
"6237","2021-25-214",0.808026273996371
"6238","2021-25-206",0.667606587068441
"6239","2021-25-209",0.72499046181386
"6240","2021-25-207",0.710215262770931
"6241","2021-25-208",0.776503461149478
"6242","2021-25-216",0.821480461256902
"6243","2021-25-210",0.725409200646214
"6244","2021-25-204",0.834080893702197
"6245","2021-25-202",0.583367295197251
"6246","2021-25-212",0.405026972648921
"6247","2021-25-213",0.718060347099301
"6248","2021-25-211",0.794853435139876
"6249","2021-25-306",0.782095888197707
"6250","2021-25-301",0.836859032044907
"6251","2021-25-308",0.560511021322241
"6252","2021-25-304",0.747022374234378
"6253","2021-25-303",0.423451627181649
"6254","2021-25-307",0.181969140728916
"6255","2021-25-302",0.0652232666628577
"6256","2021-25-305",0.8224631936257
"6257","2021-25-507",0.844545303763413
"6258","2021-25-504",0.8548464737783
"6259","2021-25-506",0.851552269734336
"6260","2021-25-505",0.698490492216736
"6261","2021-25-511",0.73366501803884
"6262","2021-25-510",0.825932520687117
"6263","2021-25-501",0.639127527350285
"6264","2021-25-509",0.680869211257235
"6265","2021-25-502",0.755945940806147
"6266","2021-25-503",0.860012419620725
"6267","2021-25-508",0.693829854246745
"6268","2021-25-402",0.828559345301732
"6269","2021-25-407",0.551497298309698
"6270","2021-25-408",0.512731301915346
"6271","2021-25-401",0.149064744277719
"6272","2021-25-406",0.781509487100107
"6273","2021-25-409",0.426542123673745
"6274","2021-25-405",0.801081106303201
"6275","2021-25-404",0.848959487312726
"6276","2021-25-403",0.712242318155971
"6277","2021-25-410",0.856226026487987
"6278","2021-25-706",0.810885969823969
"6279","2021-25-701",0.952663171624053
"6280","2021-25-705",0.557308751932635
"6281","2021-25-702",0.69541624144143
"6282","2021-25-703",0.849000041993062
"6283","2021-25-704",0.573578243400071
"6284","2021-25-603",0.885149338915731
"6285","2021-25-610",0.939914510711044
"6286","2021-25-608",0.848692917167403
"6287","2021-25-602",0.889930259812037
"6288","2021-25-611",0.968867945070701
"6289","2021-25-607",-0.3
"6290","2021-25-604",0.867433595927445
"6291","2021-25-605",0.750930636119265
"6292","2021-25-609",0.826996205209103
"6293","2021-25-601",0.87640191334703
"6294","2021-25-606",0.848133176684981
"6295","2021-25-112",0.97730778037643
"6296","2021-25-110",0.687134033687457
"6297","2021-25-106",0.797909038411301
"6298","2021-25-118",0.597922817151919
"6299","2021-25-103",0.775348145132473
"6300","2021-25-117",0.796578383442235
"6301","2021-25-102",0.642596989998547
"6302","2021-25-108",0.699590900094534
"6303","2021-25-120",0.83574831252278
"6304","2021-25-115",0.349587875541857
"6305","2021-25-107",0.872236848768742
"6306","2021-25-114",0.779740628435935
"6307","2021-25-119",0.800887685269501
"6308","2021-25-104",0.230203825550145
"6309","2021-25-101",0.56331139305122
"6310","2021-25-109",0.769789500451157
"6311","2021-25-105",0.843897636858281
"6312","2021-25-113",0.176756984094779
"6313","2021-25-116",0.942908565780901
"6314","2021-25-111",0.671315402480019
"6315","2021-26-201",0.843264483813962
"6316","2021-26-205",0.810067649008894
"6317","2021-26-203",0.591123191883725
"6318","2021-26-215",0.814971509469909
"6319","2021-26-214",0.853854911755809
"6320","2021-26-206",0.61642694856547
"6321","2021-26-209",0.717085266900496
"6322","2021-26-207",0.67863039946448
"6323","2021-26-208",0.758540252634194
"6324","2021-26-216",0.680768472313083
"6325","2021-26-210",0.853289704089008
"6326","2021-26-204",0.855569908529149
"6327","2021-26-202",0.478656264841665
"6328","2021-26-212",0.453027878556101
"6329","2021-26-213",0.724428344003428
"6330","2021-26-211",0.718826747785307
"6331","2021-26-306",0.823817519680316
"6332","2021-26-301",0.85017497147524
"6333","2021-26-308",0.414350411853607
"6334","2021-26-304",0.72154221674955
"6335","2021-26-303",0.453531000336379
"6336","2021-26-307",0.236520284862379
"6337","2021-26-302",0.179391231484578
"6338","2021-26-305",0.820481845635697
"6339","2021-26-507",0.835251002523809
"6340","2021-26-504",0.86406097388124
"6341","2021-26-506",0.733218807319766
"6342","2021-26-505",0.720362607153308
"6343","2021-26-511",0.760081981511045
"6344","2021-26-510",0.933923810138539
"6345","2021-26-501",0.580801938338021
"6346","2021-26-509",0.708228301848476
"6347","2021-26-502",0.809109315230372
"6348","2021-26-503",0.866709307400778
"6349","2021-26-508",0.72124017012924
"6350","2021-26-402",0.849727509220563
"6351","2021-26-407",0.510808727492636
"6352","2021-26-408",0.516623742231594
"6353","2021-26-401",0.054286606977033
"6354","2021-26-406",0.775223438288407
"6355","2021-26-409",0.406448368051407
"6356","2021-26-405",0.796870323451847
"6357","2021-26-404",0.858811568461411
"6358","2021-26-403",0.720941897747349
"6359","2021-26-410",0.880355185321357
"6360","2021-26-706",0.80908576255422
"6361","2021-26-701",0.932927186963282
"6362","2021-26-705",0.59468546960376
"6363","2021-26-702",0.715903270675333
"6364","2021-26-703",0.869208836590058
"6365","2021-26-704",0.608048869218936
"6366","2021-26-603",0.873524230244569
"6367","2021-26-610",0.930703389276283
"6368","2021-26-608",0.827391440824103
"6369","2021-26-602",0.835294900956598
"6370","2021-26-611",0.900484759009131
"6371","2021-26-607",-0.3
"6372","2021-26-604",0.822731613498599
"6373","2021-26-605",0.769827018485792
"6374","2021-26-609",0.822310112683919
"6375","2021-26-601",0.875949786324835
"6376","2021-26-606",0.833323201938094
"6377","2021-26-112",0.951722634966717
"6378","2021-26-110",0.580002053309987
"6379","2021-26-106",0.811051632962872
"6380","2021-26-118",0.548282935912921
"6381","2021-26-103",0.775055344134382
"6382","2021-26-117",0.784880536741167
"6383","2021-26-102",0.588692759944504
"6384","2021-26-108",0.71440226543936
"6385","2021-26-120",0.819007205508587
"6386","2021-26-115",0.282219488951058
"6387","2021-26-107",0.871128680230597
"6388","2021-26-114",0.683290681015878
"6389","2021-26-119",0.737446498245509
"6390","2021-26-104",0.334247874183473
"6391","2021-26-101",0.5380378869545
"6392","2021-26-109",0.686116185879811
"6393","2021-26-105",0.793453954957391
"6394","2021-26-113",0.179527453228084
"6395","2021-26-116",0.897358555887936
"6396","2021-26-111",0.546483598308888
"6397","2021-27-201",0.856484621203707
"6398","2021-27-205",0.756835500753886
"6399","2021-27-203",0.68416077022415
"6400","2021-27-215",0.796580148983471
"6401","2021-27-214",0.723413910792228
"6402","2021-27-206",0.618799626593755
"6403","2021-27-209",0.70920027325894
"6404","2021-27-207",0.637978672795959
"6405","2021-27-208",0.738247148387629
"6406","2021-27-216",0.596013958030769
"6407","2021-27-210",0.506780133585595
"6408","2021-27-204",0.886991147853102
"6409","2021-27-202",0.257802667593331
"6410","2021-27-212",0.550051262212857
"6411","2021-27-213",0.667444971360961
"6412","2021-27-211",0.817046302089958
"6413","2021-27-306",0.781672751536025
"6414","2021-27-301",0.839220039528728
"6415","2021-27-308",0.624114329873683
"6416","2021-27-304",0.701919127086118
"6417","2021-27-303",0.669584158861256
"6418","2021-27-307",0.431656886496021
"6419","2021-27-302",0.508395889064987
"6420","2021-27-305",0.821428505043655
"6421","2021-27-507",0.795621171614278
"6422","2021-27-504",0.812943279675525
"6423","2021-27-506",0.558577136585362
"6424","2021-27-505",0.698416624416336
"6425","2021-27-511",0.829595656857741
"6426","2021-27-510",0.897501996387613
"6427","2021-27-501",0.478339588524103
"6428","2021-27-509",0.802205395891955
"6429","2021-27-502",0.815030760065018
"6430","2021-27-503",0.850647412883586
"6431","2021-27-508",0.781613464989736
"6432","2021-27-402",0.864020253003428
"6433","2021-27-407",0.510605425622312
"6434","2021-27-408",0.5083641958446
"6435","2021-27-401",0.064986230007952
"6436","2021-27-406",0.742615907201613
"6437","2021-27-409",0.369673689437316
"6438","2021-27-405",0.776152682075095
"6439","2021-27-404",0.751948977302275
"6440","2021-27-403",0.729114590228242
"6441","2021-27-410",0.83638535127845
"6442","2021-27-706",0.861787984508506
"6443","2021-27-701",0.76959330274461
"6444","2021-27-705",0.672673285221964
"6445","2021-27-702",0.686762120136576
"6446","2021-27-703",0.897643855043828
"6447","2021-27-704",0.74352236371129
"6448","2021-27-603",0.837593541875072
"6449","2021-27-610",0.905657602049028
"6450","2021-27-608",0.878112556260281
"6451","2021-27-602",0.684404332011384
"6452","2021-27-611",0.871083646881619
"6453","2021-27-607",-0.3
"6454","2021-27-604",0.793870798242933
"6455","2021-27-605",0.804520945527992
"6456","2021-27-609",0.865732078012849
"6457","2021-27-601",0.88409841689362
"6458","2021-27-606",0.799624921510342
"6459","2021-27-112",0.830627329944242
"6460","2021-27-110",0.44732317258283
"6461","2021-27-106",0.814317311598268
"6462","2021-27-118",0.380118520126356
"6463","2021-27-103",0.800597509536087
"6464","2021-27-117",0.834523178126019
"6465","2021-27-102",0.464520480083081
"6466","2021-27-108",0.711914314070619
"6467","2021-27-120",0.782175936131252
"6468","2021-27-115",0.368269267371944
"6469","2021-27-107",0.868165299181625
"6470","2021-27-114",0.545373123872779
"6471","2021-27-119",0.702550658490094
"6472","2021-27-104",0.506167081160984
"6473","2021-27-101",0.540658243172313
"6474","2021-27-109",0.552357682111323
"6475","2021-27-105",0.682777774819406
"6476","2021-27-113",0.196198349732226
"6477","2021-27-116",0.783976658031539
"6478","2021-27-111",0.289831378488783
"6479","2021-28-201",0.863791443705888
"6480","2021-28-205",0.709528846574788
"6481","2021-28-203",0.789432417884446
"6482","2021-28-215",0.772453665721452
"6483","2021-28-214",0.634162968006595
"6484","2021-28-206",0.624884333630575
"6485","2021-28-209",0.720905138596374
"6486","2021-28-207",0.624818479249322
"6487","2021-28-208",0.711923628790697
"6488","2021-28-216",0.538404437959444
"6489","2021-28-210",0.882288001484192
"6490","2021-28-204",0.887400742181251
"6491","2021-28-202",0.198228676707569
"6492","2021-28-212",0.497882277526478
"6493","2021-28-213",0.656730927694583
"6494","2021-28-211",0.807494013749315
"6495","2021-28-306",0.720675003081443
"6496","2021-28-301",0.819253363775625
"6497","2021-28-308",0.648021767855491
"6498","2021-28-304",0.70519937086659
"6499","2021-28-303",0.685089384922489
"6500","2021-28-307",0.52891423507627
"6501","2021-28-302",0.557334809720656
"6502","2021-28-305",0.840100443533027
"6503","2021-28-507",0.761302572669144
"6504","2021-28-504",0.819477898662169
"6505","2021-28-506",0.488098075417242
"6506","2021-28-505",0.681546284835219
"6507","2021-28-511",0.87603419817505
"6508","2021-28-510",0.876220789983898
"6509","2021-28-501",0.400622166338381
"6510","2021-28-509",0.877376653839322
"6511","2021-28-502",0.78080341387161
"6512","2021-28-503",0.839806238872385
"6513","2021-28-508",0.860889591341
"6514","2021-28-402",0.80845098331418
"6515","2021-28-407",0.527570926536197
"6516","2021-28-408",0.52798882363486
"6517","2021-28-401",0.101537087690172
"6518","2021-28-406",0.764707908155822
"6519","2021-28-409",0.405094440125361
"6520","2021-28-405",0.764148904784861
"6521","2021-28-404",0.720790988419596
"6522","2021-28-403",0.746475964661498
"6523","2021-28-410",0.863303675230135
"6524","2021-28-706",0.86913761960549
"6525","2021-28-701",0.908958626725883
"6526","2021-28-705",0.681955113094359
"6527","2021-28-702",0.699216481019121
"6528","2021-28-703",0.888887669859322
"6529","2021-28-704",0.801358699588057
"6530","2021-28-603",0.83028427982013
"6531","2021-28-610",0.873633316430714
"6532","2021-28-608",0.81264137276038
"6533","2021-28-602",0.63958013827599
"6534","2021-28-611",0.854341414828073
"6535","2021-28-607",-0.3
"6536","2021-28-604",0.789425622984377
"6537","2021-28-605",0.832050966296512
"6538","2021-28-609",0.89532119434943
"6539","2021-28-601",0.884382629275598
"6540","2021-28-606",0.803898923654959
"6541","2021-28-112",0.70625710058294
"6542","2021-28-110",0.37473432811323
"6543","2021-28-106",0.85920786224267
"6544","2021-28-118",0.416707490733298
"6545","2021-28-103",0.801680126267632
"6546","2021-28-117",0.766470112817589
"6547","2021-28-102",0.342445600883983
"6548","2021-28-108",0.675517465695276
"6549","2021-28-120",0.770152992645454
"6550","2021-28-115",0.415528835062835
"6551","2021-28-107",0.885771728673332
"6552","2021-28-114",0.457170008259653
"6553","2021-28-119",0.683301995737316
"6554","2021-28-104",0.695210360237705
"6555","2021-28-101",0.625161316717484
"6556","2021-28-109",0.492312530395853
"6557","2021-28-105",0.648316953566334
"6558","2021-28-113",0.209329431631897
"6559","2021-28-116",0.717156474107206
"6560","2021-28-111",0.170702307431125
"6561","2021-29-201",0.820366920666568
"6562","2021-29-205",0.683729042950682
"6563","2021-29-203",0.765834622873552
"6564","2021-29-215",0.658514312731829
"6565","2021-29-214",0.70563159471213
"6566","2021-29-206",0.626495578573
"6567","2021-29-209",0.788806718524091
"6568","2021-29-207",0.678122977671816
"6569","2021-29-208",0.666171415047256
"6570","2021-29-216",0.64369232327786
"6571","2021-29-210",0.881568112186552
"6572","2021-29-204",0.80714176796386
"6573","2021-29-202",0.420681180830765
"6574","2021-29-212",0.340496262480809
"6575","2021-29-213",0.605774206887824
"6576","2021-29-211",0.65440797257101
"6577","2021-29-306",0.547842880437662
"6578","2021-29-301",0.735123063956124
"6579","2021-29-308",0.475127237563534
"6580","2021-29-304",0.714342934896022
"6581","2021-29-303",0.560821366492992
"6582","2021-29-307",0.461391307627497
"6583","2021-29-302",0.129045717048384
"6584","2021-29-305",0.810866416781863
"6585","2021-29-507",0.750043531352986
"6586","2021-29-504",0.832037935658182
"6587","2021-29-506",0.658001860733612
"6588","2021-29-505",0.682037699692483
"6589","2021-29-511",0.863155535438855
"6590","2021-29-510",0.870536875398579
"6591","2021-29-501",0.390973625555425
"6592","2021-29-509",0.860565584327533
"6593","2021-29-502",0.645435581953988
"6594","2021-29-503",0.839766101926195
"6595","2021-29-508",0.484834162744363
"6596","2021-29-402",0.737064239471888
"6597","2021-29-407",0.530895531328077
"6598","2021-29-408",0.515089492213127
"6599","2021-29-401",0.230807977232348
"6600","2021-29-406",0.785955777803188
"6601","2021-29-409",0.464906060642282
"6602","2021-29-405",0.746285250969513
"6603","2021-29-404",0.692516987423472
"6604","2021-29-403",0.733374305743331
"6605","2021-29-410",0.873404885284213
"6606","2021-29-706",0.79771146830383
"6607","2021-29-701",0.895331784691577
"6608","2021-29-705",0.523076718750655
"6609","2021-29-702",0.786544069950047
"6610","2021-29-703",0.911011608042661
"6611","2021-29-704",0.852777072742156
"6612","2021-29-603",0.829286173706683
"6613","2021-29-610",0.87100835525324
"6614","2021-29-608",0.436103391020289
"6615","2021-29-602",0.71428212381728
"6616","2021-29-611",0.822642835517472
"6617","2021-29-607",-0.3
"6618","2021-29-604",0.804688574548812
"6619","2021-29-605",0.855281078732292
"6620","2021-29-609",0.898472133981236
"6621","2021-29-601",0.882516741804513
"6622","2021-29-606",0.800930080751985
"6623","2021-29-112",0.583225830987556
"6624","2021-29-110",0.240927622976154
"6625","2021-29-106",0.87994823359386
"6626","2021-29-118",0.368052093925346
"6627","2021-29-103",0.802587481720643
"6628","2021-29-117",0.318289066166234
"6629","2021-29-102",0.447718337958472
"6630","2021-29-108",0.526473523689296
"6631","2021-29-120",0.793314971122107
"6632","2021-29-115",0.36892630524615
"6633","2021-29-107",0.874065329176259
"6634","2021-29-114",0.519272743345106
"6635","2021-29-119",0.686963783831392
"6636","2021-29-104",0.573843115908632
"6637","2021-29-101",0.721878725081046
"6638","2021-29-109",0.609487444545957
"6639","2021-29-105",0.729724064324828
"6640","2021-29-113",0.204393223986773
"6641","2021-29-116",0.69644603492553
"6642","2021-29-111",0.365565781258898
"6643","2021-30-201",0.7744
"6644","2021-30-205",0.6623
"6645","2021-30-203",0.7373
"6646","2021-30-215",0.6931
"6647","2021-30-214",0.7562
"6648","2021-30-206",0.6294
"6649","2021-30-209",0.8587
"6650","2021-30-207",0.7331
"6651","2021-30-208",0.6264
"6652","2021-30-216",0.7438
"6653","2021-30-210",0.8752
"6654","2021-30-204",0.7504
"6655","2021-30-202",0.6485
"6656","2021-30-212",0.2196
"6657","2021-30-213",0.8225
"6658","2021-30-211",0.4855
"6659","2021-30-306",0.4194
"6660","2021-30-301",0.6776
"6661","2021-30-308",0.4138
"6662","2021-30-304",0.7399
"6663","2021-30-303",0.424
"6664","2021-30-307",0.4148
"6665","2021-30-302",0.2598
"6666","2021-30-305",0.7807
"6667","2021-30-507",0.7848
"6668","2021-30-504",0.8471
"6669","2021-30-506",0.8485
"6670","2021-30-505",0.6796
"6671","2021-30-511",0.8414
"6672","2021-30-510",0.8753
"6673","2021-30-501",0.465
"6674","2021-30-509",0.8336
"6675","2021-30-502",0.5279
"6676","2021-30-503",0.843
"6677","2021-30-508",0.6891
"6678","2021-30-402",0.6759
"6679","2021-30-407",0.5537
"6680","2021-30-408",0.5139
"6681","2021-30-401",0.5363
"6682","2021-30-406",0.8074
"6683","2021-30-409",0.4845
"6684","2021-30-405",0.729
"6685","2021-30-404",0.6598
"6686","2021-30-403",0.722
"6687","2021-30-410",0.9006
"6688","2021-30-706",0.8094
"6689","2021-30-701",0.9049
"6690","2021-30-705",0.4412
"6691","2021-30-702",0.8618
"6692","2021-30-703",0.9067
"6693","2021-30-704",0.9378
"6694","2021-30-603",0.8231
"6695","2021-30-610",0.8731
"6696","2021-30-608",0.3331
"6697","2021-30-602",0.809
"6698","2021-30-611",0.8598
"6699","2021-30-607",-0.3
"6700","2021-30-604",0.8233
"6701","2021-30-605",0.8678
"6702","2021-30-609",0.9076
"6703","2021-30-601",0.8695
"6704","2021-30-606",0.796
"6705","2021-30-112",0.5125
"6706","2021-30-110",0.5476
"6707","2021-30-106",0.8923
"6708","2021-30-118",0.344
"6709","2021-30-103",0.8033
"6710","2021-30-117",0.1361
"6711","2021-30-102",0.4544
"6712","2021-30-108",0.28
"6713","2021-30-120",0.8203
"6714","2021-30-115",0.3644
"6715","2021-30-107",0.8638
"6716","2021-30-114",0.5851
"6717","2021-30-119",0.7383
"6718","2021-30-104",0.4767
"6719","2021-30-101",0.8117
"6720","2021-30-109",0.7363
"6721","2021-30-105",0.8668
"6722","2021-30-113",0.1993
"6723","2021-30-116",0.8205
"6724","2021-30-111",0.5562
"6725","2021-31-201",0.757083933205325
"6726","2021-31-205",0.67735402701594
"6727","2021-31-203",0.741456684645635
"6728","2021-31-215",0.480139581763748
"6729","2021-31-214",0.661199428786217
"6730","2021-31-206",0.636465011919663
"6731","2021-31-209",0.738082510907391
"6732","2021-31-207",0.698382306983707
"6733","2021-31-208",0.657572535359075
"6734","2021-31-216",0.818605339120105
"6735","2021-31-210",0.593729434900862
"6736","2021-31-204",0.71257677130846
"6737","2021-31-202",0.517894354122785
"6738","2021-31-212",0.398203937987681
"6739","2021-31-213",0.738402614100064
