urb,week_canton
2,2021-22-610
0,2021-22-611
0,2021-22-701
0,2021-22-702
0,2021-22-703
0,2021-22-704
0,2021-22-705
2,2021-22-706
1,2021-23-101
1,2021-23-102
1,2021-23-103
2,2021-23-104
2,2021-23-105
1,2021-23-106
2,2021-23-107
1,2021-23-108
1,2021-23-109
1,2021-23-110
1,2021-23-111
2,2021-23-112
1,2021-23-113
1,2021-23-114
1,2021-23-115
0,2021-23-116
0,2021-23-117
1,2021-23-118
2,2021-23-119
2,2021-23-120
1,2021-23-201
2,2021-23-202
1,2021-23-203
2,2021-23-204
1,2021-23-205
1,2021-23-206
1,2021-23-207
1,2021-23-208
2,2021-23-209
2,2021-23-210
2,2021-23-211
2,2021-23-212
2,2021-23-213
0,2021-23-214
0,2021-23-215
0,2021-23-216
1,2021-23-301
2,2021-23-302
1,2021-23-303
2,2021-23-304
2,2021-23-305
2,2021-23-306
1,2021-23-307
1,2021-23-308
1,2021-23-401
1,2021-23-402
1,2021-23-403
1,2021-23-404
1,2021-23-405
1,2021-23-406
1,2021-23-407
1,2021-23-408
1,2021-23-409
0,2021-23-410
2,2021-23-501
0,2021-23-502
0,2021-23-503
0,2021-23-504
2,2021-23-505
0,2021-23-506
0,2021-23-507
0,2021-23-508
0,2021-23-509
0,2021-23-510
2,2021-23-511
2,2021-23-601
2,2021-23-602
0,2021-23-603
2,2021-23-604
2,2021-23-605
2,2021-23-606
0,2021-23-607
2,2021-23-608
2,2021-23-609
2,2021-23-610
0,2021-23-611
0,2021-23-701
0,2021-23-702
0,2021-23-703
0,2021-23-704
0,2021-23-705
2,2021-23-706
1,2021-24-101
1,2021-24-102
1,2021-24-103
2,2021-24-104
2,2021-24-105
1,2021-24-106
2,2021-24-107
1,2021-24-108
1,2021-24-109
1,2021-24-110
1,2021-24-111
2,2021-24-112
1,2021-24-113
1,2021-24-114
1,2021-24-115
0,2021-24-116
0,2021-24-117
1,2021-24-118
2,2021-24-119
2,2021-24-120
1,2021-24-201
2,2021-24-202
1,2021-24-203
2,2021-24-204
1,2021-24-205
1,2021-24-206
1,2021-24-207
1,2021-24-208
2,2021-24-209
2,2021-24-210
2,2021-24-211
2,2021-24-212
2,2021-24-213
0,2021-24-214
0,2021-24-215
0,2021-24-216
1,2021-24-301
2,2021-24-302
1,2021-24-303
2,2021-24-304
2,2021-24-305
2,2021-24-306
1,2021-24-307
1,2021-24-308
1,2021-24-401
1,2021-24-402
1,2021-24-403
1,2021-24-404
1,2021-24-405
1,2021-24-406
1,2021-24-407
1,2021-24-408
1,2021-24-409
0,2021-24-410
2,2021-24-501
0,2021-24-502
0,2021-24-503
0,2021-24-504
2,2021-24-505
0,2021-24-506
0,2021-24-507
0,2021-24-508
0,2021-24-509
0,2021-24-510
2,2021-24-511
2,2021-24-601
2,2021-24-602
0,2021-24-603
2,2021-24-604
2,2021-24-605
2,2021-24-606
0,2021-24-607
2,2021-24-608
2,2021-24-609
2,2021-24-610
0,2021-24-611
0,2021-24-701
0,2021-24-702
0,2021-24-703
0,2021-24-704
0,2021-24-705
2,2021-24-706
1,2021-25-101
1,2021-25-102
1,2021-25-103
2,2021-25-104
2,2021-25-105
1,2021-25-106
2,2021-25-107
1,2021-25-108
1,2021-25-109
1,2021-25-110
1,2021-25-111
2,2021-25-112
1,2021-25-113
1,2021-25-114
1,2021-25-115
0,2021-25-116
0,2021-25-117
1,2021-25-118
2,2021-25-119
2,2021-25-120
1,2021-25-201
2,2021-25-202
1,2021-25-203
2,2021-25-204
1,2021-25-205
1,2021-25-206
1,2021-25-207
1,2021-25-208
2,2021-25-209
2,2021-25-210
2,2021-25-211
2,2021-25-212
2,2021-25-213
0,2021-25-214
0,2021-25-215
0,2021-25-216
1,2021-25-301
2,2021-25-302
1,2021-25-303
2,2021-25-304
2,2021-25-305
2,2021-25-306
1,2021-25-307
1,2021-25-308
1,2021-25-401
1,2021-25-402
1,2021-25-403
1,2021-25-404
1,2021-25-405
1,2021-25-406
1,2021-25-407
1,2021-25-408
1,2021-25-409
0,2021-25-410
2,2021-25-501
0,2021-25-502
0,2021-25-503
0,2021-25-504
2,2021-25-505
0,2021-25-506
0,2021-25-507
0,2021-25-508
0,2021-25-509
0,2021-25-510
2,2021-25-511
2,2021-25-601
2,2021-25-602
0,2021-25-603
2,2021-25-604
2,2021-25-605
2,2021-25-606
0,2021-25-607
2,2021-25-608
2,2021-25-609
2,2021-25-610
0,2021-25-611
0,2021-25-701
0,2021-25-702
0,2021-25-703
0,2021-25-704
0,2021-25-705
2,2021-25-706
1,2021-26-101
1,2021-26-102
1,2021-26-103
2,2021-26-104
2,2021-26-105
1,2021-26-106
2,2021-26-107
1,2021-26-108
1,2021-26-109
1,2021-26-110
1,2021-26-111
2,2021-26-112
1,2021-26-113
1,2021-26-114
1,2021-26-115
0,2021-26-116
0,2021-26-117
1,2021-26-118
2,2021-26-119
2,2021-26-120
1,2021-26-201
2,2021-26-202
1,2021-26-203
2,2021-26-204
1,2021-26-205
1,2021-26-206
1,2021-26-207
1,2021-26-208
2,2021-26-209
2,2021-26-210
2,2021-26-211
2,2021-26-212
2,2021-26-213
0,2021-26-214
0,2021-26-215
0,2021-26-216
1,2021-26-301
2,2021-26-302
1,2021-26-303
2,2021-26-304
2,2021-26-305
2,2021-26-306
1,2021-26-307
1,2021-26-308
1,2021-26-401
1,2021-26-402
1,2021-26-403
1,2021-26-404
1,2021-26-405
1,2021-26-406
1,2021-26-407
1,2021-26-408
1,2021-26-409
0,2021-26-410
2,2021-26-501
0,2021-26-502
0,2021-26-503
0,2021-26-504
2,2021-26-505
0,2021-26-506
0,2021-26-507
0,2021-26-508
0,2021-26-509
0,2021-26-510
2,2021-26-511
2,2021-26-601
2,2021-26-602
0,2021-26-603
2,2021-26-604
2,2021-26-605
2,2021-26-606
0,2021-26-607
2,2021-26-608
2,2021-26-609
2,2021-26-610
0,2021-26-611
0,2021-26-701
0,2021-26-702
0,2021-26-703
0,2021-26-704
0,2021-26-705
2,2021-26-706
1,2021-27-101
1,2021-27-102
1,2021-27-103
2,2021-27-104
2,2021-27-105
1,2021-27-106
2,2021-27-107
1,2021-27-108
1,2021-27-109
1,2021-27-110
1,2021-27-111
2,2021-27-112
1,2021-27-113
1,2021-27-114
1,2021-27-115
0,2021-27-116
0,2021-27-117
1,2021-27-118
2,2021-27-119
2,2021-27-120
1,2021-27-201
2,2021-27-202
1,2021-27-203
2,2021-27-204
1,2021-27-205
1,2021-27-206
1,2021-27-207
1,2021-27-208
2,2021-27-209
2,2021-27-210
2,2021-27-211
2,2021-27-212
2,2021-27-213
0,2021-27-214
0,2021-27-215
0,2021-27-216
1,2021-27-301
2,2021-27-302
1,2021-27-303
2,2021-27-304
2,2021-27-305
2,2021-27-306
1,2021-27-307
1,2021-27-308
1,2021-27-401
1,2021-27-402
1,2021-27-403
1,2021-27-404
1,2021-27-405
1,2021-27-406
1,2021-27-407
1,2021-27-408
1,2021-27-409
0,2021-27-410
2,2021-27-501
0,2021-27-502
0,2021-27-503
0,2021-27-504
2,2021-27-505
0,2021-27-506
0,2021-27-507
0,2021-27-508
0,2021-27-509
0,2021-27-510
2,2021-27-511
2,2021-27-601
2,2021-27-602
0,2021-27-603
2,2021-27-604
2,2021-27-605
2,2021-27-606
0,2021-27-607
2,2021-27-608
2,2021-27-609
2,2021-27-610
0,2021-27-611
0,2021-27-701
0,2021-27-702
0,2021-27-703
0,2021-27-704
0,2021-27-705
2,2021-27-706
1,2021-28-101
1,2021-28-102
1,2021-28-103
2,2021-28-104
2,2021-28-105
1,2021-28-106
2,2021-28-107
1,2021-28-108
1,2021-28-109
1,2021-28-110
1,2021-28-111
2,2021-28-112
1,2021-28-113
1,2021-28-114
1,2021-28-115
0,2021-28-116
0,2021-28-117
1,2021-28-118
2,2021-28-119
2,2021-28-120
1,2021-28-201
2,2021-28-202
1,2021-28-203
2,2021-28-204
1,2021-28-205
1,2021-28-206
1,2021-28-207
1,2021-28-208
2,2021-28-209
2,2021-28-210
2,2021-28-211
2,2021-28-212
2,2021-28-213
0,2021-28-214
0,2021-28-215
0,2021-28-216
1,2021-28-301
2,2021-28-302
1,2021-28-303
2,2021-28-304
2,2021-28-305
2,2021-28-306
1,2021-28-307
1,2021-28-308
1,2021-28-401
1,2021-28-402
1,2021-28-403
1,2021-28-404
1,2021-28-405
1,2021-28-406
1,2021-28-407
1,2021-28-408
1,2021-28-409
0,2021-28-410
2,2021-28-501
0,2021-28-502
0,2021-28-503
0,2021-28-504
2,2021-28-505
0,2021-28-506
0,2021-28-507
0,2021-28-508
0,2021-28-509
0,2021-28-510
2,2021-28-511
2,2021-28-601
2,2021-28-602
0,2021-28-603
2,2021-28-604
2,2021-28-605
2,2021-28-606
0,2021-28-607
2,2021-28-608
2,2021-28-609
2,2021-28-610
0,2021-28-611
0,2021-28-701
0,2021-28-702
0,2021-28-703
0,2021-28-704
0,2021-28-705
2,2021-28-706
1,2021-29-101
1,2021-29-102
1,2021-29-103
2,2021-29-104
2,2021-29-105
1,2021-29-106
2,2021-29-107
1,2021-29-108
1,2021-29-109
1,2021-29-110
1,2021-29-111
2,2021-29-112
1,2021-29-113
1,2021-29-114
1,2021-29-115
0,2021-29-116
0,2021-29-117
1,2021-29-118
2,2021-29-119
2,2021-29-120
1,2021-29-201
2,2021-29-202
1,2021-29-203
2,2021-29-204
1,2021-29-205
1,2021-29-206
1,2021-29-207
1,2021-29-208
2,2021-29-209
2,2021-29-210
2,2021-29-211
2,2021-29-212
2,2021-29-213
0,2021-29-214
0,2021-29-215
0,2021-29-216
1,2021-29-301
2,2021-29-302
1,2021-29-303
2,2021-29-304
2,2021-29-305
2,2021-29-306
1,2021-29-307
1,2021-29-308
1,2021-29-401
1,2021-29-402
1,2021-29-403
1,2021-29-404
1,2021-29-405
1,2021-29-406
1,2021-29-407
1,2021-29-408
1,2021-29-409
0,2021-29-410
2,2021-29-501
0,2021-29-502
0,2021-29-503
0,2021-29-504
2,2021-29-505
0,2021-29-506
0,2021-29-507
0,2021-29-508
0,2021-29-509
0,2021-29-510
2,2021-29-511
2,2021-29-601
2,2021-29-602
0,2021-29-603
2,2021-29-604
2,2021-29-605
2,2021-29-606
0,2021-29-607
2,2021-29-608
2,2021-29-609
2,2021-29-610
0,2021-29-611
0,2021-29-701
0,2021-29-702
0,2021-29-703
0,2021-29-704
0,2021-29-705
2,2021-29-706
1,2021-30-101
1,2021-30-102
1,2021-30-103
2,2021-30-104
2,2021-30-105
1,2021-30-106
2,2021-30-107
1,2021-30-108
1,2021-30-109
1,2021-30-110
1,2021-30-111
2,2021-30-112
1,2021-30-113
1,2021-30-114
1,2021-30-115
0,2021-30-116
0,2021-30-117
1,2021-30-118
2,2021-30-119
2,2021-30-120
1,2021-30-201
2,2021-30-202
1,2021-30-203
2,2021-30-204
1,2021-30-205
1,2021-30-206
1,2021-30-207
1,2021-30-208
2,2021-30-209
2,2021-30-210
2,2021-30-211
2,2021-30-212
2,2021-30-213
0,2021-30-214
0,2021-30-215
0,2021-30-216
1,2021-30-301
2,2021-30-302
1,2021-30-303
2,2021-30-304
2,2021-30-305
2,2021-30-306
1,2021-30-307
1,2021-30-308
1,2021-30-401
1,2021-30-402
1,2021-30-403
1,2021-30-404
1,2021-30-405
1,2021-30-406
1,2021-30-407
1,2021-30-408
1,2021-30-409
0,2021-30-410
2,2021-30-501
0,2021-30-502
0,2021-30-503
0,2021-30-504
2,2021-30-505
0,2021-30-506
0,2021-30-507
0,2021-30-508
0,2021-30-509
0,2021-30-510
2,2021-30-511
2,2021-30-601
2,2021-30-602
0,2021-30-603
2,2021-30-604
2,2021-30-605
2,2021-30-606
0,2021-30-607
2,2021-30-608
2,2021-30-609
2,2021-30-610
0,2021-30-611
0,2021-30-701
0,2021-30-702
0,2021-30-703
0,2021-30-704
0,2021-30-705
2,2021-30-706
1,2021-31-101
1,2021-31-102
1,2021-31-103
2,2021-31-104
2,2021-31-105
1,2021-31-106
2,2021-31-107
1,2021-31-108
1,2021-31-109
1,2021-31-110
1,2021-31-111
2,2021-31-112
1,2021-31-113
1,2021-31-114
1,2021-31-115
0,2021-31-116
0,2021-31-117
1,2021-31-118
2,2021-31-119
2,2021-31-120
1,2021-31-201
2,2021-31-202
1,2021-31-203
2,2021-31-204
1,2021-31-205
1,2021-31-206
1,2021-31-207
1,2021-31-208
2,2021-31-209
2,2021-31-210
2,2021-31-211
2,2021-31-212
2,2021-31-213
0,2021-31-214
0,2021-31-215
0,2021-31-216
1,2021-31-301
2,2021-31-302
1,2021-31-303
2,2021-31-304
2,2021-31-305
2,2021-31-306
1,2021-31-307
1,2021-31-308
1,2021-31-401
1,2021-31-402
1,2021-31-403
1,2021-31-404
1,2021-31-405
1,2021-31-406
1,2021-31-407
1,2021-31-408
1,2021-31-409
0,2021-31-410
2,2021-31-501
0,2021-31-502
0,2021-31-503
0,2021-31-504
2,2021-31-505
0,2021-31-506
0,2021-31-507
0,2021-31-508
0,2021-31-509
0,2021-31-510
2,2021-31-511
2,2021-31-601
2,2021-31-602
0,2021-31-603
2,2021-31-604
2,2021-31-605
2,2021-31-606
0,2021-31-607
2,2021-31-608
2,2021-31-609
2,2021-31-610
0,2021-31-611
0,2021-31-701
0,2021-31-702
0,2021-31-703
0,2021-31-704
0,2021-31-705
2,2021-31-706
1,2021-32-101
1,2021-32-102
1,2021-32-103
2,2021-32-104
2,2021-32-105
1,2021-32-106
2,2021-32-107
1,2021-32-108
1,2021-32-109
1,2021-32-110
1,2021-32-111
2,2021-32-112
1,2021-32-113
1,2021-32-114
1,2021-32-115
0,2021-32-116
0,2021-32-117
1,2021-32-118
2,2021-32-119
2,2021-32-120
1,2021-32-201
2,2021-32-202
1,2021-32-203
2,2021-32-204
1,2021-32-205
1,2021-32-206
1,2021-32-207
1,2021-32-208
2,2021-32-209
2,2021-32-210
2,2021-32-211
2,2021-32-212
2,2021-32-213
0,2021-32-214
0,2021-32-215
0,2021-32-216
1,2021-32-301
2,2021-32-302
1,2021-32-303
2,2021-32-304
2,2021-32-305
2,2021-32-306
1,2021-32-307
1,2021-32-308
1,2021-32-401
1,2021-32-402
1,2021-32-403
1,2021-32-404
1,2021-32-405
1,2021-32-406
1,2021-32-407
1,2021-32-408
1,2021-32-409
0,2021-32-410
2,2021-32-501
0,2021-32-502
0,2021-32-503
0,2021-32-504
2,2021-32-505
0,2021-32-506
0,2021-32-507
0,2021-32-508
0,2021-32-509
0,2021-32-510
2,2021-32-511
2,2021-32-601
2,2021-32-602
0,2021-32-603
2,2021-32-604
2,2021-32-605
2,2021-32-606
0,2021-32-607
2,2021-32-608
2,2021-32-609
2,2021-32-610
0,2021-32-611
0,2021-32-701
0,2021-32-702
0,2021-32-703
0,2021-32-704
0,2021-32-705
2,2021-32-706
1,2021-33-101
1,2021-33-102
1,2021-33-103
2,2021-33-104
2,2021-33-105
1,2021-33-106
2,2021-33-107
1,2021-33-108
1,2021-33-109
1,2021-33-110
1,2021-33-111
2,2021-33-112
1,2021-33-113
1,2021-33-114
1,2021-33-115
0,2021-33-116
0,2021-33-117
1,2021-33-118
2,2021-33-119
2,2021-33-120
1,2021-33-201
2,2021-33-202
1,2021-33-203
2,2021-33-204
1,2021-33-205
1,2021-33-206
1,2021-33-207
1,2021-33-208
2,2021-33-209
2,2021-33-210
2,2021-33-211
2,2021-33-212
2,2021-33-213
0,2021-33-214
0,2021-33-215
0,2021-33-216
1,2021-33-301
2,2021-33-302
1,2021-33-303
2,2021-33-304
2,2021-33-305
2,2021-33-306
1,2021-33-307
1,2021-33-308
1,2021-33-401
1,2021-33-402
1,2021-33-403
1,2021-33-404
1,2021-33-405
1,2021-33-406
1,2021-33-407
1,2021-33-408
1,2021-33-409
0,2021-33-410
2,2021-33-501
0,2021-33-502
0,2021-33-503
0,2021-33-504
2,2021-33-505
0,2021-33-506
0,2021-33-507
0,2021-33-508
0,2021-33-509
0,2021-33-510
2,2021-33-511
2,2021-33-601
2,2021-33-602
0,2021-33-603
2,2021-33-604
2,2021-33-605
2,2021-33-606
0,2021-33-607
2,2021-33-608
2,2021-33-609
2,2021-33-610
0,2021-33-611
0,2021-33-701
0,2021-33-702
0,2021-33-703
0,2021-33-704
0,2021-33-705
2,2021-33-706
1,2021-34-101
1,2021-34-102
1,2021-34-103
2,2021-34-104
2,2021-34-105
1,2021-34-106
2,2021-34-107
1,2021-34-108
1,2021-34-109
1,2021-34-110
1,2021-34-111
2,2021-34-112
1,2021-34-113
1,2021-34-114
1,2021-34-115
0,2021-34-116
0,2021-34-117
1,2021-34-118
2,2021-34-119
2,2021-34-120
1,2021-34-201
2,2021-34-202
1,2021-34-203
2,2021-34-204
1,2021-34-205
1,2021-34-206
1,2021-34-207
1,2021-34-208
2,2021-34-209
2,2021-34-210
2,2021-34-211
2,2021-34-212
2,2021-34-213
0,2021-34-214
0,2021-34-215
0,2021-34-216
1,2021-34-301
2,2021-34-302
1,2021-34-303
2,2021-34-304
2,2021-34-305
2,2021-34-306
1,2021-34-307
1,2021-34-308
1,2021-34-401
1,2021-34-402
1,2021-34-403
1,2021-34-404
1,2021-34-405
1,2021-34-406
1,2021-34-407
1,2021-34-408
1,2021-34-409
0,2021-34-410
2,2021-34-501
0,2021-34-502
0,2021-34-503
0,2021-34-504
2,2021-34-505
0,2021-34-506
0,2021-34-507
0,2021-34-508
0,2021-34-509
0,2021-34-510
2,2021-34-511
2,2021-34-601
2,2021-34-602
0,2021-34-603
2,2021-34-604
2,2021-34-605
2,2021-34-606
0,2021-34-607
2,2021-34-608
2,2021-34-609
2,2021-34-610
0,2021-34-611
0,2021-34-701
0,2021-34-702
0,2021-34-703
0,2021-34-704
0,2021-34-705
2,2021-34-706
1,2021-35-101
1,2021-35-102
1,2021-35-103
2,2021-35-104
2,2021-35-105
1,2021-35-106
2,2021-35-107
1,2021-35-108
1,2021-35-109
1,2021-35-110
1,2021-35-111
2,2021-35-112
1,2021-35-113
1,2021-35-114
1,2021-35-115
0,2021-35-116
0,2021-35-117
1,2021-35-118
2,2021-35-119
2,2021-35-120
1,2021-35-201
2,2021-35-202
1,2021-35-203
2,2021-35-204
1,2021-35-205
1,2021-35-206
1,2021-35-207
1,2021-35-208
2,2021-35-209
2,2021-35-210
2,2021-35-211
2,2021-35-212
2,2021-35-213
0,2021-35-214
0,2021-35-215
0,2021-35-216
1,2021-35-301
2,2021-35-302
1,2021-35-303
2,2021-35-304
2,2021-35-305
2,2021-35-306
1,2021-35-307
1,2021-35-308
1,2021-35-401
1,2021-35-402
1,2021-35-403
1,2021-35-404
1,2021-35-405
1,2021-35-406
1,2021-35-407
1,2021-35-408
1,2021-35-409
0,2021-35-410
2,2021-35-501
0,2021-35-502
0,2021-35-503
0,2021-35-504
2,2021-35-505
0,2021-35-506
0,2021-35-507
0,2021-35-508
0,2021-35-509
0,2021-35-510
2,2021-35-511
2,2021-35-601
2,2021-35-602
0,2021-35-603
2,2021-35-604
2,2021-35-605
2,2021-35-606
0,2021-35-607
2,2021-35-608
2,2021-35-609
2,2021-35-610
0,2021-35-611
0,2021-35-701
0,2021-35-702
0,2021-35-703
0,2021-35-704
0,2021-35-705
2,2021-35-706
1,2021-36-101
1,2021-36-102
1,2021-36-103
2,2021-36-104
2,2021-36-105
1,2021-36-106
2,2021-36-107
1,2021-36-108
1,2021-36-109
1,2021-36-110
1,2021-36-111
2,2021-36-112
1,2021-36-113
1,2021-36-114
1,2021-36-115
0,2021-36-116
0,2021-36-117
1,2021-36-118
2,2021-36-119
2,2021-36-120
1,2021-36-201
2,2021-36-202
1,2021-36-203
2,2021-36-204
1,2021-36-205
1,2021-36-206
1,2021-36-207
1,2021-36-208
2,2021-36-209
2,2021-36-210
2,2021-36-211
2,2021-36-212
2,2021-36-213
0,2021-36-214
0,2021-36-215
0,2021-36-216
1,2021-36-301
2,2021-36-302
1,2021-36-303
2,2021-36-304
2,2021-36-305
2,2021-36-306
1,2021-36-307
1,2021-36-308
1,2021-36-401
1,2021-36-402
1,2021-36-403
1,2021-36-404
1,2021-36-405
1,2021-36-406
1,2021-36-407
1,2021-36-408
1,2021-36-409
0,2021-36-410
2,2021-36-501
0,2021-36-502
0,2021-36-503
0,2021-36-504
2,2021-36-505
0,2021-36-506
0,2021-36-507
0,2021-36-508
0,2021-36-509
0,2021-36-510
2,2021-36-511
2,2021-36-601
2,2021-36-602
0,2021-36-603
2,2021-36-604
2,2021-36-605
2,2021-36-606
0,2021-36-607
2,2021-36-608
2,2021-36-609
2,2021-36-610
0,2021-36-611
0,2021-36-701
0,2021-36-702
0,2021-36-703
0,2021-36-704
0,2021-36-705
2,2021-36-706
1,2021-37-101
1,2021-37-102
1,2021-37-103
2,2021-37-104
2,2021-37-105
1,2021-37-106
2,2021-37-107
1,2021-37-108
1,2021-37-109
1,2021-37-110
1,2021-37-111
2,2021-37-112
1,2021-37-113
1,2021-37-114
1,2021-37-115
0,2021-37-116
0,2021-37-117
1,2021-37-118
2,2021-37-119
2,2021-37-120
1,2021-37-201
2,2021-37-202
1,2021-37-203
2,2021-37-204
1,2021-37-205
1,2021-37-206
1,2021-37-207
1,2021-37-208
2,2021-37-209
2,2021-37-210
2,2021-37-211
2,2021-37-212
2,2021-37-213
0,2021-37-214
0,2021-37-215
0,2021-37-216
1,2021-37-301
2,2021-37-302
1,2021-37-303
2,2021-37-304
2,2021-37-305
2,2021-37-306
1,2021-37-307
1,2021-37-308
1,2021-37-401
1,2021-37-402
1,2021-37-403
1,2021-37-404
1,2021-37-405
1,2021-37-406
1,2021-37-407
1,2021-37-408
1,2021-37-409
0,2021-37-410
2,2021-37-501
0,2021-37-502
0,2021-37-503
0,2021-37-504
2,2021-37-505
0,2021-37-506
0,2021-37-507
0,2021-37-508
0,2021-37-509
0,2021-37-510
2,2021-37-511
2,2021-37-601
2,2021-37-602
0,2021-37-603
2,2021-37-604
2,2021-37-605
2,2021-37-606
0,2021-37-607
2,2021-37-608
2,2021-37-609
2,2021-37-610
0,2021-37-611
0,2021-37-701
0,2021-37-702
0,2021-37-703
0,2021-37-704
0,2021-37-705
2,2021-37-706
1,2021-38-101
1,2021-38-102
1,2021-38-103
2,2021-38-104
2,2021-38-105
1,2021-38-106
2,2021-38-107
1,2021-38-108
1,2021-38-109
1,2021-38-110
1,2021-38-111
2,2021-38-112
1,2021-38-113
1,2021-38-114
1,2021-38-115
0,2021-38-116
0,2021-38-117
1,2021-38-118
2,2021-38-119
2,2021-38-120
1,2021-38-201
2,2021-38-202
1,2021-38-203
2,2021-38-204
1,2021-38-205
1,2021-38-206
1,2021-38-207
1,2021-38-208
2,2021-38-209
2,2021-38-210
2,2021-38-211
2,2021-38-212
2,2021-38-213
0,2021-38-214
0,2021-38-215
0,2021-38-216
1,2021-38-301
2,2021-38-302
1,2021-38-303
2,2021-38-304
2,2021-38-305
2,2021-38-306
1,2021-38-307
1,2021-38-308
1,2021-38-401
1,2021-38-402
1,2021-38-403
1,2021-38-404
1,2021-38-405
1,2021-38-406
1,2021-38-407
1,2021-38-408
1,2021-38-409
0,2021-38-410
2,2021-38-501
0,2021-38-502
0,2021-38-503
0,2021-38-504
2,2021-38-505
0,2021-38-506
0,2021-38-507
0,2021-38-508
0,2021-38-509
0,2021-38-510
2,2021-38-511
2,2021-38-601
2,2021-38-602
0,2021-38-603
2,2021-38-604
2,2021-38-605
2,2021-38-606
0,2021-38-607
2,2021-38-608
2,2021-38-609
2,2021-38-610
0,2021-38-611
0,2021-38-701
0,2021-38-702
0,2021-38-703
0,2021-38-704
0,2021-38-705
2,2021-38-706
1,2021-39-101
1,2021-39-102
1,2021-39-103
2,2021-39-104
2,2021-39-105
1,2021-39-106
2,2021-39-107
1,2021-39-108
1,2021-39-109
1,2021-39-110
1,2021-39-111
2,2021-39-112
1,2021-39-113
1,2021-39-114
1,2021-39-115
0,2021-39-116
0,2021-39-117
1,2021-39-118
2,2021-39-119
2,2021-39-120
1,2021-39-201
2,2021-39-202
1,2021-39-203
2,2021-39-204
1,2021-39-205
1,2021-39-206
1,2021-39-207
1,2021-39-208
2,2021-39-209
2,2021-39-210
2,2021-39-211
2,2021-39-212
2,2021-39-213
0,2021-39-214
0,2021-39-215
0,2021-39-216
1,2021-39-301
2,2021-39-302
1,2021-39-303
2,2021-39-304
2,2021-39-305
2,2021-39-306
1,2021-39-307
1,2021-39-308
1,2021-39-401
1,2021-39-402
1,2021-39-403
1,2021-39-404
1,2021-39-405
1,2021-39-406
1,2021-39-407
1,2021-39-408
1,2021-39-409
0,2021-39-410
2,2021-39-501
0,2021-39-502
0,2021-39-503
0,2021-39-504
2,2021-39-505
0,2021-39-506
0,2021-39-507
0,2021-39-508
0,2021-39-509
0,2021-39-510
2,2021-39-511
2,2021-39-601
2,2021-39-602
0,2021-39-603
2,2021-39-604
2,2021-39-605
2,2021-39-606
0,2021-39-607
2,2021-39-608
2,2021-39-609
2,2021-39-610
0,2021-39-611
0,2021-39-701
0,2021-39-702
0,2021-39-703
0,2021-39-704
0,2021-39-705
2,2021-39-706
1,2021-40-101
1,2021-40-102
1,2021-40-103
2,2021-40-104
2,2021-40-105
1,2021-40-106
2,2021-40-107
1,2021-40-108
1,2021-40-109
1,2021-40-110
1,2021-40-111
2,2021-40-112
1,2021-40-113
1,2021-40-114
1,2021-40-115
0,2021-40-116
0,2021-40-117
1,2021-40-118
2,2021-40-119
2,2021-40-120
1,2021-40-201
2,2021-40-202
1,2021-40-203
2,2021-40-204
1,2021-40-205
1,2021-40-206
1,2021-40-207
1,2021-40-208
2,2021-40-209
2,2021-40-210
2,2021-40-211
2,2021-40-212
2,2021-40-213
0,2021-40-214
0,2021-40-215
0,2021-40-216
1,2021-40-301
2,2021-40-302
1,2021-40-303
2,2021-40-304
2,2021-40-305
2,2021-40-306
1,2021-40-307
1,2021-40-308
1,2021-40-401
1,2021-40-402
1,2021-40-403
1,2021-40-404
1,2021-40-405
1,2021-40-406
1,2021-40-407
1,2021-40-408
1,2021-40-409
0,2021-40-410
2,2021-40-501
0,2021-40-502
0,2021-40-503
0,2021-40-504
2,2021-40-505
0,2021-40-506
0,2021-40-507
0,2021-40-508
0,2021-40-509
0,2021-40-510
2,2021-40-511
2,2021-40-601
2,2021-40-602
0,2021-40-603
2,2021-40-604
2,2021-40-605
2,2021-40-606
0,2021-40-607
2,2021-40-608
2,2021-40-609
2,2021-40-610
0,2021-40-611
0,2021-40-701
0,2021-40-702
0,2021-40-703
0,2021-40-704
0,2021-40-705
2,2021-40-706
1,2021-41-101
1,2021-41-102
1,2021-41-103
2,2021-41-104
2,2021-41-105
1,2021-41-106
2,2021-41-107
1,2021-41-108
1,2021-41-109
1,2021-41-110
1,2021-41-111
2,2021-41-112
1,2021-41-113
1,2021-41-114
1,2021-41-115
0,2021-41-116
0,2021-41-117
1,2021-41-118
2,2021-41-119
2,2021-41-120
1,2021-41-201
2,2021-41-202
1,2021-41-203
2,2021-41-204
1,2021-41-205
1,2021-41-206
1,2021-41-207
1,2021-41-208
2,2021-41-209
2,2021-41-210
2,2021-41-211
2,2021-41-212
2,2021-41-213
0,2021-41-214
0,2021-41-215
0,2021-41-216
1,2021-41-301
2,2021-41-302
1,2021-41-303
2,2021-41-304
2,2021-41-305
2,2021-41-306
1,2021-41-307
1,2021-41-308
1,2021-41-401
1,2021-41-402
1,2021-41-403
1,2021-41-404
1,2021-41-405
1,2021-41-406
1,2021-41-407
1,2021-41-408
1,2021-41-409
0,2021-41-410
2,2021-41-501
0,2021-41-502
0,2021-41-503
0,2021-41-504
2,2021-41-505
0,2021-41-506
0,2021-41-507
0,2021-41-508
0,2021-41-509
0,2021-41-510
2,2021-41-511
2,2021-41-601
2,2021-41-602
0,2021-41-603
2,2021-41-604
2,2021-41-605
