urb,week_canton
1,2022-37-203
2,2022-37-204
1,2022-37-205
1,2022-37-206
1,2022-37-207
1,2022-37-208
2,2022-37-209
2,2022-37-210
2,2022-37-211
2,2022-37-212
2,2022-37-213
0,2022-37-214
0,2022-37-215
0,2022-37-216
1,2022-37-301
2,2022-37-302
1,2022-37-303
2,2022-37-304
2,2022-37-305
2,2022-37-306
1,2022-37-307
1,2022-37-308
1,2022-37-401
1,2022-37-402
1,2022-37-403
1,2022-37-404
1,2022-37-405
1,2022-37-406
1,2022-37-407
1,2022-37-408
1,2022-37-409
0,2022-37-410
2,2022-37-501
0,2022-37-502
0,2022-37-503
0,2022-37-504
2,2022-37-505
0,2022-37-506
0,2022-37-507
0,2022-37-508
0,2022-37-509
0,2022-37-510
2,2022-37-511
2,2022-37-601
2,2022-37-602
0,2022-37-603
2,2022-37-604
2,2022-37-605
2,2022-37-606
0,2022-37-607
2,2022-37-608
2,2022-37-609
2,2022-37-610
0,2022-37-611
0,2022-37-701
0,2022-37-702
0,2022-37-703
0,2022-37-704
0,2022-37-705
2,2022-37-706
1,2022-38-101
1,2022-38-102
1,2022-38-103
2,2022-38-104
2,2022-38-105
1,2022-38-106
2,2022-38-107
1,2022-38-108
1,2022-38-109
1,2022-38-110
1,2022-38-111
2,2022-38-112
1,2022-38-113
1,2022-38-114
1,2022-38-115
0,2022-38-116
0,2022-38-117
1,2022-38-118
2,2022-38-119
2,2022-38-120
1,2022-38-201
2,2022-38-202
1,2022-38-203
2,2022-38-204
1,2022-38-205
1,2022-38-206
1,2022-38-207
1,2022-38-208
2,2022-38-209
2,2022-38-210
2,2022-38-211
2,2022-38-212
2,2022-38-213
0,2022-38-214
0,2022-38-215
0,2022-38-216
1,2022-38-301
2,2022-38-302
1,2022-38-303
2,2022-38-304
2,2022-38-305
2,2022-38-306
1,2022-38-307
1,2022-38-308
1,2022-38-401
1,2022-38-402
1,2022-38-403
1,2022-38-404
1,2022-38-405
1,2022-38-406
1,2022-38-407
1,2022-38-408
1,2022-38-409
0,2022-38-410
2,2022-38-501
0,2022-38-502
0,2022-38-503
0,2022-38-504
2,2022-38-505
0,2022-38-506
0,2022-38-507
0,2022-38-508
0,2022-38-509
0,2022-38-510
2,2022-38-511
2,2022-38-601
2,2022-38-602
0,2022-38-603
2,2022-38-604
2,2022-38-605
2,2022-38-606
0,2022-38-607
2,2022-38-608
2,2022-38-609
2,2022-38-610
0,2022-38-611
0,2022-38-701
0,2022-38-702
0,2022-38-703
0,2022-38-704
0,2022-38-705
2,2022-38-706
1,2022-39-101
1,2022-39-102
1,2022-39-103
2,2022-39-104
2,2022-39-105
1,2022-39-106
2,2022-39-107
1,2022-39-108
1,2022-39-109
1,2022-39-110
1,2022-39-111
2,2022-39-112
1,2022-39-113
1,2022-39-114
1,2022-39-115
0,2022-39-116
0,2022-39-117
1,2022-39-118
2,2022-39-119
2,2022-39-120
1,2022-39-201
2,2022-39-202
1,2022-39-203
2,2022-39-204
1,2022-39-205
1,2022-39-206
1,2022-39-207
1,2022-39-208
2,2022-39-209
2,2022-39-210
2,2022-39-211
2,2022-39-212
2,2022-39-213
0,2022-39-214
0,2022-39-215
0,2022-39-216
1,2022-39-301
2,2022-39-302
1,2022-39-303
2,2022-39-304
2,2022-39-305
2,2022-39-306
1,2022-39-307
1,2022-39-308
1,2022-39-401
1,2022-39-402
1,2022-39-403
1,2022-39-404
1,2022-39-405
1,2022-39-406
1,2022-39-407
1,2022-39-408
1,2022-39-409
0,2022-39-410
2,2022-39-501
0,2022-39-502
0,2022-39-503
0,2022-39-504
2,2022-39-505
0,2022-39-506
0,2022-39-507
0,2022-39-508
0,2022-39-509
0,2022-39-510
2,2022-39-511
2,2022-39-601
2,2022-39-602
0,2022-39-603
2,2022-39-604
2,2022-39-605
2,2022-39-606
0,2022-39-607
2,2022-39-608
2,2022-39-609
2,2022-39-610
0,2022-39-611
0,2022-39-701
0,2022-39-702
0,2022-39-703
0,2022-39-704
0,2022-39-705
2,2022-39-706
1,2022-40-101
1,2022-40-102
1,2022-40-103
2,2022-40-104
2,2022-40-105
1,2022-40-106
2,2022-40-107
1,2022-40-108
1,2022-40-109
1,2022-40-110
1,2022-40-111
2,2022-40-112
1,2022-40-113
1,2022-40-114
1,2022-40-115
0,2022-40-116
0,2022-40-117
1,2022-40-118
2,2022-40-119
2,2022-40-120
1,2022-40-201
2,2022-40-202
1,2022-40-203
2,2022-40-204
1,2022-40-205
1,2022-40-206
1,2022-40-207
1,2022-40-208
2,2022-40-209
2,2022-40-210
2,2022-40-211
2,2022-40-212
2,2022-40-213
0,2022-40-214
0,2022-40-215
0,2022-40-216
1,2022-40-301
2,2022-40-302
1,2022-40-303
2,2022-40-304
2,2022-40-305
2,2022-40-306
1,2022-40-307
1,2022-40-308
1,2022-40-401
1,2022-40-402
1,2022-40-403
1,2022-40-404
1,2022-40-405
1,2022-40-406
1,2022-40-407
1,2022-40-408
1,2022-40-409
0,2022-40-410
2,2022-40-501
0,2022-40-502
0,2022-40-503
0,2022-40-504
2,2022-40-505
0,2022-40-506
0,2022-40-507
0,2022-40-508
0,2022-40-509
0,2022-40-510
2,2022-40-511
2,2022-40-601
2,2022-40-602
0,2022-40-603
2,2022-40-604
2,2022-40-605
2,2022-40-606
0,2022-40-607
2,2022-40-608
2,2022-40-609
2,2022-40-610
0,2022-40-611
0,2022-40-701
0,2022-40-702
0,2022-40-703
0,2022-40-704
0,2022-40-705
2,2022-40-706
1,2022-41-101
1,2022-41-102
1,2022-41-103
2,2022-41-104
2,2022-41-105
1,2022-41-106
2,2022-41-107
1,2022-41-108
1,2022-41-109
1,2022-41-110
1,2022-41-111
2,2022-41-112
1,2022-41-113
1,2022-41-114
1,2022-41-115
0,2022-41-116
0,2022-41-117
1,2022-41-118
2,2022-41-119
2,2022-41-120
1,2022-41-201
2,2022-41-202
1,2022-41-203
2,2022-41-204
1,2022-41-205
1,2022-41-206
1,2022-41-207
1,2022-41-208
2,2022-41-209
2,2022-41-210
2,2022-41-211
2,2022-41-212
2,2022-41-213
0,2022-41-214
0,2022-41-215
0,2022-41-216
1,2022-41-301
2,2022-41-302
1,2022-41-303
2,2022-41-304
2,2022-41-305
2,2022-41-306
1,2022-41-307
1,2022-41-308
1,2022-41-401
1,2022-41-402
1,2022-41-403
1,2022-41-404
1,2022-41-405
1,2022-41-406
1,2022-41-407
1,2022-41-408
1,2022-41-409
0,2022-41-410
2,2022-41-501
0,2022-41-502
0,2022-41-503
0,2022-41-504
2,2022-41-505
0,2022-41-506
0,2022-41-507
0,2022-41-508
0,2022-41-509
0,2022-41-510
2,2022-41-511
2,2022-41-601
2,2022-41-602
0,2022-41-603
2,2022-41-604
2,2022-41-605
2,2022-41-606
0,2022-41-607
2,2022-41-608
2,2022-41-609
2,2022-41-610
0,2022-41-611
0,2022-41-701
0,2022-41-702
0,2022-41-703
0,2022-41-704
0,2022-41-705
2,2022-41-706
1,2022-42-101
1,2022-42-102
1,2022-42-103
2,2022-42-104
2,2022-42-105
1,2022-42-106
2,2022-42-107
1,2022-42-108
1,2022-42-109
1,2022-42-110
1,2022-42-111
2,2022-42-112
1,2022-42-113
1,2022-42-114
1,2022-42-115
0,2022-42-116
0,2022-42-117
1,2022-42-118
2,2022-42-119
2,2022-42-120
1,2022-42-201
2,2022-42-202
1,2022-42-203
2,2022-42-204
1,2022-42-205
1,2022-42-206
1,2022-42-207
1,2022-42-208
2,2022-42-209
2,2022-42-210
2,2022-42-211
2,2022-42-212
2,2022-42-213
0,2022-42-214
0,2022-42-215
0,2022-42-216
1,2022-42-301
2,2022-42-302
1,2022-42-303
2,2022-42-304
2,2022-42-305
2,2022-42-306
1,2022-42-307
1,2022-42-308
1,2022-42-401
1,2022-42-402
1,2022-42-403
1,2022-42-404
1,2022-42-405
1,2022-42-406
1,2022-42-407
1,2022-42-408
1,2022-42-409
0,2022-42-410
2,2022-42-501
0,2022-42-502
0,2022-42-503
0,2022-42-504
2,2022-42-505
0,2022-42-506
0,2022-42-507
0,2022-42-508
0,2022-42-509
0,2022-42-510
2,2022-42-511
2,2022-42-601
2,2022-42-602
0,2022-42-603
2,2022-42-604
2,2022-42-605
2,2022-42-606
0,2022-42-607
2,2022-42-608
2,2022-42-609
2,2022-42-610
0,2022-42-611
0,2022-42-701
0,2022-42-702
0,2022-42-703
0,2022-42-704
0,2022-42-705
2,2022-42-706
1,2022-43-101
1,2022-43-102
1,2022-43-103
2,2022-43-104
2,2022-43-105
1,2022-43-106
2,2022-43-107
1,2022-43-108
1,2022-43-109
1,2022-43-110
1,2022-43-111
2,2022-43-112
1,2022-43-113
1,2022-43-114
1,2022-43-115
0,2022-43-116
0,2022-43-117
1,2022-43-118
2,2022-43-119
2,2022-43-120
1,2022-43-201
2,2022-43-202
1,2022-43-203
2,2022-43-204
1,2022-43-205
1,2022-43-206
1,2022-43-207
1,2022-43-208
2,2022-43-209
2,2022-43-210
2,2022-43-211
2,2022-43-212
2,2022-43-213
0,2022-43-214
0,2022-43-215
0,2022-43-216
1,2022-43-301
2,2022-43-302
1,2022-43-303
2,2022-43-304
2,2022-43-305
2,2022-43-306
1,2022-43-307
1,2022-43-308
1,2022-43-401
1,2022-43-402
1,2022-43-403
1,2022-43-404
1,2022-43-405
1,2022-43-406
1,2022-43-407
1,2022-43-408
1,2022-43-409
0,2022-43-410
2,2022-43-501
0,2022-43-502
0,2022-43-503
0,2022-43-504
2,2022-43-505
0,2022-43-506
0,2022-43-507
0,2022-43-508
0,2022-43-509
0,2022-43-510
2,2022-43-511
2,2022-43-601
2,2022-43-602
0,2022-43-603
2,2022-43-604
2,2022-43-605
2,2022-43-606
0,2022-43-607
2,2022-43-608
2,2022-43-609
2,2022-43-610
0,2022-43-611
0,2022-43-701
0,2022-43-702
0,2022-43-703
0,2022-43-704
0,2022-43-705
2,2022-43-706
1,2022-44-101
1,2022-44-102
1,2022-44-103
2,2022-44-104
2,2022-44-105
1,2022-44-106
2,2022-44-107
1,2022-44-108
1,2022-44-109
1,2022-44-110
1,2022-44-111
2,2022-44-112
1,2022-44-113
1,2022-44-114
1,2022-44-115
0,2022-44-116
0,2022-44-117
1,2022-44-118
2,2022-44-119
2,2022-44-120
1,2022-44-201
2,2022-44-202
1,2022-44-203
2,2022-44-204
1,2022-44-205
1,2022-44-206
1,2022-44-207
1,2022-44-208
2,2022-44-209
2,2022-44-210
2,2022-44-211
2,2022-44-212
2,2022-44-213
0,2022-44-214
0,2022-44-215
0,2022-44-216
1,2022-44-301
2,2022-44-302
1,2022-44-303
2,2022-44-304
2,2022-44-305
2,2022-44-306
1,2022-44-307
1,2022-44-308
1,2022-44-401
1,2022-44-402
1,2022-44-403
1,2022-44-404
1,2022-44-405
1,2022-44-406
1,2022-44-407
1,2022-44-408
1,2022-44-409
0,2022-44-410
2,2022-44-501
0,2022-44-502
0,2022-44-503
0,2022-44-504
2,2022-44-505
0,2022-44-506
0,2022-44-507
0,2022-44-508
0,2022-44-509
0,2022-44-510
2,2022-44-511
2,2022-44-601
2,2022-44-602
0,2022-44-603
2,2022-44-604
2,2022-44-605
2,2022-44-606
0,2022-44-607
2,2022-44-608
2,2022-44-609
2,2022-44-610
0,2022-44-611
0,2022-44-701
0,2022-44-702
0,2022-44-703
0,2022-44-704
0,2022-44-705
2,2022-44-706
1,2022-45-101
1,2022-45-102
1,2022-45-103
2,2022-45-104
2,2022-45-105
1,2022-45-106
2,2022-45-107
1,2022-45-108
1,2022-45-109
1,2022-45-110
1,2022-45-111
2,2022-45-112
1,2022-45-113
1,2022-45-114
1,2022-45-115
0,2022-45-116
0,2022-45-117
1,2022-45-118
2,2022-45-119
2,2022-45-120
1,2022-45-201
2,2022-45-202
1,2022-45-203
2,2022-45-204
1,2022-45-205
1,2022-45-206
1,2022-45-207
1,2022-45-208
2,2022-45-209
2,2022-45-210
2,2022-45-211
2,2022-45-212
2,2022-45-213
0,2022-45-214
0,2022-45-215
0,2022-45-216
1,2022-45-301
2,2022-45-302
1,2022-45-303
2,2022-45-304
2,2022-45-305
2,2022-45-306
1,2022-45-307
1,2022-45-308
1,2022-45-401
1,2022-45-402
1,2022-45-403
1,2022-45-404
1,2022-45-405
1,2022-45-406
1,2022-45-407
1,2022-45-408
1,2022-45-409
0,2022-45-410
2,2022-45-501
0,2022-45-502
0,2022-45-503
0,2022-45-504
2,2022-45-505
0,2022-45-506
0,2022-45-507
0,2022-45-508
0,2022-45-509
0,2022-45-510
2,2022-45-511
2,2022-45-601
2,2022-45-602
0,2022-45-603
2,2022-45-604
2,2022-45-605
2,2022-45-606
0,2022-45-607
2,2022-45-608
2,2022-45-609
2,2022-45-610
0,2022-45-611
0,2022-45-701
0,2022-45-702
0,2022-45-703
0,2022-45-704
0,2022-45-705
2,2022-45-706
1,2022-46-101
1,2022-46-102
1,2022-46-103
2,2022-46-104
2,2022-46-105
1,2022-46-106
2,2022-46-107
1,2022-46-108
1,2022-46-109
1,2022-46-110
1,2022-46-111
2,2022-46-112
1,2022-46-113
1,2022-46-114
1,2022-46-115
0,2022-46-116
0,2022-46-117
1,2022-46-118
2,2022-46-119
2,2022-46-120
1,2022-46-201
2,2022-46-202
1,2022-46-203
2,2022-46-204
1,2022-46-205
1,2022-46-206
1,2022-46-207
1,2022-46-208
2,2022-46-209
2,2022-46-210
2,2022-46-211
2,2022-46-212
2,2022-46-213
0,2022-46-214
0,2022-46-215
0,2022-46-216
1,2022-46-301
2,2022-46-302
1,2022-46-303
2,2022-46-304
2,2022-46-305
2,2022-46-306
1,2022-46-307
1,2022-46-308
1,2022-46-401
1,2022-46-402
1,2022-46-403
1,2022-46-404
1,2022-46-405
1,2022-46-406
1,2022-46-407
1,2022-46-408
1,2022-46-409
0,2022-46-410
2,2022-46-501
0,2022-46-502
0,2022-46-503
0,2022-46-504
2,2022-46-505
0,2022-46-506
0,2022-46-507
0,2022-46-508
0,2022-46-509
0,2022-46-510
2,2022-46-511
2,2022-46-601
2,2022-46-602
0,2022-46-603
2,2022-46-604
2,2022-46-605
2,2022-46-606
0,2022-46-607
2,2022-46-608
2,2022-46-609
2,2022-46-610
0,2022-46-611
0,2022-46-701
0,2022-46-702
0,2022-46-703
0,2022-46-704
0,2022-46-705
2,2022-46-706
1,2022-47-101
1,2022-47-102
1,2022-47-103
2,2022-47-104
2,2022-47-105
1,2022-47-106
2,2022-47-107
1,2022-47-108
1,2022-47-109
1,2022-47-110
1,2022-47-111
2,2022-47-112
1,2022-47-113
1,2022-47-114
1,2022-47-115
0,2022-47-116
0,2022-47-117
1,2022-47-118
2,2022-47-119
2,2022-47-120
1,2022-47-201
2,2022-47-202
1,2022-47-203
2,2022-47-204
1,2022-47-205
1,2022-47-206
1,2022-47-207
1,2022-47-208
2,2022-47-209
2,2022-47-210
2,2022-47-211
2,2022-47-212
2,2022-47-213
0,2022-47-214
0,2022-47-215
0,2022-47-216
1,2022-47-301
2,2022-47-302
1,2022-47-303
2,2022-47-304
2,2022-47-305
2,2022-47-306
1,2022-47-307
1,2022-47-308
1,2022-47-401
1,2022-47-402
1,2022-47-403
1,2022-47-404
1,2022-47-405
1,2022-47-406
1,2022-47-407
1,2022-47-408
1,2022-47-409
0,2022-47-410
2,2022-47-501
0,2022-47-502
0,2022-47-503
0,2022-47-504
2,2022-47-505
0,2022-47-506
0,2022-47-507
0,2022-47-508
0,2022-47-509
0,2022-47-510
2,2022-47-511
2,2022-47-601
2,2022-47-602
0,2022-47-603
2,2022-47-604
2,2022-47-605
2,2022-47-606
0,2022-47-607
2,2022-47-608
2,2022-47-609
2,2022-47-610
0,2022-47-611
0,2022-47-701
0,2022-47-702
0,2022-47-703
0,2022-47-704
0,2022-47-705
2,2022-47-706
1,2022-48-101
1,2022-48-102
1,2022-48-103
2,2022-48-104
2,2022-48-105
1,2022-48-106
2,2022-48-107
1,2022-48-108
1,2022-48-109
1,2022-48-110
1,2022-48-111
2,2022-48-112
1,2022-48-113
1,2022-48-114
1,2022-48-115
0,2022-48-116
0,2022-48-117
1,2022-48-118
2,2022-48-119
2,2022-48-120
1,2022-48-201
2,2022-48-202
1,2022-48-203
2,2022-48-204
1,2022-48-205
1,2022-48-206
1,2022-48-207
1,2022-48-208
2,2022-48-209
2,2022-48-210
2,2022-48-211
2,2022-48-212
2,2022-48-213
0,2022-48-214
0,2022-48-215
0,2022-48-216
1,2022-48-301
2,2022-48-302
1,2022-48-303
2,2022-48-304
2,2022-48-305
2,2022-48-306
1,2022-48-307
1,2022-48-308
1,2022-48-401
1,2022-48-402
1,2022-48-403
1,2022-48-404
1,2022-48-405
1,2022-48-406
1,2022-48-407
1,2022-48-408
1,2022-48-409
0,2022-48-410
2,2022-48-501
0,2022-48-502
0,2022-48-503
0,2022-48-504
2,2022-48-505
0,2022-48-506
0,2022-48-507
0,2022-48-508
0,2022-48-509
0,2022-48-510
2,2022-48-511
2,2022-48-601
2,2022-48-602
0,2022-48-603
2,2022-48-604
2,2022-48-605
2,2022-48-606
0,2022-48-607
2,2022-48-608
2,2022-48-609
2,2022-48-610
0,2022-48-611
0,2022-48-701
0,2022-48-702
0,2022-48-703
0,2022-48-704
0,2022-48-705
2,2022-48-706
1,2022-49-101
1,2022-49-102
1,2022-49-103
2,2022-49-104
2,2022-49-105
1,2022-49-106
2,2022-49-107
1,2022-49-108
1,2022-49-109
1,2022-49-110
1,2022-49-111
2,2022-49-112
1,2022-49-113
1,2022-49-114
1,2022-49-115
0,2022-49-116
0,2022-49-117
1,2022-49-118
2,2022-49-119
2,2022-49-120
1,2022-49-201
2,2022-49-202
1,2022-49-203
2,2022-49-204
1,2022-49-205
1,2022-49-206
1,2022-49-207
1,2022-49-208
2,2022-49-209
2,2022-49-210
2,2022-49-211
2,2022-49-212
2,2022-49-213
0,2022-49-214
0,2022-49-215
0,2022-49-216
1,2022-49-301
2,2022-49-302
1,2022-49-303
2,2022-49-304
2,2022-49-305
2,2022-49-306
1,2022-49-307
1,2022-49-308
1,2022-49-401
1,2022-49-402
1,2022-49-403
1,2022-49-404
1,2022-49-405
1,2022-49-406
1,2022-49-407
1,2022-49-408
1,2022-49-409
0,2022-49-410
2,2022-49-501
0,2022-49-502
0,2022-49-503
0,2022-49-504
2,2022-49-505
0,2022-49-506
0,2022-49-507
0,2022-49-508
0,2022-49-509
0,2022-49-510
2,2022-49-511
2,2022-49-601
2,2022-49-602
0,2022-49-603
2,2022-49-604
2,2022-49-605
2,2022-49-606
0,2022-49-607
2,2022-49-608
2,2022-49-609
2,2022-49-610
0,2022-49-611
0,2022-49-701
0,2022-49-702
0,2022-49-703
0,2022-49-704
0,2022-49-705
2,2022-49-706
1,2022-50-101
1,2022-50-102
1,2022-50-103
2,2022-50-104
2,2022-50-105
1,2022-50-106
2,2022-50-107
1,2022-50-108
1,2022-50-109
1,2022-50-110
1,2022-50-111
2,2022-50-112
1,2022-50-113
1,2022-50-114
1,2022-50-115
0,2022-50-116
0,2022-50-117
1,2022-50-118
2,2022-50-119
2,2022-50-120
1,2022-50-201
2,2022-50-202
1,2022-50-203
2,2022-50-204
1,2022-50-205
1,2022-50-206
1,2022-50-207
1,2022-50-208
2,2022-50-209
2,2022-50-210
2,2022-50-211
2,2022-50-212
2,2022-50-213
0,2022-50-214
0,2022-50-215
0,2022-50-216
1,2022-50-301
2,2022-50-302
1,2022-50-303
2,2022-50-304
2,2022-50-305
2,2022-50-306
1,2022-50-307
1,2022-50-308
1,2022-50-401
1,2022-50-402
1,2022-50-403
1,2022-50-404
1,2022-50-405
1,2022-50-406
1,2022-50-407
1,2022-50-408
1,2022-50-409
0,2022-50-410
2,2022-50-501
0,2022-50-502
0,2022-50-503
0,2022-50-504
2,2022-50-505
0,2022-50-506
0,2022-50-507
0,2022-50-508
0,2022-50-509
0,2022-50-510
2,2022-50-511
2,2022-50-601
2,2022-50-602
0,2022-50-603
2,2022-50-604
2,2022-50-605
2,2022-50-606
0,2022-50-607
2,2022-50-608
2,2022-50-609
2,2022-50-610
0,2022-50-611
0,2022-50-701
0,2022-50-702
0,2022-50-703
0,2022-50-704
0,2022-50-705
2,2022-50-706
1,2022-51-101
1,2022-51-102
1,2022-51-103
2,2022-51-104
2,2022-51-105
1,2022-51-106
2,2022-51-107
1,2022-51-108
1,2022-51-109
1,2022-51-110
1,2022-51-111
2,2022-51-112
1,2022-51-113
1,2022-51-114
1,2022-51-115
0,2022-51-116
0,2022-51-117
1,2022-51-118
2,2022-51-119
2,2022-51-120
1,2022-51-201
2,2022-51-202
1,2022-51-203
2,2022-51-204
1,2022-51-205
1,2022-51-206
1,2022-51-207
1,2022-51-208
2,2022-51-209
2,2022-51-210
2,2022-51-211
2,2022-51-212
2,2022-51-213
0,2022-51-214
0,2022-51-215
0,2022-51-216
1,2022-51-301
2,2022-51-302
1,2022-51-303
2,2022-51-304
2,2022-51-305
2,2022-51-306
1,2022-51-307
1,2022-51-308
1,2022-51-401
1,2022-51-402
1,2022-51-403
1,2022-51-404
1,2022-51-405
1,2022-51-406
1,2022-51-407
1,2022-51-408
1,2022-51-409
0,2022-51-410
2,2022-51-501
0,2022-51-502
0,2022-51-503
0,2022-51-504
2,2022-51-505
0,2022-51-506
0,2022-51-507
0,2022-51-508
0,2022-51-509
0,2022-51-510
2,2022-51-511
2,2022-51-601
2,2022-51-602
0,2022-51-603
2,2022-51-604
2,2022-51-605
2,2022-51-606
0,2022-51-607
2,2022-51-608
2,2022-51-609
2,2022-51-610
0,2022-51-611
0,2022-51-701
0,2022-51-702
0,2022-51-703
0,2022-51-704
0,2022-51-705
2,2022-51-706
1,2022-52-101
1,2022-52-102
1,2022-52-103
2,2022-52-104
2,2022-52-105
1,2022-52-106
2,2022-52-107
1,2022-52-108
1,2022-52-109
1,2022-52-110
1,2022-52-111
2,2022-52-112
1,2022-52-113
1,2022-52-114
1,2022-52-115
0,2022-52-116
0,2022-52-117
1,2022-52-118
2,2022-52-119
2,2022-52-120
1,2022-52-201
2,2022-52-202
1,2022-52-203
2,2022-52-204
1,2022-52-205
1,2022-52-206
1,2022-52-207
1,2022-52-208
2,2022-52-209
2,2022-52-210
2,2022-52-211
2,2022-52-212
2,2022-52-213
0,2022-52-214
0,2022-52-215
0,2022-52-216
1,2022-52-301
2,2022-52-302
1,2022-52-303
2,2022-52-304
2,2022-52-305
2,2022-52-306
1,2022-52-307
1,2022-52-308
1,2022-52-401
1,2022-52-402
1,2022-52-403
1,2022-52-404
1,2022-52-405
1,2022-52-406
1,2022-52-407
1,2022-52-408
1,2022-52-409
0,2022-52-410
2,2022-52-501
0,2022-52-502
0,2022-52-503
0,2022-52-504
2,2022-52-505
0,2022-52-506
0,2022-52-507
0,2022-52-508
0,2022-52-509
0,2022-52-510
2,2022-52-511
2,2022-52-601
2,2022-52-602
0,2022-52-603
2,2022-52-604
2,2022-52-605
2,2022-52-606
0,2022-52-607
2,2022-52-608
2,2022-52-609
2,2022-52-610
0,2022-52-611
0,2022-52-701
0,2022-52-702
0,2022-52-703
0,2022-52-704
0,2022-52-705
2,2022-52-706
1,2022-53-101
1,2022-53-102
1,2022-53-103
2,2022-53-104
2,2022-53-105
1,2022-53-106
2,2022-53-107
1,2022-53-108
1,2022-53-109
1,2022-53-110
1,2022-53-111
2,2022-53-112
1,2022-53-113
1,2022-53-114
1,2022-53-115
0,2022-53-116
0,2022-53-117
1,2022-53-118
2,2022-53-119
2,2022-53-120
1,2022-53-201
2,2022-53-202
1,2022-53-203
2,2022-53-204
1,2022-53-205
1,2022-53-206
1,2022-53-207
1,2022-53-208
2,2022-53-209
2,2022-53-210
2,2022-53-211
2,2022-53-212
2,2022-53-213
0,2022-53-214
0,2022-53-215
0,2022-53-216
1,2022-53-301
2,2022-53-302
1,2022-53-303
2,2022-53-304
2,2022-53-305
2,2022-53-306
1,2022-53-307
1,2022-53-308
1,2022-53-401
1,2022-53-402
1,2022-53-403
1,2022-53-404
1,2022-53-405
1,2022-53-406
1,2022-53-407
1,2022-53-408
1,2022-53-409
0,2022-53-410
2,2022-53-501
0,2022-53-502
0,2022-53-503
0,2022-53-504
2,2022-53-505
0,2022-53-506
0,2022-53-507
0,2022-53-508
0,2022-53-509
0,2022-53-510
2,2022-53-511
2,2022-53-601
2,2022-53-602
0,2022-53-603
2,2022-53-604
2,2022-53-605
2,2022-53-606
0,2022-53-607
2,2022-53-608
2,2022-53-609
2,2022-53-610
0,2022-53-611
0,2022-53-701
0,2022-53-702
0,2022-53-703
0,2022-53-704
0,2022-53-705
2,2022-53-706
1,2023-1-101
1,2023-1-102
1,2023-1-103
2,2023-1-104
2,2023-1-105
1,2023-1-106
2,2023-1-107
1,2023-1-108
1,2023-1-109
1,2023-1-110
1,2023-1-111
2,2023-1-112
1,2023-1-113
1,2023-1-114
1,2023-1-115
0,2023-1-116
0,2023-1-117
1,2023-1-118
2,2023-1-119
2,2023-1-120
1,2023-1-201
2,2023-1-202
1,2023-1-203
2,2023-1-204
1,2023-1-205
1,2023-1-206
1,2023-1-207
1,2023-1-208
2,2023-1-209
2,2023-1-210
2,2023-1-211
2,2023-1-212
2,2023-1-213
0,2023-1-214
0,2023-1-215
0,2023-1-216
1,2023-1-301
2,2023-1-302
1,2023-1-303
2,2023-1-304
2,2023-1-305
2,2023-1-306
1,2023-1-307
1,2023-1-308
1,2023-1-401
1,2023-1-402
1,2023-1-403
1,2023-1-404
1,2023-1-405
1,2023-1-406
1,2023-1-407
1,2023-1-408
1,2023-1-409
0,2023-1-410
2,2023-1-501
0,2023-1-502
0,2023-1-503
0,2023-1-504
2,2023-1-505
0,2023-1-506
0,2023-1-507
0,2023-1-508
0,2023-1-509
0,2023-1-510
2,2023-1-511
2,2023-1-601
2,2023-1-602
0,2023-1-603
2,2023-1-604
2,2023-1-605
2,2023-1-606
0,2023-1-607
2,2023-1-608
2,2023-1-609
2,2023-1-610
0,2023-1-611
0,2023-1-701
0,2023-1-702
0,2023-1-703
0,2023-1-704
0,2023-1-705
2,2023-1-706
1,2023-2-101
1,2023-2-102
1,2023-2-103
2,2023-2-104
2,2023-2-105
1,2023-2-106
2,2023-2-107
1,2023-2-108
1,2023-2-109
1,2023-2-110
1,2023-2-111
2,2023-2-112
1,2023-2-113
1,2023-2-114
1,2023-2-115
0,2023-2-116
0,2023-2-117
1,2023-2-118
2,2023-2-119
2,2023-2-120
1,2023-2-201
2,2023-2-202
1,2023-2-203
2,2023-2-204
1,2023-2-205
1,2023-2-206
1,2023-2-207
1,2023-2-208
2,2023-2-209
2,2023-2-210
2,2023-2-211
2,2023-2-212
2,2023-2-213
0,2023-2-214
0,2023-2-215
0,2023-2-216
1,2023-2-301
2,2023-2-302
1,2023-2-303
2,2023-2-304
2,2023-2-305
2,2023-2-306
1,2023-2-307
1,2023-2-308
1,2023-2-401
1,2023-2-402
1,2023-2-403
1,2023-2-404
1,2023-2-405
1,2023-2-406
1,2023-2-407
1,2023-2-408
1,2023-2-409
0,2023-2-410
2,2023-2-501
0,2023-2-502
0,2023-2-503
0,2023-2-504
2,2023-2-505
0,2023-2-506
0,2023-2-507
0,2023-2-508
0,2023-2-509
0,2023-2-510
2,2023-2-511
2,2023-2-601
2,2023-2-602
0,2023-2-603
2,2023-2-604
2,2023-2-605
2,2023-2-606
0,2023-2-607
2,2023-2-608
2,2023-2-609
2,2023-2-610
0,2023-2-611
0,2023-2-701
0,2023-2-702
0,2023-2-703
0,2023-2-704
0,2023-2-705
2,2023-2-706
1,2023-3-101
1,2023-3-102
1,2023-3-103
2,2023-3-104
2,2023-3-105
1,2023-3-106
2,2023-3-107
1,2023-3-108
1,2023-3-109
1,2023-3-110
1,2023-3-111
2,2023-3-112
1,2023-3-113
1,2023-3-114
1,2023-3-115
0,2023-3-116
0,2023-3-117
1,2023-3-118
