"","canton","tmin_min","tmin_max","tmin_mean","tmin_median","week"
"10430","Acosta",26.613276,31.610323,28.8011592857143,28.167921,"2022-27"
"10431","Alajuela",21.095533,29.96835,26.2305422857143,26.870053,"2022-27"
"10432","Alajuelita",23.281815,24.926954,24.203496,24.284351,"2022-27"
"10433","Alvarado",24.065172,25.165487,24.6356967142857,24.587902,"2022-27"
"10434","Aserrí",24.928654,26.738138,25.9849808571429,26.05768,"2022-27"
"10435","Atenas",26.683935,28.69338,27.6612242857143,27.777115,"2022-27"
"10436","Bagaces",27.363264,33.70787,31.7177696142857,32.1972015,"2022-27"
"10437","Barva",23.583878,24.877619,24.3716821428571,24.649513,"2022-27"
"10438","Buenos Aires",22.288826,30.771683,27.5020486015038,27.938381,"2022-27"
"10439","Carrillo",NA,NA,NA,NA,"2022-27"
"10440","Cartago",23.262442,24.935709,24.3191485714286,24.376198,"2022-27"
"10441","Cañas",30.483822,33.894093,32.6846187142857,32.819546,"2022-27"
"10442","Corredores",28.389856,33.024006,30.9533175428571,31.168703,"2022-27"
"10443","Coto Brus",21.242264,28.328379,25.4104205,25.4687325,"2022-27"
"10444","Dota",19.461254,28.135197,23.3259879047619,22.116247,"2022-27"
"10445","El Guarco",20.786198,24.669937,22.8916479285714,22.632055,"2022-27"
"10446","Esparza",30.479609,33.667736,32.1022305714286,32.199713,"2022-27"
"10447","Garabito",30.766577,33.476482,32.0843715714286,32.02436,"2022-27"
"10448","Golfito",29.388588,33.25812,31.470363,31.539597,"2022-27"
"10449","Grecia",26.32318,28.14773,27.3204217142857,27.360044,"2022-27"
"10450","Guatuso",27.586842,33.10763,30.9095335510204,31.359217,"2022-27"
"10451","Guácimo",23.0691,32.771984,29.5443876857143,30.842669,"2022-27"
"10452","Heredia",22.290794,25.023174,23.7982319285714,23.7731475,"2022-27"
"10453","Hojancha",29.113565,32.118645,31.2462878571429,31.487358,"2022-27"
"10454","Jiménez",26.020634,27.207354,26.623457,26.579948,"2022-27"
"10455","La Cruz",NA,NA,NA,NA,"2022-27"
"10456","La Unión",24.481606,25.8437,25.2970397142857,25.41175,"2022-27"
"10457","León Cortés Castro",23.34325,25.032026,24.4151212857143,24.548409,"2022-27"
"10458","Liberia",29.37956,33.811237,32.1053590571429,32.276811,"2022-27"
"10459","Limón",21.23267,32.542953,27.7061337142857,28.831264,"2022-27"
"10460","Los Chiles",30.805195,33.445553,32.1095705324675,32.196617,"2022-27"
"10461","Matina",26.312302,33.14037,29.6023641666667,29.750187,"2022-27"
"10462","Montes de Oro",27.300472,31.834816,29.8009380714286,29.5486485,"2022-27"
"10463","Mora",26.969666,28.94859,27.9865061428571,28.095066,"2022-27"
"10464","Nandayure",29.280704,33.829784,32.4523808285714,32.711758,"2022-27"
"10465","Naranjo",25.77416,27.771833,26.8467732857143,26.813007,"2022-27"
"10466","Nicoya",28.877651,34.707966,32.3855396309524,32.493593,"2022-27"
"10467","Oreamuno",24.671833,25.78572,25.2528155714286,25.358946,"2022-27"
"10468","Orotina",31.5608,33.129677,32.3943008571429,32.340492,"2022-27"
"10469","Osa",29.506922,33.093647,31.4677950095238,31.407738,"2022-27"
"10470","Paraíso",18.726343,25.636517,22.0021663571429,21.554883,"2022-27"
"10471","Parrita",30.227116,33.770393,32.1394189047619,31.969753,"2022-27"
"10472","Pococí",24.379154,33.057087,31.0024946142857,31.539954,"2022-27"
"10473","Puntarenas",NA,NA,NA,NA,"2022-27"
"10474","Puriscal",25.813595,32.80908,29.4585985142857,29.486214,"2022-27"
"10475","Pérez Zeledón",20.883326,30.976534,26.5902649693878,27.121071,"2022-27"
"10476","Quepos",28.715273,33.735897,31.9071481190476,32.273272,"2022-27"
"10477","Río Cuarto",25.208036,32.365295,29.2273277142857,30.237453,"2022-27"
"10478","San Carlos",23.270908,33.17182,30.8467348461538,31.3685035,"2022-27"
"10479","San Mateo",28.624535,30.681122,29.7094395714286,29.747587,"2022-27"
"10480","San Pablo",25.866737,27.32194,26.6389281428571,26.691923,"2022-27"
"10481","San Ramón",24.58749,30.767326,27.2868687142857,26.8915435,"2022-27"
"10482","Santa Ana",25.346321,27.258814,26.3578268571429,26.482939,"2022-27"
"10483","Santa Cruz",NA,NA,NA,NA,"2022-27"
"10484","Sarapiquí",24.882801,32.798885,30.6798979327731,31.376734,"2022-27"
"10485","Sarchí",22.770166,24.43679,23.7531665714286,23.94686,"2022-27"
"10486","Siquirres",27.316887,32.58937,29.9002875,29.7439735,"2022-27"
"10487","Talamanca",18.129093,32.349224,24.9192019440994,24.76731,"2022-27"
"10488","Tarrazú",23.109388,29.977158,27.1527546071429,27.404737,"2022-27"
"10489","Tilarán",25.054155,31.755068,28.8985319795918,28.974108,"2022-27"
"10490","Turrialba",18.165312,28.201908,23.960453967033,24.540333,"2022-27"
"10491","Turrubares",29.482378,33.236446,31.4346321071429,31.435849,"2022-27"
"10492","Upala",25.250639,33.913437,30.0106243367347,30.335925,"2022-27"
"10493","Vázquez de Coronado",21.112194,26.020998,23.6364985,23.559051,"2022-27"
"10494","Zarcero",24.212734,26.047377,25.2880924285714,25.46489,"2022-27"
"10495","Abangares",30.692636,34.519012,33.0128752142857,33.1725985,"2023-27"
"10496","Acosta",27.748463,32.380882,29.7627555238095,29.16153,"2023-27"
"10497","Alajuela",21.43419,30.329191,26.9253421428571,27.532479,"2023-27"
"10498","Alajuelita",24.003504,25.501827,24.9165385714286,25.246603,"2023-27"
"10499","Alvarado",24.30708,25.912697,25.3565588571429,25.639505,"2023-27"
"10500","Aserrí",25.740778,27.394995,26.7508248571429,26.943632,"2023-27"
"10501","Atenas",27.452913,29.062128,28.3206242857143,28.251797,"2023-27"
"10502","Bagaces",29.002348,35.1466,33.3046267142857,33.681284,"2023-27"
"10503","Barva",23.870365,25.849787,25.1388691428571,25.46751,"2023-27"
"10504","Buenos Aires",22.807472,31.542114,28.2398676240601,28.633366,"2023-27"
"10505","Carrillo",NA,NA,NA,NA,"2023-27"
"10506","Cartago",23.722813,25.705257,24.9970469285714,25.1820545,"2023-27"
"10507","Cañas",31.938824,35.19076,33.8694233142857,33.962093,"2023-27"
"10508","Corredores",28.759855,34.324352,32.3126117428571,32.57996,"2023-27"
"10509","Coto Brus",21.502628,29.489372,26.2724034285714,26.4498275,"2023-27"
"10510","Dota",20.209166,29.251701,24.1619316190476,22.856144,"2023-27"
"10511","El Guarco",21.40288,25.409859,23.5777597142857,23.4497545,"2023-27"
"10512","Esparza",31.596298,34.281086,32.9912753571429,32.893687,"2023-27"
"10513","Garabito",32.038372,34.044464,33.2309161428571,33.17719,"2023-27"
"10514","Golfito",30.752045,35.296776,32.9719621809524,32.935863,"2023-27"
"10515","Grecia",27.040974,28.875254,28.1090282857143,28.120934,"2023-27"
"10516","Guatuso",29.2289,35.15026,32.6528594285714,32.844612,"2023-27"
"10517","Guácimo",23.136457,33.686,30.4129387142857,31.157238,"2023-27"
"10518","Heredia",22.53113,25.885292,24.5979837857143,24.496401,"2023-27"
"10519","Hojancha",31.466915,33.18876,32.1031748571429,31.913967,"2023-27"
"10520","Jiménez",26.268034,27.997047,27.3232377142857,27.539217,"2023-27"
"10521","La Cruz",NA,NA,NA,NA,"2023-27"
"10522","La Unión",25.08414,26.423199,25.968337,26.283218,"2023-27"
"10523","León Cortés Castro",24.297039,25.950466,25.2740918571429,25.492886,"2023-27"
"10524","Liberia",30.377558,35.73427,33.6250411285714,33.8785715,"2023-27"
"10525","Limón",21.682493,33.682125,28.706948847619,29.752226,"2023-27"
"10526","Los Chiles",32.2881,35.759285,33.7580499220779,33.486115,"2023-27"
"10527","Matina",26.651716,34.10062,30.6281747857143,30.4061785,"2023-27"
"10528","Montes de Oro",28.525518,32.52326,30.7090355714286,30.7003125,"2023-27"
"10529","Mora",27.85112,29.454922,28.7653318571429,28.850657,"2023-27"
"10530","Nandayure",31.489197,35.16144,33.5680084,33.619797,"2023-27"
"10531","Naranjo",26.852728,28.483274,27.7314751428571,27.595436,"2023-27"
"10532","Nicoya",30.300709,35.59369,33.1065051190476,33.1807575,"2023-27"
"10533","Oreamuno",24.808249,26.523956,25.9946052857143,26.306519,"2023-27"
"10534","Orotina",32.572056,33.511425,33.2280455714286,33.385433,"2023-27"
"10535","Osa",30.73074,35.332413,33.0351344095238,33.000694,"2023-27"
"10536","Paraíso",19.389933,26.495964,22.7308286428571,22.1398305,"2023-27"
"10537","Parrita",31.472897,34.954796,33.5285159047619,33.65293,"2023-27"
"10538","Pococí",24.470179,34.530727,32.07922405,32.7172315,"2023-27"
"10539","Puntarenas",NA,NA,NA,NA,"2023-27"
"10540","Puriscal",26.828526,34.03757,30.519729,30.404978,"2023-27"
"10541","Pérez Zeledón",21.60828,32.86182,27.6772555,28.302635,"2023-27"
"10542","Quepos",29.907366,34.885784,33.2849140714286,33.6732505,"2023-27"
"10543","Río Cuarto",25.596844,33.551224,30.2375862857143,31.100424,"2023-27"
"10544","San Carlos",23.825928,34.549664,32.1067587527473,32.393459,"2023-27"
"10545","San Mateo",29.587221,31.055403,30.4088044285714,30.477118,"2023-27"
"10546","San Pablo",26.277481,27.871355,27.2882675714286,27.56109,"2023-27"
"10547","San Ramón",25.739319,31.7074,28.4190882678571,28.1280365,"2023-27"
"10548","Santa Ana",26.179548,27.80848,27.09401,27.320398,"2023-27"
"10549","Santa Cruz",NA,NA,NA,NA,"2023-27"
"10550","Sarapiquí",25.070164,34.21264,31.6546809159664,32.419426,"2023-27"
"10551","Sarchí",23.299492,25.727125,24.751931,24.893661,"2023-27"
"10552","Siquirres",27.432411,33.531616,30.8703230535714,30.950346,"2023-27"
"10553","Talamanca",18.670277,34.138046,25.722175068323,25.10975,"2023-27"
"10554","Tarrazú",23.877356,31.003298,28.0110466785714,28.36325,"2023-27"
"10555","Tilarán",26.419525,33.49347,30.4087998163265,30.464901,"2023-27"
"10556","Turrialba",18.7799,29.259483,24.7510181318681,25.150543,"2023-27"
"10557","Turrubares",30.417303,34.38159,32.50219975,32.3213675,"2023-27"
"10558","Upala",26.950682,37.176315,32.4181423367347,32.80863,"2023-27"
"10559","Vázquez de Coronado",21.327631,26.806026,24.3350712857143,24.1198655,"2023-27"
"10560","Zarcero",25.072657,27.391981,26.4146922857143,26.536037,"2023-27"
"10561","Abangares",29.621881,34.2733,32.2186107619048,32.377725,"2024-27"
"10562","Acosta",26.776646,31.84864,29.040488,28.641273,"2024-27"
"10563","Alajuela",21.18521,29.742945,26.3850327142857,27.097,"2024-27"
"10564","Alajuelita",22.899231,25.114262,24.3217707142857,24.781765,"2024-27"
"10565","Alvarado",23.557251,25.545685,24.8550708571429,25.115725,"2024-27"
"10566","Aserrí",24.837446,26.851286,26.1519575714286,26.53378,"2024-27"
"10567","Atenas",26.64854,28.458366,27.5890925714286,27.855225,"2024-27"
"10568","Bagaces",27.700434,34.769623,32.3610497857143,32.5461465,"2024-27"
"10569","Barva",23.060345,25.436079,24.6031142857143,24.720621,"2024-27"
"10570","Buenos Aires",21.555754,30.682085,27.0836767218045,27.605438,"2024-27"
"10571","Carrillo",NA,NA,NA,NA,"2024-27"
"10572","Cartago",22.9754,25.455488,24.4514510714286,24.7151985,"2024-27"
"10573","Cañas",30.823465,34.64266,32.9582618857143,33.21373,"2024-27"
"10574","Corredores",27.715733,33.069218,30.9433376571429,31.089174,"2024-27"
"10575","Coto Brus",20.427649,28.337288,25.2532131071429,25.512018,"2024-27"
"10576","Dota",19.323637,28.30669,23.3980868571429,22.363708,"2024-27"
"10577","El Guarco",20.648293,25.015942,22.9807462142857,22.7053635,"2024-27"
"10578","Esparza",30.778112,33.22495,31.9315719285714,32.005086,"2024-27"
"10579","Garabito",31.209663,33.462303,32.2480877142857,32.32913,"2024-27"
"10580","Golfito",28.690825,33.29259,31.3384667619048,31.464731,"2024-27"
"10581","Grecia",26.236528,28.468243,27.4855281428571,27.492645,"2024-27"
"10582","Guatuso",27.956526,35.40484,31.9125934897959,32.038506,"2024-27"
"10583","Guácimo",22.420378,33.48407,29.8918954285714,31.12031,"2024-27"
"10584","Heredia",22.053104,25.535025,24.1309967142857,24.309717,"2024-27"
"10585","Hojancha",29.34925,33.620243,31.2134931428571,31.322784,"2024-27"
"10586","Jiménez",25.685629,27.521202,26.8089624285714,27.031399,"2024-27"
"10587","La Cruz",NA,NA,NA,NA,"2024-27"
"10588","La Unión",23.970211,26.250217,25.402941,25.891687,"2024-27"
"10589","León Cortés Castro",23.365183,25.153069,24.5838742857143,24.86632,"2024-27"
"10590","Liberia",29.61835,35.106632,32.7957321571429,32.7211715,"2024-27"
"10591","Limón",20.656801,33.48344,28.3220229904762,29.240294,"2024-27"
"10592","Los Chiles",30.535614,35.9751,32.9828281168831,33.242027,"2024-27"
"10593","Matina",25.749235,33.856514,30.1693511190476,30.2661885,"2024-27"
"10594","Montes de Oro",27.395432,31.836761,29.6770110714286,29.829982,"2024-27"
"10595","Mora",26.938587,28.652967,28.0776362857143,28.51818,"2024-27"
"10596","Nandayure",29.398682,35.39222,32.4409631428571,32.435886,"2024-27"
"10597","Naranjo",25.920767,28.08674,26.975118,27.120169,"2024-27"
"10598","Nicoya",29.110796,35.78396,32.3877736071429,32.4830455,"2024-27"
"10599","Oreamuno",24.01586,26.279808,25.5359205714286,25.635553,"2024-27"
"10600","Orotina",31.917248,32.934044,32.3214725714286,32.34642,"2024-27"
"10601","Osa",28.871275,33.075905,31.2843883904762,31.256233,"2024-27"
"10602","Paraíso",18.343855,26.05503,22.0961826071429,21.6140015,"2024-27"
"10603","Parrita",30.423588,34.127914,32.4087067142857,32.519947,"2024-27"
"10604","Pococí",23.739405,34.087513,31.5956808,31.9326825,"2024-27"
"10605","Puntarenas",NA,NA,NA,NA,"2024-27"
"10606","Puriscal",26.155117,33.121582,29.6503722,29.701149,"2024-27"
"10607","Pérez Zeledón",20.247023,31.29662,26.6468441938776,27.2101935,"2024-27"
"10608","Quepos",28.92259,34.189823,32.2104307380952,32.6323165,"2024-27"
"10609","Río Cuarto",25.56301,33.27461,29.7559579047619,30.602137,"2024-27"
"10610","San Carlos",23.804306,34.74266,31.4473796813187,31.6105985,"2024-27"
"10611","San Mateo",28.840296,30.44054,29.6024925714286,29.677647,"2024-27"
"10612","San Pablo",25.194836,27.539463,26.7001834285714,27.118122,"2024-27"
"10613","San Ramón",24.6892,31.186384,27.5218077678571,27.0594255,"2024-27"
"10614","Santa Ana",25.12455,27.192331,26.4867282857143,26.854185,"2024-27"
"10615","Santa Cruz",NA,NA,NA,NA,"2024-27"
"10616","Sarapiquí",24.429035,34.192055,31.1653909411765,31.531754,"2024-27"
"10617","Sarchí",22.995518,25.17069,24.2030771428571,24.047472,"2024-27"
"10618","Siquirres",26.629967,33.307404,30.3933644464286,30.3293545,"2024-27"
"10619","Talamanca",17.673187,33.647583,25.2770570621118,24.930613,"2024-27"
"10620","Tarrazú",22.99675,30.3795,27.2745381071429,27.621126,"2024-27"
"10621","Tilarán",25.506756,32.753284,29.4099042040816,29.439354,"2024-27"
"10622","Turrialba",17.471794,29.074743,24.279717989011,24.843626,"2024-27"
"10623","Turrubares",29.903614,33.401356,31.5878982857143,31.557775,"2024-27"
"10624","Upala",25.620483,36.590702,31.4177676530612,31.5100765,"2024-27"
"10625","Vázquez de Coronado",20.450235,26.479317,23.7993375714286,23.4005515,"2024-27"
"10626","Zarcero",24.589859,26.852339,25.7046057142857,25.622532,"2024-27"
"10627","Abangares",30.134533,34.32416,32.8250443571429,32.956943,"2025-27"
"10628","Acosta",27.719568,31.913126,29.1902925714286,28.539173,"2025-27"
"10629","Alajuela",20.5632,30.140528,26.3540303571429,27.16996,"2025-27"
"10630","Alajuelita",23.525742,25.331406,24.4504958571429,24.274792,"2025-27"
"10631","Alvarado",23.957582,25.556221,24.8998547142857,24.896606,"2025-27"
"10632","Aserrí",25.784306,27.176466,26.3775071428571,26.115847,"2025-27"
"10633","Atenas",27.247866,28.778875,27.8790151428571,27.626694,"2025-27"
"10634","Bagaces",26.81059,34.070873,32.2800278,32.836254,"2025-27"
"10635","Barva",22.958874,25.371487,24.4492364285714,24.560234,"2025-27"
"10636","Buenos Aires",22.172136,31.190725,27.8131233684211,28.365883,"2025-27"
"10637","Carrillo",NA,NA,NA,NA,"2025-27"
"10638","Cartago",23.784851,25.554148,24.6436627142857,24.618288,"2025-27"
"10639","Cañas",29.96439,34.37393,33.1974506571429,33.4507,"2025-27"
"10640","Corredores",28.397192,33.109093,31.125053,31.520061,"2025-27"
"10641","Coto Brus",20.717665,28.611406,25.5804311428571,25.712222,"2025-27"
"10642","Dota",19.95961,28.94011,23.8112851904762,22.409153,"2025-27"
"10643","El Guarco",21.479528,25.239107,23.3286797857143,23.358195,"2025-27"
"10644","Esparza",31.296185,33.89318,32.5363396428571,32.625311,"2025-27"
"10645","Garabito",31.608711,33.62085,32.6050755238095,32.76807,"2025-27"
"10646","Golfito",29.599335,33.76271,31.7505668190476,31.750296,"2025-27"
"10647","Grecia",26.344942,28.576443,27.4833565714286,27.514315,"2025-27"
"10648","Guatuso",27.169374,33.94947,31.4551701020408,31.70077,"2025-27"
"10649","Guácimo",22.519196,32.94055,29.5934696857143,30.85223,"2025-27"
"10650","Heredia",21.618618,25.485233,23.8789977857143,23.923871,"2025-27"
"10651","Hojancha",31.019989,33.060883,31.8047251428571,31.612108,"2025-27"
"10652","Jiménez",26.236404,27.47209,26.9535855714286,27.1106,"2025-27"
"10653","La Cruz",NA,NA,NA,NA,"2025-27"
"10654","La Unión",24.555702,26.425808,25.5344341428571,25.458832,"2025-27"
"10655","León Cortés Castro",24.449465,25.644098,24.8652471428571,24.713812,"2025-27"
"10656","Liberia",28.309143,34.345764,32.7362916714286,33.08326,"2025-27"
"10657","Limón",21.378214,32.65058,27.7779854857143,28.805565,"2025-27"
"10658","Los Chiles",30.769789,34.232677,32.7807718961039,32.87702,"2025-27"
"10659","Matina",25.829502,33.258995,29.6519882619048,29.609193,"2025-27"
"10660","Montes de Oro",28.344173,32.513885,30.2448605714286,30.370595,"2025-27"
"10661","Mora",27.688316,29.150255,28.2434555714286,28.153038,"2025-27"
"10662","Nandayure",31.106478,34.914104,33.1489663428571,33.277287,"2025-27"
"10663","Naranjo",26.383308,28.116209,27.0953747142857,26.983202,"2025-27"
"10664","Nicoya",29.875788,35.53646,32.8614226190476,32.977195,"2025-27"
"10665","Oreamuno",24.004343,26.144548,25.3455261428571,25.412834,"2025-27"
"10666","Orotina",32.26151,33.404236,32.7386497142857,32.74284,"2025-27"
"10667","Osa",29.98267,33.937325,31.9755087619048,31.991745,"2025-27"
"10668","Paraíso",19.129093,26.06656,22.4051017857143,22.011773,"2025-27"
"10669","Parrita",31.260164,34.152985,32.703463,32.849197,"2025-27"
"10670","Pococí",23.788452,33.387993,31.1839705785714,31.6766415,"2025-27"
"10671","Puntarenas",NA,NA,NA,NA,"2025-27"
"10672","Puriscal",26.519218,33.082844,29.8482939714286,29.950062,"2025-27"
"10673","Pérez Zeledón",21.372463,32.0117,27.0663606428571,27.7177705,"2025-27"
"10674","Quepos",29.306091,34.301025,32.5431997857143,32.9606855,"2025-27"
"10675","Río Cuarto",24.775177,32.60656,29.4098122857143,30.460104,"2025-27"
"10676","San Carlos",23.024555,33.602726,31.1998633516484,31.954009,"2025-27"
"10677","San Mateo",29.423157,30.779003,29.9991477142857,30.100655,"2025-27"
"10678","San Pablo",25.488245,27.716555,26.7244358571429,26.674368,"2025-27"
"10679","San Ramón",24.78045,31.28108,27.67619275,27.423308,"2025-27"
"10680","Santa Ana",25.7764,27.540808,26.6041945714286,26.539669,"2025-27"
"10681","Santa Cruz",NA,NA,NA,NA,"2025-27"
"10682","Sarapiquí",24.163137,33.313206,30.9008907731092,31.600166,"2025-27"
"10683","Sarchí",22.517538,24.986364,23.9514998571429,24.158848,"2025-27"
"10684","Siquirres",26.774643,32.731873,29.9553986785714,29.989878,"2025-27"
"10685","Talamanca",17.482365,32.380276,25.0452890993789,24.73542,"2025-27"
"10686","Tarrazú",24.060883,30.743969,27.6328426785714,28.0681,"2025-27"
"10687","Tilarán",25.06627,32.18386,29.4205273061224,29.42137,"2025-27"
"10688","Turrialba",18.470795,28.39802,24.1942338901099,24.682554,"2025-27"
"10689","Turrubares",30.036247,33.559895,31.8510875714286,31.8243685,"2025-27"
"10690","Upala",24.950167,34.135937,30.7781447653061,31.100149,"2025-27"
"10691","Vázquez de Coronado",20.614288,26.641682,23.7329585714286,23.546344,"2025-27"
"10692","Zarcero",24.42345,26.60545,25.5749345714286,25.673243,"2025-27"
"10693","Abangares",29.83598,34.246014,32.6889798095238,32.911144,"2020-28"
"10694","Acosta",26.613136,31.622746,28.8929422380952,28.434877,"2020-28"
"10695","Alajuela",20.972065,30.275753,26.5284200714286,27.1846105,"2020-28"
"10696","Alajuelita",22.785019,25.259441,24.3032305714286,24.397863,"2020-28"
"10697","Alvarado",23.588516,25.693455,24.7716197142857,24.870024,"2020-28"
"10698","Aserrí",24.621021,26.714645,26.0560784285714,26.14706,"2020-28"
"10699","Atenas",25.99378,28.853947,27.8890955714286,27.986536,"2020-28"
"10700","Bagaces",27.725245,34.769436,32.5313647,32.947956,"2020-28"
"10701","Barva",23.109787,26.04953,24.6534125714286,24.79576,"2020-28"
"10702","Buenos Aires",22.652464,31.128946,27.7112835488722,28.034733,"2020-28"
"10703","Carrillo",NA,NA,NA,NA,"2020-28"
"10704","Cartago",22.807041,25.610876,24.3819747857143,24.506411,"2020-28"
"10705","Cañas",30.551851,34.88205,33.3150114,33.44704,"2020-28"
"10706","Corredores",28.218996,32.960674,31.0066661714286,31.26013,"2020-28"
"10707","Coto Brus",21.198969,28.347368,25.3227453392857,25.387234,"2020-28"
"10708","Dota",19.380621,28.315678,23.4122324761905,22.028019,"2020-28"
"10709","El Guarco",20.505346,24.931517,22.9197270714286,22.6066095,"2020-28"
"10710","Esparza",30.479345,33.360466,32.2472910714286,32.314991,"2020-28"
"10711","Garabito",30.657436,33.362507,32.1410932380952,32.135197,"2020-28"
"10712","Golfito",28.63255,33.32842,31.5508080857143,31.647818,"2020-28"
"10713","Grecia",25.762972,29.16274,27.7076961428571,28.078484,"2020-28"
"10714","Guatuso",27.88638,34.85963,32.0092731632653,32.17335,"2020-28"
"10715","Guácimo",22.823185,33.15775,29.9364666285714,31.15328,"2020-28"
"10716","Heredia",22.133837,25.99878,24.118213,24.118539,"2020-28"
"10717","Hojancha",29.562899,32.72758,31.4693441428571,31.85664,"2020-28"
"10718","Jiménez",25.618994,27.65464,26.714612,26.791245,"2020-28"
"10719","La Cruz",NA,NA,NA,NA,"2020-28"
"10720","La Unión",23.961327,26.399748,25.3549284285714,25.534014,"2020-28"
"10721","León Cortés Castro",23.218267,25.090715,24.4602657142857,24.593761,"2020-28"
"10722","Liberia",29.434475,34.95472,32.7726124571429,32.834614,"2020-28"
"10723","Limón",21.230751,32.992332,28.0550313428571,29.196878,"2020-28"
"10724","Los Chiles",30.974388,35.07934,33.1778367662338,33.364456,"2020-28"
"10725","Matina",26.43349,33.366226,30.0137429047619,30.0378085,"2020-28"
"10726","Montes de Oro",27.161005,32.323124,30.1627966428571,30.1371985,"2020-28"
"10727","Mora",26.508575,28.83756,28.1348754285714,28.02632,"2020-28"
"10728","Nandayure",29.75693,34.48547,32.7032942,32.877377,"2020-28"
"10729","Naranjo",25.191587,28.67966,27.2826695714286,27.585089,"2020-28"
"10730","Nicoya",29.36649,35.190407,32.6576806190476,32.78541,"2020-28"
"10731","Oreamuno",24.34012,26.543112,25.4875875714286,25.408222,"2020-28"
"10732","Orotina",31.492624,33.092342,32.493615,32.6964,"2020-28"
"10733","Osa",29.605385,34.055473,31.7853322952381,31.894737,"2020-28"
"10734","Paraíso",18.640646,26.153866,22.0992756071429,21.7581555,"2020-28"
"10735","Parrita",30.36459,33.849773,32.1963776666667,32.110622,"2020-28"
"10736","Pococí",24.089197,33.557625,31.6210161785714,32.1787945,"2020-28"
"10737","Puntarenas",NA,NA,NA,NA,"2020-28"
"10738","Puriscal",25.537209,32.990902,29.5445913714286,29.834373,"2020-28"
"10739","Pérez Zeledón",21.047115,31.72534,26.9543655510204,27.7025835,"2020-28"
"10740","Quepos",28.865099,33.76659,32.1019023333333,32.4599785,"2020-28"
"10741","Río Cuarto",25.451733,33.614246,29.9192733333333,30.851997,"2020-28"
"10742","San Carlos",23.462557,34.71891,31.6730439505495,32.1641225,"2020-28"
"10743","San Mateo",28.195768,30.729122,29.9433835714286,30.165415,"2020-28"
"10744","San Pablo",25.18568,28.0098,26.7661864285714,27.022007,"2020-28"
"10745","San Ramón",24.25752,31.86432,27.8752086428571,27.5949755,"2020-28"
"10746","Santa Ana",24.893604,27.323654,26.5020604285714,26.49667,"2020-28"
"10747","Santa Cruz",NA,NA,NA,NA,"2020-28"
"10748","Sarapiquí",24.741644,33.89429,31.3665375462185,32.052307,"2020-28"
"10749","Sarchí",22.541716,25.912642,24.3163518571429,24.518951,"2020-28"
"10750","Siquirres",27.180056,32.932556,30.3236151607143,30.307891,"2020-28"
"10751","Talamanca",18.686771,33.56455,25.2418416583851,24.93084,"2020-28"
"10752","Tarrazú",22.867743,30.126226,27.1695721071429,27.553298,"2020-28"
"10753","Tilarán",25.121084,33.28263,29.7647844285714,29.674278,"2020-28"
"10754","Turrialba",18.276588,28.47529,24.1859836923077,24.750343,"2020-28"
"10755","Turrubares",29.179806,33.37487,31.5027066071429,31.584588,"2020-28"
"10756","Upala",25.820417,35.846786,31.4901011632653,31.967776,"2020-28"
"10757","Vázquez de Coronado",20.64568,26.846954,23.7516815,23.601557,"2020-28"
"10758","Zarcero",23.900532,27.565569,25.9126315714286,26.25636,"2020-28"
"10759","Abangares",30.1976,34.957947,32.8033375238095,32.808393,"2021-28"
"10760","Acosta",26.601109,32.084175,29.159254,28.688164,"2021-28"
"10761","Alajuela",21.05197,30.621235,26.38609425,27.2198175,"2021-28"
"10762","Alajuelita",23.038506,25.574661,24.3820595714286,24.371399,"2021-28"
"10763","Alvarado",23.899261,25.386667,24.7319552857143,24.662104,"2021-28"
"10764","Aserrí",24.747234,27.439796,26.244214,26.436346,"2021-28"
"10765","Atenas",26.51304,29.282656,27.862533,27.680918,"2021-28"
"10766","Bagaces",27.34125,34.828552,32.4188271,32.787103,"2021-28"
"10767","Barva",23.39206,25.498196,24.5253645714286,24.439497,"2021-28"
"10768","Buenos Aires",22.126648,31.789286,28.0049311578947,28.61881,"2021-28"
"10769","Carrillo",NA,NA,NA,NA,"2021-28"
"10770","Cartago",23.094326,25.44881,24.4232512857143,24.427192,"2021-28"
"10771","Cañas",30.493347,34.93712,33.2171122285714,33.21321,"2021-28"
"10772","Corredores",28.866762,33.712063,31.5790538571429,31.943176,"2021-28"
"10773","Coto Brus",21.783697,29.12569,26.0356822142857,26.1872865,"2021-28"
"10774","Dota",19.629515,28.4255,23.3461233333333,21.657646,"2021-28"
"10775","El Guarco",20.754179,25.387144,23.0038797142857,22.842421,"2021-28"
"10776","Esparza",30.780018,33.771,32.3983121428571,32.51688,"2021-28"
"10777","Garabito",31.276146,33.76563,32.6295624761905,32.755096,"2021-28"
"10778","Golfito",30.830431,34.073784,32.3271421047619,32.333057,"2021-28"
"10779","Grecia",26.114763,28.939375,27.5228,27.423828,"2021-28"
"10780","Guatuso",27.76687,34.104202,31.4156923061224,31.629921,"2021-28"
"10781","Guácimo",23.26574,32.843044,30.0028592,31.630192,"2021-28"
"10782","Heredia",22.25243,25.369959,23.9861661428571,24.0220545,"2021-28"
"10783","Hojancha",30.563934,32.810913,31.7369165714286,31.556656,"2021-28"
"10784","Jiménez",25.855654,27.344492,26.6581907142857,26.565323,"2021-28"
"10785","La Cruz",NA,NA,NA,NA,"2021-28"
