"","canton","tmin_min","tmin_max","tmin_mean","tmin_median","week"
"6407","Alvarado",23.428162,25.603262,24.4426931428571,24.418425,"2021-17"
"6408","Aserrí",25.664873,27.164244,26.701713,26.839859,"2021-17"
"6409","Atenas",27.521473,29.537998,28.7006991428571,28.91972,"2021-17"
"6410","Bagaces",31.15041,36.702713,34.716943,35.061882,"2021-17"
"6411","Barva",24.515728,25.357857,25.0651412857143,25.198902,"2021-17"
"6412","Buenos Aires",22.023191,31.549664,27.887463112782,28.406345,"2021-17"
"6413","Carrillo",NA,NA,NA,NA,"2021-17"
"6414","Cartago",23.124418,25.285934,24.3619935714286,24.434651,"2021-17"
"6415","Cañas",33.94853,36.176907,35.1472920571429,35.16364,"2021-17"
"6416","Corredores",28.897123,35.401695,32.7388149142857,32.88114,"2021-17"
"6417","Coto Brus",20.419743,29.925404,26.2075459107143,26.422944,"2021-17"
"6418","Dota",19.459263,28.829807,23.7033134285714,22.599007,"2021-17"
"6419","El Guarco",20.868017,24.89502,23.2974937857143,23.0585655,"2021-17"
"6420","Esparza",31.623615,35.08305,33.2734085,33.3128225,"2021-17"
"6421","Garabito",31.339869,34.874424,33.1134021904762,33.08361,"2021-17"
"6422","Golfito",29.843645,35.509968,32.878683447619,32.923607,"2021-17"
"6423","Grecia",27.311277,28.81691,28.243184,28.44788,"2021-17"
"6424","Guatuso",30.821676,35.82676,33.6930216326531,34.23588,"2021-17"
"6425","Guácimo",22.813326,33.117733,29.5859567428571,30.940002,"2021-17"
"6426","Heredia",23.871233,25.258526,24.5798965,24.440731,"2021-17"
"6427","Hojancha",31.430943,33.93743,32.6666481428571,32.83297,"2021-17"
"6428","Jiménez",25.11847,27.316742,26.2079215714286,26.261639,"2021-17"
"6429","La Cruz",NA,NA,NA,NA,"2021-17"
"6430","La Unión",24.763197,25.94931,25.6538477142857,25.75793,"2021-17"
"6431","León Cortés Castro",24.162334,25.915157,25.2840891428571,25.471725,"2021-17"
"6432","Liberia",32.376175,37.161194,35.0890923285714,35.2567765,"2021-17"
"6433","Limón",20.994347,32.2052,27.3213784952381,28.140614,"2021-17"
"6434","Los Chiles",33.313007,36.08375,34.946569025974,34.95483,"2021-17"
"6435","Matina",26.033985,32.87563,29.2459320714286,29.578985,"2021-17"
"6436","Montes de Oro",29.094267,33.45803,31.2629187142857,31.0358945,"2021-17"
"6437","Mora",27.832027,29.643179,28.9276122857143,29.127275,"2021-17"
"6438","Nandayure",31.542759,36.167244,33.5358853714286,33.3963,"2021-17"
"6439","Naranjo",26.888613,28.647003,27.9742068571429,28.159504,"2021-17"
"6440","Nicoya",30.651495,36.347485,33.8749915833333,33.811365,"2021-17"
"6441","Oreamuno",24.922224,26.245794,25.4741687142857,25.505638,"2021-17"
"6442","Orotina",32.53459,34.469257,33.5347515714286,33.724552,"2021-17"
"6443","Osa",30.477411,34.375828,32.5568787047619,32.534935,"2021-17"
"6444","Paraíso",18.591986,25.805939,22.0014667142857,21.6433315,"2021-17"
"6445","Parrita",30.968487,35.115948,32.9774108571429,32.97088,"2021-17"
"6446","Pococí",24.349531,33.701263,31.7502440642857,32.27385,"2021-17"
"6447","Puntarenas",NA,NA,NA,NA,"2021-17"
"6448","Puriscal",27.150948,34.293278,30.6142808857143,30.704418,"2021-17"
"6449","Pérez Zeledón",21.342188,32.059563,27.1181183673469,27.9389715,"2021-17"
"6450","Quepos",28.98116,34.848427,32.5838056666667,33.01348,"2021-17"
"6451","Río Cuarto",27.057472,33.292072,30.5487938095238,31.395424,"2021-17"
"6452","San Carlos",25.23233,35.35463,32.6687312032967,33.34215,"2021-17"
"6453","San Mateo",29.50311,31.580154,30.6860505714286,30.906261,"2021-17"
"6454","San Pablo",26.311317,27.48784,27.0804182857143,27.1957,"2021-17"
"6455","San Ramón",26.6197,32.010124,28.8666848035714,28.355334,"2021-17"
"6456","Santa Ana",26.194885,27.70701,27.1652187142857,27.31222,"2021-17"
"6457","Santa Cruz",NA,NA,NA,NA,"2021-17"
"6458","Sarapiquí",25.917109,34.220306,31.8638810588235,32.66748,"2021-17"
"6459","Sarchí",24.270702,25.521948,25.1501862857143,25.431072,"2021-17"
"6460","Siquirres",26.960135,32.973198,29.6925111607143,29.534047,"2021-17"
"6461","Talamanca",18.258968,32.127148,24.6279005341615,24.638678,"2021-17"
"6462","Tarrazú",23.594254,30.947971,27.7582442142857,28.022431,"2021-17"
"6463","Tilarán",27.68895,34.117363,31.4193874693878,31.369806,"2021-17"
"6464","Turrialba",18.423342,28.909071,23.827014010989,24.352028,"2021-17"
"6465","Turrubares",30.509462,34.561386,32.4232679285714,32.2703665,"2021-17"
"6466","Upala",29.154785,36.311733,33.1421935612245,33.4860305,"2021-17"
"6467","Vázquez de Coronado",21.0706,26.106298,23.8568452857143,23.8982945,"2021-17"
"6468","Zarcero",25.730558,27.221518,26.7714044285714,27.061558,"2021-17"
"6469","Abangares",32.05649,35.647858,34.2091970714286,34.449886,"2022-17"
"6470","Acosta",28.337736,32.681107,29.9920534285714,29.288504,"2022-17"
"6471","Alajuela",23.120508,30.188513,27.1254604285714,27.677496,"2022-17"
"6472","Alajuelita",24.662064,25.455574,24.9911601428571,24.927189,"2022-17"
"6473","Alvarado",23.955893,25.36995,24.5288655714286,24.478592,"2022-17"
"6474","Aserrí",26.410288,27.365969,26.8096965714286,26.734959,"2022-17"
"6475","Atenas",28.39509,29.347363,28.7725191428571,28.773949,"2022-17"
"6476","Bagaces",31.073555,36.483017,34.6022113571429,35.1152015,"2022-17"
"6477","Barva",24.823156,25.44755,25.1477041428571,25.112846,"2022-17"
"6478","Buenos Aires",22.006973,31.538267,27.2454880827068,27.82609,"2022-17"
"6479","Carrillo",NA,NA,NA,NA,"2022-17"
"6480","Cartago",23.900276,25.217405,24.4178669285714,24.391005,"2022-17"
"6481","Cañas",33.805458,36.09294,35.1127203428571,35.26683,"2022-17"
"6482","Corredores",28.770975,35.746555,32.6394842857143,32.978115,"2022-17"
"6483","Coto Brus",20.977247,29.93857,25.7864033214286,25.8360985,"2022-17"
"6484","Dota",20.436792,29.376688,23.9860519047619,22.623125,"2022-17"
"6485","El Guarco",21.750631,25.180258,23.3953797857143,23.617924,"2022-17"
"6486","Esparza",32.505806,34.44206,33.4014798571429,33.3141845,"2022-17"
"6487","Garabito",31.939934,34.565853,33.2762038571429,33.139214,"2022-17"
"6488","Golfito",28.818298,35.63867,32.5008325428571,32.56072,"2022-17"
"6489","Grecia",27.906336,28.640253,28.2621345714286,28.139626,"2022-17"
"6490","Guatuso",30.696419,35.94153,33.5158672653061,34.06502,"2022-17"
"6491","Guácimo",22.897408,32.611713,29.5424079714286,30.541609,"2022-17"
"6492","Heredia",23.868868,25.45947,24.6787737142857,24.726855,"2022-17"
"6493","Hojancha",32.903004,33.834816,33.2933091428571,33.33267,"2022-17"
"6494","Jiménez",25.722445,27.252136,26.2681342857143,26.249706,"2022-17"
"6495","La Cruz",NA,NA,NA,NA,"2022-17"
"6496","La Unión",25.432858,26.232681,25.7563242857143,25.684395,"2022-17"
"6497","León Cortés Castro",24.996758,26.188778,25.4843795714286,25.466022,"2022-17"
"6498","Liberia",32.363113,36.528175,34.8593085428571,34.975758,"2022-17"
"6499","Limón",21.51557,31.596588,27.1934257714286,28.080236,"2022-17"
"6500","Los Chiles",33.12778,35.95466,34.6644227662338,34.72875,"2022-17"
"6501","Matina",25.76993,32.11124,29.1693354285714,29.110129,"2022-17"
"6502","Montes de Oro",29.61,33.150055,31.3002172857143,31.329024,"2022-17"
"6503","Mora",28.557117,29.513561,29.034866,28.94292,"2022-17"
"6504","Nandayure",33.046986,35.026142,33.9914405428571,34.023685,"2022-17"
"6505","Naranjo",27.66113,28.40671,27.9969435714286,27.849253,"2022-17"
"6506","Nicoya",32.185604,35.881386,34.2522661071429,34.236144,"2022-17"
"6507","Oreamuno",25.054176,26.033752,25.5857315714286,25.654528,"2022-17"
"6508","Orotina",33.27133,34.17416,33.6807374285714,33.676502,"2022-17"
"6509","Osa",29.612646,34.98442,32.420785647619,32.353256,"2022-17"
"6510","Paraíso",19.51179,25.776875,22.1046090357143,21.848407,"2022-17"
"6511","Parrita",31.737022,34.83338,33.3560668571429,33.329597,"2022-17"
"6512","Pococí",24.40017,33.607433,31.6148368714286,32.2047625,"2022-17"
"6513","Puntarenas",NA,NA,NA,NA,"2022-17"
"6514","Puriscal",27.930096,33.82641,30.8423084,30.657066,"2022-17"
"6515","Pérez Zeledón",21.7617,31.917067,27.1321434285714,27.866367,"2022-17"
"6516","Quepos",29.79541,35.050404,32.9464017857143,33.248779,"2022-17"
"6517","Río Cuarto",27.222057,33.411278,30.4155383333333,31.146149,"2022-17"
"6518","San Carlos",25.554283,35.15028,32.3842452197802,32.903326,"2022-17"
"6519","San Mateo",30.449556,31.390976,30.7551497142857,30.74445,"2022-17"
"6520","San Pablo",26.882421,27.54596,27.1769978571429,27.147253,"2022-17"
"6521","San Ramón",27.218252,31.740633,28.8375906964286,28.5315655,"2022-17"
"6522","Santa Ana",26.819159,27.70944,27.2521545714286,27.171719,"2022-17"
"6523","Santa Cruz",NA,NA,NA,NA,"2022-17"
"6524","Sarapiquí",25.94433,34.13769,31.742618487395,32.48981,"2022-17"
"6525","Sarchí",24.899628,25.799139,25.1804344285714,25.170246,"2022-17"
"6526","Siquirres",26.812393,32.273167,29.6188319285714,29.678293,"2022-17"
"6527","Talamanca",18.048655,31.245285,24.4238734534161,24.334034,"2022-17"
"6528","Tarrazú",24.491615,31.510572,28.0751795714286,28.56321,"2022-17"
"6529","Tilarán",27.931244,34.088856,31.3539991632653,31.22362,"2022-17"
"6530","Turrialba",18.903355,28.961485,24.0181349120879,24.537949,"2022-17"
"6531","Turrubares",31.26299,34.01282,32.60216725,32.7808975,"2022-17"
"6532","Upala",29.083061,36.15297,32.817093755102,33.119685,"2022-17"
"6533","Vázquez de Coronado",21.48557,26.356459,23.9755257142857,24.0647345,"2022-17"
"6534","Zarcero",26.463432,27.411564,26.7964394285714,26.809254,"2022-17"
"6535","Abangares",33.357323,36.2962,35.2360510238095,35.389654,"2023-17"
"6536","Acosta",28.663671,33.180428,30.4725696190476,29.617672,"2023-17"
"6537","Alajuela",24.369516,30.961481,28.1858919285714,28.60351,"2023-17"
"6538","Alajuelita",25.388645,26.033997,25.6340538571429,25.562778,"2023-17"
"6539","Alvarado",24.57915,25.528332,25.014883,25.090645,"2023-17"
"6540","Aserrí",26.9252,27.847736,27.3165408571429,27.325964,"2023-17"
"6541","Atenas",29.410057,29.969458,29.7228742857143,29.795338,"2023-17"
"6542","Bagaces",32.681313,37.5607,35.9109566714286,36.38827,"2023-17"
"6543","Barva",25.89454,26.32367,26.0672092857143,26.046741,"2023-17"
"6544","Buenos Aires",23.23714,31.065472,27.982987037594,28.673012,"2023-17"
"6545","Carrillo",NA,NA,NA,NA,"2023-17"
"6546","Cartago",24.360607,25.584023,24.9001312142857,24.8657,"2023-17"
"6547","Cañas",35.5104,37.15422,36.3656845714286,36.473312,"2023-17"
"6548","Corredores",29.247427,36.600094,33.4816058285714,33.852367,"2023-17"
"6549","Coto Brus",21.305521,29.16484,26.1976872857143,26.574275,"2023-17"
"6550","Dota",20.569271,29.315422,24.112762,22.74599,"2023-17"
"6551","El Guarco",22.096897,25.60227,23.7957518571429,23.9369285,"2023-17"
"6552","Esparza",33.041595,35.150578,33.9706140714286,33.7755545,"2023-17"
"6553","Garabito",32.532005,35.09041,33.9049513809524,33.881714,"2023-17"
"6554","Golfito",31.752502,36.494995,34.1145154952381,34.082523,"2023-17"
"6555","Grecia",29.269773,29.703068,29.4916288571429,29.512863,"2023-17"
"6556","Guatuso",32.448845,37.084766,35.1930300816327,35.59841,"2023-17"
"6557","Guácimo",23.702057,33.717163,30.5937508857143,32.051666,"2023-17"
"6558","Heredia",24.980736,26.207924,25.6185269285714,25.617226,"2023-17"
"6559","Hojancha",33.077053,33.8526,33.4068458571429,33.389565,"2023-17"
"6560","Jiménez",26.224455,27.223362,26.6716772857143,26.602226,"2023-17"
"6561","La Cruz",NA,NA,NA,NA,"2023-17"
"6562","La Unión",26.088226,26.743078,26.3074492857143,26.229446,"2023-17"
"6563","León Cortés Castro",25.340895,26.473618,25.8607832857143,25.835766,"2023-17"
"6564","Liberia",33.536583,37.627872,35.8616202714286,35.973623,"2023-17"
"6565","Limón",21.661688,33.15001,27.9466144,28.73292,"2023-17"
"6566","Los Chiles",35.025673,37.080963,36.2906329220779,36.356133,"2023-17"
"6567","Matina",26.508057,33.60587,29.8549035,30.0339965,"2023-17"
"6568","Montes de Oro",30.827337,33.725136,32.3507687857143,32.3451805,"2023-17"
"6569","Mora",29.469807,30.182446,29.8520852857143,29.90664,"2023-17"
"6570","Nandayure",33.27705,35.361317,34.2927174571429,34.377853,"2023-17"
"6571","Naranjo",29.01402,29.495045,29.2887561428571,29.35897,"2023-17"
"6572","Nicoya",32.753773,36.736965,34.6770353214286,34.687258,"2023-17"
"6573","Oreamuno",25.911377,26.663723,26.3261372857143,26.462795,"2023-17"
"6574","Orotina",33.693577,34.595432,34.1923805714286,34.246414,"2023-17"
"6575","Osa",30.872253,35.419865,33.2927498285714,33.460236,"2023-17"
"6576","Paraíso",19.587265,25.892467,22.4364137142857,22.16518,"2023-17"
"6577","Parrita",31.882597,35.518448,33.784774,33.914795,"2023-17"
"6578","Pococí",25.227612,34.91652,32.75763,33.251499,"2023-17"
"6579","Puntarenas",NA,NA,NA,NA,"2023-17"
"6580","Puriscal",28.26683,34.701294,31.4452442571429,31.283943,"2023-17"
"6581","Pérez Zeledón",21.83987,33.104603,27.5466393265306,28.3138905,"2023-17"
"6582","Quepos",29.98115,35.327194,33.2339483333333,33.513765,"2023-17"
"6583","Río Cuarto",28.423382,35.014133,32.0094860952381,33.003254,"2023-17"
"6584","San Carlos",26.980534,36.575283,34.2018069725275,34.8587205,"2023-17"
"6585","San Mateo",31.154701,31.786129,31.5519792857143,31.647108,"2023-17"
"6586","San Pablo",27.668753,28.180481,27.9059804285714,27.901981,"2023-17"
"6587","San Ramón",28.444595,32.78363,30.222863125,29.657342,"2023-17"
"6588","Santa Ana",27.733984,28.377882,28.0143895714286,28.025444,"2023-17"
"6589","Santa Cruz",NA,NA,NA,NA,"2023-17"
"6590","Sarapiquí",26.958113,35.676346,33.1359163865546,33.772785,"2023-17"
"6591","Sarchí",26.348928,26.853395,26.5905831428571,26.61504,"2023-17"
"6592","Siquirres",27.879442,33.371,30.4594814285714,30.3490455,"2023-17"
"6593","Talamanca",19.484896,32.727943,25.2143142298137,24.943872,"2023-17"
"6594","Tarrazú",24.848616,31.339058,28.2373490357143,28.6498385,"2023-17"
"6595","Tilarán",29.654163,35.18258,32.8813730612245,32.938725,"2023-17"
"6596","Turrialba",18.942217,28.995176,24.3806106153846,24.908218,"2023-17"
"6597","Turrubares",31.426182,34.874454,33.1879336428571,33.252092,"2023-17"
"6598","Upala",30.651327,37.113964,34.2426980816327,34.5120275,"2023-17"
"6599","Vázquez de Coronado",22.221664,26.918667,24.5501158571429,24.6780625,"2023-17"
"6600","Zarcero",28.038183,28.53456,28.2731232857143,28.288836,"2023-17"
"6601","Abangares",33.586487,37.104927,35.9296404047619,36.241415,"2024-17"
"6602","Acosta",28.509394,32.930317,30.2725711428571,29.463844,"2024-17"
"6603","Alajuela",23.578762,31.69949,28.1862028928571,28.7096075,"2024-17"
"6604","Alajuelita",25.158405,26.233698,25.6309361428571,25.611603,"2024-17"
"6605","Alvarado",24.428577,25.40816,24.9220548571429,25.002132,"2024-17"
"6606","Aserrí",26.78232,27.894377,27.2822991428571,27.2632,"2024-17"
"6607","Atenas",29.340534,30.774416,30.0372241428571,30.010632,"2024-17"
"6608","Bagaces",31.775862,37.9104,35.8197311857143,36.3258875,"2024-17"
"6609","Barva",25.411598,26.451302,25.9248947142857,26.029621,"2024-17"
"6610","Buenos Aires",22.399921,31.297684,28.092932887218,28.731968,"2024-17"
"6611","Carrillo",NA,NA,NA,NA,"2024-17"
"6612","Cartago",24.434336,25.576084,24.9107099285714,24.8099825,"2024-17"
"6613","Cañas",34.688473,37.44802,36.5577981714286,36.84351,"2024-17"
"6614","Corredores",29.12896,35.519024,32.6909230571429,33.011116,"2024-17"
"6615","Coto Brus",21.11765,29.340595,26.3869582857143,26.6850565,"2024-17"
"6616","Dota",20.8276,28.773027,24.176687952381,22.833836,"2024-17"
"6617","El Guarco",22.306513,25.683805,23.8675881428571,23.8566045,"2024-17"
"6618","Esparza",33.112606,35.179417,34.2568571428571,34.12051,"2024-17"
"6619","Garabito",32.56228,34.869934,33.8279233809524,33.852406,"2024-17"
"6620","Golfito",30.130238,35.67339,33.574387447619,33.704967,"2024-17"
"6621","Grecia",28.816605,30.169462,29.5205267142857,29.591454,"2024-17"
"6622","Guatuso",31.63353,36.25891,34.4409197959184,34.924995,"2024-17"
"6623","Guácimo",23.170364,33.088974,30.2776015142857,31.766535,"2024-17"
"6624","Heredia",24.242878,26.159998,25.3212690714286,25.379465,"2024-17"
"6625","Hojancha",32.69254,34.339703,33.8867187142857,34.03899,"2024-17"
"6626","Jiménez",26.321035,27.139442,26.751133,26.818476,"2024-17"
"6627","La Cruz",NA,NA,NA,NA,"2024-17"
"6628","La Unión",25.924477,26.831396,26.2803284285714,26.248817,"2024-17"
"6629","León Cortés Castro",25.331177,26.307304,25.7995258571429,25.817827,"2024-17"
"6630","Liberia",33.10844,38.19087,36.1432757571429,36.330487,"2024-17"
"6631","Limón",21.636305,32.465378,27.8072193428571,28.64637,"2024-17"
"6632","Los Chiles",34.04476,36.71124,35.4729015064935,35.444035,"2024-17"
"6633","Matina",25.967073,32.869576,29.8041140952381,29.625555,"2024-17"
"6634","Montes de Oro",30.97364,34.335373,32.6650595714286,32.620123,"2024-17"
"6635","Mora",29.211489,30.646082,29.907714,29.908878,"2024-17"
"6636","Nandayure",32.96698,35.97628,34.8942498571429,35.18107,"2024-17"
"6637","Naranjo",28.660826,30.101654,29.4059207142857,29.473274,"2024-17"
"6638","Nicoya",32.749187,37.44687,35.4723618452381,35.5233475,"2024-17"
"6639","Oreamuno",25.38275,26.494118,26.0270178571429,26.209618,"2024-17"
"6640","Orotina",33.773384,34.789516,34.3410302857143,34.444057,"2024-17"
"6641","Osa",30.545626,34.79633,32.9395960190476,33.071785,"2024-17"
"6642","Paraíso",19.85554,25.920471,22.5324119285714,22.1868,"2024-17"
"6643","Parrita",31.823599,34.90212,33.4495366190476,33.627014,"2024-17"
"6644","Pococí",24.678076,33.865414,32.29916455,33.053623,"2024-17"
"6645","Puntarenas",NA,NA,NA,NA,"2024-17"
"6646","Puriscal",28.144548,34.240227,31.2710922,31.316694,"2024-17"
"6647","Pérez Zeledón",22.090385,31.940826,27.3998029081633,28.259533,"2024-17"
"6648","Quepos",30.08918,34.473976,32.9906621666667,33.39142,"2024-17"
"6649","Río Cuarto",27.442749,33.945965,31.3190742380952,32.380535,"2024-17"
"6650","San Carlos",26.012405,35.835217,33.495567543956,34.1331475,"2024-17"
"6651","San Mateo",31.3332,32.554024,31.896281,31.993195,"2024-17"
"6652","San Pablo",27.49866,28.4988,27.9288091428571,27.910097,"2024-17"
"6653","San Ramón",28.22962,33.150753,30.2394718392857,29.7216205,"2024-17"
"6654","Santa Ana",27.420872,28.713541,28.0398748571429,28.006945,"2024-17"
"6655","Santa Cruz",NA,NA,NA,NA,"2024-17"
"6656","Sarapiquí",26.249498,34.573994,32.4385359831933,33.214622,"2024-17"
"6657","Sarchí",25.57121,26.84148,26.3070957142857,26.595926,"2024-17"
"6658","Siquirres",27.415434,32.780952,30.289702125,30.3383585,"2024-17"
"6659","Talamanca",18.140333,32.043304,24.9577639130435,24.663752,"2024-17"
"6660","Tarrazú",24.954367,30.696825,28.2400197857143,28.569372,"2024-17"
"6661","Tilarán",29.057692,35.3045,32.7110021020408,32.599964,"2024-17"
"6662","Turrialba",19.115509,28.263702,24.1524155934066,24.534262,"2024-17"
"6663","Turrubares",31.439528,34.634743,33.0621635714286,32.999395,"2024-17"
"6664","Upala",29.78091,36.89554,33.8261046530612,34.152775,"2024-17"
"6665","Vázquez de Coronado",21.852142,27.008524,24.4145661428571,24.4737905,"2024-17"
"6666","Zarcero",27.380953,28.63342,28.0803744285714,28.36907,"2024-17"
"6667","Abangares",33.217632,36.99269,35.429782547619,35.7566375,"2025-17"
"6668","Acosta",28.504942,32.537304,30.08926,29.164515,"2025-17"
"6669","Alajuela",23.008615,30.94349,27.6146871071429,28.194637,"2025-17"
"6670","Alajuelita",24.89275,25.59591,25.1485551428571,24.98469,"2025-17"
"6671","Alvarado",23.81331,24.654203,24.1428682857143,23.971123,"2025-17"
"6672","Aserrí",26.546082,27.290445,26.8361807142857,26.779362,"2025-17"
"6673","Atenas",29.390028,30.085283,29.7151924285714,29.644386,"2025-17"
"6674","Bagaces",31.252865,37.107048,35.1696515857143,35.774565,"2025-17"
"6675","Barva",24.90349,25.749851,25.3194264285714,25.252495,"2025-17"
"6676","Buenos Aires",22.21129,31.125551,27.4766806992481,28.15494,"2025-17"
"6677","Carrillo",NA,NA,NA,NA,"2025-17"
"6678","Cartago",23.750301,24.887388,24.2268988571429,24.1663345,"2025-17"
"6679","Cañas",34.17794,37.226635,35.9998792,36.152233,"2025-17"
"6680","Corredores",28.668472,34.11055,32.0617355142857,32.26624,"2025-17"
"6681","Coto Brus",21.132975,29.235342,25.4853990714286,25.731602,"2025-17"
"6682","Dota",20.272556,28.254318,23.5640352380952,22.181566,"2025-17"
"6683","El Guarco",21.651724,25.066679,23.2277127857143,23.3117675,"2025-17"
"6684","Esparza",33.340927,35.377594,34.1932256428571,34.1661475,"2025-17"
"6685","Garabito",32.581955,34.875835,33.8612531428571,33.992973,"2025-17"
"6686","Golfito",30.536623,34.49073,32.6367600095238,32.57456,"2025-17"
"6687","Grecia",28.416214,29.275217,28.8848462857143,28.8398,"2025-17"
"6688","Guatuso",31.011751,35.470303,33.8017739183673,34.16175,"2025-17"
"6689","Guácimo",22.55011,32.10016,29.1640223428571,30.49853,"2025-17"
"6690","Heredia",23.705278,25.570719,24.6579052857143,24.686764,"2025-17"
"6691","Hojancha",33.02986,34.35415,33.7113072857143,33.762623,"2025-17"
"6692","Jiménez",25.46738,26.38963,25.8297557142857,25.686695,"2025-17"
"6693","La Cruz",NA,NA,NA,NA,"2025-17"
"6694","La Unión",25.473389,26.196442,25.7231742857143,25.570574,"2025-17"
"6695","León Cortés Castro",25.04775,25.758236,25.3824061428571,25.377048,"2025-17"
"6696","Liberia",32.665195,37.573547,35.5572061714286,35.7574285,"2025-17"
"6697","Limón",21.211124,31.050142,26.7481836190476,27.656612,"2025-17"
"6698","Los Chiles",33.368507,36.013313,34.9495351688312,35.07765,"2025-17"
"6699","Matina",25.287796,31.510258,28.5729952619048,28.590126,"2025-17"
"6700","Montes de Oro",30.252815,34.04749,32.0795043571429,32.1800325,"2025-17"
"6701","Mora",29.262089,29.940073,29.5995667142857,29.489714,"2025-17"
"6702","Nandayure",33.146458,35.81192,34.6673304285714,34.60729,"2025-17"
"6703","Naranjo",28.377186,29.225386,28.7932068571429,28.72189,"2025-17"
"6704","Nicoya",33.087345,37.285675,35.2119155119048,35.128475,"2025-17"
"6705","Oreamuno",24.929186,25.909739,25.3658878571429,25.311237,"2025-17"
"6706","Orotina",33.96795,34.70734,34.3204025714286,34.260544,"2025-17"
"6707","Osa",30.543179,33.913372,32.3039249809524,32.24672,"2025-17"
"6708","Paraíso",19.272938,25.195263,21.7404648571429,21.5239785,"2025-17"
"6709","Parrita",31.754103,34.603367,33.3574742380952,33.767387,"2025-17"
"6710","Pococí",24.14982,33.25373,31.40640445,31.9581355,"2025-17"
"6711","Puntarenas",NA,NA,NA,NA,"2025-17"
"6712","Puriscal",28.421185,34.125885,31.2338055428571,31.108524,"2025-17"
"6713","Pérez Zeledón",21.449389,31.76602,26.9572775408163,27.787678,"2025-17"
"6714","Quepos",29.58053,34.13603,32.6384932857143,33.061405,"2025-17"
"6715","Río Cuarto",26.917402,33.095856,30.5262234285714,31.57152,"2025-17"
"6716","San Carlos",25.421234,34.94801,32.7263988406593,33.394014,"2025-17"
"6717","San Mateo",31.395645,32.10653,31.7170427142857,31.742556,"2025-17"
"6718","San Pablo",27.14062,27.859436,27.436401,27.325613,"2025-17"
"6719","San Ramón",27.50648,32.620304,29.4753007857143,28.8991815,"2025-17"
"6720","Santa Ana",27.347776,28.062616,27.6393344285714,27.503332,"2025-17"
"6721","Santa Cruz",NA,NA,NA,NA,"2025-17"
"6722","Sarapiquí",25.71574,33.850582,31.6900321008403,32.252808,"2025-17"
"6723","Sarchí",24.935942,25.927788,25.506427,25.519453,"2025-17"
"6724","Siquirres",26.563604,31.710823,29.1482812857143,29.09738,"2025-17"
"6725","Talamanca",17.605623,30.665543,24.1145009006211,23.889547,"2025-17"
"6726","Tarrazú",24.44955,30.083326,27.7477849642857,28.0892295,"2025-17"
"6727","Tilarán",28.441475,34.628815,31.9623770204082,31.813686,"2025-17"
"6728","Turrialba",18.601576,27.834732,23.4493203956044,23.950592,"2025-17"
"6729","Turrubares",31.71533,34.538223,33.1348609642857,33.09415,"2025-17"
"6730","Upala",29.228687,36.037613,33.1793628469388,33.421165,"2025-17"
"6731","Vázquez de Coronado",21.465769,26.45671,23.8765861428571,24.0177975,"2025-17"
"6732","Zarcero",26.693512,27.67406,27.2463547142857,27.244375,"2025-17"
"6733","Abangares",32.18396,36.72007,34.6462636666667,34.81741,"2020-18"
"6734","Acosta",27.584929,32.74713,29.4013639047619,28.800936,"2020-18"
"6735","Alajuela",21.6936,30.665333,26.90665225,27.715868,"2020-18"
"6736","Alajuelita",24.08896,25.521126,24.6852394285714,24.51464,"2020-18"
"6737","Alvarado",23.211788,24.699442,24.13726,24.134523,"2020-18"
"6738","Aserrí",25.74011,27.444706,26.4385862857143,26.192858,"2020-18"
"6739","Atenas",28.265055,29.748539,28.7773224285714,28.50872,"2020-18"
"6740","Bagaces",29.771818,36.99814,34.5091935571429,34.9245285,"2020-18"
"6741","Barva",24.142084,25.661177,24.7644425714286,24.768608,"2020-18"
"6742","Buenos Aires",22.144176,31.417814,27.6247771954887,28.250132,"2020-18"
"6743","Carrillo",NA,NA,NA,NA,"2020-18"
"6744","Cartago",23.224258,24.87376,24.1881117857143,24.218682,"2020-18"
"6745","Cañas",32.64616,37.051632,35.2501875428571,35.47151,"2020-18"
"6746","Corredores",28.42565,34.967575,31.9653670857143,32.188625,"2020-18"
"6747","Coto Brus",20.698832,29.454803,25.643514,25.860026,"2020-18"
"6748","Dota",19.66014,28.73056,23.5614185714286,22.213663,"2020-18"
"6749","El Guarco",21.036995,25.214952,23.1529185714286,23.1905395,"2020-18"
"6750","Esparza",32.24341,34.756893,33.4503562142857,33.4186175,"2020-18"
"6751","Garabito",31.831848,34.676365,33.2428861428571,33.34204,"2020-18"
"6752","Golfito",30.450603,35.060482,32.6293931714286,32.585575,"2020-18"
"6753","Grecia",27.50846,29.102276,28.1000421428571,27.928705,"2020-18"
"6754","Guatuso",29.549873,35.42054,33.1254941836735,33.27776,"2020-18"
"6755","Guácimo",21.935022,32.025272,28.8174142285714,30.11963,"2020-18"
"6756","Heredia",22.609337,25.477116,24.116359,24.2023025,"2020-18"
"6757","Hojancha",32.320232,33.691242,33.2930137142857,33.40551,"2020-18"
"6758","Jiménez",24.95987,26.606237,26.0616252857143,26.278044,"2020-18"
"6759","La Cruz",NA,NA,NA,NA,"2020-18"
"6760","La Unión",24.857483,26.135548,25.442206,25.286314,"2020-18"
"6761","León Cortés Castro",24.274088,26.048763,24.9848834285714,24.728127,"2020-18"
"6762","Liberia",31.694498,37.474056,35.1122481571429,35.2690185,"2020-18"
