"","temp_prom","week_canton"
"641",23.5666187857143,"2020-17-201"
"642",23.7485507857143,"2020-18-201"
"643",23.9482716428571,"2020-19-201"
"644",23.8567322142857,"2020-20-201"
"645",23.9437878571429,"2020-21-201"
"646",23.8118697142857,"2020-22-201"
"647",23.2386742857143,"2020-23-201"
"648",22.9118995714286,"2020-24-201"
"649",23.4142894285714,"2020-25-201"
"650",23.4936352142857,"2020-26-201"
"651",23.0776037142857,"2020-27-201"
"652",23.2764350714286,"2020-28-201"
"653",23.6037997142857,"2020-29-201"
"654",23.1682277142857,"2020-30-201"
"655",23.6929730714286,"2020-31-201"
"656",23.5550906428572,"2020-32-201"
"657",22.9587107857143,"2020-33-201"
"658",22.7887990714286,"2020-34-201"
"659",22.7513062142857,"2020-35-201"
"660",22.9704037142857,"2020-36-201"
"661",22.9508037857143,"2020-37-201"
"662",22.9410968571428,"2020-38-201"
"663",22.6940413571429,"2020-39-201"
"664",22.4625959285714,"2020-40-201"
"665",22.8397640714286,"2020-41-201"
"666",23.098841,"2020-42-201"
"667",22.8561045714286,"2020-43-201"
"668",22.6711205714286,"2020-44-201"
"669",21.4921155714286,"2020-45-201"
"670",22.0062585714285,"2020-46-201"
"671",21.7047607857143,"2020-47-201"
"672",22.0442698571429,"2020-48-201"
"673",22.0697137857143,"2020-49-201"
"674",21.3763274285714,"2020-50-201"
"675",21.4004766428572,"2020-51-201"
"676",21.3966452142857,"2020-52-201"
"677",21.3196662142857,"2021-1-201"
"678",21.8693615,"2021-2-201"
"679",21.7675742857143,"2021-3-201"
"680",21.5681275714285,"2021-4-201"
"681",22.6477692142857,"2021-5-201"
"682",22.5153597857143,"2021-6-201"
"683",22.4872082142857,"2021-7-201"
"684",22.6732944285714,"2021-8-201"
"685",22.3216842142857,"2021-9-201"
"686",22.9313177142857,"2021-10-201"
"687",22.7539459285714,"2021-11-201"
"688",23.0774012142857,"2021-12-201"
"689",23.7101996428571,"2021-13-201"
"690",23.4197207142857,"2021-14-201"
"691",23.9617742857143,"2021-15-201"
"692",23.5983395,"2021-16-201"
"693",23.0432716428572,"2021-17-201"
"694",22.5885945,"2021-18-201"
"695",23.4538511428572,"2021-19-201"
"696",23.5598694285714,"2021-20-201"
"697",23.4809692857143,"2021-21-201"
"698",22.9126853571429,"2021-22-201"
"699",22.8520626428572,"2021-23-201"
"700",23.1878076428571,"2021-24-201"
"701",22.7923097857143,"2021-25-201"
"702",22.7485712857143,"2021-26-201"
"703",22.9643971428572,"2021-27-201"
"704",23.2438241428571,"2021-28-201"
"705",23.0256538571428,"2021-29-201"
"706",23.1270568571429,"2021-30-201"
"707",22.8369784285714,"2021-31-201"
"708",22.4552015714286,"2021-32-201"
