"","tmax_min","tmax_max","tmax_mean","tmax_median","week_canton"
"155",31.717564,32.844414,32.292124,32.211403,"2022-51-507"
"156",32.375484,33.487553,32.8248541428571,32.718956,"2022-52-507"
"157",32.01012,33.190147,32.5724584285714,32.432724,"2023-1-507"
"158",30.357721,33.11031,32.2688582857143,32.648693,"2023-2-507"
"159",32.370453,33.969494,33.0968228571429,33.013783,"2023-3-507"
"160",31.994358,34.390427,33.0550318571429,32.765064,"2023-4-507"
"161",32.918247,34.449123,33.6485578571429,33.53849,"2023-5-507"
"162",34.07292,35.14936,34.6403148571429,34.650406,"2023-6-507"
"163",33.993576,35.17034,34.3958325714286,34.388332,"2023-7-507"
"164",33.81832,34.568134,34.2518527142857,34.403526,"2023-8-507"
"165",35.176506,36.81583,35.8966745714286,35.774788,"2023-9-507"
"166",34.249523,36.1516,35.0023828571429,34.92627,"2023-10-507"
"167",34.520737,35.61873,34.899007,34.856216,"2023-11-507"
"168",34.732998,36.30646,35.4622941428571,35.426674,"2023-12-507"
"169",34.681248,35.896084,35.1871562857143,35.087467,"2023-13-507"
"170",34.920467,35.595192,35.2630461428571,35.35018,"2023-14-507"
"171",35.273277,36.237186,35.7238465714286,35.73675,"2023-15-507"
"172",35.843784,36.54893,36.1476117142857,36.07581,"2023-16-507"
"173",35.33932,36.602596,35.8790455714286,36.055668,"2023-17-507"
"174",34.42124,36.05432,35.420003,35.55796,"2023-18-507"
"175",35.779427,36.652348,36.1853444285714,36.251663,"2023-19-507"
"176",35.15059,36.895016,35.9426411428571,36.0316,"2023-20-507"
"177",33.038174,35.745987,34.3206401428571,34.03583,"2023-21-507"
"178",32.36711,35.215454,33.6053357142857,33.34619,"2023-22-507"
"179",32.146633,34.322666,33.2275904285714,33.11126,"2023-23-507"
"180",33.211872,34.192257,33.6267191428571,33.58728,"2023-24-507"
"181",32.760883,34.666786,33.6099398571429,33.66046,"2023-25-507"
"182",32.76207,34.794197,33.5604037142857,33.37043,"2023-26-507"
"183",33.019733,33.950756,33.5490251428571,33.667465,"2023-27-507"
"184",33.25233,34.36152,33.596658,33.29863,"2023-28-507"
"185",33.330738,35.257507,34.228463,34.356415,"2023-29-507"
"186",33.086407,35.179058,33.9452864285714,33.947586,"2023-30-507"
"187",30.521618,35.46798,34.0061285714286,34.399345,"2023-31-507"
"188",32.672558,34.668808,33.8423765714286,34.12216,"2023-32-507"
"189",32.618473,34.58609,33.847489,34.098793,"2023-33-507"
"190",30.608505,34.400192,32.7348131428571,32.929146,"2023-34-507"
"191",33.2925,35.16135,34.0673071428571,34.052197,"2023-35-507"
"192",32.562572,34.612194,33.6627688571429,33.560867,"2023-36-507"
"193",32.637314,34.30858,33.7516302857143,34.123806,"2023-37-507"
"194",33.06932,34.754044,34.00038,34.374874,"2023-38-507"
"195",33.18716,33.989204,33.6029734285714,33.752445,"2023-39-507"
"196",32.43906,34.52663,33.3776252857143,33.086205,"2023-40-507"
"197",31.880129,34.444946,32.8435642857143,32.67174,"2023-41-507"
"198",31.900463,33.714478,32.7873017142857,32.577267,"2023-42-507"
"199",30.60264,32.710587,31.8545868571429,31.801556,"2023-43-507"
"200",30.856987,31.698755,31.312148,31.434143,"2023-44-507"
"201",30.967531,33.60936,32.363557,32.4439,"2023-45-507"
"202",30.602057,33.27993,31.9749445714286,31.798876,"2023-46-507"
"203",31.443213,32.575127,32.0396235714286,32.01558,"2023-47-507"
"204",31.389921,33.49857,32.6723827142857,32.54563,"2023-48-507"
"205",32.40827,33.83291,33.2856442857143,33.46434,"2023-49-507"
"206",33.02413,34.592396,33.7503611428571,33.6537,"2023-50-507"
"207",31.079372,34.11013,32.351451,32.36579,"2023-51-507"
"208",30.971132,34.324123,33.0992175714286,33.30593,"2023-52-507"
"209",32.587345,34.133522,33.4239784285714,33.513786,"2024-1-507"
"210",33.701538,35.24494,34.168679,33.960495,"2024-2-507"
"211",33.12655,34.759644,34.0162595714286,34.21124,"2024-3-507"
"212",33.066036,34.900192,34.328932,34.814987,"2024-4-507"
"213",31.918331,35.17735,33.5588505714286,33.494133,"2024-5-507"
"214",32.972157,35.73783,34.5773695714286,35.00529,"2024-6-507"
"215",34.350986,36.94456,35.6406028571429,35.62873,"2024-7-507"
"216",33.49533,35.900776,34.4571691428571,34.054005,"2024-8-507"
"217",34.747574,36.85985,35.8308527142857,35.55801,"2024-9-507"
"218",36.675194,38.128754,37.372971,37.509525,"2024-10-507"
"219",36.622166,37.455578,36.9843847142857,36.91476,"2024-11-507"
"220",36.72457,38.572796,37.7498407142857,38.010616,"2024-12-507"
"221",35.908813,37.79645,36.7561984285714,36.639626,"2024-13-507"
"222",35.39809,36.73737,36.253128,36.510025,"2024-14-507"
"223",35.737297,36.424755,36.181882,36.245094,"2024-15-507"
"224",36.303703,37.627266,36.7628712857143,36.702946,"2024-16-507"
"225",35.74311,37.000984,36.4861448571429,36.632755,"2024-17-507"
"226",34.950348,36.79816,35.9467437142857,36.031857,"2024-18-507"
"227",34.786366,36.286106,35.3038341428571,34.980675,"2024-19-507"
"228",33.78174,35.022606,34.4627894285714,34.677994,"2024-20-507"
"229",34.631138,35.533222,34.9845955714286,34.956898,"2024-21-507"
"230",32.16246,35.889557,34.1894367142857,34.222466,"2024-22-507"
"231",32.261753,33.88188,33.1114388571429,32.972824,"2024-23-507"
"232",30.909595,32.99729,31.900968,31.629944,"2024-24-507"
"233",31.231028,33.912212,32.4807085714286,32.30724,"2024-25-507"
"234",30.3659,33.352024,32.0198188571429,31.929567,"2024-26-507"
"235",31.729412,33.30156,32.6950117142857,32.909584,"2024-27-507"
"236",31.933239,34.485943,33.2778418571429,33.43267,"2024-28-507"
"237",30.935968,35.05907,33.088935,33.184193,"2024-29-507"
"238",31.770182,34.041405,33.2855314285714,33.56663,"2024-30-507"
"239",32.18778,34.205902,33.4186552857143,33.85604,"2024-31-507"
"240",31.39932,34.483814,33.2218274285714,33.560833,"2024-32-507"
"241",32.743683,33.768368,33.3150052857143,33.22015,"2024-33-507"
"242",32.282467,34.068943,33.040369,33.08918,"2024-34-507"
"243",32.782436,34.847122,33.4985181428571,33.109474,"2024-35-507"
"244",31.582108,34.641685,32.8613315714286,32.6229,"2024-36-507"
"245",32.928795,34.39974,33.6202721428571,33.463413,"2024-37-507"
"246",30.600725,34.10696,32.6228975714286,32.960888,"2024-38-507"
"247",30.563898,33.458275,31.6532937142857,31.489496,"2024-39-507"
"248",30.40768,34.70188,32.2149772857143,31.654226,"2024-40-507"
"249",31.09025,32.993153,31.7532038571429,31.581486,"2024-41-507"
"250",31.902063,33.586945,32.8969152857143,33.06695,"2024-42-507"
"251",32.171047,34.54361,33.0202374285714,33.0261,"2024-43-507"
"252",30.955963,33.648426,32.4326911428571,32.48773,"2024-44-507"
"253",28.782207,30.762377,30.0052705714286,29.946268,"2024-45-507"
"254",28.002968,30.664694,28.8842345714286,28.884659,"2024-46-507"
"255",30.177782,31.864265,30.890387,30.633396,"2024-47-507"
"256",30.87932,31.940462,31.5673782857143,31.731812,"2024-48-507"
"257",29.449898,32.873272,31.5586295714286,31.947985,"2024-49-507"
"258",31.817926,33.653027,32.5527998571429,32.231388,"2024-50-507"
"259",31.651197,32.776978,32.2770892857143,32.3825,"2024-51-507"
"260",30.387386,32.031338,31.4352027142857,31.624405,"2024-52-507"
"261",29.756771,32.618614,31.6412631428571,31.98105,"2025-1-507"
"262",30.885487,33.233223,32.2449994285714,32.762245,"2025-2-507"
"263",31.557255,34.10569,32.5269594285714,32.36802,"2025-3-507"
"264",32.006695,33.553364,32.8268387142857,32.87102,"2025-4-507"
"265",32.974426,34.737095,34.0427635714286,34.33127,"2025-5-507"
"266",34.53878,35.564617,34.928475,34.871258,"2025-6-507"
"267",33.494682,35.490383,34.8535071428571,35.096947,"2025-7-507"
"268",34.98385,35.728508,35.2990328571429,35.29152,"2025-8-507"
"269",35.55563,36.84406,36.1561692857143,36.068913,"2025-9-507"
"270",36.912918,37.34678,37.1740872857143,37.235844,"2025-10-507"
"271",35.915405,37.538445,36.891972,37.117645,"2025-11-507"
"272",36.164646,37.25946,36.784365,36.850376,"2025-12-507"
