"","week","province","group","value"
"2488","2021-33",2,"employment",39.46
"2489","2021-33",2,"mobility_finance",0
"2490","2021-33",2,"water",0
"2491","2021-33",3,"dengue_spread",0
"2492","2021-33",3,"employment",63.56
"2493","2021-33",3,"mobility_finance",0
"2494","2021-33",3,"water",0
"2495","2021-33",4,"dengue_spread",0
"2496","2021-33",4,"employment",0
"2497","2021-33",4,"mobility_finance",0
"2498","2021-33",4,"water",0
"2499","2021-33",5,"dengue_spread",0
"2500","2021-33",5,"employment",0
"2501","2021-33",5,"mobility_finance",0
"2502","2021-33",5,"water",0
"2503","2021-33",6,"dengue_spread",0
"2504","2021-33",6,"employment",0
"2505","2021-33",6,"mobility_finance",0
"2506","2021-33",7,"dengue_spread",0
"2507","2021-33",7,"employment",0
"2508","2021-33",7,"mobility_finance",0
"2509","2021-33",7,"water",0
"2510","2021-34",0,"dengue_spread",6.03
"2511","2021-34",0,"employment",37.03
"2512","2021-34",0,"mobility_finance",12
"2513","2021-34",0,"water",0
"2514","2021-34",1,"dengue_spread",0
"2515","2021-34",1,"employment",37.14
"2516","2021-34",1,"mobility_finance",0
"2517","2021-34",1,"water",0
"2518","2021-34",2,"dengue_spread",0
"2519","2021-34",2,"employment",43.18
"2520","2021-34",2,"mobility_finance",0
"2521","2021-34",2,"water",0
"2522","2021-34",3,"dengue_spread",0
"2523","2021-34",3,"employment",61.67
"2524","2021-34",3,"mobility_finance",0
"2525","2021-34",3,"water",0
"2526","2021-34",4,"dengue_spread",0
"2527","2021-34",4,"employment",45.59
"2528","2021-34",4,"mobility_finance",0
"2529","2021-34",4,"water",0
"2530","2021-34",5,"dengue_spread",0
"2531","2021-34",5,"employment",0
"2532","2021-34",5,"mobility_finance",0
"2533","2021-34",5,"water",0
"2534","2021-34",6,"dengue_spread",0
"2535","2021-34",6,"employment",0
"2536","2021-34",6,"mobility_finance",0
"2537","2021-34",7,"dengue_spread",0
"2538","2021-34",7,"employment",0
"2539","2021-34",7,"mobility_finance",0
"2540","2021-34",7,"water",0
"2541","2021-35",0,"dengue_spread",66.96
"2542","2021-35",0,"employment",37.03
"2543","2021-35",0,"mobility_finance",0
"2544","2021-35",0,"water",0
"2545","2021-35",1,"dengue_spread",100
"2546","2021-35",1,"employment",31.9
"2547","2021-35",1,"mobility_finance",0
"2548","2021-35",1,"water",0
"2549","2021-35",2,"dengue_spread",100
"2550","2021-35",2,"employment",0
"2551","2021-35",2,"mobility_finance",0
"2552","2021-35",2,"water",0
"2553","2021-35",3,"dengue_spread",58.46
"2554","2021-35",3,"employment",0
"2555","2021-35",3,"mobility_finance",0
"2556","2021-35",3,"water",0
"2557","2021-35",4,"dengue_spread",0
"2558","2021-35",4,"employment",0
"2559","2021-35",4,"mobility_finance",0
"2560","2021-35",4,"water",0
"2561","2021-35",5,"dengue_spread",0
"2562","2021-35",5,"employment",0
"2563","2021-35",5,"mobility_finance",0
"2564","2021-35",5,"water",0
"2565","2021-35",6,"dengue_spread",0
"2566","2021-35",6,"employment",0
"2567","2021-35",6,"mobility_finance",91.11
"2568","2021-35",7,"dengue_spread",0
"2569","2021-35",7,"employment",0
"2570","2021-35",7,"mobility_finance",0
"2571","2021-35",7,"water",0
"2572","2021-36",0,"dengue_spread",6.7
"2573","2021-36",0,"employment",35.49
"2574","2021-36",0,"mobility_finance",0
"2575","2021-36",0,"water",0
"2576","2021-36",1,"dengue_spread",0
"2577","2021-36",1,"employment",29.52
"2578","2021-36",1,"mobility_finance",0
"2579","2021-36",1,"water",0
"2580","2021-36",2,"dengue_spread",0
"2581","2021-36",2,"employment",0
"2582","2021-36",2,"mobility_finance",0
"2583","2021-36",2,"water",0
"2584","2021-36",3,"dengue_spread",0
"2585","2021-36",3,"employment",0
"2586","2021-36",3,"mobility_finance",0
"2587","2021-36",3,"water",0
"2588","2021-36",4,"dengue_spread",0
"2589","2021-36",4,"employment",0
"2590","2021-36",4,"mobility_finance",0
"2591","2021-36",4,"water",0
"2592","2021-36",5,"dengue_spread",0
"2593","2021-36",5,"employment",0
"2594","2021-36",5,"mobility_finance",0
"2595","2021-36",5,"water",0
"2596","2021-36",6,"dengue_spread",0
"2597","2021-36",6,"employment",0
"2598","2021-36",6,"mobility_finance",0
"2599","2021-36",7,"dengue_spread",0
"2600","2021-36",7,"employment",0
"2601","2021-36",7,"mobility_finance",0
"2602","2021-36",7,"water",0
"2603","2021-37",0,"dengue_spread",6.03
"2604","2021-37",0,"employment",38.57
"2605","2021-37",0,"mobility_finance",9.87
"2606","2021-37",0,"water",0
"2607","2021-37",1,"dengue_spread",0
"2608","2021-37",1,"employment",32.86
"2609","2021-37",1,"mobility_finance",43.14
"2610","2021-37",1,"water",0
"2611","2021-37",2,"dengue_spread",0
"2612","2021-37",2,"employment",0
"2613","2021-37",2,"mobility_finance",0
"2614","2021-37",2,"water",0
"2615","2021-37",3,"dengue_spread",0
"2616","2021-37",3,"employment",0
"2617","2021-37",3,"mobility_finance",0
"2618","2021-37",3,"water",0
"2619","2021-37",4,"dengue_spread",0
"2620","2021-37",4,"employment",0
"2621","2021-37",4,"mobility_finance",0
"2622","2021-37",4,"water",0
"2623","2021-37",5,"dengue_spread",0
"2624","2021-37",5,"employment",0
"2625","2021-37",5,"mobility_finance",0
"2626","2021-37",5,"water",0
"2627","2021-37",6,"dengue_spread",0
"2628","2021-37",6,"employment",62.3
"2629","2021-37",6,"mobility_finance",0
"2630","2021-37",7,"dengue_spread",0
"2631","2021-37",7,"employment",0
"2632","2021-37",7,"mobility_finance",0
"2633","2021-37",7,"water",0
"2634","2021-38",0,"dengue_spread",8.04
"2635","2021-38",0,"employment",31.37
"2636","2021-38",0,"mobility_finance",15.48
"2637","2021-38",0,"water",0
"2638","2021-38",1,"dengue_spread",0
"2639","2021-38",1,"employment",25.71
"2640","2021-38",1,"mobility_finance",0
"2641","2021-38",1,"water",0
"2642","2021-38",2,"dengue_spread",0
"2643","2021-38",2,"employment",0
"2644","2021-38",2,"mobility_finance",0
"2645","2021-38",2,"water",0
"2646","2021-38",3,"dengue_spread",0
"2647","2021-38",3,"employment",0
"2648","2021-38",3,"mobility_finance",0
"2649","2021-38",3,"water",0
"2650","2021-38",4,"dengue_spread",0
"2651","2021-38",4,"employment",0
"2652","2021-38",4,"mobility_finance",0
"2653","2021-38",4,"water",0
"2654","2021-38",5,"dengue_spread",0
"2655","2021-38",5,"employment",0
"2656","2021-38",5,"mobility_finance",0
"2657","2021-38",5,"water",0
"2658","2021-38",6,"dengue_spread",0
"2659","2021-38",6,"employment",0
"2660","2021-38",6,"mobility_finance",0
"2661","2021-38",7,"dengue_spread",0
"2662","2021-38",7,"employment",0
"2663","2021-38",7,"mobility_finance",0
"2664","2021-38",7,"water",0
"2665","2021-39",0,"dengue_spread",6.7
"2666","2021-39",0,"employment",39.6
"2667","2021-39",0,"mobility_finance",9.87
"2668","2021-39",0,"water",0
"2669","2021-39",1,"dengue_spread",0
"2670","2021-39",1,"employment",37.14
"2671","2021-39",1,"mobility_finance",0
"2672","2021-39",1,"water",0
"2673","2021-39",2,"dengue_spread",0
"2674","2021-39",2,"employment",0
"2675","2021-39",2,"mobility_finance",0
"2676","2021-39",2,"water",0
"2677","2021-39",3,"dengue_spread",61.42
"2678","2021-39",3,"employment",0
"2679","2021-39",3,"mobility_finance",0
"2680","2021-39",3,"water",0
"2681","2021-39",4,"dengue_spread",0
"2682","2021-39",4,"employment",0
"2683","2021-39",4,"mobility_finance",0
"2684","2021-39",4,"water",0
"2685","2021-39",5,"dengue_spread",0
"2686","2021-39",5,"employment",0
"2687","2021-39",5,"mobility_finance",0
"2688","2021-39",5,"water",0
"2689","2021-39",6,"dengue_spread",0
"2690","2021-39",6,"employment",0
"2691","2021-39",6,"mobility_finance",0
"2692","2021-39",7,"dengue_spread",0
"2693","2021-39",7,"employment",0
"2694","2021-39",7,"mobility_finance",0
"2695","2021-39",7,"water",0
"2696","2021-4",0,"dengue_spread",0
"2697","2021-4",0,"employment",45.96
"2698","2021-4",0,"mobility_finance",9.64
"2699","2021-4",0,"water",0
"2700","2021-4",1,"dengue_spread",0
"2701","2021-4",1,"employment",42.29
"2702","2021-4",1,"mobility_finance",0
"2703","2021-4",1,"water",0
"2704","2021-4",2,"dengue_spread",0
"2705","2021-4",2,"employment",51.37
"2706","2021-4",2,"mobility_finance",0
"2707","2021-4",2,"water",0
"2708","2021-4",3,"dengue_spread",0
"2709","2021-4",3,"employment",0
"2710","2021-4",3,"mobility_finance",0
"2711","2021-4",3,"water",0
"2712","2021-4",4,"dengue_spread",0
"2713","2021-4",4,"employment",0
"2714","2021-4",4,"mobility_finance",0
"2715","2021-4",4,"water",0
"2716","2021-4",5,"dengue_spread",0
"2717","2021-4",5,"employment",0
"2718","2021-4",5,"mobility_finance",0
"2719","2021-4",5,"water",0
"2720","2021-4",6,"dengue_spread",0
"2721","2021-4",6,"employment",0
"2722","2021-4",6,"mobility_finance",0
"2723","2021-4",6,"water",0
"2724","2021-4",7,"dengue_spread",0
"2725","2021-4",7,"employment",0
"2726","2021-4",7,"mobility_finance",0
"2727","2021-4",7,"water",0
"2728","2021-40",0,"dengue_spread",6.03
"2729","2021-40",0,"employment",38.57
"2730","2021-40",0,"mobility_finance",11.22
"2731","2021-40",0,"water",0
"2732","2021-40",1,"dengue_spread",0
"2733","2021-40",1,"employment",31.9
"2734","2021-40",1,"mobility_finance",0
"2735","2021-40",1,"water",0
"2736","2021-40",2,"dengue_spread",0
"2737","2021-40",2,"employment",0
"2738","2021-40",2,"mobility_finance",0
"2739","2021-40",2,"water",0
"2740","2021-40",3,"dengue_spread",0
"2741","2021-40",3,"employment",0
"2742","2021-40",3,"mobility_finance",0
"2743","2021-40",3,"water",0
"2744","2021-40",4,"dengue_spread",0
"2745","2021-40",4,"employment",0
"2746","2021-40",4,"mobility_finance",0
"2747","2021-40",4,"water",0
"2748","2021-40",5,"dengue_spread",0
"2749","2021-40",5,"employment",0
"2750","2021-40",5,"mobility_finance",0
"2751","2021-40",5,"water",0
"2752","2021-40",6,"dengue_spread",0
"2753","2021-40",6,"employment",0
"2754","2021-40",6,"mobility_finance",0
"2755","2021-40",7,"dengue_spread",0
"2756","2021-40",7,"employment",0
"2757","2021-40",7,"mobility_finance",0
"2758","2021-40",7,"water",0
"2759","2021-41",0,"dengue_spread",5.36
"2760","2021-41",0,"employment",38.57
"2761","2021-41",0,"mobility_finance",0
"2762","2021-41",0,"water",0
"2763","2021-41",1,"dengue_spread",0
"2764","2021-41",1,"employment",26.19
"2765","2021-41",1,"mobility_finance",0
"2766","2021-41",1,"water",0
"2767","2021-41",2,"dengue_spread",0
"2768","2021-41",2,"employment",74.45
"2769","2021-41",2,"mobility_finance",0
"2770","2021-41",2,"water",0
"2771","2021-41",3,"dengue_spread",0
"2772","2021-41",3,"employment",0
"2773","2021-41",3,"mobility_finance",0
"2774","2021-41",3,"water",0
"2775","2021-41",4,"dengue_spread",0
"2776","2021-41",4,"employment",0
"2777","2021-41",4,"mobility_finance",0
"2778","2021-41",4,"water",0
"2779","2021-41",5,"dengue_spread",0
"2780","2021-41",5,"employment",0
"2781","2021-41",5,"mobility_finance",0
"2782","2021-41",5,"water",0
"2783","2021-41",6,"dengue_spread",0
"2784","2021-41",6,"employment",0
"2785","2021-41",6,"mobility_finance",0
"2786","2021-41",7,"dengue_spread",0
"2787","2021-41",7,"employment",0
"2788","2021-41",7,"mobility_finance",0
"2789","2021-41",7,"water",0
"2790","2021-42",0,"dengue_spread",0
"2791","2021-42",0,"employment",33.43
"2792","2021-42",0,"mobility_finance",15.68
"2793","2021-42",0,"water",0
"2794","2021-42",1,"dengue_spread",0
"2795","2021-42",1,"employment",24.29
"2796","2021-42",1,"mobility_finance",0
"2797","2021-42",1,"water",0
"2798","2021-42",2,"dengue_spread",0
"2799","2021-42",2,"employment",0
"2800","2021-42",2,"mobility_finance",0
"2801","2021-42",2,"water",0
"2802","2021-42",3,"dengue_spread",0
"2803","2021-42",3,"employment",0
"2804","2021-42",3,"mobility_finance",0
"2805","2021-42",3,"water",0
"2806","2021-42",4,"dengue_spread",0
"2807","2021-42",4,"employment",0
"2808","2021-42",4,"mobility_finance",0
"2809","2021-42",4,"water",0
"2810","2021-42",5,"dengue_spread",0
"2811","2021-42",5,"employment",0
"2812","2021-42",5,"mobility_finance",0
"2813","2021-42",5,"water",0
"2814","2021-42",6,"dengue_spread",0
"2815","2021-42",6,"employment",0
"2816","2021-42",6,"mobility_finance",0
"2817","2021-42",6,"water",0
"2818","2021-42",7,"dengue_spread",0
"2819","2021-42",7,"employment",0
"2820","2021-42",7,"mobility_finance",0
"2821","2021-42",7,"water",0
"2822","2021-43",0,"dengue_spread",8.71
"2823","2021-43",0,"employment",31.37
"2824","2021-43",0,"mobility_finance",0
"2825","2021-43",0,"water",0
"2826","2021-43",1,"dengue_spread",0
"2827","2021-43",1,"employment",28.57
"2828","2021-43",1,"mobility_finance",0
"2829","2021-43",1,"water",0
"2830","2021-43",2,"dengue_spread",0
"2831","2021-43",2,"employment",0
"2832","2021-43",2,"mobility_finance",0
"2833","2021-43",2,"water",0
"2834","2021-43",3,"dengue_spread",0
"2835","2021-43",3,"employment",0
"2836","2021-43",3,"mobility_finance",0
"2837","2021-43",3,"water",0
"2838","2021-43",4,"dengue_spread",0
"2839","2021-43",4,"employment",0
"2840","2021-43",4,"mobility_finance",0
"2841","2021-43",4,"water",0
"2842","2021-43",5,"dengue_spread",0
"2843","2021-43",5,"employment",0
"2844","2021-43",5,"mobility_finance",0
"2845","2021-43",5,"water",0
"2846","2021-43",6,"dengue_spread",0
"2847","2021-43",6,"employment",0
"2848","2021-43",6,"mobility_finance",0
"2849","2021-43",6,"water",0
"2850","2021-43",7,"dengue_spread",0
"2851","2021-43",7,"employment",0
"2852","2021-43",7,"mobility_finance",0
"2853","2021-43",7,"water",0
"2854","2021-44",0,"dengue_spread",7.37
"2855","2021-44",0,"employment",26.74
"2856","2021-44",0,"mobility_finance",0
"2857","2021-44",0,"water",0
"2858","2021-44",1,"dengue_spread",18
"2859","2021-44",1,"employment",27.14
"2860","2021-44",1,"mobility_finance",0
"2861","2021-44",1,"water",0
"2862","2021-44",2,"dengue_spread",0
"2863","2021-44",2,"employment",0
"2864","2021-44",2,"mobility_finance",0
"2865","2021-44",2,"water",0
"2866","2021-44",3,"dengue_spread",0
"2867","2021-44",3,"employment",0
"2868","2021-44",3,"mobility_finance",0
"2869","2021-44",3,"water",0
"2870","2021-44",4,"dengue_spread",0
"2871","2021-44",4,"employment",0
"2872","2021-44",4,"mobility_finance",0
"2873","2021-44",4,"water",0
"2874","2021-44",5,"dengue_spread",0
"2875","2021-44",5,"employment",0
"2876","2021-44",5,"mobility_finance",0
"2877","2021-44",5,"water",0
"2878","2021-44",6,"dengue_spread",0
"2879","2021-44",6,"employment",0
"2880","2021-44",6,"mobility_finance",0
"2881","2021-44",6,"water",0
"2882","2021-44",7,"dengue_spread",0
"2883","2021-44",7,"employment",0
"2884","2021-44",7,"mobility_finance",0
"2885","2021-44",7,"water",0
"2886","2021-45",0,"dengue_spread",6.7
"2887","2021-45",0,"employment",39.6
"2888","2021-45",0,"mobility_finance",0
"2889","2021-45",0,"water",0
"2890","2021-45",1,"dengue_spread",0
"2891","2021-45",1,"employment",39.05
"2892","2021-45",1,"mobility_finance",0
"2893","2021-45",1,"water",0
"2894","2021-45",2,"dengue_spread",0
"2895","2021-45",2,"employment",0
"2896","2021-45",2,"mobility_finance",0
"2897","2021-45",2,"water",0
"2898","2021-45",3,"dengue_spread",0
"2899","2021-45",3,"employment",55.03
"2900","2021-45",3,"mobility_finance",0
"2901","2021-45",3,"water",0
"2902","2021-45",4,"dengue_spread",50.49
"2903","2021-45",4,"employment",0
"2904","2021-45",4,"mobility_finance",0
"2905","2021-45",4,"water",0
"2906","2021-45",5,"dengue_spread",0
"2907","2021-45",5,"employment",0
"2908","2021-45",5,"mobility_finance",0
"2909","2021-45",5,"water",0
"2910","2021-45",6,"dengue_spread",0
"2911","2021-45",6,"employment",0
"2912","2021-45",6,"mobility_finance",0
"2913","2021-45",6,"water",0
"2914","2021-45",7,"dengue_spread",0
"2915","2021-45",7,"employment",0
"2916","2021-45",7,"mobility_finance",0
"2917","2021-45",7,"water",0
"2918","2021-46",0,"dengue_spread",5.36
"2919","2021-46",0,"employment",38.57
"2920","2021-46",0,"mobility_finance",11.22
"2921","2021-46",0,"water",0
"2922","2021-46",1,"dengue_spread",0
"2923","2021-46",1,"employment",30.95
"2924","2021-46",1,"mobility_finance",0
"2925","2021-46",1,"water",0
"2926","2021-46",2,"dengue_spread",0
"2927","2021-46",2,"employment",0
"2928","2021-46",2,"mobility_finance",0
"2929","2021-46",2,"water",0
"2930","2021-46",3,"dengue_spread",0
"2931","2021-46",3,"employment",58.82
"2932","2021-46",3,"mobility_finance",0
"2933","2021-46",3,"water",0
"2934","2021-46",4,"dengue_spread",0
"2935","2021-46",4,"employment",0
"2936","2021-46",4,"mobility_finance",0
"2937","2021-46",4,"water",0
"2938","2021-46",5,"dengue_spread",0
"2939","2021-46",5,"employment",0
"2940","2021-46",5,"mobility_finance",0
"2941","2021-46",5,"water",0
"2942","2021-46",6,"dengue_spread",0
"2943","2021-46",6,"employment",0
"2944","2021-46",6,"mobility_finance",0
"2945","2021-46",6,"water",0
"2946","2021-46",7,"dengue_spread",0
"2947","2021-46",7,"employment",0
"2948","2021-46",7,"mobility_finance",0
"2949","2021-46",7,"water",0
"2950","2021-47",0,"dengue_spread",0
"2951","2021-47",0,"employment",28.2
"2952","2021-47",0,"mobility_finance",16.37
"2953","2021-47",0,"water",0
"2954","2021-47",1,"dengue_spread",0
"2955","2021-47",1,"employment",23.43
"2956","2021-47",1,"mobility_finance",0
"2957","2021-47",1,"water",0
"2958","2021-47",2,"dengue_spread",0
"2959","2021-47",2,"employment",0
"2960","2021-47",2,"mobility_finance",0
"2961","2021-47",2,"water",0
"2962","2021-47",3,"dengue_spread",0
"2963","2021-47",3,"employment",0
"2964","2021-47",3,"mobility_finance",0
"2965","2021-47",3,"water",0
"2966","2021-47",4,"dengue_spread",0
"2967","2021-47",4,"employment",0
"2968","2021-47",4,"mobility_finance",0
"2969","2021-47",4,"water",0
"2970","2021-47",5,"dengue_spread",0
"2971","2021-47",5,"employment",0
"2972","2021-47",5,"mobility_finance",0
"2973","2021-47",5,"water",0
"2974","2021-47",6,"dengue_spread",0
"2975","2021-47",6,"employment",0
"2976","2021-47",6,"mobility_finance",0
"2977","2021-47",6,"water",0
"2978","2021-47",7,"dengue_spread",0
"2979","2021-47",7,"employment",0
"2980","2021-47",7,"mobility_finance",0
"2981","2021-48",0,"dengue_spread",0
"2982","2021-48",0,"employment",29.4
"2983","2021-48",0,"mobility_finance",14.73
"2984","2021-48",0,"water",0
"2985","2021-48",1,"dengue_spread",0
"2986","2021-48",1,"employment",26.86
"2987","2021-48",1,"mobility_finance",0
"2988","2021-48",1,"water",0
"2989","2021-48",2,"dengue_spread",0
"2990","2021-48",2,"employment",0
"2991","2021-48",2,"mobility_finance",58.41
"2992","2021-48",2,"water",0
"2993","2021-48",3,"dengue_spread",0
"2994","2021-48",3,"employment",0
"2995","2021-48",3,"mobility_finance",0
"2996","2021-48",3,"water",0
"2997","2021-48",4,"dengue_spread",0
"2998","2021-48",4,"employment",0
"2999","2021-48",4,"mobility_finance",0
"3000","2021-48",4,"water",0
"3001","2021-48",5,"dengue_spread",0
"3002","2021-48",5,"employment",0
"3003","2021-48",5,"mobility_finance",0
"3004","2021-48",5,"water",0
"3005","2021-48",6,"dengue_spread",0
"3006","2021-48",6,"employment",0
"3007","2021-48",6,"mobility_finance",91.11
"3008","2021-48",6,"water",0
"3009","2021-48",7,"dengue_spread",0
"3010","2021-48",7,"employment",0
"3011","2021-48",7,"mobility_finance",0
"3012","2021-49",0,"dengue_spread",0
"3013","2021-49",0,"employment",30
"3014","2021-49",0,"mobility_finance",21.69
"3015","2021-49",0,"water",0
"3016","2021-49",1,"dengue_spread",0
"3017","2021-49",1,"employment",26.29
"3018","2021-49",1,"mobility_finance",0
"3019","2021-49",1,"water",0
"3020","2021-49",2,"dengue_spread",0
"3021","2021-49",2,"employment",0
"3022","2021-49",2,"mobility_finance",0
"3023","2021-49",2,"water",0
"3024","2021-49",3,"dengue_spread",0
"3025","2021-49",3,"employment",0
"3026","2021-49",3,"mobility_finance",0
"3027","2021-49",3,"water",0
"3028","2021-49",4,"dengue_spread",0
"3029","2021-49",4,"employment",0
"3030","2021-49",4,"mobility_finance",0
"3031","2021-49",4,"water",0
"3032","2021-49",5,"dengue_spread",0
"3033","2021-49",5,"employment",0
"3034","2021-49",5,"mobility_finance",0
"3035","2021-49",5,"water",0
"3036","2021-49",6,"dengue_spread",0
"3037","2021-49",6,"employment",50.84
"3038","2021-49",6,"mobility_finance",0
"3039","2021-49",6,"water",0
"3040","2021-49",7,"dengue_spread",0
"3041","2021-49",7,"employment",0
"3042","2021-49",7,"mobility_finance",0
"3043","2021-5",0,"dengue_spread",5
"3044","2021-5",0,"employment",44.12
"3045","2021-5",0,"mobility_finance",0
"3046","2021-5",0,"water",0
"3047","2021-5",1,"dengue_spread",16.27
"3048","2021-5",1,"employment",41.14
"3049","2021-5",1,"mobility_finance",0
"3050","2021-5",1,"water",0
"3051","2021-5",2,"dengue_spread",0
"3052","2021-5",2,"employment",49.88
"3053","2021-5",2,"mobility_finance",0
"3054","2021-5",2,"water",0
"3055","2021-5",3,"dengue_spread",0
"3056","2021-5",3,"employment",0
"3057","2021-5",3,"mobility_finance",0
"3058","2021-5",3,"water",0
"3059","2021-5",4,"dengue_spread",0
"3060","2021-5",4,"employment",64.82
"3061","2021-5",4,"mobility_finance",0
"3062","2021-5",4,"water",0
"3063","2021-5",5,"dengue_spread",0
"3064","2021-5",5,"employment",0
"3065","2021-5",5,"mobility_finance",0
"3066","2021-5",5,"water",0
"3067","2021-5",6,"dengue_spread",0
"3068","2021-5",6,"employment",0
"3069","2021-5",6,"mobility_finance",0
"3070","2021-5",6,"water",0
"3071","2021-5",7,"dengue_spread",0
"3072","2021-5",7,"employment",0
"3073","2021-5",7,"mobility_finance",0
"3074","2021-5",7,"water",0
"3075","2021-50",0,"dengue_spread",0
"3076","2021-50",0,"employment",24
"3077","2021-50",0,"mobility_finance",19.23
"3078","2021-50",0,"water",0
"3079","2021-50",1,"dengue_spread",0
"3080","2021-50",1,"employment",18.29
"3081","2021-50",1,"mobility_finance",37.18
"3082","2021-50",1,"water",0
"3083","2021-50",2,"dengue_spread",81.6
"3084","2021-50",2,"employment",0
"3085","2021-50",2,"mobility_finance",0
"3086","2021-50",2,"water",0
"3087","2021-50",3,"dengue_spread",0
"3088","2021-50",3,"employment",0
"3089","2021-50",3,"mobility_finance",0
"3090","2021-50",3,"water",0
"3091","2021-50",4,"dengue_spread",0
"3092","2021-50",4,"employment",0
"3093","2021-50",4,"mobility_finance",0
"3094","2021-50",4,"water",0
"3095","2021-50",5,"dengue_spread",0
"3096","2021-50",5,"employment",0
"3097","2021-50",5,"mobility_finance",0
"3098","2021-50",5,"water",0
"3099","2021-50",6,"dengue_spread",0
"3100","2021-50",6,"employment",0
"3101","2021-50",6,"mobility_finance",0
"3102","2021-50",6,"water",0
"3103","2021-50",7,"dengue_spread",0
"3104","2021-50",7,"employment",0
"3105","2021-50",7,"mobility_finance",0
"3106","2021-51",0,"dengue_spread",0
"3107","2021-51",0,"employment",22.2
"3108","2021-51",0,"mobility_finance",31.1
"3109","2021-51",0,"water",0
"3110","2021-51",1,"dengue_spread",0
"3111","2021-51",1,"employment",0
"3112","2021-51",1,"mobility_finance",49.57
"3113","2021-51",1,"water",0
"3114","2021-51",2,"dengue_spread",0
"3115","2021-51",2,"employment",0
"3116","2021-51",2,"mobility_finance",0
"3117","2021-51",2,"water",0
"3118","2021-51",3,"dengue_spread",0
"3119","2021-51",3,"employment",0
"3120","2021-51",3,"mobility_finance",76.61
"3121","2021-51",3,"water",0
"3122","2021-51",4,"dengue_spread",0
"3123","2021-51",4,"employment",0
"3124","2021-51",4,"mobility_finance",0
"3125","2021-51",4,"water",0
"3126","2021-51",5,"dengue_spread",0
"3127","2021-51",5,"employment",0
"3128","2021-51",5,"mobility_finance",0
"3129","2021-51",5,"water",0
"3130","2021-51",6,"dengue_spread",0
"3131","2021-51",6,"employment",0
"3132","2021-51",6,"mobility_finance",0
"3133","2021-51",6,"water",0
"3134","2021-51",7,"dengue_spread",0
"3135","2021-51",7,"employment",0
"3136","2021-51",7,"mobility_finance",0
"3137","2021-52",0,"dengue_spread",7.55
"3138","2021-52",0,"employment",20.4
"3139","2021-52",0,"mobility_finance",19.64
"3140","2021-52",0,"water",0
"3141","2021-52",1,"dengue_spread",0
"3142","2021-52",1,"employment",18.29
"3143","2021-52",1,"mobility_finance",0
"3144","2021-52",1,"water",0
"3145","2021-52",2,"dengue_spread",0
"3146","2021-52",2,"employment",0
"3147","2021-52",2,"mobility_finance",0
"3148","2021-52",2,"water",0
"3149","2021-52",3,"dengue_spread",0
"3150","2021-52",3,"employment",0
"3151","2021-52",3,"mobility_finance",0
"3152","2021-52",3,"water",0
"3153","2021-52",4,"dengue_spread",0
"3154","2021-52",4,"employment",0
"3155","2021-52",4,"mobility_finance",0
"3156","2021-52",4,"water",0
"3157","2021-52",5,"dengue_spread",0
"3158","2021-52",5,"employment",0
"3159","2021-52",5,"mobility_finance",0
"3160","2021-52",5,"water",0
"3161","2021-52",6,"dengue_spread",0
"3162","2021-52",6,"employment",0
"3163","2021-52",6,"mobility_finance",0
"3164","2021-52",6,"water",0
"3165","2021-52",7,"dengue_spread",0
"3166","2021-52",7,"employment",0
"3167","2021-52",7,"mobility_finance",0
"3168","2021-6",0,"dengue_spread",7.96
"3169","2021-6",0,"employment",52.14
"3170","2021-6",0,"mobility_finance",8.5
"3171","2021-6",0,"water",0
"3172","2021-6",1,"dengue_spread",0
"3173","2021-6",1,"employment",38.29
"3174","2021-6",1,"mobility_finance",0
"3175","2021-6",1,"water",0
"3176","2021-6",2,"dengue_spread",0
"3177","2021-6",2,"employment",29.85
"3178","2021-6",2,"mobility_finance",0
"3179","2021-6",2,"water",0
"3180","2021-6",3,"dengue_spread",0
"3181","2021-6",3,"employment",74
"3182","2021-6",3,"mobility_finance",0
"3183","2021-6",3,"water",0
"3184","2021-6",4,"dengue_spread",0
"3185","2021-6",4,"employment",34.19
"3186","2021-6",4,"mobility_finance",0
"3187","2021-6",4,"water",0
"3188","2021-6",5,"dengue_spread",0
"3189","2021-6",5,"employment",0
"3190","2021-6",5,"water",0
"3191","2021-6",6,"dengue_spread",0
"3192","2021-6",6,"employment",0
"3193","2021-6",6,"mobility_finance",0
"3194","2021-6",6,"water",0
"3195","2021-6",7,"dengue_spread",0
"3196","2021-6",7,"employment",0
"3197","2021-6",7,"mobility_finance",0
"3198","2021-6",7,"water",0
"3199","2021-7",0,"dengue_spread",0
"3200","2021-7",0,"employment",53.57
"3201","2021-7",0,"mobility_finance",10.99
"3202","2021-7",0,"water",28.5
"3203","2021-7",1,"dengue_spread",0
"3204","2021-7",1,"employment",42.86
"3205","2021-7",1,"mobility_finance",0
"3206","2021-7",1,"water",0
"3207","2021-7",2,"dengue_spread",0
"3208","2021-7",2,"employment",34.11
"3209","2021-7",2,"mobility_finance",0
"3210","2021-7",2,"water",0
"3211","2021-7",3,"dengue_spread",0
"3212","2021-7",3,"employment",53.13
"3213","2021-7",3,"mobility_finance",0
"3214","2021-7",3,"water",0
"3215","2021-7",4,"dengue_spread",0
"3216","2021-7",4,"employment",59.12
"3217","2021-7",4,"mobility_finance",0
"3218","2021-7",4,"water",0
"3219","2021-7",5,"dengue_spread",0
"3220","2021-7",5,"employment",0
