"","week","province","group","value"
"4826","2022-6",0,"employment",54
"4827","2022-6",0,"mobility_finance",0
"4828","2022-6",0,"water",0
"4829","2022-6",1,"dengue_spread",0
"4830","2022-6",1,"employment",48.57
"4831","2022-6",1,"mobility_finance",0
"4832","2022-6",1,"water",0
"4833","2022-6",2,"dengue_spread",0
"4834","2022-6",2,"employment",54.49
"4835","2022-6",2,"mobility_finance",0
"4836","2022-6",2,"water",0
"4837","2022-6",3,"dengue_spread",0
"4838","2022-6",3,"employment",68.31
"4839","2022-6",3,"mobility_finance",0
"4840","2022-6",3,"water",0
"4841","2022-6",4,"dengue_spread",0
"4842","2022-6",4,"employment",33.48
"4843","2022-6",4,"mobility_finance",0
"4844","2022-6",4,"water",0
"4845","2022-6",5,"dengue_spread",0
"4846","2022-6",5,"employment",0
"4847","2022-6",5,"mobility_finance",0
"4848","2022-6",5,"water",0
"4849","2022-6",6,"dengue_spread",0
"4850","2022-6",6,"employment",0
"4851","2022-6",6,"mobility_finance",0
"4852","2022-6",6,"water",0
"4853","2022-6",7,"dengue_spread",0
"4854","2022-6",7,"employment",0
"4855","2022-6",7,"mobility_finance",0
"4856","2022-6",7,"water",0
"4857","2022-7",0,"dengue_spread",11.5
"4858","2022-7",0,"employment",48.6
"4859","2022-7",0,"mobility_finance",11.05
"4860","2022-7",0,"water",0
"4861","2022-7",1,"dengue_spread",19.97
"4862","2022-7",1,"employment",46.86
"4863","2022-7",1,"mobility_finance",0
"4864","2022-7",1,"water",0
"4865","2022-7",2,"dengue_spread",50.15
"4866","2022-7",2,"employment",39.91
"4867","2022-7",2,"mobility_finance",0
"4868","2022-7",2,"water",0
"4869","2022-7",3,"dengue_spread",74
"4870","2022-7",3,"employment",0
"4871","2022-7",3,"mobility_finance",0
"4872","2022-7",3,"water",0
"4873","2022-7",4,"dengue_spread",0
"4874","2022-7",4,"employment",30.63
"4875","2022-7",4,"mobility_finance",0
"4876","2022-7",4,"water",0
"4877","2022-7",5,"dengue_spread",0
"4878","2022-7",5,"employment",0
"4879","2022-7",5,"mobility_finance",0
"4880","2022-7",5,"water",0
"4881","2022-7",6,"dengue_spread",0
"4882","2022-7",6,"employment",0
"4883","2022-7",6,"mobility_finance",0
"4884","2022-7",6,"water",0
"4885","2022-7",7,"dengue_spread",0
"4886","2022-7",7,"employment",0
"4887","2022-7",7,"mobility_finance",0
"4888","2022-7",7,"water",0
"4889","2022-8",0,"dengue_spread",10.68
"4890","2022-8",0,"employment",52
"4891","2022-8",0,"mobility_finance",6.96
"4892","2022-8",0,"water",0
"4893","2022-8",1,"dengue_spread",10.31
"4894","2022-8",1,"employment",52
"4895","2022-8",1,"mobility_finance",0
"4896","2022-8",1,"water",0
"4897","2022-8",2,"dengue_spread",0
"4898","2022-8",2,"employment",40.2
"4899","2022-8",2,"mobility_finance",0
"4900","2022-8",2,"water",0
"4901","2022-8",3,"dengue_spread",0
"4902","2022-8",3,"employment",61
"4903","2022-8",3,"mobility_finance",0
"4904","2022-8",3,"water",0
"4905","2022-8",4,"dengue_spread",0
"4906","2022-8",4,"employment",24.22
"4907","2022-8",4,"mobility_finance",0
"4908","2022-8",4,"water",0
"4909","2022-8",5,"dengue_spread",0
"4910","2022-8",5,"employment",43.5
"4911","2022-8",5,"mobility_finance",0
"4912","2022-8",5,"water",0
"4913","2022-8",6,"dengue_spread",0
"4914","2022-8",6,"employment",0
"4915","2022-8",6,"mobility_finance",0
"4916","2022-8",6,"water",48.28
"4917","2022-8",7,"dengue_spread",0
"4918","2022-8",7,"employment",0
"4919","2022-8",7,"mobility_finance",0
"4920","2022-8",7,"water",0
"4921","2022-9",0,"dengue_spread",5.18
"4922","2022-9",0,"employment",46
"4923","2022-9",0,"mobility_finance",9.57
"4924","2022-9",0,"water",0
"4925","2022-9",1,"dengue_spread",0
"4926","2022-9",1,"employment",40
"4927","2022-9",1,"mobility_finance",15.86
"4928","2022-9",1,"water",0
"4929","2022-9",2,"dengue_spread",0
"4930","2022-9",2,"employment",32.76
"4931","2022-9",2,"mobility_finance",87
"4932","2022-9",2,"water",0
"4933","2022-9",3,"dengue_spread",0
"4934","2022-9",3,"employment",55
"4935","2022-9",3,"mobility_finance",0
"4936","2022-9",3,"water",0
"4937","2022-9",4,"dengue_spread",0
"4938","2022-9",4,"employment",33.48
"4939","2022-9",4,"mobility_finance",0
"4940","2022-9",4,"water",0
"4941","2022-9",5,"dengue_spread",0
"4942","2022-9",5,"employment",0
"4943","2022-9",5,"mobility_finance",0
"4944","2022-9",5,"water",0
"4945","2022-9",6,"dengue_spread",0
"4946","2022-9",6,"employment",0
"4947","2022-9",6,"mobility_finance",0
"4948","2022-9",6,"water",0
"4949","2022-9",7,"dengue_spread",0
"4950","2022-9",7,"employment",0
"4951","2022-9",7,"mobility_finance",0
"4952","2022-9",7,"water",0
"4953","2023-1",0,"dengue_spread",8.93
"4954","2023-1",0,"employment",45.19
"4955","2023-1",0,"mobility_finance",25.8
"4956","2023-1",0,"water",0
"4957","2023-1",1,"dengue_spread",12.83
"4958","2023-1",1,"employment",50.22
"4959","2023-1",1,"mobility_finance",30.97
"4960","2023-1",1,"water",0
"4961","2023-1",2,"dengue_spread",0
"4962","2023-1",2,"employment",41.69
"4963","2023-1",2,"mobility_finance",0
"4964","2023-1",2,"water",0
"4965","2023-1",3,"dengue_spread",0
"4966","2023-1",3,"employment",43.64
"4967","2023-1",3,"mobility_finance",0
"4968","2023-1",3,"water",0
"4969","2023-1",4,"dengue_spread",0
"4970","2023-1",4,"employment",63
"4971","2023-1",4,"mobility_finance",0
"4972","2023-1",4,"water",0
"4973","2023-1",5,"dengue_spread",0
"4974","2023-1",5,"employment",0
"4975","2023-1",5,"mobility_finance",0
"4976","2023-1",5,"water",0
"4977","2023-1",6,"dengue_spread",0
"4978","2023-1",6,"employment",0
"4979","2023-1",6,"mobility_finance",0
"4980","2023-1",6,"water",0
"4981","2023-1",7,"dengue_spread",0
"4982","2023-1",7,"employment",0
"4983","2023-1",7,"mobility_finance",0
"4984","2023-1",7,"water",0
"4985","2023-10",0,"dengue_spread",9.19
"4986","2023-10",0,"employment",39.04
"4987","2023-10",0,"mobility_finance",16.75
"4988","2023-10",0,"water",0
"4989","2023-10",1,"dengue_spread",0
"4990","2023-10",1,"employment",37.62
"4991","2023-10",1,"mobility_finance",13.07
"4992","2023-10",1,"water",0
"4993","2023-10",2,"dengue_spread",0
"4994","2023-10",2,"employment",44.67
"4995","2023-10",2,"mobility_finance",0
"4996","2023-10",2,"water",0
"4997","2023-10",3,"dengue_spread",0
"4998","2023-10",3,"employment",69.26
"4999","2023-10",3,"mobility_finance",0
"5000","2023-10",3,"water",0
"5001","2023-10",4,"dengue_spread",0
"5002","2023-10",4,"employment",36.33
"5003","2023-10",4,"mobility_finance",0
"5004","2023-10",4,"water",0
"5005","2023-10",5,"dengue_spread",0
"5006","2023-10",5,"employment",0
"5007","2023-10",5,"mobility_finance",0
"5008","2023-10",5,"water",0
"5009","2023-10",6,"dengue_spread",0
"5010","2023-10",6,"employment",0
"5011","2023-10",6,"mobility_finance",0
"5012","2023-10",6,"water",0
"5013","2023-10",7,"dengue_spread",0
"5014","2023-10",7,"employment",0
"5015","2023-10",7,"mobility_finance",0
"5016","2023-10",7,"water",0
"5017","2023-11",0,"dengue_spread",10.02
"5018","2023-11",0,"employment",35.6
"5019","2023-11",0,"mobility_finance",17.38
"5020","2023-11",0,"water",0
"5021","2023-11",1,"dengue_spread",0
"5022","2023-11",1,"employment",41.58
"5023","2023-11",1,"mobility_finance",16.15
"5024","2023-11",1,"water",0
"5025","2023-11",2,"dengue_spread",0
"5026","2023-11",2,"employment",47.65
"5027","2023-11",2,"mobility_finance",0
"5028","2023-11",2,"water",0
"5029","2023-11",3,"dengue_spread",0
"5030","2023-11",3,"employment",77.79
"5031","2023-11",3,"mobility_finance",0
"5032","2023-11",3,"water",0
"5033","2023-11",4,"dengue_spread",0
"5034","2023-11",4,"employment",25.64
"5035","2023-11",4,"mobility_finance",0
"5036","2023-11",4,"water",0
"5037","2023-11",5,"dengue_spread",0
"5038","2023-11",5,"employment",0
"5039","2023-11",5,"mobility_finance",0
"5040","2023-11",5,"water",0
"5041","2023-11",6,"dengue_spread",0
"5042","2023-11",6,"employment",0
"5043","2023-11",6,"mobility_finance",0
"5044","2023-11",6,"water",0
"5045","2023-11",7,"dengue_spread",0
"5046","2023-11",7,"employment",0
"5047","2023-11",7,"mobility_finance",0
"5048","2023-11",7,"water",0
"5049","2023-12",0,"dengue_spread",8.35
"5050","2023-12",0,"employment",41.34
"5051","2023-12",0,"mobility_finance",18.93
"5052","2023-12",0,"water",0
"5053","2023-12",1,"dengue_spread",0
"5054","2023-12",1,"employment",47.52
"5055","2023-12",1,"mobility_finance",15.38
"5056","2023-12",1,"water",0
"5057","2023-12",2,"dengue_spread",0
"5058","2023-12",2,"employment",52.86
"5059","2023-12",2,"mobility_finance",0
"5060","2023-12",2,"water",0
"5061","2023-12",3,"dengue_spread",0
"5062","2023-12",3,"employment",0
"5063","2023-12",3,"mobility_finance",0
"5064","2023-12",3,"water",0
"5065","2023-12",4,"dengue_spread",0
"5066","2023-12",4,"employment",26.36
"5067","2023-12",4,"mobility_finance",0
"5068","2023-12",4,"water",0
"5069","2023-12",5,"dengue_spread",0
"5070","2023-12",5,"employment",0
"5071","2023-12",5,"mobility_finance",0
"5072","2023-12",5,"water",0
"5073","2023-12",6,"dengue_spread",0
"5074","2023-12",6,"employment",0
"5075","2023-12",6,"mobility_finance",0
"5076","2023-12",6,"water",0
"5077","2023-12",7,"dengue_spread",0
"5078","2023-12",7,"employment",0
"5079","2023-12",7,"mobility_finance",0
"5080","2023-12",7,"water",0
"5081","2023-13",0,"dengue_spread",7.52
"5082","2023-13",0,"employment",28.71
"5083","2023-13",0,"mobility_finance",8.07
"5084","2023-13",0,"water",0
"5085","2023-13",1,"dengue_spread",0
"5086","2023-13",1,"employment",22.44
"5087","2023-13",1,"mobility_finance",0
"5088","2023-13",1,"water",0
"5089","2023-13",2,"dengue_spread",60
"5090","2023-13",2,"employment",0
"5091","2023-13",2,"mobility_finance",0
"5092","2023-13",2,"water",0
"5093","2023-13",3,"dengue_spread",0
"5094","2023-13",3,"employment",63.56
"5095","2023-13",3,"mobility_finance",0
"5096","2023-13",3,"water",0
"5097","2023-13",4,"dengue_spread",0
"5098","2023-13",4,"employment",36.33
"5099","2023-13",4,"mobility_finance",0
"5100","2023-13",4,"water",0
"5101","2023-13",5,"dengue_spread",0
"5102","2023-13",5,"employment",0
"5103","2023-13",5,"mobility_finance",0
"5104","2023-13",5,"water",0
"5105","2023-13",6,"dengue_spread",0
"5106","2023-13",6,"employment",0
"5107","2023-13",6,"mobility_finance",0
"5108","2023-13",6,"water",0
"5109","2023-13",7,"dengue_spread",0
"5110","2023-13",7,"employment",0
"5111","2023-13",7,"mobility_finance",0
"5112","2023-13",7,"water",0
"5113","2023-14",0,"dengue_spread",10.02
"5114","2023-14",0,"employment",24.69
"5115","2023-14",0,"mobility_finance",17.38
"5116","2023-14",0,"water",0
"5117","2023-14",1,"dengue_spread",0
"5118","2023-14",1,"employment",31.02
"5119","2023-14",1,"mobility_finance",0
"5120","2023-14",1,"water",0
"5121","2023-14",2,"dengue_spread",0
"5122","2023-14",2,"employment",29.04
"5123","2023-14",2,"mobility_finance",0
"5124","2023-14",2,"water",0
"5125","2023-14",3,"dengue_spread",0
"5126","2023-14",3,"employment",0
"5127","2023-14",3,"mobility_finance",0
"5128","2023-14",3,"water",0
"5129","2023-14",4,"dengue_spread",0
"5130","2023-14",4,"employment",0
"5131","2023-14",4,"mobility_finance",0
"5132","2023-14",4,"water",0
"5133","2023-14",5,"dengue_spread",0
"5134","2023-14",5,"employment",0
"5135","2023-14",5,"mobility_finance",0
"5136","2023-14",5,"water",0
"5137","2023-14",6,"dengue_spread",0
"5138","2023-14",6,"employment",0
"5139","2023-14",6,"mobility_finance",0
"5140","2023-14",6,"water",0
"5141","2023-14",7,"dengue_spread",0
"5142","2023-14",7,"employment",0
"5143","2023-14",7,"mobility_finance",0
"5144","2023-14",7,"water",0
"5145","2023-15",0,"dengue_spread",6.68
"5146","2023-15",0,"employment",37.89
"5147","2023-15",0,"mobility_finance",17.06
"5148","2023-15",0,"water",0
"5149","2023-15",1,"dengue_spread",0
"5150","2023-15",1,"employment",38.94
"5151","2023-15",1,"mobility_finance",13.07
"5152","2023-15",1,"water",0
"5153","2023-15",2,"dengue_spread",0
"5154","2023-15",2,"employment",40.95
"5155","2023-15",2,"mobility_finance",0
"5156","2023-15",2,"water",0
"5157","2023-15",3,"dengue_spread",0
"5158","2023-15",3,"employment",67.36
"5159","2023-15",3,"mobility_finance",0
"5160","2023-15",3,"water",0
"5161","2023-15",4,"dengue_spread",0
"5162","2023-15",4,"employment",0
"5163","2023-15",4,"mobility_finance",0
"5164","2023-15",4,"water",0
"5165","2023-15",5,"dengue_spread",0
"5166","2023-15",5,"employment",0
"5167","2023-15",5,"mobility_finance",0
"5168","2023-15",5,"water",0
"5169","2023-15",6,"dengue_spread",0
"5170","2023-15",6,"employment",0
"5171","2023-15",6,"mobility_finance",0
"5172","2023-15",6,"water",0
"5173","2023-15",7,"dengue_spread",0
"5174","2023-15",7,"employment",0
"5175","2023-15",7,"mobility_finance",0
"5176","2023-15",7,"water",0
"5177","2023-16",0,"dengue_spread",8.91
"5178","2023-16",0,"employment",35.6
"5179","2023-16",0,"mobility_finance",14.58
"5180","2023-16",0,"water",0
"5181","2023-16",1,"dengue_spread",10.69
"5182","2023-16",1,"employment",46.2
"5183","2023-16",1,"mobility_finance",0
"5184","2023-16",1,"water",0
"5185","2023-16",2,"dengue_spread",0
"5186","2023-16",2,"employment",43.18
"5187","2023-16",2,"mobility_finance",0
"5188","2023-16",2,"water",0
"5189","2023-16",3,"dengue_spread",0
"5190","2023-16",3,"employment",52.18
"5191","2023-16",3,"mobility_finance",0
"5192","2023-16",3,"water",0
"5193","2023-16",4,"dengue_spread",0
"5194","2023-16",4,"employment",27.07
"5195","2023-16",4,"mobility_finance",0
"5196","2023-16",4,"water",0
"5197","2023-16",5,"dengue_spread",0
"5198","2023-16",5,"employment",0
"5199","2023-16",5,"mobility_finance",0
"5200","2023-16",5,"water",0
"5201","2023-16",6,"dengue_spread",0
"5202","2023-16",6,"employment",0
"5203","2023-16",6,"mobility_finance",0
"5204","2023-16",6,"water",0
"5205","2023-16",7,"dengue_spread",0
"5206","2023-16",7,"employment",0
"5207","2023-16",7,"mobility_finance",0
"5208","2023-16",7,"water",0
"5209","2023-17",0,"dengue_spread",7.38
"5210","2023-17",0,"employment",37.89
"5211","2023-17",0,"mobility_finance",16.13
"5212","2023-17",0,"water",0
"5213","2023-17",1,"dengue_spread",0
"5214","2023-17",1,"employment",42.9
"5215","2023-17",1,"mobility_finance",14.1
"5216","2023-17",1,"water",0
"5217","2023-17",2,"dengue_spread",0
"5218","2023-17",2,"employment",34.25
"5219","2023-17",2,"mobility_finance",0
"5220","2023-17",2,"water",0
"5221","2023-17",3,"dengue_spread",0
"5222","2023-17",3,"employment",0
"5223","2023-17",3,"mobility_finance",0
"5224","2023-17",3,"water",0
"5225","2023-17",4,"dengue_spread",0
"5226","2023-17",4,"employment",40.6
"5227","2023-17",4,"mobility_finance",0
"5228","2023-17",4,"water",0
"5229","2023-17",5,"dengue_spread",0
"5230","2023-17",5,"employment",0
"5231","2023-17",5,"mobility_finance",0
"5232","2023-17",5,"water",0
"5233","2023-17",6,"dengue_spread",0
"5234","2023-17",6,"employment",0
"5235","2023-17",6,"mobility_finance",0
"5236","2023-17",6,"water",0
"5237","2023-17",7,"dengue_spread",0
"5238","2023-17",7,"employment",0
"5239","2023-17",7,"mobility_finance",0
"5240","2023-17",7,"water",0
"5241","2023-18",0,"dengue_spread",7.38
"5242","2023-18",0,"employment",47.08
"5243","2023-18",0,"mobility_finance",8.38
"5244","2023-18",0,"water",0
"5245","2023-18",1,"dengue_spread",0
"5246","2023-18",1,"employment",66
"5247","2023-18",1,"mobility_finance",0
"5248","2023-18",1,"water",0
"5249","2023-18",2,"dengue_spread",0
"5250","2023-18",2,"employment",33.5
"5251","2023-18",2,"mobility_finance",0
"5252","2023-18",2,"water",0
"5253","2023-18",3,"dengue_spread",0
"5254","2023-18",3,"employment",76.85
"5255","2023-18",3,"mobility_finance",0
"5256","2023-18",3,"water",0
"5257","2023-18",4,"dengue_spread",0
"5258","2023-18",4,"employment",47.73
"5259","2023-18",4,"mobility_finance",0
"5260","2023-18",4,"water",0
"5261","2023-18",5,"dengue_spread",0
"5262","2023-18",5,"employment",0
"5263","2023-18",5,"mobility_finance",0
"5264","2023-18",5,"water",0
"5265","2023-18",6,"dengue_spread",0
"5266","2023-18",6,"employment",0
"5267","2023-18",6,"mobility_finance",0
"5268","2023-18",6,"water",0
"5269","2023-18",7,"dengue_spread",0
"5270","2023-18",7,"employment",0
"5271","2023-18",7,"mobility_finance",0
"5272","2023-18",7,"water",0
"5273","2023-19",0,"dengue_spread",6.13
"5274","2023-19",0,"employment",40.19
"5275","2023-19",0,"mobility_finance",20.79
"5276","2023-19",0,"water",0
"5277","2023-19",1,"dengue_spread",0
"5278","2023-19",1,"employment",48.18
"5279","2023-19",1,"mobility_finance",22.05
"5280","2023-19",1,"water",0
"5281","2023-19",2,"dengue_spread",0
"5282","2023-19",2,"employment",56.58
"5283","2023-19",2,"mobility_finance",0
"5284","2023-19",2,"water",0
"5285","2023-19",3,"dengue_spread",0
"5286","2023-19",3,"employment",61.67
"5287","2023-19",3,"mobility_finance",0
"5288","2023-19",3,"water",0
"5289","2023-19",4,"dengue_spread",0
"5290","2023-19",4,"employment",39.18
"5291","2023-19",4,"mobility_finance",0
"5292","2023-19",4,"water",0
"5293","2023-19",5,"dengue_spread",0
"5294","2023-19",5,"employment",0
"5295","2023-19",5,"mobility_finance",0
"5296","2023-19",5,"water",0
"5297","2023-19",6,"dengue_spread",0
"5298","2023-19",6,"employment",0
"5299","2023-19",6,"mobility_finance",0
"5300","2023-19",6,"water",0
"5301","2023-19",7,"dengue_spread",0
"5302","2023-19",7,"employment",0
"5303","2023-19",7,"mobility_finance",0
"5304","2023-19",7,"water",0
"5305","2023-2",0,"dengue_spread",8.63
"5306","2023-2",0,"employment",49.97
"5307","2023-2",0,"mobility_finance",16.59
"5308","2023-2",0,"water",0
"5309","2023-2",1,"dengue_spread",0
"5310","2023-2",1,"employment",51.43
"5311","2023-2",1,"mobility_finance",0
"5312","2023-2",1,"water",0
"5313","2023-2",2,"dengue_spread",0
"5314","2023-2",2,"employment",50.63
"5315","2023-2",2,"mobility_finance",0
"5316","2023-2",2,"water",0
"5317","2023-2",3,"dengue_spread",0
"5318","2023-2",3,"employment",65.46
"5319","2023-2",3,"mobility_finance",0
"5320","2023-2",3,"water",0
"5321","2023-2",4,"dengue_spread",0
"5322","2023-2",4,"employment",65
"5323","2023-2",4,"mobility_finance",0
"5324","2023-2",4,"water",0
"5325","2023-2",5,"dengue_spread",0
"5326","2023-2",5,"employment",61.77
"5327","2023-2",5,"mobility_finance",0
"5328","2023-2",5,"water",0
"5329","2023-2",6,"dengue_spread",0
"5330","2023-2",6,"employment",0
"5331","2023-2",6,"mobility_finance",0
"5332","2023-2",6,"water",0
"5333","2023-2",7,"dengue_spread",0
"5334","2023-2",7,"employment",0
"5335","2023-2",7,"mobility_finance",0
"5336","2023-2",7,"water",0
"5337","2023-20",0,"dengue_spread",10.3
"5338","2023-20",0,"employment",40.76
"5339","2023-20",0,"mobility_finance",16.44
"5340","2023-20",0,"water",0
"5341","2023-20",1,"dengue_spread",0
"5342","2023-20",1,"employment",48.18
"5343","2023-20",1,"mobility_finance",0
"5344","2023-20",1,"water",0
"5345","2023-20",2,"dengue_spread",0
"5346","2023-20",2,"employment",37.97
"5347","2023-20",2,"mobility_finance",0
"5348","2023-20",2,"water",0
"5349","2023-20",3,"dengue_spread",0
"5350","2023-20",3,"employment",0
"5351","2023-20",3,"mobility_finance",0
"5352","2023-20",3,"water",0
"5353","2023-20",4,"dengue_spread",0
"5354","2023-20",4,"employment",34.9
"5355","2023-20",4,"mobility_finance",0
"5356","2023-20",4,"water",0
"5357","2023-20",5,"dengue_spread",0
"5358","2023-20",5,"employment",0
"5359","2023-20",5,"mobility_finance",0
"5360","2023-20",5,"water",0
"5361","2023-20",6,"dengue_spread",0
"5362","2023-20",6,"employment",0
"5363","2023-20",6,"mobility_finance",0
"5364","2023-20",6,"water",0
"5365","2023-20",7,"dengue_spread",0
"5366","2023-20",7,"employment",0
"5367","2023-20",7,"mobility_finance",0
"5368","2023-20",7,"water",0
"5369","2023-21",0,"dengue_spread",9.19
"5370","2023-21",0,"employment",36.17
"5371","2023-21",0,"mobility_finance",25.75
"5372","2023-21",0,"water",0
"5373","2023-21",1,"dengue_spread",0
"5374","2023-21",1,"employment",47.52
"5375","2023-21",1,"mobility_finance",21.28
"5376","2023-21",1,"water",0
"5377","2023-21",2,"dengue_spread",0
"5378","2023-21",2,"employment",45.42
"5379","2023-21",2,"mobility_finance",0
"5380","2023-21",2,"water",0
"5381","2023-21",3,"dengue_spread",0
"5382","2023-21",3,"employment",47.44
"5383","2023-21",3,"mobility_finance",0
"5384","2023-21",3,"water",0
"5385","2023-21",4,"dengue_spread",0
"5386","2023-21",4,"employment",26.36
"5387","2023-21",4,"mobility_finance",0
"5388","2023-21",4,"water",0
"5389","2023-21",5,"dengue_spread",0
"5390","2023-21",5,"employment",0
"5391","2023-21",5,"mobility_finance",0
"5392","2023-21",5,"water",0
"5393","2023-21",6,"dengue_spread",0
"5394","2023-21",6,"employment",0
"5395","2023-21",6,"mobility_finance",0
"5396","2023-21",6,"water",0
"5397","2023-21",7,"dengue_spread",0
"5398","2023-21",7,"employment",0
"5399","2023-21",7,"mobility_finance",0
"5400","2023-21",7,"water",0
"5401","2023-22",0,"dengue_spread",9.47
"5402","2023-22",0,"employment",36.74
"5403","2023-22",0,"mobility_finance",24.51
"5404","2023-22",0,"water",0
"5405","2023-22",1,"dengue_spread",0
"5406","2023-22",1,"employment",37.62
"5407","2023-22",1,"mobility_finance",14.36
"5408","2023-22",1,"water",0
"5409","2023-22",2,"dengue_spread",0
"5410","2023-22",2,"employment",32.01
"5411","2023-22",2,"mobility_finance",0
"5412","2023-22",2,"water",0
"5413","2023-22",3,"dengue_spread",0
"5414","2023-22",3,"employment",61.67
"5415","2023-22",3,"mobility_finance",0
"5416","2023-22",3,"water",0
"5417","2023-22",4,"dengue_spread",0
"5418","2023-22",4,"employment",24.22
"5419","2023-22",4,"mobility_finance",0
"5420","2023-22",4,"water",0
"5421","2023-22",5,"dengue_spread",0
"5422","2023-22",5,"employment",0
"5423","2023-22",5,"mobility_finance",0
"5424","2023-22",5,"water",0
"5425","2023-22",6,"dengue_spread",0
"5426","2023-22",6,"employment",0
"5427","2023-22",6,"mobility_finance",0
"5428","2023-22",6,"water",0
"5429","2023-22",7,"dengue_spread",0
"5430","2023-22",7,"employment",0
"5431","2023-22",7,"mobility_finance",63.58
"5432","2023-22",7,"water",0
"5433","2023-23",0,"dengue_spread",10.19
"5434","2023-23",0,"employment",44.65
"5435","2023-23",0,"mobility_finance",29
"5436","2023-23",0,"water",0
"5437","2023-23",1,"dengue_spread",16.27
"5438","2023-23",1,"employment",50.16
"5439","2023-23",1,"mobility_finance",18.84
"5440","2023-23",1,"water",0
"5441","2023-23",2,"dengue_spread",0
"5442","2023-23",2,"employment",74.45
"5443","2023-23",2,"mobility_finance",0
"5444","2023-23",2,"water",0
"5445","2023-23",3,"dengue_spread",0
"5446","2023-23",3,"employment",61.67
"5447","2023-23",3,"mobility_finance",0
"5448","2023-23",3,"water",0
"5449","2023-23",4,"dengue_spread",0
"5450","2023-23",4,"employment",52.71
"5451","2023-23",4,"mobility_finance",0
"5452","2023-23",4,"water",0
"5453","2023-23",5,"dengue_spread",0
"5454","2023-23",5,"employment",0
"5455","2023-23",5,"mobility_finance",0
"5456","2023-23",5,"water",0
"5457","2023-23",6,"dengue_spread",28.2
"5458","2023-23",6,"employment",64.44
"5459","2023-23",6,"mobility_finance",0
"5460","2023-23",7,"dengue_spread",0
"5461","2023-23",7,"employment",0
"5462","2023-23",7,"mobility_finance",0
"5463","2023-23",7,"water",0
"5464","2023-24",0,"dengue_spread",6.07
"5465","2023-24",0,"employment",37.81
"5466","2023-24",0,"mobility_finance",28
"5467","2023-24",0,"water",0
"5468","2023-24",1,"dengue_spread",11.25
"5469","2023-24",1,"employment",40.92
"5470","2023-24",1,"mobility_finance",0
"5471","2023-24",1,"water",0
"5472","2023-24",2,"dengue_spread",0
"5473","2023-24",2,"employment",37.97
"5474","2023-24",2,"mobility_finance",0
"5475","2023-24",2,"water",0
"5476","2023-24",3,"dengue_spread",0
"5477","2023-24",3,"employment",0
"5478","2023-24",3,"mobility_finance",0
"5479","2023-24",3,"water",0
"5480","2023-24",4,"dengue_spread",0
"5481","2023-24",4,"employment",71.23
"5482","2023-24",4,"mobility_finance",43.92
"5483","2023-24",4,"water",0
"5484","2023-24",5,"dengue_spread",0
"5485","2023-24",5,"employment",0
"5486","2023-24",5,"mobility_finance",0
"5487","2023-24",5,"water",0
"5488","2023-24",6,"dengue_spread",0
"5489","2023-24",6,"employment",54.42
"5490","2023-24",6,"mobility_finance",0
"5491","2023-24",7,"dengue_spread",0
"5492","2023-24",7,"employment",0
"5493","2023-24",7,"mobility_finance",0
"5494","2023-24",7,"water",0
"5495","2023-25",0,"dengue_spread",14.49
"5496","2023-25",0,"employment",35.53
"5497","2023-25",0,"mobility_finance",32
"5498","2023-25",0,"water",0
"5499","2023-25",1,"dengue_spread",17.94
"5500","2023-25",1,"employment",42.24
"5501","2023-25",1,"mobility_finance",15.86
"5502","2023-25",1,"water",0
"5503","2023-25",2,"dengue_spread",0
"5504","2023-25",2,"employment",38.72
"5505","2023-25",2,"mobility_finance",37
"5506","2023-25",2,"water",0
"5507","2023-25",3,"dengue_spread",0
"5508","2023-25",3,"employment",82.54
"5509","2023-25",3,"mobility_finance",0
"5510","2023-25",3,"water",0
"5511","2023-25",4,"dengue_spread",0
"5512","2023-25",4,"employment",45.59
"5513","2023-25",4,"mobility_finance",0
"5514","2023-25",4,"water",0
"5515","2023-25",5,"dengue_spread",0
"5516","2023-25",5,"employment",0
"5517","2023-25",5,"mobility_finance",0
"5518","2023-25",5,"water",0
"5519","2023-25",6,"dengue_spread",0
"5520","2023-25",6,"employment",0
"5521","2023-25",6,"mobility_finance",0
"5522","2023-25",7,"dengue_spread",43.98
"5523","2023-25",7,"employment",0
"5524","2023-25",7,"mobility_finance",0
"5525","2023-25",7,"water",0
"5526","2023-26",0,"dengue_spread",10.77
"5527","2023-26",0,"employment",37.36
"5528","2023-26",0,"mobility_finance",40
"5529","2023-26",0,"water",0
"5530","2023-26",1,"dengue_spread",14.59
"5531","2023-26",1,"employment",46.86
"5532","2023-26",1,"mobility_finance",28.75
"5533","2023-26",1,"water",0
"5534","2023-26",2,"dengue_spread",47
"5535","2023-26",2,"employment",39.46
"5536","2023-26",2,"mobility_finance",0
"5537","2023-26",2,"water",0
"5538","2023-26",3,"dengue_spread",0
"5539","2023-26",3,"employment",61.67
"5540","2023-26",3,"mobility_finance",41.01
"5541","2023-26",3,"water",0
"5542","2023-26",4,"dengue_spread",0
"5543","2023-26",4,"employment",38.47
"5544","2023-26",4,"mobility_finance",32.4
"5545","2023-26",4,"water",0
"5546","2023-26",5,"dengue_spread",0
"5547","2023-26",5,"employment",0
"5548","2023-26",5,"mobility_finance",0
"5549","2023-26",5,"water",0
"5550","2023-26",6,"dengue_spread",0
"5551","2023-26",6,"employment",0
"5552","2023-26",6,"mobility_finance",0
